ticker,filed,tradable_date,form,items,acceptance_datetime_utc,primary_document,ex99_1_document,periodic_filing_form,periodic_filing_date,earnings_score,earnings_score_bucket,guidance_torque,earnings_torque,segment_wave_torque,margin_quality,warning_penalty,guidance_vs_current_pct,semantic_char_count,semantic_element_count,numeric_evidence_count,guidance_evidence_count,wave_or_demand_evidence_count,warning_or_risk_evidence_count,quality_flags,quality_ok,json_path,entry_open,return_10d_pct,return_20d_pct,return_30d_pct,return_60d_pct,return_90d_pct
SNDK,2025-05-07,2025-05-08,8-K,"2.02,9.01",2025-05-07T20:10:36.000Z,sndk-20250507.htm,sndkq3fy25ex991-pressrelea.htm,10-Q,2025-05-12,-1,avoid,0,0,0,0,1,,27633,65,6,6,6,6,,True,Growth/earnings_8k_sec_parser/SNDK/json/SNDK_2025-05-07_8-K_0002023554-25-000021.json,34.970001,10.8950,10.3231,19.5882,29.3108,20.3889
SNDK,2025-08-14,2025-08-15,8-K,"2.02,9.01",2025-08-14T20:10:43.000Z,d926236d8k.htm,d926236dex991.htm,10-K,2025-08-21,1,low,2,0,0,0,1,10.5263,28994,50,6,6,6,6,,True,Growth/earnings_8k_sec_parser/SNDK/json/SNDK_2025-08-14_8-K_0001193125-25-180782.json,43.060001,8.6391,45.1463,109.2197,195.6108,465.6526
SNDK,2025-11-06,2025-11-07,8-K,"2.02,9.01",2025-11-06T21:13:25.000Z,sndk-20251106.htm,sndkq1fy26ex991-pressrelea.htm,10-Q,2025-11-07,1,low,0,0,1,0,0,,24006,61,6,6,6,6,,True,Growth/earnings_8k_sec_parser/SNDK/json/SNDK_2025-11-06_8-K_0001628280-25-050180.json,208.419998,27.5693,7.1298,8.1806,67.7526,176.4610
SNDK,2026-01-29,2026-01-30,8-K,"2.02,9.01",2026-01-29T21:09:43.000Z,sndk-20260129.htm,sndkq2fy26ex991-pressrelea.htm,10-Q,2026-01-30,1,low,0,0,1,0,0,,25812,61,6,6,6,6,,True,Growth/earnings_8k_sec_parser/SNDK/json/SNDK_2026-01-29_8-K_0001628280-26-004121.json,651.229980,-10.4157,-4.6282,-4.9368,-2.4400,
