ticker,symbol,cik,company_title,cik_status,quarter,master_universe_source,dealflow_source_stage,scouts_json,daily_source_label,revenue_value,net_income_value,assets_value,operating_cash_flow_value,investing_cash_flow_value,financing_cash_flow_value,tradable_date,entry_open,revenue_bucket,profitability_score,operating_cash_flow_score,fcf_proxy_score,financing_dependence_score,asset_efficiency_score,pre_llm_fundamental_score,pre_llm_fundamental_bucket,pre_llm_fundamental_missing_fields,missing_fields,coverage_status,missing_inputs,notes,earnings_8k_accession,earnings_8k_filing_date,earnings_8k_primary_document,earnings_exhibit_document,periodic_accession,periodic_form,periodic_filing_date,periodic_primary_document,entry_open_date,entry_open_source,entry_qoq_pct,prior_entry_qoq_pct,score_change,prior_pre_llm_fundamental_score,tier_0_bucket,tier_1_bucket,tier_2_bucket,tier_3_bucket,tier_4_bucket,hp0_high_price_broad,hp1_quality_pullback,hp2_dislocation_momentum_priority,hp2_dislocation_momentum_watch,hp3_large_quality_theme_exception,hp4_score_reacceleration_watch,hp_production_extension,hp_research_extension,rm1_low_price_dislocation_momentum,rm2_weak_acceleration,rm3_mid_price_dislocation_momentum,rm4_persistent_repricing_wave,repricing_momentum_priority,repricing_momentum_extension,extended_candidate_universe,extended_research_universe,sample_id,event_date,causal_change,proof_alignment,durability,operating_leverage_quality,negative_revision_risk,story_vs_numbers_gap_penalty,narrative_delta_score,narrative_delta_bucket,score_addition,post_llm_candidate_flag,post_llm_high_priority_flag,post_llm_demote_flag,post_llm_demote_severity,post_llm_demote_reason_code,post_llm_demote_overrideable,post_llm_demote_evidence,detected_driver_category,detected_driver_name,evidence_positive,evidence_risk,confidence,blocking_issues,primary_theme,secondary_themes,theme_tags,theme_role,theme_confidence,theme_driver_type,theme_momentum,theme_evidence,filing_theme_growth_flag,filing_theme_guidance_flag,filing_theme_margin_flag,filing_theme_customer_win_flag,filing_theme_capacity_expansion_flag,theme_acceleration_score,theme_tailwind_score,theme_driver_summary,theme_evidence_summary,sec_ticker,yahoo_ticker,symbol_alias_reason,identity_status,rejection_reason,source_status,theme_active,theme_cohort_strength,theme_leader_or_direct_beneficiary,hp1_LLM_best,hp2_LLM_best,hp2_watch_LLM_best,hp3_theme_confirmed,hp4_LLM_supported,hp_LLM_best,hp_structure_score,prior_entry_open,theme_ai_data_center,theme_ai_optical_networking,theme_semiconductor_materials,theme_compound_semiconductor,theme_photonics,theme_critical_materials,theme_semicap_datacenter_confirmed,market_repricing_score,force_llm_extraction,repricing_started,repricing_confirmed,positive_repricing_status,llm_status,entry_score_is_provisional,llm_required_for_full_buy_flag,prior_score_addition,missing_critical_llm_fields,tier_structure_score,total_structure_score,llm_business_improvement_score,fundamental_rerating_score,rm_buy_review_flag,theme_external_confirmation_score,risk_penalty_score,entry_raw_score,entry_score_0_100,entry_score_0_100_bucket,entry_score_label,hard_reject_reason,entry_score_inputs,signal_age_days,signal_freshness_status,decision_type,blocked_reasons,warning_reasons,manual_override_outcome,force_pm_underwriting_flag,underwriting_path,rm_risk_size_multiplier,monitoring_status,candidate_state,dashboard_score_0_100,tier1_L1_llm_supported,tier1_L2_causal_rerating,tier1_L3_best_balanced,tier1_L4_clean_high_priority,tier1_L5_inflecting,tier1_L6_mid_price_rerater,tier1_L7_clean_non_distressed_rerater,tier2_L1_llm_supported,tier2_L2_causal_rerating,tier2_L3_best_balanced,tier3_L1_llm_supported,tier3_L2_inflecting,tier3_L3_persistent_positive,tier3_L4_persistent_high_priority,tier4_L1_llm_supported,tier4_L2_causal_rerating,tier4_L3_clean_high_priority,demote_risk_flag,deteriorating_risk_flag,negative_revision_risk_flag
A,A,1090872,"AGILENT TECHNOLOGIES, INC.",resolved,2026Q2,master_fundamental_universe_start_2021Q4.json,master_fundamental_universe,[],master_start,1798000000,305000000.0,12813000000,268000000,-93000000,-222000000,2026-03-04,119.58000183105469,$1B-$2B,2,2,2,1,0,7,strong,,,CACHED_READY,,,0001090872-26-000015,2026-02-25,a-20260225.htm,exhibit991-q126pressrelease.htm,0001090872-26-000023,10-Q,2026-03-03,a-20260131.htm,2026-03-04,price_provider_open,-1.8951,-19.16,-1.0,8.0,,,,,,HP0 - High-price broad watchlist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,0,False,False,False,False,False,False,0,,,,,,,,0,0,0,0,0,,not_required,0,0,,0,0,0,0,3,0,0,0,3,3,Low priority unless theme override exists,Avoid / stale / low priority,,asset_efficiency_score;assets_value;blocking_issues;causal_change;cik;cik_status;company_title;confidence;coverage_status;daily_source_label;dealflow_source_stage;detected_driver_category;detected_driver_name;durability;earnings_8k_accession;earnings_8k_filing_date;earnings_8k_primary_document;earnings_exhibit_document;entry_open;entry_open_date;entry_open_source;entry_qoq_pct;entry_score_is_provisional;event_date;evidence_positive;evidence_risk;extended_candidate_universe;extended_research_universe;fcf_proxy_score;filing_theme_capacity_expansion_flag;filing_theme_customer_win_flag;filing_theme_growth_flag;filing_theme_guidance_flag;filing_theme_margin_flag;financing_cash_flow_value;financing_dependence_score;force_llm_extraction;hp0_high_price_broad;hp1_LLM_best;hp1_quality_pullback;hp2_LLM_best;hp2_dislocation_momentum_priority;hp2_dislocation_momentum_watch;hp2_watch_LLM_best;hp3_large_quality_theme_exception;hp3_theme_confirmed;hp4_LLM_supported;hp4_score_reacceleration_watch;hp_LLM_best;hp_production_extension;hp_research_extension;hp_structure_score;identity_status;investing_cash_flow_value;llm_required_for_full_buy_flag;llm_status;market_repricing_score;master_universe_source;missing_fields;missing_inputs;narrative_delta_bucket;narrative_delta_score;negative_revision_risk;net_income_value;notes;operating_cash_flow_score;operating_cash_flow_value;operating_leverage_quality;periodic_accession;periodic_filing_date;periodic_form;periodic_primary_document;positive_repricing_status;post_llm_candidate_flag;post_llm_demote_evidence;post_llm_demote_flag;post_llm_demote_overrideable;post_llm_demote_reason_code;post_llm_demote_severity;post_llm_high_priority_flag;pre_llm_fundamental_bucket;pre_llm_fundamental_missing_fields;pre_llm_fundamental_score;primary_theme;prior_entry_open;prior_entry_qoq_pct;prior_pre_llm_fundamental_score;profitability_score;proof_alignment;quarter;rejection_reason;repricing_confirmed;repricing_momentum_extension;repricing_momentum_priority;repricing_started;revenue_bucket;revenue_value;rm1_low_price_dislocation_momentum;rm2_weak_acceleration;rm3_mid_price_dislocation_momentum;rm4_persistent_repricing_wave;sample_id;score_addition;score_change;scouts_json;sec_ticker;secondary_themes;source_status;story_vs_numbers_gap_penalty;symbol;symbol_alias_reason;theme_acceleration_score;theme_active;theme_ai_data_center;theme_ai_optical_networking;theme_cohort_strength;theme_compound_semiconductor;theme_confidence;theme_critical_materials;theme_driver_summary;theme_driver_type;theme_evidence;theme_evidence_summary;theme_leader_or_direct_beneficiary;theme_momentum;theme_photonics;theme_role;theme_semicap_datacenter_confirmed;theme_semiconductor_materials;theme_tags;theme_tailwind_score;ticker;tier_0_bucket;tier_1_bucket;tier_2_bucket;tier_3_bucket;tier_4_bucket;tradable_date;yahoo_ticker,52,stale_signal,pass,no_identifiable_catalyst;invalidation_trigger_undefined,,,0,standard,1.0,pre_checkpoint,watchlist,3,,,,,,,,,,,,,,,,,,,,
AAOI,AAOI,1158114,"APPLIED OPTOELECTRONICS, INC.",resolved,2026Q2,master_fundamental_universe_start_2021Q4.json,dealflow_backlog,"[""x_manual_feed"", ""breakout_scan""]",master_start,151144000,-14281000.0,1565879000,-85353000,-68087000,389265000,2026-05-08,173.84500122070312,$100M-$500M,-1,-1,-1,-1,0,-4,weak,,,CACHED_READY,,,0001683168-26-003562,2026-05-07,aaoi_8k.htm,aaoi_ex9901.htm,0001437749-26-015620,10-Q,2026-05-07,aaoi20260331_10q.htm,2026-05-08,price_provider_open,163.6812,163.72,0.0,-4.0,,,,,,HP0 - High-price broad watchlist,,HP2 - Dislocation momentum re-rater,,,,HP production extension,HP research extension,,,,,,,Extended candidate universe,Extended research universe,AAOI_2026Q2,2026-05-07,3.0,3,2,1,1.0,1,7,inflecting,3,1,0,0,none,,0,,technology_infrastructure,AI data center optical transceivers,record revenue; first volume shipment of 800G products to large hyperscale customer; Q2 revenue guide $180M-$198M; larger growth expected starting Q3 as additional capacity comes online,GAAP gross margin declined to 29.1%; GAAP net loss widened to $14.3M; operating cash flow weak outside packet not used in scoring,high,,AI data center optical transceiver ramp,"[""800G and 1.6 Tb optics"", ""hyperscale customer demand"", ""manufacturing capacity expansion""]","[""AI_infrastructure"", ""data_center"", ""optical_transceivers"", ""800G"", ""capacity_expansion""]",direct_beneficiary,high,revenue,accelerating,"[""strong customer engagement around our 800G transceivers and 1.6 Tb products"", ""completed our first volume shipment of our 800G products to one of our large hyperscale customers in Q1"", ""anticipate a strong volume ramp of our 800G products starting in Q2"", ""significantly larger growth expected starting in Q3 as additional capacity comes online"", ""exiting Q1 with total manufacturing capacity of nearly 100,000 units of 800G transceivers per month""]",1,1,0,1,1,15,13,AI data center optics demand is directly tied to revenue ramp and capacity expansion.,"Packet links 800G hyperscale volume shipment, Q2 ramp, Q3 capacity-driven growth, and added manufacturing footprint.",,,,,,,0,0,0,0,1,False,0,0,1,18,,,,,,,,1,19,0,0,0,,complete,0,0,3.0,0,0,18,45,8,1,0,4,99,99,Highest-priority entry research,A+,,asset_efficiency_score;assets_value;blocking_issues;causal_change;cik;cik_status;company_title;confidence;coverage_status;daily_source_label;dealflow_source_stage;demote_risk_flag;detected_driver_category;detected_driver_name;deteriorating_risk_flag;durability;earnings_8k_accession;earnings_8k_filing_date;earnings_8k_primary_document;earnings_exhibit_document;entry_open;entry_open_date;entry_open_source;entry_qoq_pct;entry_score_is_provisional;event_date;evidence_positive;evidence_risk;extended_candidate_universe;extended_research_universe;fcf_proxy_score;filing_theme_capacity_expansion_flag;filing_theme_customer_win_flag;filing_theme_growth_flag;filing_theme_guidance_flag;filing_theme_margin_flag;financing_cash_flow_value;financing_dependence_score;force_llm_extraction;hp0_high_price_broad;hp1_LLM_best;hp1_quality_pullback;hp2_LLM_best;hp2_dislocation_momentum_priority;hp2_dislocation_momentum_watch;hp2_watch_LLM_best;hp3_large_quality_theme_exception;hp3_theme_confirmed;hp4_LLM_supported;hp4_score_reacceleration_watch;hp_LLM_best;hp_production_extension;hp_research_extension;hp_structure_score;identity_status;investing_cash_flow_value;llm_required_for_full_buy_flag;llm_status;market_repricing_score;master_universe_source;missing_critical_llm_fields;missing_fields;missing_inputs;narrative_delta_bucket;narrative_delta_score;negative_revision_risk;negative_revision_risk_flag;net_income_value;notes;operating_cash_flow_score;operating_cash_flow_value;operating_leverage_quality;periodic_accession;periodic_filing_date;periodic_form;periodic_primary_document;positive_repricing_status;post_llm_candidate_flag;post_llm_demote_evidence;post_llm_demote_flag;post_llm_demote_overrideable;post_llm_demote_reason_code;post_llm_demote_severity;post_llm_high_priority_flag;pre_llm_fundamental_bucket;pre_llm_fundamental_missing_fields;pre_llm_fundamental_score;primary_theme;prior_entry_open;prior_entry_qoq_pct;prior_pre_llm_fundamental_score;profitability_score;proof_alignment;quarter;rejection_reason;repricing_confirmed;repricing_momentum_extension;repricing_momentum_priority;repricing_started;revenue_bucket;revenue_value;rm1_low_price_dislocation_momentum;rm2_weak_acceleration;rm3_mid_price_dislocation_momentum;rm4_persistent_repricing_wave;sample_id;score_addition;score_change;scouts_json;sec_ticker;secondary_themes;source_status;story_vs_numbers_gap_penalty;symbol;symbol_alias_reason;theme_acceleration_score;theme_active;theme_ai_data_center;theme_ai_optical_networking;theme_cohort_strength;theme_compound_semiconductor;theme_confidence;theme_critical_materials;theme_driver_summary;theme_driver_type;theme_evidence;theme_evidence_summary;theme_leader_or_direct_beneficiary;theme_momentum;theme_photonics;theme_role;theme_semicap_datacenter_confirmed;theme_semiconductor_materials;theme_tags;theme_tailwind_score;ticker;tier1_L1_llm_supported;tier1_L2_causal_rerating;tier1_L3_best_balanced;tier1_L4_clean_high_priority;tier1_L5_inflecting;tier1_L6_mid_price_rerater;tier1_L7_clean_non_distressed_rerater;tier2_L1_llm_supported;tier2_L2_causal_rerating;tier2_L3_best_balanced;tier3_L1_llm_supported;tier3_L2_inflecting;tier3_L3_persistent_positive;tier3_L4_persistent_high_priority;tier4_L1_llm_supported;tier4_L2_causal_rerating;tier4_L3_clean_high_priority;tier_0_bucket;tier_1_bucket;tier_2_bucket;tier_3_bucket;tier_4_bucket;tradable_date;yahoo_ticker,5,fresh_signal,watchlist,no_identifiable_catalyst;invalidation_trigger_undefined,,,0,standard,1.0,pre_checkpoint,fundamental_review,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AAP,AAP,1158449,ADVANCE AUTO PARTS INC,resolved,2026Q2,master_fundamental_universe_start_2021Q4.json,master_fundamental_universe,[],master_start,8601000000,44000000.0,11826000000,-46000000,-239000000,1538000000,2026-02-16,58.380001068115234,$2B-$10B,1,-1,-1,-1,1,-1,weak,,,CACHED_READY,,,0001193125-26-049776,2026-02-13,aap-20260213.htm,aap-ex99_1.htm,0001193125-26-051305,10-K,2026-02-13,aap-20260103.htm,2026-02-17,price_provider_open,0.0,16.76,-5.0,4.0,,,,,,HP0 - High-price broad watchlist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,0,False,False,False,False,False,False,0,,,,,,,,0,0,0,0,0,,not_required,0,0,,0,0,0,0,6,0,0,4,2,2,Low priority unless theme override exists,Avoid / stale / low priority,,asset_efficiency_score;assets_value;blocking_issues;causal_change;cik;cik_status;company_title;confidence;coverage_status;daily_source_label;dealflow_source_stage;detected_driver_category;detected_driver_name;durability;earnings_8k_accession;earnings_8k_filing_date;earnings_8k_primary_document;earnings_exhibit_document;entry_open;entry_open_date;entry_open_source;entry_qoq_pct;entry_score_is_provisional;event_date;evidence_positive;evidence_risk;extended_candidate_universe;extended_research_universe;fcf_proxy_score;filing_theme_capacity_expansion_flag;filing_theme_customer_win_flag;filing_theme_growth_flag;filing_theme_guidance_flag;filing_theme_margin_flag;financing_cash_flow_value;financing_dependence_score;force_llm_extraction;hp0_high_price_broad;hp1_LLM_best;hp1_quality_pullback;hp2_LLM_best;hp2_dislocation_momentum_priority;hp2_dislocation_momentum_watch;hp2_watch_LLM_best;hp3_large_quality_theme_exception;hp3_theme_confirmed;hp4_LLM_supported;hp4_score_reacceleration_watch;hp_LLM_best;hp_production_extension;hp_research_extension;hp_structure_score;identity_status;investing_cash_flow_value;llm_required_for_full_buy_flag;llm_status;market_repricing_score;master_universe_source;missing_fields;missing_inputs;narrative_delta_bucket;narrative_delta_score;negative_revision_risk;net_income_value;notes;operating_cash_flow_score;operating_cash_flow_value;operating_leverage_quality;periodic_accession;periodic_filing_date;periodic_form;periodic_primary_document;positive_repricing_status;post_llm_candidate_flag;post_llm_demote_evidence;post_llm_demote_flag;post_llm_demote_overrideable;post_llm_demote_reason_code;post_llm_demote_severity;post_llm_high_priority_flag;pre_llm_fundamental_bucket;pre_llm_fundamental_missing_fields;pre_llm_fundamental_score;primary_theme;prior_entry_open;prior_entry_qoq_pct;prior_pre_llm_fundamental_score;profitability_score;proof_alignment;quarter;rejection_reason;repricing_confirmed;repricing_momentum_extension;repricing_momentum_priority;repricing_started;revenue_bucket;revenue_value;rm1_low_price_dislocation_momentum;rm2_weak_acceleration;rm3_mid_price_dislocation_momentum;rm4_persistent_repricing_wave;sample_id;score_addition;score_change;scouts_json;sec_ticker;secondary_themes;source_status;story_vs_numbers_gap_penalty;symbol;symbol_alias_reason;theme_acceleration_score;theme_active;theme_ai_data_center;theme_ai_optical_networking;theme_cohort_strength;theme_compound_semiconductor;theme_confidence;theme_critical_materials;theme_driver_summary;theme_driver_type;theme_evidence;theme_evidence_summary;theme_leader_or_direct_beneficiary;theme_momentum;theme_photonics;theme_role;theme_semicap_datacenter_confirmed;theme_semiconductor_materials;theme_tags;theme_tailwind_score;ticker;tier_0_bucket;tier_1_bucket;tier_2_bucket;tier_3_bucket;tier_4_bucket;tradable_date;yahoo_ticker,64,stale_signal,pass,no_identifiable_catalyst;invalidation_trigger_undefined,,,0,standard,1.0,pre_checkpoint,watchlist,2,,,,,,,,,,,,,,,,,,,,
AAPL,AAPL,320193,Apple Inc.,resolved,2026Q2,master_fundamental_universe_start_2021Q4.json,dealflow_backlog,"[""breakout_scan"", ""thirteenf_watchlist""]",master_start,254940000000,71675000000.0,371082000000,82627000000,-11054000000,-61935000000,2026-05-04,279.6600036621094,>$10B,2,2,2,1,1,8,strong,,,CACHED_READY,,,0000320193-26-000011,2026-04-30,aapl-20260430.htm,a8-kex991q2202603282026.htm,0000320193-26-000013,10-Q,2026-05-01,aapl-20260328.htm,2026-05-04,price_provider_open,9.5975,-7.8775,-1.0,9.0,,,,,,HP0 - High-price broad watchlist,,,,HP3 - Large-revenue theme-leader exception,,HP production extension,HP research extension,,,,,,,Extended candidate universe,Extended research universe,AAPL_2026Q2,2026-04-30,3.0,3,2,2,1.0,0,9,inflecting,3,1,1,0,none,,0,,product_services,iPhone 17 demand and Services growth,"March quarter records for total company revenue, iPhone revenue, EPS; Services revenue all-time high; operating cash flow over $28B","forward-looking risks mention macro, trade disputes, competition, technology transitions, and legal/regulatory risk",high,,iPhone refresh cycle plus Services installed-base monetization,"[""Services all-time high"", ""installed base expansion"", ""capital return""]","[""consumer_hardware"", ""services"", ""installed_base"", ""product_cycle"", ""cash_generation""]",platform_leader,high,revenue,accelerating,"[""quarterly revenue of $111.2 billion, up 17 percent year over year"", ""iPhone achieved a March quarter revenue record, fueled by such extraordinary demand for the iPhone 17 lineup"", ""Services achieved yet another all-time record"", ""new all-time high for our installed base of active devices across all major product categories and geographic segments""]",1,0,0,0,0,5,13,Product-cycle demand and Services growth directly drove record revenue and EPS.,"Packet cites iPhone 17 demand, all-time Services record, and installed-base highs.",,,,,,,0,0,0,0,0,False,1,0,1,10,,,,,,,,0,0,0,0,0,,complete,0,0,3.0,0,0,10,45,9,0,0,0,77,77,High-priority entry research,A,,asset_efficiency_score;assets_value;blocking_issues;causal_change;cik;cik_status;company_title;confidence;coverage_status;daily_source_label;dealflow_source_stage;demote_risk_flag;detected_driver_category;detected_driver_name;deteriorating_risk_flag;durability;earnings_8k_accession;earnings_8k_filing_date;earnings_8k_primary_document;earnings_exhibit_document;entry_open;entry_open_date;entry_open_source;entry_qoq_pct;entry_score_is_provisional;event_date;evidence_positive;evidence_risk;extended_candidate_universe;extended_research_universe;fcf_proxy_score;filing_theme_capacity_expansion_flag;filing_theme_customer_win_flag;filing_theme_growth_flag;filing_theme_guidance_flag;filing_theme_margin_flag;financing_cash_flow_value;financing_dependence_score;force_llm_extraction;hp0_high_price_broad;hp1_LLM_best;hp1_quality_pullback;hp2_LLM_best;hp2_dislocation_momentum_priority;hp2_dislocation_momentum_watch;hp2_watch_LLM_best;hp3_large_quality_theme_exception;hp3_theme_confirmed;hp4_LLM_supported;hp4_score_reacceleration_watch;hp_LLM_best;hp_production_extension;hp_research_extension;hp_structure_score;identity_status;investing_cash_flow_value;llm_required_for_full_buy_flag;llm_status;market_repricing_score;master_universe_source;missing_critical_llm_fields;missing_fields;missing_inputs;narrative_delta_bucket;narrative_delta_score;negative_revision_risk;negative_revision_risk_flag;net_income_value;notes;operating_cash_flow_score;operating_cash_flow_value;operating_leverage_quality;periodic_accession;periodic_filing_date;periodic_form;periodic_primary_document;positive_repricing_status;post_llm_candidate_flag;post_llm_demote_evidence;post_llm_demote_flag;post_llm_demote_overrideable;post_llm_demote_reason_code;post_llm_demote_severity;post_llm_high_priority_flag;pre_llm_fundamental_bucket;pre_llm_fundamental_missing_fields;pre_llm_fundamental_score;primary_theme;prior_entry_open;prior_entry_qoq_pct;prior_pre_llm_fundamental_score;profitability_score;proof_alignment;quarter;rejection_reason;repricing_confirmed;repricing_momentum_extension;repricing_momentum_priority;repricing_started;revenue_bucket;revenue_value;rm1_low_price_dislocation_momentum;rm2_weak_acceleration;rm3_mid_price_dislocation_momentum;rm4_persistent_repricing_wave;sample_id;score_addition;score_change;scouts_json;sec_ticker;secondary_themes;source_status;story_vs_numbers_gap_penalty;symbol;symbol_alias_reason;theme_acceleration_score;theme_active;theme_ai_data_center;theme_ai_optical_networking;theme_cohort_strength;theme_compound_semiconductor;theme_confidence;theme_critical_materials;theme_driver_summary;theme_driver_type;theme_evidence;theme_evidence_summary;theme_leader_or_direct_beneficiary;theme_momentum;theme_photonics;theme_role;theme_semicap_datacenter_confirmed;theme_semiconductor_materials;theme_tags;theme_tailwind_score;ticker;tier1_L1_llm_supported;tier1_L2_causal_rerating;tier1_L3_best_balanced;tier1_L4_clean_high_priority;tier1_L5_inflecting;tier1_L6_mid_price_rerater;tier1_L7_clean_non_distressed_rerater;tier2_L1_llm_supported;tier2_L2_causal_rerating;tier2_L3_best_balanced;tier3_L1_llm_supported;tier3_L2_inflecting;tier3_L3_persistent_positive;tier3_L4_persistent_high_priority;tier4_L1_llm_supported;tier4_L2_causal_rerating;tier4_L3_clean_high_priority;tier_0_bucket;tier_1_bucket;tier_2_bucket;tier_3_bucket;tier_4_bucket;tradable_date;yahoo_ticker,9,active_signal,watchlist,no_identifiable_catalyst;invalidation_trigger_undefined,,,0,standard,1.0,pre_checkpoint,fundamental_review,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AAT,AAT,1500217,"American Assets Trust, Inc.",resolved,2026Q2,master_fundamental_universe_start_2021Q4.json,master_fundamental_universe,[],master_start,110592000,3148000.0,2900567000,38593000,-23240000,-26375000,2026-05-04,20.6200008392334,$100M-$500M,1,2,2,1,0,6,strong,,,CACHED_READY,,,0001500217-26-000029,2026-04-28,aat-20260428.htm,a1q26earningsrelease.htm,0001500217-26-000032,10-Q,2026-05-01,aat-20260331.htm,2026-05-04,price_provider_open,11.5801,-7.04,2.0,4.0,Tier 0 - Broad right-tail scouting universe,,,,,,,,,,,,,,,,,,,Extended candidate universe,Extended research universe,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,0,False,False,False,False,False,False,0,,,,,,,,0,0,0,0,0,,not_required,0,0,,0,10,10,0,3,0,0,0,13,13,Low priority unless theme override exists,Avoid / stale / low priority,,asset_efficiency_score;assets_value;blocking_issues;causal_change;cik;cik_status;company_title;confidence;coverage_status;daily_source_label;dealflow_source_stage;detected_driver_category;detected_driver_name;durability;earnings_8k_accession;earnings_8k_filing_date;earnings_8k_primary_document;earnings_exhibit_document;entry_open;entry_open_date;entry_open_source;entry_qoq_pct;entry_score_is_provisional;event_date;evidence_positive;evidence_risk;extended_candidate_universe;extended_research_universe;fcf_proxy_score;filing_theme_capacity_expansion_flag;filing_theme_customer_win_flag;filing_theme_growth_flag;filing_theme_guidance_flag;filing_theme_margin_flag;financing_cash_flow_value;financing_dependence_score;force_llm_extraction;hp0_high_price_broad;hp1_LLM_best;hp1_quality_pullback;hp2_LLM_best;hp2_dislocation_momentum_priority;hp2_dislocation_momentum_watch;hp2_watch_LLM_best;hp3_large_quality_theme_exception;hp3_theme_confirmed;hp4_LLM_supported;hp4_score_reacceleration_watch;hp_LLM_best;hp_production_extension;hp_research_extension;hp_structure_score;identity_status;investing_cash_flow_value;llm_required_for_full_buy_flag;llm_status;market_repricing_score;master_universe_source;missing_fields;missing_inputs;narrative_delta_bucket;narrative_delta_score;negative_revision_risk;net_income_value;notes;operating_cash_flow_score;operating_cash_flow_value;operating_leverage_quality;periodic_accession;periodic_filing_date;periodic_form;periodic_primary_document;positive_repricing_status;post_llm_candidate_flag;post_llm_demote_evidence;post_llm_demote_flag;post_llm_demote_overrideable;post_llm_demote_reason_code;post_llm_demote_severity;post_llm_high_priority_flag;pre_llm_fundamental_bucket;pre_llm_fundamental_missing_fields;pre_llm_fundamental_score;primary_theme;prior_entry_open;prior_entry_qoq_pct;prior_pre_llm_fundamental_score;profitability_score;proof_alignment;quarter;rejection_reason;repricing_confirmed;repricing_momentum_extension;repricing_momentum_priority;repricing_started;revenue_bucket;revenue_value;rm1_low_price_dislocation_momentum;rm2_weak_acceleration;rm3_mid_price_dislocation_momentum;rm4_persistent_repricing_wave;sample_id;score_addition;score_change;scouts_json;sec_ticker;secondary_themes;source_status;story_vs_numbers_gap_penalty;symbol;symbol_alias_reason;theme_acceleration_score;theme_active;theme_ai_data_center;theme_ai_optical_networking;theme_cohort_strength;theme_compound_semiconductor;theme_confidence;theme_critical_materials;theme_driver_summary;theme_driver_type;theme_evidence;theme_evidence_summary;theme_leader_or_direct_beneficiary;theme_momentum;theme_photonics;theme_role;theme_semicap_datacenter_confirmed;theme_semiconductor_materials;theme_tags;theme_tailwind_score;ticker;tier_0_bucket;tier_1_bucket;tier_2_bucket;tier_3_bucket;tier_4_bucket;tradable_date;yahoo_ticker,9,active_signal,pass,no_identifiable_catalyst;invalidation_trigger_undefined,,,0,standard,1.0,pre_checkpoint,watchlist,13,,,,,,,,,,,,,,,,,,,,
