reason,trades,total_pnl,avg_pnl,win_rate
TAKE_PROFIT,1725,8671.725901073269,5.027087478883054,100.0
TAKE_PROFIT_CLOSE,304,1835.2876882197854,6.037130553354557,100.0
SMA10_TRAIL,9043,-4040.735050165357,-0.44683567954941467,35.38648678535884
STOP_LOSS,4775,-6414.855977672994,-1.3434253356383234,15.87434554973822
