ticker,break_date,entry_date,r,filter,entry,stop,risk,exit_date,exit_price,reason,pnl,realized_R,close,sma5,sma10,sma20,sma200,ret5
PEP,2009-12-03,2009-12-04,4,R4_sma5,63.18000030517578,63.59000015258789,0.4099998474121094,2009-12-04,63.59000015258789,STOP,-0.4099998474121094,-1.0,62.7599983215332,62.95999984741211,62.694000244140625,62.37149982452392,55.399400062561035,-0.00680487916633743
PEP,2010-02-23,2010-02-24,4,R4_sma5,61.97999954223633,62.47999954223633,0.5,2010-02-26,62.5,GAP_STOP,-0.5200004577636719,-1.0400009155273438,61.779998779296875,62.29799957275391,61.533999633789065,60.824499893188474,58.412150077819824,0.007665917394851229
PEP,2010-10-07,2010-10-08,4,R4_sma5,66.12999725341797,67.4000015258789,1.2700042724609375,2010-11-04,65.3499984741211,TIME,0.779998779296875,0.6141702010068364,66.0999984741211,67.16800079345703,66.83100051879883,66.59900093078613,64.07505016326904,-0.0051174586813871326
PEP,2011-01-10,2011-01-11,4,R4_sma5,66.33999633789062,66.37999725341797,0.04000091552734375,2011-01-11,66.37999725341797,STOP,-0.04000091552734375,-1.0,66.05000305175781,66.25599975585938,65.80900039672852,65.73349990844727,64.99375019073486,0.0045627840571529354
PEP,2011-01-19,2011-01-20,4,R4_sma5,65.94000244140625,66.69000244140625,0.75,2011-02-10,62.94000244140625,TARGET,3.0,4.0,65.9000015258789,66.5780014038086,66.50900039672851,65.97500076293946,64.9972002029419,-0.006482742247934992
PEP,2011-07-05,2011-07-06,4,R4_sma5,69.80000305175781,70.44999694824219,0.649993896484375,2011-07-07,70.48999786376953,GAP_STOP,-0.6899948120117188,-1.0615404479083526,69.7699966430664,69.99400024414062,69.31600036621094,69.14150047302246,66.28385011672974,0.010427133374185438
PEP,2012-04-26,2012-04-27,4,R4_sma5,66.63999938964844,66.7699966430664,0.12999725341796875,2012-04-27,66.12001037597656,TARGET,0.519989013671875,4.0,66.37000274658203,66.47200012207031,66.21699981689453,66.05299911499023,64.06164997100831,0.0033257931311923006
PEP,2012-05-04,2012-05-07,4,R4_sma5,66.51000213623047,66.9000015258789,0.3899993896484375,2012-05-07,66.9000015258789,STOP,-0.3899993896484375,-1.0,65.9000015258789,66.4260009765625,66.39600067138672,66.0564998626709,63.99755001068115,-0.003025672509213262
PEP,2012-06-20,2012-06-21,4,R4_sma5,69.08999633789062,69.23999786376953,0.15000152587890625,2012-06-21,69.23999786376953,STOP,-0.15000152587890625,-1.0,68.91000366210938,69.31399993896484,68.75600051879883,68.39450035095214,64.6984500694275,0.005251649807801684
PEP,2012-07-09,2012-07-10,4,R4_sma5,70.16000366210938,70.43000030517578,0.26999664306640625,2012-07-13,70.43000030517578,STOP,-0.26999664306640625,-1.0,69.98999786376953,70.38000030517578,69.94600067138671,69.4115005493164,65.20840005874634,-0.009482108174572956
PEP,2013-01-23,2013-01-24,4,R4_sma5,71.91000366210938,72.29000091552734,0.37999725341796875,2013-01-24,72.29000091552734,STOP,-0.37999725341796875,-1.0,71.80999755859375,72.08000030517579,71.49899978637696,70.2819995880127,69.66590007781983,0.0029329481696644955
