ticker,variant,r_multiple,data_start,data_end,trades,total_R,avg_R,pf_R,win_rate,target_rate,stop_rate,gap_stop_rate,time_exit_rate,avg_hold_days,target_3R_count,target_4R_count,avg_effective_r,pnl_1share,avg_trade_1share
AAPL,adaptive-v1,3.0,1999-01-04,2026-05-08,47,10.575552336164776,0.2250117518332931,1.3283539514573068,0.3191489361702128,0.2765957446808511,0.6595744680851063,0.02127659574468085,0.0425531914893617,4.787234042553192,47,0,3.0,-3.1564806103706182,-0.06715916192277911
AAPL,adaptive-v2,3.0,1999-01-04,2026-05-08,7,1.0,0.14285714285714285,1.2,0.2857142857142857,0.2857142857142857,0.7142857142857143,0.0,0.0,4.142857142857143,7,0,3.0,1.5273022353649424,0.2181860336235632
AAPL,adaptive-v2-extreme-research,3.0,1999-01-04,2026-05-08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
ABBV,legacy,3.0,2013-01-02,2026-05-08,46,-11.496074352860646,-0.24991465984479663,0.6927278505052875,0.1956521739130435,0.17391304347826086,0.782608695652174,0.021739130434782608,0.021739130434782608,5.978260869565218,46,0,3.0,-22.46999359130841,-0.48847812155018283
ABBV,r3-core,3.0,2013-01-02,2026-05-08,22,-18.09488831591198,-0.8224949234505445,0.14221454767016165,0.045454545454545456,0.045454545454545456,0.9090909090909091,0.045454545454545456,0.0,3.090909090909091,22,0,3.0,-25.499988555908203,-1.1590903889049182
ABBV,r3-v5-broad,3.0,2013-01-02,2026-05-08,7,-3.0,-0.42857142857142855,0.5,0.14285714285714285,0.14285714285714285,0.8571428571428571,0.0,0.0,6.571428571428571,7,0,3.0,-11.289997100830035,-1.612856728690005
ABBV,r3-v5-priority,3.0,2013-01-02,2026-05-08,6,-2.0,-0.3333333333333333,0.6,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.0,0.0,7.666666666666667,6,0,3.0,-9.780002593994126,-1.6300004323323545
ABBV,adaptive-v1,3.0,2013-01-02,2026-05-08,12,-8.223790142712549,-0.6853158452260457,0.26728938815270514,0.08333333333333333,0.08333333333333333,0.8333333333333334,0.08333333333333333,0.0,5.25,12,0,3.0,-20.590007781982365,-1.7158339818318638
ABBV,adaptive-v2,3.0,2013-01-02,2026-05-08,3,-3.2237901427125495,-1.0745967142375166,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,4.666666666666667,3,0,3.0,-9.060005187988224,-3.020001729329408
ABBV,adaptive-v2-extreme-research,3.0,2013-01-02,2026-05-08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
ADI,legacy,3.0,1999-01-04,2026-05-08,105,-5.4733468180767275,-0.05212711255311169,0.9303771986804559,0.2571428571428571,0.21904761904761905,0.6285714285714286,0.09523809523809523,0.05714285714285714,5.20952380952381,105,0,3.0,-33.88142013549778,-0.3226801917666455
ADI,r3-core,3.0,1999-01-04,2026-05-08,45,-9.115442641020408,-0.20256539202267573,0.7506051017834452,0.2222222222222222,0.17777777777777778,0.6444444444444445,0.1111111111111111,0.06666666666666667,4.666666666666667,45,0,3.0,-12.78621101379413,-0.28413802252875847
ADI,r3-v5-broad,3.0,1999-01-04,2026-05-08,13,-1.0,-0.07692307692307693,0.9,0.23076923076923078,0.23076923076923078,0.7692307692307693,0.0,0.0,0.8461538461538461,13,0,3.0,-0.29997253417973013,-0.023074810321517703
ADI,r3-v5-priority,3.0,1999-01-04,2026-05-08,9,-5.0,-0.5555555555555556,0.375,0.1111111111111111,0.1111111111111111,0.8888888888888888,0.0,0.0,1.1111111111111112,9,0,3.0,-1.1499824523926208,-0.12777582804362453
ADI,adaptive-v1,3.0,1999-01-04,2026-05-08,29,9.175729037460282,0.31640444956759595,1.4829331072347518,0.3448275862068966,0.3103448275862069,0.6551724137931034,0.0,0.034482758620689655,2.9655172413793105,29,0,3.0,34.10377502441398,1.1759922422211717
ADI,adaptive-v2,3.0,1999-01-04,2026-05-08,5,-5.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8,5,0,3.0,-3.319988250732422,-0.6639976501464844
ADI,adaptive-v2-extreme-research,3.0,1999-01-04,2026-05-08,1,-1.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,3.0,-2.15625,-2.15625
AMAT,legacy,3.0,1999-01-04,2026-05-08,114,-40.843113628579815,-0.3582729265664896,0.5525797259285828,0.16666666666666666,0.12280701754385964,0.6929824561403509,0.07894736842105263,0.10526315789473684,6.0701754385964914,114,0,3.0,-85.62878990173343,-0.7511297359801178
AMAT,r3-core,3.0,1999-01-04,2026-05-08,42,-5.986483947750928,-0.14253533208930783,0.8153405328729499,0.23809523809523808,0.19047619047619047,0.6190476190476191,0.14285714285714285,0.047619047619047616,5.023809523809524,42,0,3.0,-17.08254051208492,-0.4067271550496409
AMAT,r3-v5-broad,3.0,1999-01-04,2026-05-08,7,-7.0,-1.0,0.0,0.0,0.0,0.8571428571428571,0.14285714285714285,0.0,2.142857142857143,7,0,3.0,-2.390007019042965,-0.34142957414899505
AMAT,r3-v5-priority,3.0,1999-01-04,2026-05-08,6,-6.0,-1.0,0.0,0.0,0.0,0.8333333333333334,0.16666666666666666,0.0,1.6666666666666667,6,0,3.0,-2.2400074005126918,-0.3733345667521153
AMAT,adaptive-v1,3.0,1999-01-04,2026-05-08,42,16.102447860203835,0.38339161571913893,1.5963869577853274,0.35714285714285715,0.3333333333333333,0.6190476190476191,0.023809523809523808,0.023809523809523808,6.0476190476190474,42,0,3.0,12.232514381408684,0.2912503424144925
AMAT,adaptive-v2,3.0,1999-01-04,2026-05-08,4,4.0,1.0,3.0,0.5,0.5,0.5,0.0,0.0,3.0,4,0,3.0,-0.8900070190429688,-0.2225017547607422
AMAT,adaptive-v2-extreme-research,3.0,1999-01-04,2026-05-08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
