ticker,variant,break_date,entry_date,passed_variant,reject_reasons,vol_profile,vol_regime,broken_support,support_distance_pct,fvg_age_bars,support_ratcheted_count,stop_source,entry,stop,risk,gap_pct,risk_pct,risk_atr,close_vs_sma10,ret5,atr_pct,break_range_pct,bearish_fvg_count_since_support,bearish_fvg_sequence_max_since_support,last_bearish_fvg_age_bars,bearish_fvg_gap_sum_since_support,bearish_fvg_gap_max_since_support,bearish_confirmation_source,has_break_day_bearish_fvg,has_bearish_fvg_sequence,has_bearish_fvg_since_support,has_range_displacement
AAOI,adaptive-v2,2014-08-08,2014-08-11,False,TREND;CLOSE_VS_SMA10;SUPPORT_DISTANCE,HIGH_VOL,UNKNOWN_RELATIVE_VOL,18.850000381469727,-0.03571426325727763,3,0,BREAK_HIGH,18.3799991607666,19.170000076293945,0.7900009155273438,0.009890021444047301,0.042981553405816046,0.7307091996065337,-0.04094426310600385,0.004415006622562556,0.05940344245572833,0.0565934419487986,0,0,-1,0.0,0.0,RANGE_DISPLACEMENT,False,False,False,True
AAOI,adaptive-v2,2014-08-22,2014-08-25,False,TREND;RET5;HIGH_VOL_NEAR_SMA10;BEARISH_SEQUENCE,HIGH_VOL,UNKNOWN_RELATIVE_VOL,19.299999237060547,-0.003640129822700881,2,1,BREAK_HIGH,19.36000061035156,19.59000015258789,0.22999954223633168,0.00676032611595749,0.011880141269900255,0.27343688881971456,0.031209759193552414,0.043973912192586395,0.04374118997189998,0.02860110505216296,0,0,-1,0.0,0.0,NONE,False,False,False,False
AAOI,adaptive-v2,2014-09-02,2014-09-03,False,TREND;RET5;HIGH_VOL_NEAR_SMA10;GAP;SUPPORT_DISTANCE,HIGH_VOL,UNKNOWN_RELATIVE_VOL,21.059999465942383,-0.026816149728074952,2,0,BREAK_HIGH,20.600000381469727,21.200000762939453,0.6000003814697266,0.0043881107549259765,0.029126231570822864,0.6494012900961639,0.01776499515146141,0.056127711035308225,0.045047709554899854,0.05850808140165851,0,0,-1,0.0,0.0,RANGE_DISPLACEMENT,False,False,False,True
AAOI,adaptive-v2,2014-11-04,2014-11-05,False,TREND;HIGH_VOL_NEAR_SMA10;GAP;BEARISH_SEQUENCE,HIGH_VOL,NORMAL_RELATIVE_VOL,15.954999923706056,-0.005989928693902218,1,1,BREAK_HIGH,15.81999969482422,16.299999237060547,0.47999954223632635,-0.002522065745202278,0.03034131172539569,0.5968551370837658,0.029936981753892315,0.03389827241961463,0.05070709299797992,0.030264788942428563,0,0,-1,0.0,0.0,NONE,False,False,False,False
AAOI,adaptive-v2,2015-01-02,2015-01-05,False,TREND;HIGH_VOL_BELOW_SMA10_CONFIRMATION;GAP,HIGH_VOL,NORMAL_RELATIVE_VOL,10.869999885559082,-0.0074142654299246035,2,1,BREAK_HIGH,10.75,11.279999732971191,0.5299997329711914,-0.0037071327149623017,0.049302300741506176,0.9884104481660092,-0.00018533553787162402,0.00372092668400259,0.04969547889810906,0.05189985800947222,0,0,-1,0.0,0.0,RANGE_DISPLACEMENT,False,False,False,True
AAOI,adaptive-v2,2015-01-28,2015-01-29,False,TREND;HIGH_VOL_NEAR_SMA10,HIGH_VOL,NORMAL_RELATIVE_VOL,9.09000015258789,-0.0011013468024075167,2,1,BREAK_HIGH,9.15999984741211,9.399999618530272,0.2399997711181623,0.008810564358837623,0.026200848811800712,0.4753816249544246,0.019766388993279115,0.03890162030798239,0.055600998627255094,0.050660797578423226,0,0,-1,0.0,0.0,RANGE_DISPLACEMENT,False,False,False,True
AAOI,adaptive-v2,2015-03-04,2015-03-05,False,TREND;RET5;HIGH_VOL_NEAR_SMA10;RISK_PCT;RISK_ATR;BEARISH_SEQUENCE,HIGH_VOL,NORMAL_RELATIVE_VOL,12.979999542236328,-0.00776393066047351,1,4,BREAK_HIGH,12.960000038146973,12.989999771118164,0.029999732971191406,0.00621117414559334,0.0023147942039266215,0.04824215480850717,0.1217557859881772,0.22549950846302003,0.04828084075190784,0.03571428835867987,0,0,-1,0.0,0.0,NONE,False,False,False,False
AAOI,adaptive-v2,2015-03-26,2015-03-27,False,TREND;HIGH_VOL_BELOW_SMA10_CONFIRMATION;GAP;SUPPORT_DISTANCE;FVG_AGE,HIGH_VOL,NORMAL_RELATIVE_VOL,13.534000396728516,-0.01606611912967609,4,3,BREAK_HIGH,13.270000457763672,13.720000267028809,0.4499998092651367,-0.003753696562018463,0.03391106207549996,0.7969636359929367,-0.009444503395532954,-0.03338171604215168,0.04239060442987662,0.04504507471594537,0,0,-1,0.0,0.0,BREAK_DAY_BEARISH_FVG,True,False,False,True
AAOI,adaptive-v2,2015-04-01,2015-04-02,False,TREND;HIGH_VOL_BELOW_SMA10_CONFIRMATION;GAP;SUPPORT_DISTANCE,HIGH_VOL,NORMAL_RELATIVE_VOL,13.670000076293944,-0.017870421866310063,1,0,BREAK_HIGH,13.399999618530272,13.890000343322754,0.49000072479248225,-0.002233855991346915,0.036567219309087275,0.839144952543187,-0.019922620495755043,-0.020423029335675857,0.04347941710972637,0.0543559552734567,0,0,-1,0.0,0.0,RANGE_DISPLACEMENT,False,False,False,True
AAOI,adaptive-v2,2015-04-30,2015-05-01,False,TREND;CLOSE_VS_SMA10;RISK_ATR;GAP;FVG_AGE,HIGH_VOL,NORMAL_RELATIVE_VOL,14.40999984741211,-0.009103649640886183,9,1,BREAK_HIGH,14.09000015258789,14.75,0.6599998474121094,-0.013305292992730904,0.04684172038783748,1.0005412243939469,-0.03643727614273364,-0.048000017801920536,0.04619347653745045,0.06981791031120303,0,0,-1,0.0,0.0,RANGE_DISPLACEMENT,False,False,False,True
AAOI,adaptive-v2,2015-05-28,2015-05-29,False,RET5;HIGH_VOL_NEAR_SMA10;GAP,HIGH_VOL,NORMAL_RELATIVE_VOL,18.059999465942383,-0.002776193027491767,1,5,BREAK_HIGH,18.049999237060547,18.950000762939453,0.9000015258789062,0.0022209332409983155,0.04986158248865788,0.9170318831148189,0.11186566660744918,0.1879947500102539,0.054493548866499805,0.08995007321740481,0,0,-1,0.0,0.0,RANGE_DISPLACEMENT,False,False,False,True
