variant,quarter,selection_rank,selected_sleeve,selected_sleeve_rank,ticker,right_tail_exception_score,return_10d_pct,return_20d_pct,return_30d_pct,return_60d_pct,return_90d_pct,snapshot_date,tradable_date,hc_score,entry_score_0_100,score,composite_score,tier_0_bucket,tier_1_bucket,tier_2_bucket,tier_3_bucket,tier_4_bucket,hp0_high_price_broad,hp1_quality_pullback,hp2_dislocation_momentum_priority,hp2_dislocation_momentum_watch,hp3_large_quality_theme_exception,hp4_score_reacceleration_watch,hp_production_extension,hp_research_extension,hp_LLM_best,rm1_low_price_dislocation_momentum,rm2_weak_acceleration,rm3_mid_price_dislocation_momentum,rm4_persistent_repricing_wave,rm_buy_review_flag,primary_theme,secondary_themes,theme_role,theme_confidence,theme_driver_type,theme_momentum,theme_acceleration_score,theme_tailwind_score,theme_acceleration_research_visibility,theme_acceleration_rescan_flag,akg_universe_tier,tier_structure_score,hp_structure_score,scoring_formula_version,tier_rule_version,hp_rule_version,rm_rule_version,theme_rule_version,repricing_momentum_priority,market_repricing_score,macro_entry_action,risk_penalty_score,post_llm_demote_flag,winner_90d_30pct,loser_90d_minus30pct,entry_open,entry_qoq_pct,prior_entry_qoq_pct,score_change,pre_llm_fundamental_score,pre_llm_fundamental_bucket,revenue_bucket,repricing_momentum_extension,post_llm_candidate_flag,post_llm_high_priority_flag,causal_change,negative_revision_risk,narrative_delta_bucket,operating_leverage_quality,durability,score_addition,macro_mode,macro_spy,macro_position_size_multiplier,total_structure_score,llm_business_improvement_score,fundamental_rerating_score,entry_raw_score,selected,right_tail_exception_score_contributions,right_tail_exception_reason_codes,operating_setting,operating_setting_validation_status,portfolio_max_positions,rm_signal_bucket,rm_active_fields,rm_operating_guidance,hp_signal_bucket,hp_active_fields,hp_operating_guidance,macro_permission_guidance,akg_theme_validation_guidance,portfolio_treatment,right_tail_exception_warning_codes
high_conviction_top10_v2_final,2022Q4,5,core,5,NRDS,,7.2087,11.6513,0.0838,-19.1953,0.5029,11/3/22,11/3/22,85.000000,85,85.000000,85.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,,1,,,,,,,,0,,,,22,0,,,,,,Repricing momentum priority,6,,0,0,False,False,11.93,26.11,-10.16,1,-1,weak,$100M-$500M,Repricing momentum extension,1,1,2,1,inflecting,2,1,3,,,,22,45,12,85,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2022Q4,6,core,6,FET,,0.9207,2.9037,0.602,3.1162,13.9164,11/10/22,11/10/22,85.000000,77,85.000000,85.000000,,,,,,HP0 - High-price broad watchlist,,HP2 - Dislocation momentum re-rater,,,,HP production extension,HP research extension,1,,,,,0,,,,,,,,0,,,,0,18,,,,,,,6,,0,0,False,False,28.24,20.0680,15.01,-4.0000,-2.0,weak,$100M-$500M,,1,1,3,1,inflecting,2,2,3,,,,18,45,8,77,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2022Q4,7,core,7,GTX,,14.8204,8.3832,6.7365,13.7725,14.521,10/27/22,10/27/22,83.000000,83,83.000000,83.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,29,0,,,,,,,0,,4,0,False,False,6.68,1.21,-2.08,1,-2,weak,$2B-$10B,,1,1,3,1,inflecting,2,1,3,,,,29,45,13,83,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2022Q4,8,core,8,DCGO,,-13.4969,-16.1963,-18.8957,-10.7975,21.3497,11/8/22,11/8/22,82.000000,82,82.000000,82.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,29,0,,,,,,,0,,1,0,False,False,8.15,-11.41,47.44,-1,-3,weak,$100M-$500M,,1,1,3,1,inflecting,2,1,3,,,,29,45,9,82,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2022Q4,9,core,9,EZPW,,9.4875,-5.7797,-7.3064,-6.1069,-0.8724,11/17/22,11/17/22,79.000000,79,79.000000,79.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,25,0,,,,,,,0,,0,0,False,False,9.17,1.89,21.95,2,4,good,$500M-$1B,,1,1,3,1,inflecting,2,2,3,,,,25,45,9,79,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2022Q4,10,core,10,MEC,,35.8073,43.4896,65.4948,65.3646,108.3333,11/2/22,11/2/22,79.000000,79,79.000000,79.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,,,,,,,,,,0,,,,,1,,,,,,,,0,,,,25,0,,,,,,,0,,0,0,True,False,7.68,8.78,-19.31,0,5,good,$100M-$500M,,1,0,3,2,constructive,2,1,1,,,,25,45,9,79,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2023Q1,1,core,1,WTTR,,2.9412,-16.8449,-15.508,0.1337,4.1444,2/22/23,2/22/23,86.000000,86,86.000000,86.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,29,0,,,,,,,0,,0,0,False,False,7.48,-16.14,21.69,1,-1,weak,$500M-$1B,,1,1,3,1,inflecting,2,2,3,,,,29,45,12,86,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2023Q1,2,core,2,MELI,,7.9957,4.4264,2.4535,5.6996,7.4498,2/24/23,2/24/23,86.000000,78,86.000000,86.000000,,,,,,HP0 - High-price broad watchlist,,HP2 - Dislocation momentum re-rater,,,HP4 - Fundamental reacceleration watch tag,HP production extension,HP research extension,1,,,,,0,,,,,,,,0,,,,0,18,,,,,,,6,,0,0,False,False,1163.25,22.8223,-4.77,2.0000,0.0,mixed,$2B-$10B,,1,1,3,1,inflecting,2,2,3,,,,18,45,9,78,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2023Q1,3,core,3,ARLO,,30.8434,30.6024,57.5904,66.0241,133.9759,3/8/23,3/8/23,84.000000,84,84.000000,84.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,"Tier 4 - Ultra-distressed tag, not a production tier",,,,,,,,,0,,,,,1,,,,,,,,0,,,,30,0,,,,,,,0,,2,0,True,False,4.15,-3.49,-46.91,0,-2,weak,$100M-$500M,,1,0,3,2,constructive,1,2,1,,,,30,45,11,84,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2023Q1,4,core,4,AAOI,,-6.3973,-16.4983,-42.0875,-32.3232,-41.0774,2023-02-24,2023-02-24,84.000000,78,84.000000,84.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,"Tier 4 - Ultra-distressed tag, not a production tier",,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,,1,CATV demand and margin recovery,"[""product mix improvement"", ""cost reduction""]",turnaround_with_theme_tailwind,medium,margin,accelerating,,0,,,,30,0,,,,,,Repricing momentum priority,16,,6,0,False,True,2.97,30.84,,0,-4.0,weak,$100M-$500M,Repricing momentum extension,1,0,2,2,constructive,2,1,1,,,,30,30,8,78,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2023Q1,5,core,5,OKTA,,-1.2469,1.5926,3.0247,-15.2593,12.2222,3/2/23,3/2/23,83.000000,75,83.000000,83.000000,,,,,,HP0 - High-price broad watchlist,,HP2 - Dislocation momentum re-rater,,,,HP production extension,HP research extension,1,,,,,0,,,,,,,,0,,,,0,18,,,,,,,6,,1,0,False,False,81.0,30.7400,-10.41,0.0000,-1.0,weak,$500M-$1B,,1,1,3,2,inflecting,2,2,3,,,,18,45,7,75,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2023Q1,6,core,6,RPD,,-6.8618,-8.4513,-22.8145,-10.157,-10.3702,2/9/23,2/9/23,83.000000,75,83.000000,83.000000,,,,,,HP0 - High-price broad watchlist,,HP2 - Dislocation momentum re-rater,,,,HP production extension,HP research extension,1,,,,,0,,,,,,,,0,,,,0,18,,,,,,,10,,4,0,False,False,51.59,61.9272,-54.96,0.0000,-1.0,weak,$100M-$500M,,1,1,3,2,inflecting,2,2,3,,,,18,45,6,75,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2023Q1,7,core,7,HIMS,,-15.8537,-9.3809,-7.0356,12.758,-16.6979,2/28/23,2/28/23,81.000000,81,81.000000,81.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,,1,,,,,,,,0,,,,22,0,,,,,,Repricing momentum priority,10,,4,0,False,False,10.66,81.6,-12.39,0,-4,weak,$100M-$500M,Repricing momentum extension,1,1,3,2,inflecting,2,2,3,,,,22,45,8,81,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2023Q1,8,core,8,STKL,,0.9138,-2.0888,2.611,7.7024,-12.141,3/2/23,3/2/23,81.000000,81,81.000000,81.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,25,0,,,,,,,0,,0,0,False,False,7.66,-31.91,15.74,10,9,strong,$500M-$1B,,1,1,3,2,inflecting,2,2,3,,,,25,45,11,81,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2023Q1,9,core,9,CTLP,,9.0741,6.6667,3.1481,2.5926,24.4444,2/8/23,2/8/23,80.000000,80,80.000000,80.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,,1,,,,,,,,0,,,,29,0,,,,,,Repricing momentum priority,10,,0,0,False,False,5.4,71.43,-43.75,-4,-2,weak,<$100M,Repricing momentum extension,1,0,2,2,constructive,1,1,1,,,,29,33,8,80,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2023Q1,10,core,10,ATRO,,24.9362,17.5319,23.4894,11.9149,37.1915,1/20/23,1/20/23,79.000000,79,79.000000,79.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,,1,,,,,,,,0,,,,22,0,,,,,,Repricing momentum priority,6,,1,0,True,False,11.75,45.06,-29.57,0,-2,weak,$100M-$500M,Repricing momentum extension,1,0,3,2,constructive,1,2,1,,,,22,40,12,79,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2023Q2,1,core,1,ARLO,,24.9663,29.5547,25.3711,48.3131,38.0567,5/12/23,5/12/23,96.000000,96,96.000000,96.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,,1,,,,,,,,0,,,,29,0,,,,,,Repricing momentum priority,10,,0,0,True,False,7.41,78.55,-3.49,1,-1,weak,$100M-$500M,Repricing momentum extension,1,0,3,2,constructive,2,2,1,,,,29,45,12,96,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2023Q2,2,core,2,CTLP,,12.069,7.2414,17.069,30.6896,28.1034,5/5/23,5/5/23,85.000000,85,85.000000,85.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,,,,,1,,,,,,,,0,,,,29,0,,,,,,,0,,0,0,False,False,5.8,7.41,71.43,0,-2,weak,<$100M,,1,1,3,1,inflecting,2,1,3,,,,29,45,11,85,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2023Q2,3,core,3,GBTG,,13.1068,12.7832,28.479,15.0485,8.7379,5/10/23,5/10/23,85.000000,85,85.000000,85.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,29,0,,,,,,,0,,0,0,False,False,6.18,-7.9,24.26,2,-2,weak,$100M-$500M,,1,1,3,1,inflecting,2,1,3,,,,29,45,11,85,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2023Q2,4,core,4,WTTR,,3.0345,7.4483,4.9655,12.4138,14.2069,5/4/23,5/4/23,83.000000,83,83.000000,83.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,29,0,,,,,,,0,,0,0,False,False,7.25,-3.07,-16.14,1,0,mixed,$100M-$500M,,1,1,3,2,inflecting,2,2,3,,,,29,45,9,83,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2023Q2,5,core,5,NPKI,,-1.8041,3.3505,6.4433,34.5361,43.5567,5/3/23,5/3/23,82.000000,82,82.000000,82.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,"Tier 4 - Ultra-distressed tag, not a production tier",,,,,,,,,0,,,,,1,,,,,,,,0,,,,30,0,,,,,,,0,,2,0,True,False,3.88,-17.97,43.33,3,5,good,$100M-$500M,,1,1,3,1,inflecting,2,2,3,,,,30,45,9,82,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2023Q2,6,core,6,SMHI,,1.5892,-5.5012,-3.423,37.0416,47.9218,4/24/23,4/24/23,82.000000,82,82.000000,82.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,,,,,1,,,,,,,,0,,,,29,0,,,,,,,0,,0,0,True,False,8.18,-25.7,54.2,0,-2,weak,$100M-$500M,,1,0,3,1,constructive,1,2,1,,,,29,42,11,82,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2023Q2,7,core,7,CCL,,29.0848,20.0678,23.5254,6.5085,-5.7627,6/27/23,6/27/23,81.000000,81,81.000000,81.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,,1,,,,,,,,0,,,,22,0,,,,,,Repricing momentum priority,10,,4,0,False,False,14.75,64.99,5.55,0,-4,weak,$1B-$2B,Repricing momentum extension,1,1,3,2,inflecting,2,2,3,,,,22,45,8,81,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2023Q2,8,core,8,EXAS,,4.8533,1.7557,10.1204,19.0243,5.9694,5/10/23,5/10/23,80.000000,72,80.000000,80.000000,,,,,,HP0 - High-price broad watchlist,,HP2 - Dislocation momentum re-rater,,,,HP production extension,HP research extension,1,,,,,0,,,,,,,,0,,,,0,18,,,,,,,6,,1,0,False,False,79.739998,35.7970,60.04,0.0000,-3.0,weak,$100M-$500M,,1,0,3,2,constructive,1,2,1,,,,18,40,9,72,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2023Q2,9,core,9,GRBK,,25.6736,20.5838,28.9421,39.3962,38.498,5/4/23,5/4/23,80.000000,72,80.000000,80.000000,,,,,,HP0 - High-price broad watchlist,,HP2 - Dislocation momentum re-rater,,,,HP production extension,HP research extension,1,,,,,1,,,,,,,,0,,,,0,18,,,,,,,6,,1,0,True,False,40.080002,28.0102,39.47,-6.0000,0.0,mixed,$100M-$500M,,1,1,3,2,inflecting,2,2,3,,,,18,45,4,72,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2023Q2,10,core,10,TAP,,-3.0884,-6.2529,-2.8298,1.3388,1.2019,5/3/23,5/3/23,80.000000,72,80.000000,80.000000,,,,,,HP0 - High-price broad watchlist,,HP2 - Dislocation momentum re-rater,,,,HP production extension,HP research extension,1,,,,,0,,,,,,,,0,,,,0,18,,,,,,,6,,1,0,False,False,65.730003,23.7853,8.08,-5.0000,-1.0,weak,$2B-$10B,,1,1,3,2,inflecting,2,2,3,,,,18,45,4,72,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2023Q3,1,core,1,AAOI,,77.2999,68.3393,54.7192,23.2975,2.3895,2023-08-04,2023-08-04,106.000000,100,106.000000,106.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,,1,datacenter optical upgrade cycle,"[""100G demand"", ""400G demand"", ""cost structure improvement"", ""gross margin expansion""]",direct_beneficiary,high,margin,accelerating,,12,,,,29,0,,,,,,Repricing momentum priority,20,,1,0,False,False,8.37,423.12,,0,-3.0,weak,$100M-$500M,Repricing momentum extension,1,1,3,1,inflecting,2,2,3,,,,29,45,9,114,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2023Q3,2,core,2,SMCI,,6.8835,-10.3172,-18.2395,-19.8252,-14.2233,2023-07-21,2023-07-21,98.000000,84,98.000000,98.000000,,,,,,HP0 - High-price broad watchlist,,HP2 - Dislocation momentum re-rater,,,,HP production extension,HP research extension,1,,,,,1,,,,,,,,0,,,,0,18,,,,,,,14,,4,0,False,False,30.9,215.3383,28.11,1.0000,0.0,mixed,$2B-$10B,,1,1,3,2,inflecting,2,2,3,,,,18,45,11,84,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2023Q3,3,core,3,ARLO,,4.9145,4.3804,13.1410,2.2436,-5.5556,2023-08-11,2023-08-11,97.000000,97,97.000000,97.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,RM4 - Persistent repricing wave,1,,,,,,,,0,,,,29,0,,,,,,Repricing momentum priority,11,,0,0,False,False,9.360000,26.32,78.55,0,-1,weak,$100M-$500M,Repricing momentum extension,1,1,3,1,inflecting,2,2,3,,,,29,45,12,97,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2023Q3,4,core,4,MTRX,,13.9586,22.9008,28.4624,18.8659,2.7263,2023-09-12,2023-09-12,95.000000,95,95.000000,95.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,,,,0,,,,,,,,0,,,,29,0,,,,,,,10,,0,0,False,False,9.170000,68.26,-31.01,-3,0,mixed,$500M-$1B,Repricing momentum extension,1,0,3,2,constructive,1,2,1,,,,29,45,11,95,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2023Q3,5,core,5,CIFR,,-24.8684,-9.2105,-20.7895,-32.8947,1.3158,2023-08-09,2023-08-09,95.000000,89,95.000000,95.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,"Tier 4 - Ultra-distressed tag, not a production tier",,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,,1,bitcoin_mining_halving_positioning,"[""low_cost_power"", ""fixed_price_power"", ""crypto_market_cycle"", ""data_center_expansion""]",direct_beneficiary,high,margin,accelerating,,0,,,,30,0,,,,,,Repricing momentum priority,20,,2,0,False,False,3.8,82.69,19.54,0,-2.0,weak,<$100M,Repricing momentum extension,1,0,2,2,constructive,2,1,1,,,,30,30,11,89,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2023Q3,6,core,6,VRT,,1.4076,4.6334,14.7507,12.6393,17.9765,2023-08-03,2023-08-03,94.000000,80,94.000000,94.000000,,,,,,HP0 - High-price broad watchlist,,HP2 - Dislocation momentum re-rater,,,,HP production extension,HP research extension,1,,,,,1,,,,,,,,0,,,,0,18,,,,,,,14,,1,0,False,False,34.099998,143.5714,-11.95,-3.0000,-1.0,weak,$2B-$10B,,1,1,3,1,inflecting,2,2,3,,,,18,45,4,80,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2023Q3,7,core,7,APP,,1.8006,12.1608,10.6472,6.6023,4.6973,2023-08-10,2023-08-10,90.000000,82,90.000000,90.000000,,,,,,HP0 - High-price broad watchlist,,HP2 - Dislocation momentum re-rater,,,HP4 - Fundamental reacceleration watch tag,HP production extension,HP research extension,1,,,,,0,,,,,,,,0,,,,0,18,,,,,,,10,,0,0,False,False,38.32,76.1434,25.97,2.0000,0.0,mixed,$1B-$2B,,1,1,3,1,inflecting,2,2,3,,,,18,45,9,82,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2023Q3,8,core,8,SMHI,,17.2553,16.7508,31.0797,35.4188,39.3542,2023-08-03,2023-08-03,89.000000,89,89.000000,89.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,,,,1,,,,,,,,0,,,,29,0,,,,,,,6,,0,0,True,False,9.910000,21.15,-25.7,2,0,mixed,$100M-$500M,Repricing momentum extension,1,1,3,2,inflecting,2,1,3,,,,29,45,9,89,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2023Q3,9,core,9,ANF,,6.7536,-0.2336,0.7396,21.3507,42.682,2023-08-25,2023-08-25,89.000000,81,89.000000,89.000000,,,,,,HP0 - High-price broad watchlist,,HP2 - Dislocation momentum re-rater,,,,HP production extension,HP research extension,1,,,,,0,,,,,,,,0,,,,0,18,,,,,,,10,,0,0,True,False,51.380001,76.5029,2.5,-7.0000,-2.0,weak,$500M-$1B,,1,1,3,1,inflecting,2,2,3,,,,18,45,8,81,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2023Q3,10,core,10,HLX,,0.8439,-1.8987,2.5317,17.5106,5.2743,2023-07-28,2023-07-28,88.000000,88,88.000000,88.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,,1,,,,,,,,0,,,,29,0,,,,,,Repricing momentum priority,6,,0,0,False,False,9.480000,33.15,-16.73,-8,-2,weak,$100M-$500M,Repricing momentum extension,1,1,3,1,inflecting,2,2,3,,,,29,45,8,88,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2023Q4,1,core,1,NPKI,,-1.9499,-0.2786,0.2786,-8.9136,-7.9387,2023-11-01,2023-11-01,93.000000,93,93.000000,93.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,RM4 - Persistent repricing wave,1,,,,,,,,0,,,,29,0,,,,,,Repricing momentum priority,11,,1,0,False,False,7.180000,37.02,35.05,-3,-2,weak,$100M-$500M,Repricing momentum extension,1,1,2,1,inflecting,2,1,3,,,,29,45,9,93,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2023Q4,2,core,2,MTRX,,-9.4424,-11.0611,-15.2878,-11.9604,-17.1763,2023-11-09,2023-11-09,92.000000,92,92.000000,92.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,,,RM4 - Persistent repricing wave,1,,,,,,,,0,,,,22,0,,,,,,Repricing momentum priority,11,,0,0,False,False,11.120000,21.26,68.26,0,0,mixed,$500M-$1B,Repricing momentum extension,1,0,3,2,constructive,1,2,1,,,,22,45,14,92,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2023Q4,3,core,3,ANF,,5.1327,14.1185,24.6562,39.7005,65.0374,2023-11-24,2023-11-24,89.000000,81,89.000000,89.000000,,,,,,HP0 - High-price broad watchlist,,HP2 - Dislocation momentum re-rater,,,,HP production extension,HP research extension,1,,,,,1,,,,,,,,0,,,,0,18,,,,,,,6,,0,0,True,False,73.449997,42.9544,76.5,1.0000,-1.0,weak,$1B-$2B,,1,0,3,1,inflecting,1,2,3,,,,18,45,12,81,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2023Q4,4,core,4,POWL,,1.2159,-1.3706,-10.7881,40.9749,83.6631,2023-12-06,2023-12-06,89.000000,81,89.000000,89.000000,,,,,,HP0 - High-price broad watchlist,,HP2 - Dislocation momentum re-rater,,,,HP production extension,HP research extension,1,,,,,1,,,,,,,,0,,,,0,18,,,,,,,6,,0,0,True,False,30.156668,22.2568,49.8,1.0000,-1.0,weak,$100M-$500M,,1,1,3,2,inflecting,2,2,3,,,,18,45,12,81,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2023Q4,5,core,5,AAOI,,55.6512,42.6265,99.7847,134.3380,103.3369,2023-11-10,2023-11-10,87.000000,87,87.000000,87.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,,,,,1,datacenter optical network transition,"[""400G optical products"", ""gross margin recovery""]",direct_beneficiary,high,margin,accelerating,,0,,,,29,0,,,,,,,5,,1,0,True,False,9.29,10.99,,0,-3.0,weak,$100M-$500M,,1,1,2,1,inflecting,2,1,3,,,,29,45,9,87,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2023Q4,6,core,6,ARLO,,4.9369,4.3628,6.0850,12.1699,0.0000,2023-11-10,2023-11-10,86.000000,86,86.000000,86.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,29,0,,,,,,,0,,0,0,False,False,8.710000,-6.94,26.32,0,-1,weak,$100M-$500M,,1,1,2,1,inflecting,2,2,3,,,,29,45,12,86,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2023Q4,7,core,7,CDRE,,6.3123,7.3754,7.5083,5.0166,15.3821,2023-11-09,2023-11-09,86.000000,78,86.000000,86.000000,,,,,,HP0 - High-price broad watchlist,,HP2 - Dislocation momentum re-rater,,,,HP production extension,HP research extension,1,,,,,0,,,,,,,,0,,,,0,18,,,,,,,6,,1,0,False,False,30.1,20.4964,13.6,0.0000,0.0,mixed,$100M-$500M,,1,1,3,1,inflecting,2,2,3,,,,18,45,10,78,True,,,,,,,,,,,,,,,
