variant,quarter,selection_rank,selected_sleeve,selected_sleeve_rank,ticker,right_tail_exception_score,return_10d_pct,return_20d_pct,return_30d_pct,return_60d_pct,return_90d_pct,snapshot_date,tradable_date,hc_score,entry_score_0_100,score,composite_score,tier_0_bucket,tier_1_bucket,tier_2_bucket,tier_3_bucket,tier_4_bucket,hp0_high_price_broad,hp1_quality_pullback,hp2_dislocation_momentum_priority,hp2_dislocation_momentum_watch,hp3_large_quality_theme_exception,hp4_score_reacceleration_watch,hp_production_extension,hp_research_extension,hp_LLM_best,rm1_low_price_dislocation_momentum,rm2_weak_acceleration,rm3_mid_price_dislocation_momentum,rm4_persistent_repricing_wave,rm_buy_review_flag,primary_theme,secondary_themes,theme_role,theme_confidence,theme_driver_type,theme_momentum,theme_acceleration_score,theme_tailwind_score,theme_acceleration_research_visibility,theme_acceleration_rescan_flag,akg_universe_tier,tier_structure_score,hp_structure_score,scoring_formula_version,tier_rule_version,hp_rule_version,rm_rule_version,theme_rule_version,repricing_momentum_priority,market_repricing_score,macro_entry_action,risk_penalty_score,post_llm_demote_flag,winner_90d_30pct,loser_90d_minus30pct,entry_open,entry_qoq_pct,prior_entry_qoq_pct,score_change,pre_llm_fundamental_score,pre_llm_fundamental_bucket,revenue_bucket,repricing_momentum_extension,post_llm_candidate_flag,post_llm_high_priority_flag,causal_change,negative_revision_risk,narrative_delta_bucket,operating_leverage_quality,durability,score_addition,macro_mode,macro_spy,macro_position_size_multiplier,total_structure_score,llm_business_improvement_score,fundamental_rerating_score,entry_raw_score,selected,right_tail_exception_score_contributions,right_tail_exception_reason_codes,operating_setting,operating_setting_validation_status,portfolio_max_positions,rm_signal_bucket,rm_active_fields,rm_operating_guidance,hp_signal_bucket,hp_active_fields,hp_operating_guidance,macro_permission_guidance,akg_theme_validation_guidance,portfolio_treatment,right_tail_exception_warning_codes
high_conviction_top10_v2_final,2021Q4,1,core,1,DNOW,,11.3367,9.4191,-4.0045,-1.5228,2.6509,11/4/21,11/4/21,81.000000,81,81.000000,81.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,25,0,,,,,,,0,,0,0,False,False,8.865,,,,6,strong,$1B-$2B,,1,1,3,1,inflecting,2,2,3,,,,25,45,11,81,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2021Q4,2,core,2,KLXE,,-1.4535,1.7442,27.6163,65.6977,157.5581,12/13/21,12/13/21,81.000000,81,81.000000,81.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,"Tier 4 - Ultra-distressed tag, not a production tier",,,,,,,,,0,,,,,1,,,,,,,,0,,,,30,0,,,,,,,0,,3,0,True,False,3.44,,,,-2,weak,$100M-$500M,,1,1,3,2,inflecting,2,1,3,,,,30,45,9,81,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2021Q4,3,core,3,RES,,-7.401,-22.3752,-27.7108,-18.0723,7.2289,10/28/21,10/28/21,79.000000,79,79.000000,79.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,25,0,,,,,,,0,,0,0,False,False,5.81,,,,5,good,$100M-$500M,,1,1,3,2,inflecting,2,1,3,,,,25,45,9,79,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2021Q4,4,core,4,SMCI,,4.057,0.8935,4.3951,10.1666,0.7003,11/3/21,11/3/21,79.000000,79,79.000000,79.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,"Tier 4 - Ultra-distressed tag, not a production tier",,,,,,,,,0,,,,,0,,,,,,,,0,,,,30,0,,,,,,,0,,2,0,False,False,4.141,,,,7,strong,$2B-$10B,,1,0,3,2,constructive,1,2,1,,,,30,40,11,79,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2021Q4,5,core,5,SXC,,-6.5007,-10.9267,-12.0332,-5.6708,-5.2559,11/2/21,11/2/21,79.000000,79,79.000000,79.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,25,0,,,,,,,0,,0,0,False,False,7.23,,,,7,strong,$1B-$2B,,1,1,3,0,inflecting,2,2,3,,,,25,45,9,79,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2021Q4,6,core,6,TH,,20,-0.5,-11.25,-5.75,-17,11/3/21,11/3/21,79.000000,79,79.000000,79.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,"Tier 4 - Ultra-distressed tag, not a production tier",,,,,,,,,0,,,,,0,,,,,,,,0,,,,30,0,,,,,,,0,,2,0,False,False,4,,,,6,strong,$100M-$500M,,1,1,3,0,inflecting,2,2,3,,,,30,45,6,79,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2021Q4,7,core,7,TWI,,-2.1302,-11.1243,-11.1243,39.645,14.9112,11/5/21,11/5/21,79.000000,79,79.000000,79.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,,,,,,,,,,0,,,,,1,,,,,,,,0,,,,25,0,,,,,,,0,,0,0,False,False,8.45,,,,4,good,$500M-$1B,,1,1,3,1,inflecting,2,2,3,,,,25,45,9,79,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2021Q4,8,core,8,RELL,,18.768,4.4273,12.3195,3.2724,21.6554,10/7/21,10/7/21,78.000000,78,78.000000,78.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,,Tier 3 - Revised dislocation feed,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,22,0,,,,,,,0,,0,0,False,False,10.39,,,,0,mixed,$100M-$500M,,1,1,3,1,inflecting,2,2,3,,,,22,45,11,78,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2021Q4,9,core,9,ARLO,,9.2391,5.2989,22.6902,30.0272,19.5652,11/10/21,11/10/21,77.000000,77,77.000000,77.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,,,,,1,,,,,,,,0,,,,29,0,,,,,,,0,,0,0,False,False,7.36,,,,-2,weak,$100M-$500M,,1,0,3,2,constructive,1,2,1,,,,29,40,8,77,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2021Q4,10,core,10,CRK,,0.3243,-6.7027,-17.8378,-8,-10.7027,11/3/21,11/3/21,76.000000,76,76.000000,76.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,25,0,,,,,,,0,,0,0,False,False,9.25,,,,7,strong,$100M-$500M,,1,1,3,2,inflecting,2,2,3,,,,25,45,6,76,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2022Q1,1,core,1,ARLO,,-8.7087,-8.8088,-12.2122,-21.021,-29.1291,3/2/22,3/2/22,91.000000,91,91.000000,91.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,,1,,,,,,,,0,,,,29,0,,,,,,Repricing momentum priority,6,,0,0,False,False,9.99,35.73,,0,-2,weak,$100M-$500M,Repricing momentum extension,1,1,3,2,inflecting,2,2,3,,,,29,45,11,91,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2022Q1,2,core,2,ZETA,,10.2747,10.7833,15.1577,16.175,-24.0081,2/24/22,2/24/22,83.000000,83,83.000000,83.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,29,0,,,,,,,0,,1,0,False,False,9.83,-3.53,,0,0,mixed,$100M-$500M,,1,1,3,1,inflecting,2,2,3,,,,29,45,10,83,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2022Q1,3,core,3,UFCS,,-3.2586,-3.1535,-0.4555,3.609,8.8647,2/16/22,2/16/22,83.000000,75,83.000000,83.000000,,,,,,HP0 - High-price broad watchlist,,HP2 - Dislocation momentum re-rater,,,,HP production extension,HP research extension,1,,,,,0,,,,,,,,0,,,,0,18,,,,,,,6,,0,0,False,False,28.540001,35.5176,,-3.0000,0.0,mixed,$500M-$1B,,1,1,3,1,inflecting,2,2,3,,,,18,45,6,75,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2022Q1,4,core,4,HLIT,,-6.5306,-7.8571,-6.2245,-5,-12.2449,2/1/22,2/1/22,82.000000,82,82.000000,82.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,29,0,,,,,,,0,,1,0,False,False,9.8,-4.85,,-2,-3,weak,$100M-$500M,,1,0,3,2,constructive,1,2,1,,,,29,45,9,82,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2022Q1,5,core,5,GNE,,-5.2174,-2.1739,-3.4783,-8.9855,23.0435,3/11/22,3/11/22,81.000000,81,81.000000,81.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,25,0,,,,,,,0,,0,0,False,False,6.9,22.78,,1,7,strong,$100M-$500M,,1,1,3,1,inflecting,2,2,3,,,,25,45,11,81,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2022Q1,6,core,6,GTX,,-0.1397,-10.0559,1.5363,-1.257,-19.8324,2/15/22,2/15/22,81.000000,81,81.000000,81.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,25,0,,,,,,,0,,0,0,False,False,7.16,4.68,,7,6,strong,$2B-$10B,,1,1,3,1,inflecting,2,2,3,,,,25,45,11,81,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2022Q1,7,core,7,LMB,,0.1464,2.489,-4.6852,-12.2987,-12.8843,3/17/22,3/17/22,81.000000,81,81.000000,81.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,25,0,,,,,,,0,,0,0,False,False,6.83,-18.2,,2,7,strong,$500M-$1B,,1,1,3,1,inflecting,2,2,3,,,,25,45,11,81,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2022Q1,8,core,8,ORGO,,-10.1966,-5.8968,-3.0713,-18.059,-31.0811,3/2/22,3/2/22,81.000000,81,81.000000,81.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,29,0,,,,,,,0,,4,0,False,True,8.14,-23.78,,-1,-3,weak,$100M-$500M,,1,1,3,2,inflecting,2,2,3,,,,29,45,11,81,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2022Q1,9,core,9,EZPW,,-4.5942,-4.7473,-14.8545,-8.8821,9.9541,2/3/22,2/3/22,80.000000,80,80.000000,80.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,29,0,,,,,,,0,,0,0,False,False,6.53,-19.38,,-7,0,mixed,$100M-$500M,,1,1,3,2,inflecting,2,2,3,,,,29,45,6,80,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2022Q1,10,core,10,KOS,,26.3158,32.996,45.5466,38.2591,56.6802,3/1/22,3/1/22,79.000000,79,79.000000,79.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,"Tier 4 - Ultra-distressed tag, not a production tier",,,,,,,,,0,,,,,1,,,,,,,,0,,,,30,0,,,,,,,0,,2,0,True,False,4.94,39.94,,6,4,good,$1B-$2B,,1,1,3,2,inflecting,2,2,3,,,,30,45,6,79,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2022Q2,1,core,1,KOS,,11.6129,24.8387,31.129,-13.871,-5,5/10/22,5/10/22,86.000000,86,86.000000,86.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,RM4 - Persistent repricing wave,1,,,,,,,,0,,,,29,0,,,,,,Repricing momentum priority,11,,4,0,False,False,6.2,25.51,39.94,-8,-4,weak,$100M-$500M,Repricing momentum extension,1,1,3,1,inflecting,2,2,3,,,,29,45,5,86,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2022Q2,2,core,2,TH,,-10.6767,-4.5113,-0.7519,36.391,84.3609,5/11/22,5/11/22,86.000000,86,86.000000,86.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,RM4 - Persistent repricing wave,1,,,,,,,,0,,,,29,0,,,,,,Repricing momentum priority,11,,4,0,True,False,6.65,35.71,22.5,-10,-4,weak,<$100M,Repricing momentum extension,1,1,3,1,inflecting,2,2,3,,,,29,45,5,86,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2022Q2,3,core,3,CTLP,,-16.171,-4.6468,-0.3717,5.7621,18.5874,5/6/22,5/6/22,82.000000,82,82.000000,82.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,29,0,,,,,,,0,,0,0,False,False,5.38,-32.58,-34.86,-6,-2,weak,<$100M,,1,1,2,1,inflecting,2,2,3,,,,29,45,8,82,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2022Q2,4,core,4,DCGO,,2.5641,20.9936,9.2949,19.2308,45.3526,5/11/22,5/11/22,82.000000,82,82.000000,82.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,29,0,,,,,,,0,,0,0,True,False,6.24,-10.73,-32.46,,-2,weak,<$100M,,1,1,3,1,inflecting,2,2,3,,,,29,45,8,82,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2022Q2,5,core,5,SMCI,,0.2381,17.0714,19.9762,7.2143,1.1905,4/19/22,4/19/22,82.000000,82,82.000000,82.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,"Tier 4 - Ultra-distressed tag, not a production tier",,,,,,,,,0,,,,,0,,,,,,,,0,,,,30,0,,,,,,,0,,2,0,False,False,4.2,-3.49,5.1,1,7,strong,$1B-$2B,,1,1,3,1,inflecting,2,1,3,,,,30,45,9,82,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2022Q2,6,core,6,PAYO,,12.9545,21.8182,-8.6364,2.2727,29.0909,5/13/22,5/13/22,81.000000,81,81.000000,81.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,"Tier 4 - Ultra-distressed tag, not a production tier",,,,,,,,,0,,,,,0,,,,,,,,0,,,,30,0,,,,,,,0,,3,0,False,False,4.4,8.64,-47.74,1,-3,weak,$100M-$500M,,1,1,3,1,inflecting,2,2,3,,,,30,45,9,81,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2022Q2,7,core,7,TWI,,16.6201,18.8548,34.2179,-3.352,18.5056,5/3/22,5/3/22,81.000000,81,81.000000,81.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,RM4 - Persistent repricing wave,1,,,,,,,,0,,,,22,0,,,,,,Repricing momentum priority,11,,1,0,False,False,14.32,24.85,35.74,-2,-1,weak,$100M-$500M,Repricing momentum extension,1,1,3,1,inflecting,2,2,3,,,,22,45,4,81,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2022Q2,8,core,8,WTTR,,-7.5144,-1.9653,0.6936,-27.052,-17.2254,5/4/22,5/4/22,81.000000,81,81.000000,81.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,25,0,,,,,,,0,,0,0,False,False,8.65,13.67,27.58,3,8,strong,$1B-$2B,,1,1,3,1,inflecting,2,1,3,,,,25,45,11,81,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2022Q2,9,core,9,RNGR,,0.9346,0.7269,8.8266,6.7497,-4.9844,4/29/22,4/29/22,79.000000,79,79.000000,79.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,25,0,,,,,,,0,,0,0,False,False,9.63,-5.59,,1,5,good,$100M-$500M,,1,0,3,1,inflecting,2,2,3,,,,25,45,9,79,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2022Q2,10,core,10,STGW,,10.7463,18.0597,12.8358,-20.8955,-9.1045,5/9/22,5/9/22,79.000000,79,79.000000,79.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,,,,,,,,,,0,,,,,0,,,,,,,,0,,,,25,0,,,,,,,0,,0,0,False,False,6.7,-10.67,-25.15,0,7,strong,$500M-$1B,,1,1,3,1,inflecting,2,2,3,,,,25,45,9,79,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2022Q3,1,core,1,KLXE,,6.4972,0.1412,2.6836,38.5593,127.4011,8/12/22,8/12/22,95.000000,95,95.000000,95.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,,1,,,,,,,,0,,,,29,0,,,,,,Repricing momentum priority,10,,0,0,True,False,7.08,68.97,-57.46,0,-2,weak,<$100M,Repricing momentum extension,1,1,3,1,inflecting,2,1,3,,,,29,45,11,95,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2022Q3,2,core,2,POWL,,5.1724,0.1149,-8.5824,-18.046,-3.6398,8/3/22,8/3/22,92.000000,92,92.000000,92.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,,1,,,,,,,,0,,,,29,0,,,,,,Repricing momentum priority,6,,0,0,False,False,8.7,25.78,-24.71,1,-1,weak,$100M-$500M,Repricing momentum extension,1,0,3,1,inflecting,1,2,3,,,,29,45,12,92,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2022Q3,3,core,3,DCGO,,7.5,11.5217,7.5,15.9783,-12.1739,8/9/22,8/9/22,91.000000,91,91.000000,91.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,,1,,,,,,,,0,,,,29,0,,,,,,Repricing momentum priority,6,,0,0,False,False,9.2,47.44,-10.73,0,-2,weak,<$100M,Repricing momentum extension,1,1,3,1,inflecting,2,2,3,,,,29,45,11,91,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2022Q3,4,core,4,RDNW,,-9.622,-12.2948,-11.5311,-44.6735,-40.1298,8/10/22,8/10/22,90.000000,82,90.000000,90.000000,,,,,,HP0 - High-price broad watchlist,,HP2 - Dislocation momentum re-rater,,,,HP production extension,HP research extension,1,,,,,0,,,,,,,,0,,,,0,18,,,,,,,10,,4,0,False,True,26.190001,55.2460,-49.49,0.0000,-2.0,weak,$100M-$500M,,1,1,3,2,inflecting,2,2,3,,,,18,45,13,82,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2022Q3,5,core,5,HIMS,,-10.7463,-9.2537,-1.4925,-25.5224,-31.0448,8/9/22,8/9/22,88.000000,88,88.000000,88.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,,1,,,,,,,,0,,,,29,0,,,,,,Repricing momentum priority,10,,4,0,False,True,6.7,72.24,-16.16,0,-4,weak,$100M-$500M,Repricing momentum extension,1,0,3,2,constructive,1,2,1,,,,29,45,8,88,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2022Q3,6,core,6,INSW,,9.0545,7.0182,18.2909,24.7636,64.2545,8/10/22,8/10/22,88.000000,80,88.000000,88.000000,,,,,,HP0 - High-price broad watchlist,,HP2 - Dislocation momentum re-rater,,,,HP production extension,HP research extension,1,,,,,0,,,,,,,,0,,,,0,18,,,,,,,6,,0,0,True,False,27.5,21.3057,25.53,0.0000,-2.0,weak,<$100M,,1,1,3,2,inflecting,2,2,3,,,,18,45,11,80,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2022Q3,7,core,7,ARLO,,-18.642,-23.2099,-30,-43.9506,-42.2222,8/10/22,8/10/22,85.000000,85,85.000000,85.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,,1,,,,,,,,0,,,,29,0,,,,,,Repricing momentum priority,6,,1,0,False,True,8.1,20.0,-32.43,-6,-3,weak,$100M-$500M,Repricing momentum extension,1,1,3,1,inflecting,2,2,3,,,,29,45,6,85,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2022Q3,8,core,8,LMB,,27.7311,31.4286,37.7311,30.2521,34.1177,8/10/22,8/10/22,85.000000,85,85.000000,85.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,,,,,1,,,,,,,,0,,,,29,0,,,,,,,0,,1,0,True,False,5.95,2.59,-15.08,2,-2,weak,$100M-$500M,,1,1,2,1,inflecting,2,1,3,,,,29,45,12,85,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2022Q3,9,core,9,HAE,,3.0913,1.2824,6.1825,1.6199,11.3661,8/11/22,8/11/22,85.000000,77,85.000000,85.000000,,,,,,HP0 - High-price broad watchlist,,HP2 - Dislocation momentum re-rater,,,,HP production extension,HP research extension,1,,,,,0,,,,,,,,0,,,,0,18,,,,,,,6,,0,0,False,False,74.080002,36.3018,-0.6,-8.0000,-2.0,weak,$100M-$500M,,1,1,3,1,inflecting,2,2,3,,,,18,45,8,77,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2022Q3,10,core,10,STKL,,2.7778,2.1605,4.321,0.7202,7.4074,8/11/22,8/11/22,83.000000,83,83.000000,83.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,,,,0,,,,,,,,0,,,,29,0,,,,,,,10,,4,0,False,False,9.72,91.72,-24.67,-6,0,mixed,$100M-$500M,Repricing momentum extension,1,1,3,1,inflecting,2,2,3,,,,29,45,3,83,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2022Q4,1,core,1,NTNX,,11.6575,-0.619,-9.5598,-4.7111,-2.0977,12/1/22,12/1/22,92.000000,84,92.000000,92.000000,,,,,,HP0 - High-price broad watchlist,,HP2 - Dislocation momentum re-rater,,,HP4 - Fundamental reacceleration watch tag,HP production extension,HP research extension,1,,,,,0,,,,,,,,0,,,,0,18,,,,,,,10,,1,0,False,False,29.08,89.5698,10.36,2.0000,-2.0,weak,$1B-$2B,,1,1,3,1,inflecting,2,2,3,,,,18,45,12,84,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2022Q4,2,core,2,LMB,,11.923,38.4829,37.6711,33.9596,50.3132,11/10/22,11/10/22,91.000000,91,91.000000,91.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,,1,,,,,,,,0,,,,29,0,,,,,,Repricing momentum priority,6,,1,0,True,False,8.622,44.91,2.59,1,-1,weak,$100M-$500M,Repricing momentum extension,1,1,3,1,inflecting,2,2,3,,,,29,45,12,91,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2022Q4,3,core,3,WTTR,,-3.139,-8.1839,-11.7713,-6.5022,-4.3722,11/3/22,11/3/22,91.000000,91,91.000000,91.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,,1,,,,,,,,0,,,,29,0,,,,,,Repricing momentum priority,6,,0,0,False,False,8.92,21.69,-15.26,0,-2,weak,$100M-$500M,Repricing momentum extension,1,1,3,1,inflecting,2,2,3,,,,29,45,11,91,True,,,,,,,,,,,,,,,
high_conviction_top10_v2_final,2022Q4,4,core,4,POWL,,16.2187,9.0625,9.9062,41.7187,37.9375,12/6/22,12/6/22,90.000000,90,90.000000,90.000000,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,,Tier 3 - Revised dislocation feed,,,,,,,,,,0,RM1 - Low-price dislocation momentum,RM2 - Weak-bucket acceleration,,RM4 - Persistent repricing wave,1,,,,,,,,0,,,,22,0,,,,,,Repricing momentum priority,11,,0,0,True,False,10.666667,22.61,25.78,0,-1,weak,$100M-$500M,Repricing momentum extension,1,1,3,1,inflecting,2,2,3,,,,22,45,12,90,True,,,,,,,,,,,,,,,
