ticker,status,cik,company_title,output_path
CCIXU,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CCIXU.json
CCIXW,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CCIXW.json
CCJ,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CCJ.json
CCL,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CCL.json
CCLD,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CCLD.json
CCLDO,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CCLDO.json
CCNE,fetched,736772,CNB FINANCIAL CORP/PA,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CCNE.json
CCNEP,fetched,736772,CNB FINANCIAL CORP/PA,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CCNEP.json
CCOI,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CCOI.json
CCRN,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CCRN.json
CCS,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CCS.json
CCSI,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CCSI.json
CCTG,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CCTG.json
CCXI,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CCXI.json
CCXIU,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CCXIU.json
CCXIW,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CCXIW.json
CD,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CD.json
CDE,fetched,215466,"Coeur Mining, Inc.",/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CDE.json
CDIO,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CDIO.json
CDIOW,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CDIOW.json
CDLX,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CDLX.json
CDNA,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CDNA.json
CDNL,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CDNL.json
CDNS,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CDNS.json
CDP,fetched,860546,COPT DEFENSE PROPERTIES,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CDP.json
CDRE,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CDRE.json
CDRO,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CDRO.json
CDROW,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CDROW.json
CDT,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CDT.json
CDTG,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CDTG.json
CDW,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CDW.json
CDXS,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CDXS.json
CDZI,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CDZI.json
CDZIP,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CDZIP.json
CECO,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CECO.json
CEG,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CEG.json
CELC,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CELC.json
CELH,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CELH.json
CELU,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CELU.json
CELZ,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CELZ.json
CENN,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CENN.json
CENT,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CENT.json
CENTA,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CENTA.json
CENX,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CENX.json
CEPF,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CEPF.json
CEPO,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CEPO.json
CEPS,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CEPS.json
CEPT,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CEPT.json
CEPV,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CEPV.json
CERS,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CERS.json
CERT,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CERT.json
CETX,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CETX.json
CETY,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CETY.json
CEVA,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CEVA.json
CF,fetched,1324404,"CF Industries Holdings, Inc.",/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CF.json
CFBK,fetched,1070680,CF BANKSHARES INC.,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CFBK.json
CFFI,fetched,913341,C & F FINANCIAL CORP,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CFFI.json
CFFN,fetched,1490906,"Capitol Federal Financial, Inc.",/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CFFN.json
CFG,fetched,759944,CITIZENS FINANCIAL GROUP INC/RI,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CFG.json
CFLT,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CFLT.json
CG,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CG.json
CGABL,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CGABL.json
CGBD,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CGBD.json
CGC,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CGC.json
CGCT,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CGCT.json
CGCTU,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CGCTU.json
CGCTW,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CGCTW.json
CGEM,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CGEM.json
CGEN,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CGEN.json
CGNT,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CGNT.json
CGNX,fetched,851205,COGNEX CORP,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CGNX.json
CGO,http_404,1285650,CALAMOS GLOBAL TOTAL RETURN FUND,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CGO.json
CGON,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CGON.json
CGTL,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CGTL.json
CGTX,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CGTX.json
CHA,http_404,2013649,Chagee Holdings Ltd.,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CHA.json
CHAC,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CHAC.json
CHACR,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CHACR.json
CHAI,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CHAI.json
CHAR,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CHAR.json
CHARR,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CHARR.json
CHARU,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CHARU.json
CHCI,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CHCI.json
CHCO,fetched,726854,CITY HOLDING CO,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CHCO.json
CHCT,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CHCT.json
CHD,fetched,313927,CHURCH & DWIGHT CO INC /DE/,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CHD.json
CHDN,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CHDN.json
CHEC,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CHEC.json
CHECU,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CHECU.json
CHECW,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CHECW.json
CHEF,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CHEF.json
CHI,fetched,1171471,CALAMOS CONVERTIBLE OPPORTUNITIES & INCOME FUND,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CHI.json
CHKP,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CHKP.json
CHMG,fetched,763563,CHEMUNG FINANCIAL CORP,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CHMG.json
CHNR,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CHNR.json
CHPG,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CHPG.json
CHPGR,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CHPGR.json
CHR,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CHR.json
CHRD,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CHRD.json
CHRS,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CHRS.json
CHRW,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CHRW.json
CHSCL,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CHSCL.json
CHSCM,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CHSCM.json
CHSCN,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CHSCN.json
CHSCO,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CHSCO.json
CHSCP,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CHSCP.json
CHSN,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CHSN.json
CHTR,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CHTR.json
CHW,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CHW.json
CHY,http_404,1222719,CALAMOS CONVERTIBLE & HIGH INCOME FUND,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CHY.json
CHYM,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CHYM.json
CI,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CI.json
CIA,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CIA.json
CIEN,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CIEN.json
CIFR,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CIFR.json
CIGI,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CIGI.json
CIGL,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CIGL.json
CIIT,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CIIT.json
CIM,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CIM.json
CINF,fetched,20286,CINCINNATI FINANCIAL CORP,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CINF.json
CING,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CING.json
CINGW,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CINGW.json
CISO,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CISO.json
CISS,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CISS.json
CITR,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CITR.json
CIVB,fetched,944745,"CIVISTA BANCSHARES, INC.",/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CIVB.json
CIX,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CIX.json
CJMB,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CJMB.json
CL,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CL.json
CLAR,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CLAR.json
CLB,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CLB.json
CLBK,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CLBK.json
CLBT,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CLBT.json
CLDT,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CLDT.json
CLDX,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CLDX.json
CLFD,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CLFD.json
CLGN,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CLGN.json
CLIK,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CLIK.json
CLIR,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CLIR.json
CLLS,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CLLS.json
CLMB,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CLMB.json
CLMT,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CLMT.json
CLNE,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CLNE.json
CLNN,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CLNN.json
CLOV,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CLOV.json
CLPR,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CLPR.json
CLPS,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CLPS.json
CLPT,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CLPT.json
CLRB,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CLRB.json
CLRO,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CLRO.json
CLSK,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CLSK.json
CLSKW,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CLSKW.json
CLST,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CLST.json
CLW,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CLW.json
CLWT,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CLWT.json
CLX,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CLX.json
CLYM,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CLYM.json
CMBM,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CMBM.json
CMC,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CMC.json
CMCL,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CMCL.json
CMCO,fetched,1005229,COLUMBUS MCKINNON CORP,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CMCO.json
CMCSA,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CMCSA.json
CMCT,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CMCT.json
CMDB,fetched,2033535,Costamare Bulkers Holdings Ltd,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CMDB.json
CME,fetched,1156375,CME GROUP INC.,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CME.json
CMG,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CMG.json
CMI,fetched,26172,CUMMINS INC,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CMI.json
CMII,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CMII.json
CMIIU,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CMIIU.json
CMIIW,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CMIIW.json
CMMB,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CMMB.json
CMND,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CMND.json
CMP,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CMP.json
CMPO,no_sec_ticker_match,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CMPO.json
CMPR,fetched,1262976,CIMPRESS plc,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CMPR.json
CMPS,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CMPS.json
CMPX,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CMPX.json
CMRC,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CMRC.json
CMRE,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CMRE.json
CMS,fetched,811156,CMS ENERGY CORP,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CMS.json
CMT,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CMT.json
CMTG,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CMTG.json
CMTL,fetched,23197,COMTECH TELECOMMUNICATIONS CORP /DE/,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CMTL.json
CMTV,fetched,718413,COMMUNITY BANCORP /VT,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CMTV.json
CNC,fetched,1071739,CENTENE CORP,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CNC.json
CNCK,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CNCK.json
CNDT,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CNDT.json
CNET,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CNET.json
CNEY,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CNEY.json
CNK,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CNK.json
CNMD,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CNMD.json
CNNE,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CNNE.json
CNO,fetched,1224608,"CNO Financial Group, Inc.",/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CNO.json
CNOB,fetched,712771,"ConnectOne Bancorp, Inc.",/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CNOB.json
CNOBP,fetched,712771,"ConnectOne Bancorp, Inc.",/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CNOBP.json
CNP,fetched,1130310,CENTERPOINT ENERGY INC,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CNP.json
CNR,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CNR.json
CNS,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CNS.json
CNSP,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CNSP.json
CNTA,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CNTA.json
CNTB,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CNTB.json
CNTN,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CNTN.json
CNTX,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CNTX.json
CNTY,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CNTY.json
CNVS,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CNVS.json
CNX,fetched,1070412,CNX Resources Corp,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CNX.json
CNXC,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CNXC.json
CNXN,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CNXN.json
COCH,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_COCH.json
COCO,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_COCO.json
COCP,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_COCP.json
CODA,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CODA.json
CODI,fetched,1345126,Compass Diversified Holdings,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CODI.json
COEP,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_COEP.json
COEPW,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_COEPW.json
COF,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_COF.json
COFS,fetched,803164,CHOICEONE FINANCIAL SERVICES INC,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_COFS.json
COGT,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_COGT.json
COHR,fetched,820318,COHERENT CORP.,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_COHR.json
COHU,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_COHU.json
COIN,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_COIN.json
COKE,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_COKE.json
COLA,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_COLA.json
COLAR,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_COLAR.json
COLAU,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_COLAU.json
COLB,fetched,887343,"COLUMBIA BANKING SYSTEM, INC.",/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_COLB.json
COLL,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_COLL.json
COLM,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_COLM.json
COMP,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_COMP.json
CON,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_CON.json
COO,fetched,711404,"COOPER COMPANIES, INC.",/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_COO.json
COOK,already_cached,,,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/facts_COOK.json
