quarter,ticker,cik,asof_date
2022Q2,A,1090872,2022-05-24
2022Q2,AAP,1158449,2022-05-23
2022Q2,AAT,1500217,2022-04-26
2022Q2,ABG,1144980,2022-04-28
2022Q2,ABM,771497,2022-06-08
2022Q2,ABNB,1559720,2022-05-03
2022Q2,ACA,1739445,2022-04-28
2022Q2,ACAD,1070494,2022-05-04
2022Q2,ACCO,712034,2022-04-26
2022Q2,ACDC,0001881487,2022-06-17
2022Q2,ACGL,947484,2022-04-27
2022Q2,ACH,75252,2022-05-03
2022Q2,ACIW,935036,2022-05-05
2022Q2,ACLS,1113232,2022-05-04
2022Q2,ACT,1823529,2022-05-03
2022Q2,ACVA,1637873,2022-05-11
2022Q2,ADBE,796343,2022-06-16
2022Q2,ADEA,1803696,2022-05-09
2022Q2,ADI,6281,2022-05-18
2022Q2,ADNT,1670541,2022-05-05
2022Q2,ADSK,769397,2022-05-26
2022Q2,ADTN,926282,2022-05-05
2022Q2,ADUS,1468328,2022-05-03
2022Q2,ADV,1776661,2022-05-10
2022Q2,AEE,1002910,2022-05-05
2022Q2,AEIS,927003,2022-05-04
2022Q2,AEO,919012,2022-05-26
2022Q2,AEP,4904,2022-04-28
2022Q2,AES,874761,2022-05-05
2022Q2,AFL,4977,2022-04-27
2022Q2,AFRM,1820953,2022-05-12
2022Q2,AGX,100591,2022-04-13
2022Q2,AGYS,78749,2022-05-17
2022Q2,AHCO,1725255,2022-05-10
2022Q2,AHRT,1569187,2022-05-03
2022Q2,AI,1577526,2022-06-01
2022Q2,AIOT,1774170,2022-05-10
2022Q2,AJG,354190,2022-04-28
2022Q2,AKAM,1086222,2022-05-03
2022Q2,ALB,915913,2022-05-04
2022Q2,ALG,897077,2022-05-04
2022Q2,ALGM,866291,2022-05-09
2022Q2,ALGN,1097149,2022-04-27
2022Q2,ALGT,1362468,2022-05-04
2022Q2,ALKS,1520262,2022-04-27
2022Q2,ALLE,1579241,2022-04-22
2022Q2,ALRM,1459200,2022-05-05
2022Q2,ALTG,1759824,2022-05-10
2022Q2,AMC,1411579,2022-05-09
2022Q2,AMCX,1514991,2022-05-05
2022Q2,AMD,2488,2022-05-03
2022Q2,AME,1037868,2022-05-03
2022Q2,AMGN,318154,2022-04-27
2022Q2,AMKR,1047127,2022-05-02
2022Q2,AMN,1142750,2022-05-05
2022Q2,AMPH,1297184,2022-05-09
2022Q2,AMR,1704715,2022-05-05
2022Q2,AMRX,1723128,2022-05-04
2022Q2,AMT,1053507,2022-04-27
2022Q2,AMWD,794619,2022-05-26
2022Q2,ANDE,821026,2022-05-03
2022Q2,ANET,1596532,2022-05-02
2022Q2,ANF,1018840,2022-05-25
2022Q2,ANGI,1705110,2022-04-12
2022Q2,ANGO,1275187,2022-04-07
2022Q2,AON,315293,2022-04-29
2022Q2,AOS,91142,2022-04-28
2022Q2,AOSL,1387467,2022-05-05
2022Q2,APAM,1517302,2022-04-26
2022Q2,APD,2969,2022-05-05
2022Q2,APEI,1201792,2022-05-10
2022Q2,APH,820313,2022-04-27
2022Q2,APLE,1418121,2022-05-05
2022Q2,APO,0001858681,2022-05-05
2022Q2,APP,1751008,2022-05-11
2022Q2,APPF,1433195,2022-05-09
2022Q2,APPN,1441683,2022-05-05
2022Q2,APTV,1521332,2022-05-05
2022Q2,ARCB,894405,2022-04-29
2022Q2,ARES,1176948,2022-04-28
2022Q2,ARLO,1736946,2022-05-10
2022Q2,ARLP,1086600,2022-05-02
2022Q2,AROC,1389050,2022-05-10
2022Q2,ARRY,1820721,2022-04-05
2022Q2,ARWR,879407,2022-05-10
2022Q2,ASAN,1477720,2022-06-02
2022Q2,ASB,7789,2022-04-21
2022Q2,ASGN,890564,2022-04-28
2022Q2,ASIX,1673985,2022-05-06
2022Q2,ASO,1817358,2022-06-07
2022Q2,ASTH,1083446,2022-05-05
2022Q2,ATKR,1666138,2022-05-03
2022Q2,ATNI,879585,2022-04-28
2022Q2,ATO,731802,2022-05-04
2022Q2,ATRO,8063,2022-05-06
2022Q2,AVA,104918,2022-05-04
2022Q2,AVAV,1368622,2022-06-28
2022Q2,AVB,915912,2022-04-28
2022Q2,AVD,5981,2022-05-04
2022Q2,AVNS,1606498,2022-05-04
2022Q2,AVNT,1122976,2022-04-20
2022Q2,AVNW,1377789,2022-05-04
2022Q2,AVY,8818,2022-04-26
2022Q2,AWK,1410636,2022-04-27
2022Q2,AWR,1056903,2022-05-02
2022Q2,AXON,1069183,2022-05-10
2022Q2,AXP,4962,2022-04-22
2022Q2,AZZ,8947,2022-04-22
2022Q2,BALL,9389,2022-05-05
2022Q2,BANC,1169770,2022-04-21
2022Q2,BARK,1819574,2022-05-31
2022Q2,BAX,10456,2022-04-28
2022Q2,BBBY,1130713,2022-04-28
2022Q2,BBSI,902791,2022-05-04
2022Q2,BBT,1108134,2022-04-20
2022Q2,BBY,764478,2022-05-24
2022Q2,BCC,1328581,2022-05-05
2022Q2,BCO,78890,2022-05-10
2022Q2,BCPC,9326,2022-04-29
2022Q2,BDC,913142,2022-05-04
2022Q2,BDN,790816,2022-04-21
2022Q2,BDX,10795,2022-04-14
2022Q2,BE,1664703,2022-05-05
2022Q2,BEN,38777,2022-05-03
2022Q2,BFH,1101215,2022-04-28
2022Q2,BGS,1278027,2022-05-05
2022Q2,BHE,863436,2022-04-26
2022Q2,BHF,1685040,2022-05-09
2022Q2,BHFAL,1685040,2022-05-09
2022Q2,BHFAM,1685040,2022-05-09
2022Q2,BHFAN,1685040,2022-05-09
2022Q2,BHFAO,1685040,2022-05-09
2022Q2,BHFAP,1685040,2022-05-09
2022Q2,BHR,1574085,2022-04-06
2022Q2,BIIB,875045,2022-05-03
2022Q2,BKH,1130464,2022-05-04
2022Q2,BKNG,1075531,2022-05-04
2022Q2,BKR,1701605,2022-04-20
2022Q2,BLBD,1589526,2022-05-12
2022Q2,BLDR,1316835,2022-05-10
2022Q2,BLKB,1280058,2022-05-03
2022Q2,BLMN,1546417,2022-04-29
2022Q2,BMBL,1830043,2022-05-11
2022Q2,BMI,9092,2022-04-19
2022Q2,BMRN,1048477,2022-04-27
2022Q2,BNED,1634117,2022-06-29
2022Q2,BNL,1424182,2022-05-03
2022Q2,BOOT,1610250,2022-05-10
2022Q2,BOX,1372612,2022-05-25
2022Q2,BPOP,763901,2022-04-26
2022Q2,BR,1383312,2022-05-03
2022Q2,BRKR,1109354,2022-05-04
2022Q2,BRO,79282,2022-04-26
2022Q2,BRSP,1717547,2022-05-03
2022Q2,BSX,885725,2022-04-27
2022Q2,BSY,1031308,2022-05-10
2022Q2,BTU,1064728,2022-04-28
2022Q2,BV,1734713,2022-05-05
2022Q2,BVS,1665988,2022-04-26
2022Q2,BWIN,1781755,2022-05-10
2022Q2,BWXT,1486957,2022-05-09
2022Q2,BX,1393818,2022-04-21
2022Q2,BXC,1301787,2022-05-03
2022Q2,BXP,1037540,2022-05-02
2022Q2,BZH,915840,2022-04-28
2022Q2,CABO,1632127,2022-05-05
2022Q2,CACC,885550,2022-05-02
2022Q2,CAG,23217,2022-04-07
2022Q2,CAKE,887596,2022-04-27
2022Q2,CAL,14707,2022-05-24
2022Q2,CALX,1406666,2022-04-25
2022Q2,CALY,837465,2022-04-26
2022Q2,CAR,723612,2022-05-02
2022Q2,CARG,1494259,2022-05-09
2022Q2,CARR,1783180,2022-04-28
2022Q2,CARS,1683606,2022-05-05
2022Q2,CASH,907471,2022-04-28
2022Q2,CBL,910612,2022-04-01
