ticker,cik,doc_type,accession,document,status,text_len,table_count,html_path,text_path
ACAD,1070494,primary_8k,0001564590-21-055255,acad-8k_20211108.htm,cached,3558,6,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_html/ACAD_000156459021055255_acad-8k_20211108.htm.html,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ACAD_000156459021055255_acad-8k_20211108.htm.txt
ACAD,1070494,earnings_exhibit,0001564590-21-055255,acad-ex991_6.htm,cached,12846,12,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_html/ACAD_000156459021055255_acad-ex991_6.htm.html,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ACAD_000156459021055255_acad-ex991_6.htm.txt
ACAD,1070494,periodic_10q_10k,0001564590-21-055347,acad-10q_20210930.htm,cached,301348,241,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_html/ACAD_000156459021055347_acad-10q_20210930.htm.html,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ACAD_000156459021055347_acad-10q_20210930.htm.txt
ACCO,712034,primary_8k,0000712034-21-000137,abd-20211026.htm,cached,10364,3,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_html/ACCO_000071203421000137_abd-20211026.htm.html,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ACCO_000071203421000137_abd-20211026.htm.txt
ACCO,712034,earnings_exhibit,0000712034-21-000137,a2021-q3ex991pr.htm,cached,42951,12,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_html/ACCO_000071203421000137_a2021-q3ex991pr.htm.html,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ACCO_000071203421000137_a2021-q3ex991pr.htm.txt
ACCO,712034,periodic_10q_10k,0000712034-21-000140,abd-20210930.htm,cached,169372,63,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_html/ACCO_000071203421000140_abd-20210930.htm.html,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ACCO_000071203421000140_abd-20210930.htm.txt
ACGL,947484,primary_8k,0000947484-21-000132,acgl-20211011.htm,cached,4513,4,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_html/ACGL_000094748421000132_acgl-20211011.htm.html,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ACGL_000094748421000132_acgl-20211011.htm.txt
ACGL,947484,earnings_exhibit,0000947484-21-000132,ex991101121.htm,cached,7066,0,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_html/ACGL_000094748421000132_ex991101121.htm.html,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ACGL_000094748421000132_ex991101121.htm.txt
ACGL,947484,primary_8k,0000947484-21-000136,acgl-20211027.htm,cached,4178,4,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_html/ACGL_000094748421000136_acgl-20211027.htm.html,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ACGL_000094748421000136_acgl-20211027.htm.txt
ACGL,947484,earnings_exhibit,0000947484-21-000136,ex-991release93021.htm,cached,44828,13,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_html/ACGL_000094748421000136_ex-991release93021.htm.html,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ACGL_000094748421000136_ex-991release93021.htm.txt
ACGL,947484,earnings_exhibit,0000947484-21-000136,ex-992supplement93021.htm,cached,113463,69,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_html/ACGL_000094748421000136_ex-992supplement93021.htm.html,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ACGL_000094748421000136_ex-992supplement93021.htm.txt
ACGL,947484,periodic_10q_10k,0000947484-21-000145,acgl-20210930.htm,cached,369541,235,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_html/ACGL_000094748421000145_acgl-20210930.htm.html,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ACGL_000094748421000145_acgl-20210930.htm.txt
ACH,75252,primary_8k,0000075252-21-000146,omi-20211103.htm,cached,4418,16,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_html/ACH_000007525221000146_omi-20211103.htm.html,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ACH_000007525221000146_omi-20211103.htm.txt
ACH,75252,earnings_exhibit,0000075252-21-000146,a3q218kprearnings.htm,cached,27740,11,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_html/ACH_000007525221000146_a3q218kprearnings.htm.html,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ACH_000007525221000146_a3q218kprearnings.htm.txt
ACH,75252,periodic_10q_10k,0000075252-21-000149,omi-20210930.htm,cached,124084,58,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_html/ACH_000007525221000149_omi-20210930.htm.html,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ACH_000007525221000149_omi-20210930.htm.txt
ACIW,935036,primary_8k,0000935036-21-000066,aciw-20211104.htm,cached,3884,5,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_html/ACIW_000093503621000066_aciw-20211104.htm.html,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ACIW_000093503621000066_aciw-20211104.htm.txt
ACIW,935036,earnings_exhibit,0000935036-21-000066,aciw-20211104ex_991.htm,cached,21906,8,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_html/ACIW_000093503621000066_aciw-20211104ex_991.htm.html,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ACIW_000093503621000066_aciw-20211104ex_991.htm.txt
ACIW,935036,earnings_exhibit,0000935036-21-000066,aciw-20211104ex_992.htm,cached,12829,0,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_html/ACIW_000093503621000066_aciw-20211104ex_992.htm.html,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ACIW_000093503621000066_aciw-20211104ex_992.htm.txt
ACIW,935036,periodic_10q_10k,0000935036-21-000068,aciw-20210930.htm,cached,160483,41,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_html/ACIW_000093503621000068_aciw-20210930.htm.html,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ACIW_000093503621000068_aciw-20210930.htm.txt
ACLS,1113232,primary_8k,0001104659-21-133647,tm2131675d1_8k.htm,cached,3005,9,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_html/ACLS_000110465921133647_tm2131675d1_8k.htm.html,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ACLS_000110465921133647_tm2131675d1_8k.htm.txt
ACLS,1113232,earnings_exhibit,0001104659-21-133647,tm2131675d1_ex99-1.htm,cached,8106,13,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_html/ACLS_000110465921133647_tm2131675d1_ex99-1.htm.html,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ACLS_000110465921133647_tm2131675d1_ex99-1.htm.txt
ACLS,1113232,periodic_10q_10k,0001558370-21-014801,acls-20210930x10q.htm,cached,97130,48,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_html/ACLS_000155837021014801_acls-20210930x10q.htm.html,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ACLS_000155837021014801_acls-20210930x10q.htm.txt
ACT,1823529,primary_8k,0001823529-21-000005,act-20211102.htm,cached,4042,14,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_html/ACT_000182352921000005_act-20211102.htm.html,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ACT_000182352921000005_act-20211102.htm.txt
ACT,1823529,earnings_exhibit,0001823529-21-000005,enact3q21earningsrelease.htm,cached,15199,1,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_html/ACT_000182352921000005_enact3q21earningsrelease.htm.html,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ACT_000182352921000005_enact3q21earningsrelease.htm.txt
ACT,1823529,periodic_10q_10k,0001823529-21-000008,act-20210930.htm,cached,198408,101,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_html/ACT_000182352921000008_act-20210930.htm.html,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ACT_000182352921000008_act-20210930.htm.txt
ACVA,1637873,primary_8k,0000950170-21-004067,acva-20211110.htm,cached,3441,7,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_html/ACVA_000095017021004067_acva-20211110.htm.html,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ACVA_000095017021004067_acva-20211110.htm.txt
ACVA,1637873,earnings_exhibit,0000950170-21-004067,acva-ex99_1.htm,cached,20909,4,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_html/ACVA_000095017021004067_acva-ex99_1.htm.html,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ACVA_000095017021004067_acva-ex99_1.htm.txt
ACVA,1637873,periodic_10q_10k,0000950170-21-004170,acva-20210930.htm,cached,269962,54,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_html/ACVA_000095017021004170_acva-20210930.htm.html,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ACVA_000095017021004170_acva-20210930.htm.txt
ADBE,796343,primary_8k,0000796343-21-000247,adbe-20211216.htm,cached,11215,6,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_html/ADBE_000079634321000247_adbe-20211216.htm.html,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ADBE_000079634321000247_adbe-20211216.htm.txt
ADBE,796343,earnings_exhibit,0000796343-21-000247,adbeex991q421.htm,cached,19666,12,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_html/ADBE_000079634321000247_adbeex991q421.htm.html,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ADBE_000079634321000247_adbeex991q421.htm.txt
ADBE,796343,periodic_10q_10k,0000796343-21-000210,adbe-20210903.htm,cached,227233,58,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_html/ADBE_000079634321000210_adbe-20210903.htm.html,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ADBE_000079634321000210_adbe-20210903.htm.txt
ADEA,1803696,primary_8k,0001564590-21-055258,xper-8k_20211108.htm,cached,3315,8,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_html/ADEA_000156459021055258_xper-8k_20211108.htm.html,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ADEA_000156459021055258_xper-8k_20211108.htm.txt
ADEA,1803696,earnings_exhibit,0001564590-21-055258,xper-ex991_6.htm,cached,22111,26,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_html/ADEA_000156459021055258_xper-ex991_6.htm.html,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ADEA_000156459021055258_xper-ex991_6.htm.txt
ADEA,1803696,periodic_10q_10k,0001564590-21-055270,xper-10q_20210930.htm,cached,245811,81,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_html/ADEA_000156459021055270_xper-10q_20210930.htm.html,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ADEA_000156459021055270_xper-10q_20210930.htm.txt
ADI,6281,primary_8k,0000006281-21-000280,adi-20211123.htm,cached,4672,8,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_html/ADI_000000628121000280_adi-20211123.htm.html,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ADI_000000628121000280_adi-20211123.htm.txt
ADI,6281,earnings_exhibit,0000006281-21-000280,adiq421exhibit991.htm,cached,29344,8,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_html/ADI_000000628121000280_adiq421exhibit991.htm.html,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ADI_000000628121000280_adiq421exhibit991.htm.txt
ADI,6281,periodic_10q_10k,0000006281-21-000294,adi-20211030.htm,cached,434318,106,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_html/ADI_000000628121000294_adi-20211030.htm.html,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ADI_000000628121000294_adi-20211030.htm.txt
ADNT,1670541,primary_8k,0001670541-21-000105,adnt-20211110.htm,cached,3405,5,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_html/ADNT_000167054121000105_adnt-20211110.htm.html,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ADNT_000167054121000105_adnt-20211110.htm.txt
ADNT,1670541,earnings_exhibit,0001670541-21-000105,a11102021adientform8-kex991.htm,cached,25088,28,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_html/ADNT_000167054121000105_a11102021adientform8-kex991.htm.html,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ADNT_000167054121000105_a11102021adientform8-kex991.htm.txt
ADNT,1670541,periodic_10q_10k,0001670541-21-000133,adnt-20210930.htm,cached,511368,115,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_html/ADNT_000167054121000133_adnt-20210930.htm.html,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ADNT_000167054121000133_adnt-20210930.htm.txt
ADSK,769397,primary_8k,0000769397-21-000087,adsk-20211123.htm,cached,15291,5,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_html/ADSK_000076939721000087_adsk-20211123.htm.html,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ADSK_000076939721000087_adsk-20211123.htm.txt
ADSK,769397,earnings_exhibit,0000769397-21-000087,q322pressrelease.htm,cached,30181,9,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_html/ADSK_000076939721000087_q322pressrelease.htm.html,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ADSK_000076939721000087_q322pressrelease.htm.txt
ADSK,769397,periodic_10q_10k,0000769397-21-000094,adsk-20211031.htm,cached,311965,70,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_html/ADSK_000076939721000094_adsk-20211031.htm.html,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ADSK_000076939721000094_adsk-20211031.htm.txt
ADTN,926282,primary_8k,0000950170-21-002127,adtn-20211014.htm,cached,2976,4,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_html/ADTN_000095017021002127_adtn-20211014.htm.html,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ADTN_000095017021002127_adtn-20211014.htm.txt
ADTN,926282,earnings_exhibit,0000950170-21-002127,adtn-ex99_1.htm,cached,12181,2,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_html/ADTN_000095017021002127_adtn-ex99_1.htm.html,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ADTN_000095017021002127_adtn-ex99_1.htm.txt
ADTN,926282,primary_8k,0000950170-21-002593,adtn-20211101.htm,cached,3729,4,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_html/ADTN_000095017021002593_adtn-20211101.htm.html,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ADTN_000095017021002593_adtn-20211101.htm.txt
ADTN,926282,earnings_exhibit,0000950170-21-002593,adtn-ex99_1.htm,cached,18716,5,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_html/ADTN_000095017021002593_adtn-ex99_1.htm.html,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ADTN_000095017021002593_adtn-ex99_1.htm.txt
ADTN,926282,periodic_10q_10k,0000950170-21-003219,adtn-20210930.htm,cached,217044,57,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_html/ADTN_000095017021003219_adtn-20210930.htm.html,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ADTN_000095017021003219_adtn-20210930.htm.txt
ADUS,1468328,primary_8k,0001193125-21-315447,d251646d8k.htm,cached,3260,12,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_html/ADUS_000119312521315447_d251646d8k.htm.html,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ADUS_000119312521315447_d251646d8k.htm.txt
ADUS,1468328,earnings_exhibit,0001193125-21-315447,d251646dex991.htm,cached,22829,12,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_html/ADUS_000119312521315447_d251646dex991.htm.html,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ADUS_000119312521315447_d251646dex991.htm.txt
ADUS,1468328,periodic_10q_10k,0001564590-21-053535,adus-10q_20210930.htm,cached,188441,81,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_html/ADUS_000156459021053535_adus-10q_20210930.htm.html,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ADUS_000156459021053535_adus-10q_20210930.htm.txt
ADV,1776661,primary_8k,0000947871-21-001154,ss602968_8k.htm,cached,8215,11,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_html/ADV_000094787121001154_ss602968_8k.htm.html,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ADV_000094787121001154_ss602968_8k.htm.txt
ADV,1776661,earnings_exhibit,0000947871-21-001154,ss602968_ex9901.htm,cached,22503,25,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_html/ADV_000094787121001154_ss602968_ex9901.htm.html,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ADV_000094787121001154_ss602968_ex9901.htm.txt
