quarter,ticker,revenue_bucket,profitability_score,operating_cash_flow_score,fcf_proxy_score,financing_dependence_score,asset_efficiency_score,pre_llm_fundamental_score,pre_llm_fundamental_bucket,pre_llm_fundamental_missing_fields,tier_bucket,tier_1_bucket,tier_2_bucket,tier_3_bucket,tier_4_bucket,tradable_date,entry_open,return_10d_pct,return_20d_pct,return_30d_pct,return_60d_pct,return_90d_pct
2023Q1,A,$2B-$10B,2,2,2,1,0,7,strong,,,,,,,2023-03-01,138.580002,-1.3638,-1.1329,-0.1732,-1.8040,-15.0455
2023Q1,AAP,>$10B,1,1,2,1,1,6,strong,,,,,,,2023-03-01,143.300003,-13.2170,-16.4061,-15.1361,-12.4424,-21.7027
2023Q1,AAT,$100M-$500M,1,2,-1,-1,0,1,mixed,,,,,,,2023-02-08,27.900000,-8.6738,-9.5699,-29.0681,-34.6953,-32.4373
2023Q1,ABG,$2B-$10B,1,2,2,1,1,7,strong,,,,,,,2023-02-03,237.449997,-2.1941,-3.3944,-0.8465,-14.3146,-20.2316
2023Q1,ABM,$1B-$2B,1,-1,-1,0,0,-1,weak,,,,,,,2023-03-09,46.200001,-4.5022,-3.7879,-4.9567,-8.3983,4.2208
2023Q1,ABNB,$2B-$10B,-1,2,2,-1,0,2,mixed,,,,,,,2023-02-15,130.000000,-4.9769,-2.3538,-9.1154,-10.6385,-18.9154
2023Q1,ABT,>$10B,2,2,2,1,0,7,strong,,,,,,,2023-01-26,111.250000,-0.4494,-3.5685,-10.3191,-11.4966,-2.2472
2023Q1,ACA,$1B-$2B,1,1,-1,-1,0,0,mixed,,,,,,,2023-02-24,59.150002,3.0769,5.7143,2.8571,-0.8115,13.4911
2023Q1,ACAD,$100M-$500M,-1,-1,2,-1,0,-1,weak,,Tier 0 - Broad right-tail scouting universe,,,,,2023-03-01,20.790001,-6.6378,-6.4454,-9.4757,4.6176,14.4300
2023Q1,ACCO,$1B-$2B,-1,1,1,1,0,2,mixed,,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,,2023-02-24,5.500000,-2.0000,-7.4545,-6.3636,-17.6364,-10.0000
2023Q1,ACDC,$500M-$1B,1,1,-1,0,1,2,mixed,,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,,,,2023-03-22,12.000000,13.0000,8.3333,-5.6667,0.2500,5.2500
2023Q1,ACGL,$2B-$10B,2,2,2,1,0,7,strong,,,,,,,2023-02-14,66.000000,4.8030,8.6364,0.1061,7.5000,13.7879
2023Q1,ACH,$2B-$10B,1,1,1,1,2,6,strong,,Tier 0 - Broad right-tail scouting universe,,,,,2023-03-01,15.150000,-11.1551,-10.8251,-3.9604,2.3762,28.7129
2023Q1,ACIW,$1B-$2B,1,2,2,1,0,6,strong,,,,,,,2023-03-02,26.040001,-11.7512,-1.8049,1.8817,-2.7266,-12.4040
2023Q1,ACLS,$100M-$500M,2,2,2,1,1,8,strong,,,,,,,2023-02-09,118.269997,2.1815,11.8120,3.6104,7.6182,6.7388
2023Q1,ACT,$500M-$1B,2,2,-1,1,0,4,good,,,,,,,2023-02-07,25.059999,-1.8356,-3.0327,-6.3847,-7.1029,-4.8284
2023Q1,ACVA,$100M-$500M,-1,2,-1,-1,0,-1,weak,,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,,Tier 3 - Revised dislocation feed,,2023-02-23,11.840000,2.8716,6.5878,4.8142,4.0541,46.1149
2023Q1,ADBE,>$10B,2,2,2,1,0,7,strong,,,,,,,2023-03-16,344.570007,8.2944,10.8686,9.6787,0.3192,39.1677
2023Q1,ADEA,$500M-$1B,-1,2,2,1,0,4,good,,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,,,,2023-02-23,10.420000,-9.5969,-20.1536,-19.3858,-22.6487,-11.2284
2023Q1,ADI,$2B-$10B,2,2,2,1,0,7,strong,,,,,,,2023-02-16,194.559998,-5.8542,-4.1067,-3.8549,-2.5648,-3.3923
2023Q1,ADNT,$2B-$10B,-1,-1,2,1,0,1,mixed,,,,,,,2023-02-08,45.689999,-5.3841,-6.5003,-11.0746,-15.5176,-22.6089
2023Q1,ADSK,$2B-$10B,1,2,-1,-1,0,1,mixed,,,,,,,2023-02-24,203.190002,2.5297,-1.2796,-2.1851,-6.3881,-2.7708
2023Q1,ADTN,$100M-$500M,-1,1,2,1,1,4,good,,Tier 0 - Broad right-tail scouting universe,,,,,2023-02-22,16.510000,0.3028,-5.9964,-4.4216,-42.7620,-44.7002
2023Q1,ADUS,$500M-$1B,1,1,-1,0,1,2,mixed,,,,,,,2023-02-28,109.169998,-9.5539,-9.3157,-5.7983,-18.6773,-19.0528
2023Q1,ADV,$2B-$10B,-1,2,2,1,1,5,good,,,,,,,2023-03-02,56.250000,-14.6667,-15.1111,-24.8889,-41.7778,-15.5556
2023Q1,AEE,$2B-$10B,2,2,-1,-1,0,2,mixed,,,,,,,2023-02-16,85.260002,-1.5951,-2.4748,0.8327,5.2545,-2.2637
2023Q1,AEIS,$1B-$2B,1,1,2,0,1,5,good,,,,,,,2023-02-09,98.680000,-5.9992,-5.2797,-6.7491,-7.1342,-13.0523
2023Q1,AEO,$2B-$10B,2,1,-1,1,1,4,good,,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,,,,2023-03-02,14.330000,-10.8165,-10.2582,-5.5129,-7.7460,-29.0300
2023Q1,AEP,>$10B,2,2,-1,-1,0,2,mixed,,,,,,,2023-02-24,89.440002,-0.0783,2.8734,-0.9951,5.5232,-7.7594
2023Q1,AES,$2B-$10B,1,2,-1,0,0,2,mixed,,Tier 0 - Broad right-tail scouting universe,,,,,2023-02-28,24.790001,-6.1718,-8.6325,-4.9213,-6.5752,-19.7257
2023Q1,AFL,>$10B,1,2,2,1,0,6,strong,,,,,,,2023-02-02,73.559998,-3.4666,-7.0691,-7.2594,-12.0990,-8.4285
2023Q1,AFRM,$500M-$1B,-1,-1,-1,-1,0,-4,weak,,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,,Tier 3 - Revised dislocation feed,,2023-02-09,13.550000,-5.4613,-6.9373,-23.7638,-17.8598,-9.5941
2023Q1,AGYS,<$100M,1,2,2,1,0,6,strong,,,,,,,2023-01-25,83.120003,-0.0842,-1.7204,-3.8619,-1.0467,-4.2228
2023Q1,AHCO,$1B-$2B,1,1,-1,-1,0,0,mixed,,Tier 0 - Broad right-tail scouting universe,,,,,2023-01-12,20.490000,4.4412,4.3436,3.3187,-35.7735,-41.0444
2023Q1,AHRT,$100M-$500M,1,2,-1,0,0,2,mixed,,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,,,,2023-02-15,13.500000,-4.4444,-7.3333,-14.5926,-11.0370,-18.2222
2023Q1,AI,$100M-$500M,-1,-1,2,-1,0,-1,weak,,,,,,,2023-03-03,25.290001,-13.9581,-1.5817,33.9264,-31.8308,37.2875
2023Q1,AIOT,<$100M,-1,-1,-1,-1,0,-4,weak,,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,"Tier 4 - Ultra-distressed tag, not a production tier",2023-03-10,3.050000,-7.8689,0.3279,-0.3279,-1.9672,9.5082
2023Q1,AIZ,$2B-$10B,2,1,2,1,0,6,strong,,,,,,,2023-02-08,131.000000,0.4198,-2.7557,-10.8779,-8.8550,-0.3282
2023Q1,AJG,$2B-$10B,2,2,2,-1,0,5,good,,,,,,,2023-01-27,199.800003,-2.6276,-5.5906,-7.4575,-6.6466,4.6296
2023Q1,AKAM,$500M-$1B,2,2,2,1,0,7,strong,,,,,,,2023-02-15,81.529999,-10.0944,-8.3528,-9.7142,1.7172,6.5497
2023Q1,ALB,$2B-$10B,1,2,2,1,0,6,strong,,,,,,,2023-01-25,264.230011,4.7610,2.4486,-5.5671,-17.1631,-33.1416
2023Q1,ALG,$1B-$2B,1,2,2,1,1,7,strong,,,,,,,2023-02-24,163.610001,10.1766,7.7501,8.4653,8.5569,6.1732
2023Q1,ALGM,$100M-$500M,2,2,2,0,0,6,strong,,,,,,,2023-02-01,38.400002,13.7500,11.6667,18.2292,24.6354,-2.2656
2023Q1,ALGN,$2B-$10B,2,2,2,1,0,7,strong,,,,,,,2023-02-02,336.500000,-3.3403,-10.0386,-0.2080,-2.7192,-9.9227
2023Q1,ALGT,$1B-$2B,2,2,-1,-1,0,2,mixed,,,,,,,2023-02-02,97.000000,-4.5052,1.7526,3.9691,-6.4433,12.4021
2023Q1,ALKS,$1B-$2B,-1,1,2,1,1,4,good,,,,,,,2023-02-17,28.299999,-3.9223,-4.9470,-5.9011,3.3569,6.6431
2023Q1,ALLE,$2B-$10B,2,2,2,1,1,8,strong,,,,,,,2023-02-23,114.959999,-0.4610,-9.6729,-10.9255,-10.2818,-7.5505
2023Q1,ALRM,$500M-$1B,1,2,2,-1,0,4,good,,,,,,,2023-02-24,50.430000,0.1388,0.0198,-2.1019,-6.5041,-2.1218
