quarter,asof_date,ticker,cik,entity_name,revenue_bucket,revenue_filter_keep_under_10b,revenue_value,revenue_fact_name,revenue_unit,revenue_filed,revenue_form,revenue_period_end,net_income_value,net_income_fact_name,net_income_unit,net_income_filed,net_income_form,net_income_period_end,assets_value,assets_fact_name,assets_unit,assets_filed,assets_form,assets_period_end,financing_cash_flow_value,financing_cash_flow_fact_name,financing_cash_flow_unit,financing_cash_flow_filed,financing_cash_flow_form,financing_cash_flow_period_end,investing_cash_flow_value,investing_cash_flow_fact_name,investing_cash_flow_unit,investing_cash_flow_filed,investing_cash_flow_form,investing_cash_flow_period_end,operating_cash_flow_value,operating_cash_flow_fact_name,operating_cash_flow_unit,operating_cash_flow_filed,operating_cash_flow_form,operating_cash_flow_period_end,universal_feature_set,universal_feature_complete,universal_feature_complete_through_eps,missing_universal_features,net_income_margin,operating_cash_flow_to_revenue,assets_to_revenue,financing_cash_flow_to_revenue,investing_cash_flow_to_revenue
2022Q1,2022-02-07,ACLS,1113232,AXCELIS TECHNOLOGIES INC,$100M-$500M,,352361000,Revenues,USD,2021-11-05,10-Q,2020-09-30,35308000,ProfitLoss,USD,2021-11-05,10-Q,2020-09-30,624624000,Assets,USD,2021-11-05,10-Q,2020-12-31,-3392000,NetCashProvidedByUsedInFinancingActivities,USD,2021-11-05,10-Q,2020-09-30,-5567000,NetCashProvidedByUsedInInvestingActivities,USD,2021-11-05,10-Q,2020-09-30,75667000,NetCashProvidedByUsedInOperatingActivities,USD,2021-11-05,10-Q,2020-09-30,through_ocf,True,,,0.100204,0.214743,1.772682,-0.009626,-0.015799
2022Q1,2022-02-01,ACT,1823529,"Enact Holdings, Inc.",$500M-$1B,,820945000,Revenues,USD,2021-11-04,10-Q,2020-09-30,279240000,NetIncomeLoss,USD,2021-11-04,10-Q,2020-09-30,5652710000,Assets,USD,2021-11-04,10-Q,2020-12-31,303099000,NetCashProvidedByUsedInFinancingActivities,USD,2021-11-04,10-Q,2020-09-30,-891969000,NetCashProvidedByUsedInInvestingActivities,USD,2021-11-04,10-Q,2020-09-30,560546000,NetCashProvidedByUsedInOperatingActivities,USD,2021-11-04,10-Q,2020-09-30,through_ocf,True,,,0.340145,0.682806,6.885614,0.369207,-1.086515
2022Q1,2022-02-16,ACVA,1637873,ACV Auctions Inc.,$100M-$500M,,154594000,Revenues,USD,2021-11-10,10-Q,2020-09-30,-28762000,NetIncomeLoss,USD,2021-11-10,10-Q,2020-09-30,404550000,Assets,USD,2021-11-10,10-Q,2020-12-31,59096000,NetCashProvidedByUsedInFinancingActivities,USD,2021-11-10,10-Q,2020-09-30,-15298000,NetCashProvidedByUsedInInvestingActivities,USD,2021-11-10,10-Q,2020-09-30,20316000,NetCashProvidedByUsedInOperatingActivities,USD,2021-11-10,10-Q,2020-09-30,through_ocf,True,,,-0.186049,0.131415,2.616854,0.382266,-0.098956
2022Q1,2022-03-22,ADBE,796343,ADOBE INC.,>$10B,,11171000000,Revenues,USD,2022-01-21,10-K,2019-11-29,2951000000,NetIncomeLoss,USD,2022-01-21,10-K,2019-11-29,24284000000,Assets,USD,2022-01-21,10-K,2020-11-27,-2946000000,NetCashProvidedByUsedInFinancingActivities,USD,2022-01-21,10-K,2019-11-29,-456000000,NetCashProvidedByUsedInInvestingActivities,USD,2022-01-21,10-K,2019-11-29,4422000000,NetCashProvidedByUsedInOperatingActivities,USD,2022-01-21,10-K,2019-11-29,through_ocf,True,,,0.264166,0.395846,2.173843,-0.263719,-0.04082
2022Q1,2022-02-23,ADEA,1803696,ADEIA INC.,$100M-$500M,,458093000,Revenues,USD,2021-11-08,10-Q,2020-09-30,-33029000,NetIncomeLoss,USD,2021-11-08,10-Q,2020-09-30,2701176000,Assets,USD,2021-11-08,10-Q,2020-12-31,-161553000,NetCashProvidedByUsedInFinancingActivities,USD,2021-11-08,10-Q,2020-09-30,72536000,NetCashProvidedByUsedInInvestingActivities,USD,2021-11-08,10-Q,2020-09-30,129433000,NetCashProvidedByUsedInOperatingActivities,USD,2021-11-08,10-Q,2020-09-30,through_ocf,True,,,-0.072101,0.282547,5.896567,-0.352664,0.158343
2022Q1,2022-02-16,ADI,6281,"Analog Devices, Inc.",$1B-$2B,,1558458000,RevenueFromContractWithCustomerExcludingAssessedTax,USD,2022-02-16,10-Q,2021-01-30,388519000,NetIncomeLoss,USD,2022-02-16,10-Q,2021-01-30,52322071000,Assets,USD,2022-02-16,10-Q,2021-10-30,-363823000,NetCashProvidedByUsedInFinancingActivities,USD,2022-02-16,10-Q,2021-01-30,-75071000,NetCashProvidedByUsedInInvestingActivities,USD,2022-02-16,10-Q,2021-01-30,427941000,NetCashProvidedByUsedInOperatingActivities,USD,2022-02-16,10-Q,2021-01-30,through_ocf,True,,,0.249297,0.274593,33.572975,-0.233451,-0.04817
2022Q1,2022-02-04,ADNT,1670541,ADIENT PLC,$2B-$10B,,3848000000,RevenueFromContractWithCustomerExcludingAssessedTax,USD,2022-02-04,10-Q,2020-12-31,150000000,NetIncomeLoss,USD,2022-02-04,10-Q,2020-12-31,10778000000,Assets,USD,2022-02-04,10-Q,2021-09-30,-68000000,NetCashProvidedByUsedInFinancingActivities,USD,2022-02-04,10-Q,2020-12-31,-61000000,NetCashProvidedByUsedInInvestingActivities,USD,2022-02-04,10-Q,2020-12-31,231000000,NetCashProvidedByUsedInOperatingActivities,USD,2022-02-04,10-Q,2020-12-31,through_ocf,True,,,0.038981,0.060031,2.800936,-0.017672,-0.015852
2022Q1,2022-02-24,ADSK,769397,"AUTODESK, INC.",$2B-$10B,,2751200000,RevenueFromContractWithCustomerExcludingAssessedTax,USD,2021-12-03,10-Q,2020-10-31,66500000,NetIncomeLoss,USD,2021-12-03,10-Q,2020-04-30,7279800000,Assets,USD,2021-12-03,10-Q,2021-01-31,-844000000,NetCashProvidedByUsedInFinancingActivities,USD,2021-12-03,10-Q,2020-10-31,-176700000,NetCashProvidedByUsedInInvestingActivities,USD,2021-12-03,10-Q,2020-10-31,779600000,NetCashProvidedByUsedInOperatingActivities,USD,2021-12-03,10-Q,2020-10-31,through_ocf,True,,,0.024171,0.283367,2.646045,-0.306775,-0.064227
2022Q1,2022-02-03,ADTN,926282,"ADTRAN Holdings, Inc.",$100M-$500M,,376381000,RevenueFromContractWithCustomerExcludingAssessedTax,USD,2021-11-05,10-Q,2020-09-30,-9969000,NetIncomeLoss,USD,2021-11-05,10-Q,2020-03-31,525679000,Assets,USD,2021-11-05,10-Q,2020-12-31,-37593000,NetCashProvidedByUsedInFinancingActivities,USD,2021-11-05,10-Q,2020-09-30,37899000,NetCashProvidedByUsedInInvestingActivities,USD,2021-11-05,10-Q,2020-09-30,-5317000,NetCashProvidedByUsedInOperatingActivities,USD,2021-11-05,10-Q,2020-09-30,through_ocf,True,,,-0.026486,-0.014127,1.396667,-0.09988,0.100693
2022Q1,2022-02-24,ADUS,1468328,Addus HomeCare Corp,$500M-$1B,,568779000,RevenueFromContractWithCustomerExcludingAssessedTax,USD,2021-11-02,10-Q,2020-09-30,24684000,NetIncomeLoss,USD,2021-11-02,10-Q,2020-09-30,892582000,Assets,USD,2021-11-02,10-Q,2020-12-31,2825000,NetCashProvidedByUsedInFinancingActivities,USD,2021-11-02,10-Q,2020-09-30,-17507000,NetCashProvidedByUsedInInvestingActivities,USD,2021-11-02,10-Q,2020-09-30,73299000,NetCashProvidedByUsedInOperatingActivities,USD,2021-11-02,10-Q,2020-09-30,through_ocf,True,,,0.043398,0.128871,1.569295,0.004967,-0.03078
2022Q1,2022-03-01,ADV,1776661,Advantage Solutions Inc.,$2B-$10B,,3785063000,Revenues,USD,2022-03-01,10-K,2019-12-31,-21172000,NetIncomeLoss,USD,2022-03-01,10-K,2019-12-31,5777492000,Assets,USD,2022-03-01,10-K,2020-12-31,-38208000,NetCashProvidedByUsedInFinancingActivities,USD,2022-03-01,10-K,2019-12-31,-61808000,NetCashProvidedByUsedInInvestingActivities,USD,2022-03-01,10-K,2019-12-31,151343000,NetCashProvidedByUsedInOperatingActivities,USD,2022-03-01,10-K,2019-12-31,through_ocf,True,,,-0.005594,0.039984,1.526393,-0.010094,-0.016329
2022Q1,2022-02-17,AEE,1002910,AMEREN CORPORATION,$2B-$10B,,4466000000,Revenues,USD,2021-11-04,10-Q,2020-09-30,761000000,ProfitLoss,USD,2021-11-04,10-Q,2020-09-30,32030000000,Assets,USD,2021-11-04,10-Q,2020-12-31,644000000,NetCashProvidedByUsedInFinancingActivities,USD,2021-11-04,10-Q,2020-09-30,-1981000000,NetCashProvidedByUsedInInvestingActivities,USD,2021-11-04,10-Q,2020-09-30,1329000000,NetCashProvidedByUsedInOperatingActivities,USD,2021-11-04,10-Q,2020-09-30,through_ocf,True,,,0.170399,0.297582,7.171966,0.144201,-0.443574
2022Q1,2022-02-09,AEIS,927003,ADVANCED ENERGY INDUSTRIES INC,$1B-$2B,,1044857000,RevenueFromContractWithCustomerExcludingAssessedTax,USD,2021-11-09,10-Q,2020-09-30,92834000,NetIncomeLoss,USD,2021-11-09,10-Q,2020-09-30,1647662000,Assets,USD,2021-11-09,10-Q,2020-12-31,-26155000,NetCashProvidedByUsedInFinancingActivities,USD,2021-11-09,10-Q,2020-09-30,-27253000,NetCashProvidedByUsedInInvestingActivities,USD,2021-11-09,10-Q,2020-09-30,134373000,NetCashProvidedByUsedInOperatingActivities,USD,2021-11-09,10-Q,2020-09-30,through_ocf,True,,,0.088849,0.128604,1.576926,-0.025032,-0.026083
2022Q1,2022-03-02,AEO,919012,AMERICAN EAGLE OUTFITTERS INC,$2B-$10B,,2466819000,RevenueFromContractWithCustomerExcludingAssessedTax,USD,2021-11-23,10-Q,2020-10-31,-212809000,NetIncomeLoss,USD,2021-11-23,10-Q,2020-10-31,3498215000,Assets,USD,2021-11-23,10-Q,2020-10-31,379862000,NetCashProvidedByUsedInFinancingActivities,USD,2021-11-23,10-Q,2020-10-31,-38102000,NetCashProvidedByUsedInInvestingActivities,USD,2021-11-23,10-Q,2020-10-31,-10394000,NetCashProvidedByUsedInOperatingActivities,USD,2021-11-23,10-Q,2020-10-31,through_ocf,True,,,-0.086269,-0.004214,1.418108,0.153989,-0.015446
2022Q1,2022-02-24,AEP,4904,"AMERICAN ELECTRIC POWER COMPANY, INC.",>$10B,,15561400000,Revenues,USD,2022-02-24,10-K,2019-12-31,1919800000,ProfitLoss,USD,2022-02-24,10-K,2019-12-31,75892300000,Assets,USD,2022-02-24,10-K,2019-12-31,2862900000,NetCashProvidedByUsedInFinancingActivities,USD,2022-02-24,10-K,2019-12-31,-7144500000,NetCashProvidedByUsedInInvestingActivities,USD,2022-02-24,10-K,2019-12-31,4270100000,NetCashProvidedByUsedInOperatingActivities,USD,2022-02-24,10-K,2019-12-31,through_ocf,True,,,0.123369,0.274403,4.876958,0.183974,-0.459117
2022Q1,2022-02-25,AES,874761,AES CORP,$2B-$10B,,7100000000,Revenues,USD,2021-11-03,10-Q,2020-09-30,-272000000,NetIncomeLoss,USD,2021-11-03,10-Q,2020-09-30,34603000000,Assets,USD,2021-11-03,10-Q,2020-12-31,657000000,NetCashProvidedByUsedInFinancingActivities,USD,2021-11-03,10-Q,2020-09-30,-1856000000,NetCashProvidedByUsedInInvestingActivities,USD,2021-11-03,10-Q,2020-09-30,2087000000,NetCashProvidedByUsedInOperatingActivities,USD,2021-11-03,10-Q,2020-09-30,through_ocf,True,,,-0.03831,0.293944,4.873662,0.092535,-0.261408
2022Q1,2022-02-02,AFL,4977,AFLAC INC,>$10B,,16234000000,Revenues,USD,2021-10-28,10-Q,2020-09-30,566000000,NetIncomeLoss,USD,2021-10-28,10-Q,2020-03-31,165086000000,Assets,USD,2021-10-28,10-Q,2020-12-31,-431000000,NetCashProvidedByUsedInFinancingActivities,USD,2021-10-28,10-Q,2020-09-30,-3511000000,NetCashProvidedByUsedInInvestingActivities,USD,2021-10-28,10-Q,2020-09-30,4601000000,NetCashProvidedByUsedInOperatingActivities,USD,2021-10-28,10-Q,2020-09-30,through_ocf,True,,,0.034865,0.283418,10.169151,-0.026549,-0.216274
2022Q1,2022-02-10,AFRM,1820953,"Affirm Holdings, Inc.",$100M-$500M,,173978000,Revenues,USD,2021-11-15,10-Q,2020-09-30,-3946000,NetIncomeLoss,USD,2021-11-15,10-Q,2020-09-30,4866967000,Assets,USD,2021-11-15,10-Q,2021-06-30,817811000,NetCashProvidedByUsedInFinancingActivities,USD,2021-11-15,10-Q,2020-09-30,-357761000,NetCashProvidedByUsedInInvestingActivities,USD,2021-11-15,10-Q,2020-09-30,-2304000,NetCashProvidedByUsedInOperatingActivities,USD,2021-11-15,10-Q,2020-09-30,through_ocf,True,,,-0.022681,-0.013243,27.974612,4.700658,-2.056358
2022Q1,2022-01-25,AGYS,78749,"AGILYSYS, INC.",<$100M,,64166000,RevenueFromContractWithCustomerExcludingAssessedTax,USD,2021-10-28,10-Q,2020-09-30,5350000,NetIncomeLoss,USD,2021-10-28,10-Q,2020-09-30,189873000,Assets,USD,2021-10-28,10-Q,2021-03-31,32799000,NetCashProvidedByUsedInFinancingActivities,USD,2021-10-28,10-Q,2020-09-30,-473000,NetCashProvidedByUsedInInvestingActivities,USD,2021-10-28,10-Q,2020-09-30,6642000,NetCashProvidedByUsedInOperatingActivities,USD,2021-10-28,10-Q,2020-09-30,through_ocf,True,,,0.083377,0.103513,2.95909,0.511159,-0.007372
2022Q1,2022-02-24,AHCO,1725255,AdaptHealth Corp.,$500M-$1B,,707960000,RevenueFromContractWithCustomerExcludingAssessedTax,USD,2021-11-09,10-Q,2020-09-30,-81116000,NetIncomeLoss,USD,2021-11-09,10-Q,2020-09-30,1813472000,Assets,USD,2021-11-09,10-Q,2020-12-31,677250000,NetCashProvidedByUsedInFinancingActivities,USD,2021-11-09,10-Q,2020-09-30,-627097000,NetCashProvidedByUsedInInvestingActivities,USD,2021-11-09,10-Q,2020-09-30,145287000,NetCashProvidedByUsedInOperatingActivities,USD,2021-11-09,10-Q,2020-09-30,through_ocf,True,,,-0.114577,0.205219,2.561546,0.956622,-0.88578
2022Q1,2022-02-10,AHRT,1569187,"AH REALTY TRUST, INC.",$100M-$500M,,285123000,Revenues,USD,2021-11-05,10-Q,2020-09-30,24903000,NetIncomeLoss,USD,2021-11-05,10-Q,2020-09-30,1916971000,Assets,USD,2021-11-05,10-Q,2020-12-31,-28249000,NetCashProvidedByUsedInFinancingActivities,USD,2021-11-05,10-Q,2020-09-30,-3873000,NetCashProvidedByUsedInInvestingActivities,USD,2021-11-05,10-Q,2020-09-30,67767000,NetCashProvidedByUsedInOperatingActivities,USD,2021-11-05,10-Q,2020-09-30,through_ocf,True,,,0.087341,0.237676,6.723312,-0.099077,-0.013584
2022Q1,2022-03-02,AI,1577526,"C3.AI, INC.",<$100M,,81824000,RevenueFromContractWithCustomerExcludingAssessedTax,USD,2021-12-02,10-Q,2020-10-31,-14794000,NetIncomeLoss,USD,2021-12-02,10-Q,2020-10-31,1196477000,Assets,USD,2021-12-02,10-Q,2021-04-30,28214000,NetCashProvidedByUsedInFinancingActivities,USD,2021-12-02,10-Q,2020-10-31,34849000,NetCashProvidedByUsedInInvestingActivities,USD,2021-12-02,10-Q,2020-10-31,18836000,NetCashProvidedByUsedInOperatingActivities,USD,2021-12-02,10-Q,2020-10-31,through_ocf,True,,,-0.180803,0.230201,14.622568,0.344813,0.425902
2022Q1,2022-03-09,AIOT,1774170,"POWERFLEET, INC.",<$100M,,84166000,RevenueFromContractWithCustomerExcludingAssessedTax,USD,2021-11-10,10-Q,2020-09-30,-6642000,NetIncomeLoss,USD,2021-11-10,10-Q,2020-09-30,208801000,Assets,USD,2021-11-10,10-Q,2020-12-31,2329000,NetCashProvidedByUsedInFinancingActivities,USD,2021-11-10,10-Q,2020-09-30,-2046000,NetCashProvidedByUsedInInvestingActivities,USD,2021-11-10,10-Q,2020-09-30,5293000,NetCashProvidedByUsedInOperatingActivities,USD,2021-11-10,10-Q,2020-09-30,through_ocf,True,,,-0.078915,0.062888,2.480824,0.027672,-0.024309
2022Q1,2022-01-27,AJG,354190,ARTHUR J. GALLAGHER & CO.,$2B-$10B,,5300000000,RevenueFromContractWithCustomerExcludingAssessedTax,USD,2021-10-29,10-Q,2020-09-30,676600000,NetIncomeLoss,USD,2021-10-29,10-Q,2020-09-30,21814900000,Assets,USD,2021-10-29,10-Q,2020-09-30,-381200000,NetCashProvidedByUsedInFinancingActivities,USD,2021-10-29,10-Q,2020-09-30,-162800000,NetCashProvidedByUsedInInvestingActivities,USD,2021-10-29,10-Q,2020-09-30,1387600000,NetCashProvidedByUsedInOperatingActivities,USD,2021-10-29,10-Q,2020-09-30,through_ocf,True,,,0.12766,0.261811,4.116019,-0.071925,-0.030717
2022Q1,2022-02-15,AKAM,1086222,"Akamai Technologies, Inc.",$500M-$1B,,600293000,Revenues,USD,2018-05-09,10-Q,2017-03-31,443684000,NetIncomeLoss,USD,2021-11-08,10-Q,2020-09-30,7764130000,Assets,USD,2021-11-08,10-Q,2020-12-31,-152565000,NetCashProvidedByUsedInFinancingActivities,USD,2021-11-08,10-Q,2020-09-30,-425040000,NetCashProvidedByUsedInInvestingActivities,USD,2021-11-08,10-Q,2020-09-30,923907000,NetCashProvidedByUsedInOperatingActivities,USD,2021-11-08,10-Q,2020-09-30,through_ocf,True,,,0.739112,1.539093,12.933901,-0.254151,-0.708054
2022Q1,2022-02-16,ALB,915913,ALBEMARLE CORPORATION,$2B-$10B,,2249762000,Revenues,USD,2021-11-04,10-Q,2020-09-30,291129000,NetIncomeLoss,USD,2021-11-04,10-Q,2020-09-30,10450946000,Assets,USD,2021-11-04,10-Q,2020-12-31,279198000,NetCashProvidedByUsedInFinancingActivities,USD,2021-11-04,10-Q,2020-09-30,-643521000,NetCashProvidedByUsedInInvestingActivities,USD,2021-11-04,10-Q,2020-09-30,461714000,NetCashProvidedByUsedInOperatingActivities,USD,2021-11-04,10-Q,2020-09-30,through_ocf,True,,,0.129404,0.205228,4.645356,0.124101,-0.28604
2022Q1,2022-02-24,ALG,897077,ALAMO GROUP INC.,$1B-$2B,,1119138000,Revenues,USD,2022-02-24,10-K,2019-12-31,63103000,NetIncomeLoss,USD,2022-02-24,10-K,2019-12-31,1121859000,Assets,USD,2022-02-24,10-K,2020-12-31,349223000,NetCashProvidedByUsedInFinancingActivities,USD,2022-02-24,10-K,2019-12-31,-429940000,NetCashProvidedByUsedInInvestingActivities,USD,2022-02-24,10-K,2019-12-31,88813000,NetCashProvidedByUsedInOperatingActivities,USD,2022-02-24,10-K,2019-12-31,through_ocf,True,,,0.056385,0.079358,1.002431,0.312046,-0.384171
