quarter,asof_date,ticker,cik,entity_name,revenue_bucket,revenue_filter_keep_under_10b,revenue_value,revenue_fact_name,revenue_unit,revenue_filed,revenue_form,revenue_period_end,net_income_value,net_income_fact_name,net_income_unit,net_income_filed,net_income_form,net_income_period_end,assets_value,assets_fact_name,assets_unit,assets_filed,assets_form,assets_period_end,financing_cash_flow_value,financing_cash_flow_fact_name,financing_cash_flow_unit,financing_cash_flow_filed,financing_cash_flow_form,financing_cash_flow_period_end,investing_cash_flow_value,investing_cash_flow_fact_name,investing_cash_flow_unit,investing_cash_flow_filed,investing_cash_flow_form,investing_cash_flow_period_end,operating_cash_flow_value,operating_cash_flow_fact_name,operating_cash_flow_unit,operating_cash_flow_filed,operating_cash_flow_form,operating_cash_flow_period_end,universal_feature_set,universal_feature_complete,universal_feature_complete_through_eps,missing_universal_features,net_income_margin,operating_cash_flow_to_revenue,assets_to_revenue,financing_cash_flow_to_revenue,investing_cash_flow_to_revenue
2023Q1,2023-02-13,ACGL,947484,Arch Capital Group Ltd.,$2B-$10B,,6936994000,Revenues,USD,2022-11-03,10-Q,2021-09-30,1533584000,NetIncomeLoss,USD,2022-11-03,10-Q,2021-09-30,45100945000,Assets,USD,2022-11-03,10-Q,2021-12-31,-881879000,NetCashProvidedByUsedInFinancingActivities,USD,2022-11-03,10-Q,2021-09-30,-1453284000,NetCashProvidedByUsedInInvestingActivities,USD,2022-11-03,10-Q,2021-09-30,2627551000,NetCashProvidedByUsedInOperatingActivities,USD,2022-11-03,10-Q,2021-09-30,through_ocf,True,,,0.221073,0.378774,6.501511,-0.127127,-0.209498
2023Q1,2023-02-28,ACH,75252,"Accendra Health, Inc.",$2B-$10B,,8480177000,RevenueFromContractWithCustomerExcludingAssessedTax,USD,2023-02-28,10-K,2020-12-31,29871000,NetIncomeLoss,USD,2023-02-28,10-K,2020-12-31,3536551000,Assets,USD,2023-02-28,10-K,2021-12-31,-379386000,NetCashProvidedByUsedInFinancingActivities,USD,2023-02-28,10-K,2020-12-31,80073000,NetCashProvidedByUsedInInvestingActivities,USD,2023-02-28,10-K,2020-12-31,339223000,NetCashProvidedByUsedInOperatingActivities,USD,2023-02-28,10-K,2020-12-31,through_ocf,True,,,0.003522,0.040002,0.417037,-0.044738,0.009442
2023Q1,2023-03-01,ACIW,935036,"ACI WORLDWIDE, INC.",$1B-$2B,,1294322000,RevenueFromContractWithCustomerExcludingAssessedTax,USD,2023-03-01,10-K,2020-12-31,72660000,NetIncomeLoss,USD,2023-03-01,10-K,2020-12-31,3158741000,Assets,USD,2023-03-01,10-K,2021-12-31,-159889000,NetCashProvidedByUsedInFinancingActivities,USD,2023-03-01,10-K,2020-12-31,-30699000,NetCashProvidedByUsedInInvestingActivities,USD,2023-03-01,10-K,2020-12-31,314895000,NetCashProvidedByUsedInOperatingActivities,USD,2023-03-01,10-K,2020-12-31,through_ocf,True,,,0.056137,0.24329,2.44046,-0.123531,-0.023718
2023Q1,2023-02-08,ACLS,1113232,AXCELIS TECHNOLOGIES INC,$100M-$500M,,456744000,Revenues,USD,2022-11-03,10-Q,2021-09-30,62901000,ProfitLoss,USD,2022-11-03,10-Q,2021-09-30,753240000,Assets,USD,2022-11-03,10-Q,2021-12-31,-40670000,NetCashProvidedByUsedInFinancingActivities,USD,2022-11-03,10-Q,2021-09-30,-5701000,NetCashProvidedByUsedInInvestingActivities,USD,2022-11-03,10-Q,2021-09-30,112081000,NetCashProvidedByUsedInOperatingActivities,USD,2022-11-03,10-Q,2021-09-30,through_ocf,True,,,0.137716,0.245391,1.649151,-0.089043,-0.012482
2023Q1,2023-02-06,ACT,1823529,"Enact Holdings, Inc.",$500M-$1B,,845013000,Revenues,USD,2022-11-03,10-Q,2021-09-30,255943000,NetIncomeLoss,USD,2022-08-04,10-Q,2021-06-30,5865773000,Assets,USD,2022-11-03,10-Q,2021-12-31,0,NetCashProvidedByUsedInFinancingActivities,USD,2022-11-03,10-Q,2021-09-30,-412294000,NetCashProvidedByUsedInInvestingActivities,USD,2022-11-03,10-Q,2021-09-30,411082000,NetCashProvidedByUsedInOperatingActivities,USD,2022-11-03,10-Q,2021-09-30,through_ocf,True,,,0.302886,0.48648,6.941636,0.0,-0.487914
2023Q1,2023-02-22,ACVA,1637873,ACV Auctions Inc.,$100M-$500M,,258258000,Revenues,USD,2022-11-09,10-Q,2021-09-30,-51870000,NetIncomeLoss,USD,2022-11-09,10-Q,2021-09-30,982960000,Assets,USD,2022-11-09,10-Q,2021-12-31,377155000,NetCashProvidedByUsedInFinancingActivities,USD,2022-11-09,10-Q,2021-09-30,-97646000,NetCashProvidedByUsedInInvestingActivities,USD,2022-11-09,10-Q,2021-09-30,88417000,NetCashProvidedByUsedInOperatingActivities,USD,2022-11-09,10-Q,2021-09-30,through_ocf,True,,,-0.200846,0.342359,3.806116,1.460381,-0.378095
2023Q1,2023-03-15,ADBE,796343,ADOBE INC.,>$10B,,12868000000,Revenues,USD,2023-01-17,10-K,2020-11-27,5260000000,NetIncomeLoss,USD,2023-01-17,10-K,2020-11-27,27241000000,Assets,USD,2023-01-17,10-K,2021-12-03,-3488000000,NetCashProvidedByUsedInFinancingActivities,USD,2023-01-17,10-K,2020-11-27,-414000000,NetCashProvidedByUsedInInvestingActivities,USD,2023-01-17,10-K,2020-11-27,5727000000,NetCashProvidedByUsedInOperatingActivities,USD,2023-01-17,10-K,2020-11-27,through_ocf,True,,,0.408766,0.445058,2.116957,-0.27106,-0.032173
2023Q1,2023-02-22,ADEA,1803696,ADEIA INC.,$500M-$1B,,663247000,Revenues,USD,2022-11-09,10-Q,2021-09-30,-40898000,NetIncomeLoss,USD,2022-11-09,10-Q,2021-09-30,2470022000,Assets,USD,2022-11-09,10-Q,2021-12-31,-157914000,NetCashProvidedByUsedInFinancingActivities,USD,2022-11-09,10-Q,2021-09-30,-11560000,NetCashProvidedByUsedInInvestingActivities,USD,2022-11-09,10-Q,2021-09-30,165913000,NetCashProvidedByUsedInOperatingActivities,USD,2022-11-09,10-Q,2021-09-30,through_ocf,True,,,-0.061663,0.250153,3.724136,-0.238092,-0.017429
2023Q1,2023-02-15,ADI,6281,"Analog Devices, Inc.",$2B-$10B,,2684293000,RevenueFromContractWithCustomerExcludingAssessedTax,USD,2023-02-15,10-Q,2022-01-29,280077000,NetIncomeLoss,USD,2023-02-15,10-Q,2022-01-29,50302350000,Assets,USD,2023-02-15,10-Q,2022-10-29,-937268000,NetCashProvidedByUsedInFinancingActivities,USD,2023-02-15,10-Q,2022-01-29,-103309000,NetCashProvidedByUsedInInvestingActivities,USD,2023-02-15,10-Q,2022-01-29,856413000,NetCashProvidedByUsedInOperatingActivities,USD,2023-02-15,10-Q,2022-01-29,through_ocf,True,,,0.104339,0.319046,18.739515,-0.349168,-0.038486
2023Q1,2023-02-07,ADNT,1670541,ADIENT PLC,$2B-$10B,,3480000000,RevenueFromContractWithCustomerExcludingAssessedTax,USD,2023-02-07,10-Q,2021-12-31,-54000000,NetIncomeLoss,USD,2023-02-07,10-Q,2021-12-31,9158000000,Assets,USD,2023-02-07,10-Q,2022-09-30,-79000000,NetCashProvidedByUsedInFinancingActivities,USD,2023-02-07,10-Q,2021-12-31,652000000,NetCashProvidedByUsedInInvestingActivities,USD,2023-02-07,10-Q,2021-12-31,-14000000,NetCashProvidedByUsedInOperatingActivities,USD,2023-02-07,10-Q,2021-12-31,through_ocf,True,,,-0.015517,-0.004023,2.631609,-0.022701,0.187356
2023Q1,2023-02-23,ADSK,769397,"AUTODESK, INC.",$2B-$10B,,3175000000,RevenueFromContractWithCustomerExcludingAssessedTax,USD,2022-12-06,10-Q,2021-10-31,156000000,NetIncomeLoss,USD,2022-12-06,10-Q,2021-04-30,8607000000,Assets,USD,2022-12-06,10-Q,2022-01-31,473000000,NetCashProvidedByUsedInFinancingActivities,USD,2022-12-06,10-Q,2021-10-31,-1299000000,NetCashProvidedByUsedInInvestingActivities,USD,2022-12-06,10-Q,2021-10-31,809000000,NetCashProvidedByUsedInOperatingActivities,USD,2022-12-06,10-Q,2021-10-31,through_ocf,True,,,0.049134,0.254803,2.710866,0.148976,-0.409134
2023Q1,2023-02-21,ADTN,926282,"ADTRAN Holdings, Inc.",$100M-$500M,,408846000,RevenueFromContractWithCustomerExcludingAssessedTax,USD,2022-11-09,10-Q,2021-09-30,-4445000,NetIncomeLoss,USD,2022-11-09,10-Q,2021-09-30,569017000,Assets,USD,2022-11-09,10-Q,2021-12-31,-7126000,NetCashProvidedByUsedInFinancingActivities,USD,2022-11-09,10-Q,2021-09-30,-3620000,NetCashProvidedByUsedInInvestingActivities,USD,2022-11-09,10-Q,2021-09-30,28891000,NetCashProvidedByUsedInOperatingActivities,USD,2022-11-09,10-Q,2021-09-30,through_ocf,True,,,-0.010872,0.070665,1.391764,-0.01743,-0.008854
2023Q1,2023-02-27,ADUS,1468328,Addus HomeCare Corp,$500M-$1B,,639857000,RevenueFromContractWithCustomerExcludingAssessedTax,USD,2022-11-01,10-Q,2021-09-30,32068000,NetIncomeLoss,USD,2022-11-01,10-Q,2021-09-30,947585000,Assets,USD,2022-11-01,10-Q,2021-12-31,25447000,NetCashProvidedByUsedInFinancingActivities,USD,2022-11-01,10-Q,2021-09-30,-32433000,NetCashProvidedByUsedInInvestingActivities,USD,2022-11-01,10-Q,2021-09-30,14287000,NetCashProvidedByUsedInOperatingActivities,USD,2022-11-01,10-Q,2021-09-30,through_ocf,True,,,0.050117,0.022328,1.480932,0.03977,-0.050688
2023Q1,2023-03-01,ADV,1776661,Advantage Solutions Inc.,$2B-$10B,,3155671000,Revenues,USD,2023-03-01,10-K,2020-12-31,-175806000,NetIncomeLoss,USD,2023-03-01,10-K,2020-12-31,5854268000,Assets,USD,2023-03-01,10-K,2021-12-31,-230152000,NetCashProvidedByUsedInFinancingActivities,USD,2023-03-01,10-K,2020-12-31,-99003000,NetCashProvidedByUsedInInvestingActivities,USD,2023-03-01,10-K,2020-12-31,345730000,NetCashProvidedByUsedInOperatingActivities,USD,2023-03-01,10-K,2020-12-31,through_ocf,True,,,-0.055711,0.109558,1.855158,-0.072933,-0.031373
2023Q1,2023-02-15,AEE,1002910,AMEREN CORPORATION,$2B-$10B,,4849000000,Revenues,USD,2022-11-04,10-Q,2021-09-30,869000000,ProfitLoss,USD,2022-11-04,10-Q,2021-09-30,35735000000,Assets,USD,2022-11-04,10-Q,2021-12-31,1298000000,NetCashProvidedByUsedInFinancingActivities,USD,2022-11-04,10-Q,2021-09-30,-2646000000,NetCashProvidedByUsedInInvestingActivities,USD,2022-11-04,10-Q,2021-09-30,1192000000,NetCashProvidedByUsedInOperatingActivities,USD,2022-11-04,10-Q,2021-09-30,through_ocf,True,,,0.179212,0.245824,7.369561,0.267684,-0.54568
2023Q1,2023-02-08,AEIS,927003,ADVANCED ENERGY INDUSTRIES INC,$1B-$2B,,1059024000,RevenueFromContractWithCustomerExcludingAssessedTax,USD,2022-11-01,10-Q,2021-09-30,95081000,NetIncomeLoss,USD,2022-11-01,10-Q,2021-09-30,1817340000,Assets,USD,2022-11-01,10-Q,2021-12-31,3554000,NetCashProvidedByUsedInFinancingActivities,USD,2022-11-01,10-Q,2021-09-30,-39121000,NetCashProvidedByUsedInInvestingActivities,USD,2022-11-01,10-Q,2021-09-30,105887000,NetCashProvidedByUsedInOperatingActivities,USD,2022-11-01,10-Q,2021-09-30,through_ocf,True,,,0.089782,0.099985,1.716052,0.003356,-0.036941
2023Q1,2023-03-01,AEO,919012,AMERICAN EAGLE OUTFITTERS INC,$2B-$10B,,3502848000,RevenueFromContractWithCustomerExcludingAssessedTax,USD,2022-11-23,10-Q,2021-10-30,369201000,NetIncomeLoss,USD,2022-11-23,10-Q,2021-10-30,3750015000,Assets,USD,2022-11-23,10-Q,2021-10-30,-94820000,NetCashProvidedByUsedInFinancingActivities,USD,2022-11-23,10-Q,2021-10-30,-148777000,NetCashProvidedByUsedInInvestingActivities,USD,2022-11-23,10-Q,2021-10-30,133701000,NetCashProvidedByUsedInOperatingActivities,USD,2022-11-23,10-Q,2021-10-30,through_ocf,True,,,0.1054,0.038169,1.070562,-0.027069,-0.042473
2023Q1,2023-02-23,AEP,4904,"AMERICAN ELECTRIC POWER COMPANY, INC.",>$10B,,14918500000,Revenues,USD,2023-02-23,10-K,2020-12-31,2196700000,ProfitLoss,USD,2023-02-23,10-K,2020-12-31,87668700000,Assets,USD,2023-02-23,10-K,2021-12-31,2406700000,NetCashProvidedByUsedInFinancingActivities,USD,2023-02-23,10-K,2020-12-31,-6233900000,NetCashProvidedByUsedInInvestingActivities,USD,2023-02-23,10-K,2020-12-31,3832900000,NetCashProvidedByUsedInOperatingActivities,USD,2023-02-23,10-K,2020-12-31,through_ocf,True,,,0.147247,0.256923,5.876509,0.161323,-0.417864
2023Q1,2023-02-27,AES,874761,AES CORP,$2B-$10B,,8371000000,Revenues,USD,2022-11-04,10-Q,2021-09-30,223000000,NetIncomeLoss,USD,2022-11-04,10-Q,2021-09-30,32963000000,Assets,USD,2022-11-04,10-Q,2021-12-31,521000000,NetCashProvidedByUsedInFinancingActivities,USD,2022-11-04,10-Q,2021-09-30,-1728000000,NetCashProvidedByUsedInInvestingActivities,USD,2022-11-04,10-Q,2021-09-30,1379000000,NetCashProvidedByUsedInOperatingActivities,USD,2022-11-04,10-Q,2021-09-30,through_ocf,True,,,0.02664,0.164735,3.937761,0.062239,-0.206427
2023Q1,2023-02-01,AFL,4977,AFLAC INC,>$10B,,16670000000,Revenues,USD,2022-11-02,10-Q,2021-09-30,1293000000,NetIncomeLoss,USD,2022-11-02,10-Q,2021-03-31,157542000000,Assets,USD,2022-11-02,10-Q,2021-12-31,-1897000000,NetCashProvidedByUsedInFinancingActivities,USD,2022-11-02,10-Q,2021-09-30,-1171000000,NetCashProvidedByUsedInInvestingActivities,USD,2022-11-02,10-Q,2021-09-30,4181000000,NetCashProvidedByUsedInOperatingActivities,USD,2022-11-02,10-Q,2021-09-30,through_ocf,True,,,0.077564,0.25081,9.45063,-0.113797,-0.070246
2023Q1,2023-02-08,AFRM,1820953,"Affirm Holdings, Inc.",$500M-$1B,,630396000,Revenues,USD,2023-02-08,10-Q,2021-12-31,-306615000,NetIncomeLoss,USD,2023-02-08,10-Q,2021-09-30,6973792000,Assets,USD,2023-02-08,10-Q,2022-06-30,2010213000,NetCashProvidedByUsedInFinancingActivities,USD,2023-02-08,10-Q,2021-12-31,-819573000,NetCashProvidedByUsedInInvestingActivities,USD,2023-02-08,10-Q,2021-12-31,-75104000,NetCashProvidedByUsedInOperatingActivities,USD,2023-02-08,10-Q,2021-12-31,through_ocf,True,,,-0.486385,-0.119138,11.062558,3.18881,-1.300092
2023Q1,2023-01-24,AGYS,78749,"AGILYSYS, INC.",<$100M,,76617000,RevenueFromContractWithCustomerExcludingAssessedTax,USD,2022-10-28,10-Q,2021-09-30,2954000,NetIncomeLoss,USD,2022-10-28,10-Q,2021-09-30,214162000,Assets,USD,2022-10-28,10-Q,2022-03-31,-3638000,NetCashProvidedByUsedInFinancingActivities,USD,2022-10-28,10-Q,2021-09-30,-788000,NetCashProvidedByUsedInInvestingActivities,USD,2022-10-28,10-Q,2021-09-30,11673000,NetCashProvidedByUsedInOperatingActivities,USD,2022-10-28,10-Q,2021-09-30,through_ocf,True,,,0.038555,0.152355,2.795228,-0.047483,-0.010285
2023Q1,2023-01-11,AHCO,1725255,AdaptHealth Corp.,$1B-$2B,,1752429000,RevenueFromContractWithCustomerExcludingAssessedTax,USD,2022-11-08,10-Q,2021-09-30,133233000,NetIncomeLoss,USD,2022-11-08,10-Q,2021-09-30,5250484000,Assets,USD,2022-11-08,10-Q,2021-12-31,1620449000,NetCashProvidedByUsedInFinancingActivities,USD,2022-11-08,10-Q,2021-09-30,-1558507000,NetCashProvidedByUsedInInvestingActivities,USD,2022-11-08,10-Q,2021-09-30,174750000,NetCashProvidedByUsedInOperatingActivities,USD,2022-11-08,10-Q,2021-09-30,through_ocf,True,,,0.076028,0.099719,2.996118,0.924687,-0.889341
2023Q1,2023-02-14,AHRT,1569187,"AH REALTY TRUST, INC.",$100M-$500M,,214152000,Revenues,USD,2022-11-09,10-Q,2021-09-30,18735000,NetIncomeLoss,USD,2022-11-09,10-Q,2021-09-30,1938063000,Assets,USD,2022-11-09,10-Q,2021-12-31,15154000,NetCashProvidedByUsedInFinancingActivities,USD,2022-11-09,10-Q,2021-09-30,-101353000,NetCashProvidedByUsedInInvestingActivities,USD,2022-11-09,10-Q,2021-09-30,69222000,NetCashProvidedByUsedInOperatingActivities,USD,2022-11-09,10-Q,2021-09-30,through_ocf,True,,,0.087485,0.323238,9.049941,0.070763,-0.473276
2023Q1,2023-03-02,AI,1577526,"C3.AI, INC.",$100M-$500M,,110669000,RevenueFromContractWithCustomerExcludingAssessedTax,USD,2022-12-08,10-Q,2021-10-31,-94198000,NetIncomeLoss,USD,2022-12-08,10-Q,2021-10-31,1170882000,Assets,USD,2022-12-08,10-Q,2022-04-30,11200000,NetCashProvidedByUsedInFinancingActivities,USD,2022-12-08,10-Q,2021-10-31,70849000,NetCashProvidedByUsedInInvestingActivities,USD,2022-12-08,10-Q,2021-10-31,-17876000,NetCashProvidedByUsedInOperatingActivities,USD,2022-12-08,10-Q,2021-10-31,through_ocf,True,,,-0.851169,-0.161527,10.580036,0.101203,0.640188
2023Q1,2023-03-09,AIOT,1774170,"POWERFLEET, INC.",<$100M,,91785000,RevenueFromContractWithCustomerExcludingAssessedTax,USD,2022-11-09,10-Q,2021-09-30,-6569000,NetIncomeLoss,USD,2022-11-09,10-Q,2021-09-30,229867000,Assets,USD,2022-11-09,10-Q,2021-12-31,19664000,NetCashProvidedByUsedInFinancingActivities,USD,2022-11-09,10-Q,2021-09-30,-2534000,NetCashProvidedByUsedInInvestingActivities,USD,2022-11-09,10-Q,2021-09-30,-1247000,NetCashProvidedByUsedInOperatingActivities,USD,2022-11-09,10-Q,2021-09-30,through_ocf,True,,,-0.071569,-0.013586,2.504407,0.21424,-0.027608
2023Q1,2023-01-26,AJG,354190,ARTHUR J. GALLAGHER & CO.,$2B-$10B,,6236700000,RevenueFromContractWithCustomerExcludingAssessedTax,USD,2022-11-02,10-Q,2021-09-30,797400000,NetIncomeLoss,USD,2022-11-02,10-Q,2021-09-30,26915800000,Assets,USD,2022-11-02,10-Q,2021-09-30,2001600000,NetCashProvidedByUsedInFinancingActivities,USD,2022-11-02,10-Q,2021-09-30,-790800000,NetCashProvidedByUsedInInvestingActivities,USD,2022-11-02,10-Q,2021-09-30,1210300000,NetCashProvidedByUsedInOperatingActivities,USD,2022-11-02,10-Q,2021-09-30,through_ocf,True,,,0.127856,0.194061,4.315712,0.320939,-0.126798
2023Q1,2023-02-14,AKAM,1086222,"Akamai Technologies, Inc.",$500M-$1B,,600293000,Revenues,USD,2018-05-09,10-Q,2017-03-31,491108000,NetIncomeLoss,USD,2022-11-08,10-Q,2021-09-30,8138673000,Assets,USD,2022-11-08,10-Q,2021-12-31,-292778000,NetCashProvidedByUsedInFinancingActivities,USD,2022-11-08,10-Q,2021-09-30,197055000,NetCashProvidedByUsedInInvestingActivities,USD,2022-11-08,10-Q,2021-09-30,1017663000,NetCashProvidedByUsedInOperatingActivities,USD,2022-11-08,10-Q,2021-09-30,through_ocf,True,,,0.818114,1.695277,13.557834,-0.487725,0.328265
2023Q1,2023-01-24,ALB,915913,ALBEMARLE CORPORATION,$2B-$10B,,2433753000,Revenues,USD,2022-11-02,10-Q,2021-09-30,127496000,NetIncomeLoss,USD,2022-11-02,10-Q,2021-09-30,10974118000,Assets,USD,2022-11-02,10-Q,2021-12-31,-258437000,NetCashProvidedByUsedInFinancingActivities,USD,2022-11-02,10-Q,2021-09-30,-358827000,NetCashProvidedByUsedInInvestingActivities,USD,2022-11-02,10-Q,2021-09-30,490586000,NetCashProvidedByUsedInOperatingActivities,USD,2022-11-02,10-Q,2021-09-30,through_ocf,True,,,0.052387,0.201576,4.509134,-0.106189,-0.147438
