quarter,ticker,event_date,revenue_bucket,revenue_value_millions,avg_dollar_volume_60d,earnings_score,earnings_score_bucket,guidance_torque,earnings_torque,segment_wave_torque,margin_quality,warning_penalty,guidance_vs_current_pct,score_status,score_missing_fields,extraction_source,quarter_revenue_millions,quarter_revenue_yoy_pct,guidance_revenue_millions,numeric_evidence_count,guidance_evidence_count,wave_or_demand_evidence_count,warning_or_risk_evidence_count,exhibit_doc_count,exhibit_text_len,tradable_date,entry_open,return_10d_pct,return_20d_pct,return_30d_pct,return_60d_pct,return_90d_pct
2024Q3,BNBX,2024-08-08,<$100M,5.389,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,25,,,6,3,6,6,1,17190,2024-08-09,270.000000,397.2222,513.8889,286.1111,2.7778,-47.2222
2024Q3,BNGO,2024-08-07,<$100M,7.415,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,7.8,,,6,5,6,6,1,23230,2024-08-08,27.000000,24.4444,6.6667,0.0000,-4.4444,-33.3333
2024Q3,BNTC,2024-09-26,<$100M,0.068,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,0,,,0,3,6,6,1,16071,2024-09-27,8.620000,11.7169,30.1624,24.3620,14.2691,39.2111
2024Q3,BRCC,2024-08-07,<$100M,83.49,,,not_scored,,,,,,,missing_required_data,guidance_revenue_millions,regex_fallback,89,8,,6,6,6,6,1,31501,2024-08-08,4.520000,-11.0619,-5.5310,-17.0354,-28.3186,-29.2035
2024Q3,BRFH,2024-08-14,<$100M,2.091,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,1.5,,,6,6,6,6,1,13043,2024-08-15,3.600000,-5.0000,1.1111,-16.3889,-27.5000,-19.4444
2024Q3,BRT,2024-08-09,<$100M,22.939,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,6,6,6,6,1,56712,2024-08-12,17.309999,3.4662,7.3368,4.9682,0.7510,7.9723
2024Q3,BTAI,2024-07-16,<$100M,0.206,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,1.1,,,3,1,6,6,1,16416,2024-07-17,21.600000,-13.3333,-28.8889,-50.1482,-52.5926,-57.8519
2024Q3,BTMD,2024-08-08,<$100M,44.843,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,49.2,,,6,6,6,6,1,30529,2024-08-09,6.670000,-10.4948,-6.2969,-7.3463,-21.8891,-15.2924
2024Q3,BTOC,2024-09-26,<$100M,86.962,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,31.9,,,6,1,6,6,1,15298,2024-09-27,4.870000,-15.6057,-2.4641,47.4333,23.8193,-7.1869
2024Q3,BWMN,2024-08-07,<$100M,76.1,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,104.5,,,6,4,6,6,1,24969,2024-08-08,25.379999,-6.8952,-6.6982,-6.7770,-6.3830,-7.4074
2024Q3,BXMT,2024-07-24,<$100M,14.716,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,6,4,6,6,2,30426,2024-07-25,17.219999,-0.1742,1.2195,6.0395,15.7956,10.9175
2024Q3,BYND,2024-08-07,<$100M,92.236,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct,regex_fallback,93.2,,320,6,6,6,6,1,47836,2024-08-08,5.570000,10.9515,8.9767,6.1041,12.0287,18.1328
2024Q3,BZFD,2024-08-12,<$100M,54.907,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,46.9,,,4,6,6,6,1,26274,2024-08-13,2.510000,9.1633,-0.7968,0.0000,-3.1872,26.6932
2024Q3,CAC,2024-07-30,<$100M,7.815,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,6,1,6,6,1,37176,2024-07-31,41.709999,-14.6008,-10.3093,-4.1477,-0.9350,1.1748
2024Q3,CADL,2024-08-13,<$100M,0.125,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,0,4,6,6,1,14772,2024-08-14,5.800000,1.0345,8.7931,20.8621,3.4483,-22.9310
2024Q3,CARE,2024-07-25,<$100M,17.486,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,6,2,6,6,1,49058,2024-07-26,17.059999,-11.6647,-6.2134,0.9965,1.9930,7.2099
2024Q3,CASS,2024-07-18,<$100M,49.345,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,4,3,6,6,1,18877,2024-07-19,39.520000,5.7692,0.2277,6.8067,6.0982,6.7055
2024Q3,CATX,2024-08-12,<$100M,7.132,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,0.5,,,2,6,6,6,2,56950,2024-08-13,11.000000,42.6364,28.9091,44.0000,11.7273,0.8182
2024Q3,CBSH,2024-07-18,<$100M,0.0,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,178.3,,,6,3,6,6,2,58441,2024-07-19,57.886620,1.8490,-5.2178,-2.3974,-2.4287,-4.2463
2024Q3,CBU,2024-07-23,<$100M,0.8,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,183.8,,,6,2,6,6,1,60807,2024-07-24,61.209999,-6.3715,-6.8290,0.4574,-3.4308,-5.5383
2024Q3,CBUS,2024-08-08,<$100M,0.042,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,2,5,6,6,1,27842,2024-08-09,7.240000,5.5939,-1.9337,-36.4641,-58.7017,-39.2265
2024Q3,CCSI,2024-08-08,<$100M,91.454,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,5.3,,,6,6,6,6,1,29659,2024-08-09,21.820000,-6.4161,10.3116,-1.9248,-1.6499,19.5234
2024Q3,CDLX,2024-08-07,<$100M,64.331,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,69.6,,,6,6,6,6,2,33565,2024-08-08,3.120000,19.5513,25.3205,6.0897,0.9615,66.9872
2024Q3,CDNA,2024-07-31,<$100M,77.262,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,92.3,,,6,6,6,6,2,32266,2024-08-01,26.000000,3.4615,28.3077,13.1154,20.0962,-11.6154
2024Q3,CDXS,2024-08-08,<$100M,12.982,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct,regex_fallback,38,,38,6,6,6,6,1,16710,2024-08-09,3.080000,-2.2727,-5.8442,-14.9351,-0.3247,35.7143
2024Q3,CERT,2024-08-06,<$100M,90.301,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,93.3,,,6,6,6,6,1,30395,2024-08-07,13.490000,-8.0801,-2.4463,-15.5671,-17.7168,-23.5730
2024Q3,CFFI,2024-07-24,<$100M,32.595,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,6,5,6,6,1,44309,2024-07-25,54.000000,-0.6481,-6.1111,9.2593,9.3704,14.0370
2024Q3,CFFN,2024-07-24,<$100M,16.5,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,6,6,6,6,2,85377,2024-07-25,6.590000,-14.2640,-14.8710,-8.3460,-10.0152,-0.4552
2024Q3,CGEM,2024-08-08,<$100M,18.943,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,0,1,6,6,1,16350,2024-08-09,16.900000,5.3254,11.5976,7.9882,-4.6746,-7.8106
2024Q3,CHCO,2024-07-23,<$100M,42.345,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,3,0,6,6,1,33703,2024-07-24,120.370003,-6.8289,-6.5548,-1.0135,-1.4455,-2.8828
2024Q3,CHCT,2024-07-30,<$100M,27.176,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,5,4,6,6,1,16984,2024-07-31,25.000000,-28.4000,-24.2000,-25.0800,-27.4000,-29.0000
2024Q3,CIFR,2024-08-13,<$100M,21.895,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,5,6,6,6,2,34960,2024-08-14,4.000000,0.2500,-20.0000,-22.7500,8.0000,83.7500
2024Q3,CIVB,2024-07-29,<$100M,10.355,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,1.3,,,5,2,6,6,1,37876,2024-07-30,17.860001,-12.9339,-7.6148,-4.9272,-0.2240,3.5834
2024Q3,CLAR,2024-08-01,<$100M,70.278,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,56.5,,,6,6,6,6,2,36175,2024-08-02,5.120000,-14.2578,-10.3516,-19.9219,-15.6250,-17.7734
2024Q3,CLBK,2024-07-31,<$100M,2.808,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,6,2,6,6,1,46722,2024-08-01,18.180000,-11.1661,-6.5457,-2.8053,-6.1056,-4.4554
2024Q3,CLDT,2024-08-02,<$100M,67.614,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,6,6,6,6,1,37531,2024-08-05,8.300000,-2.8916,3.0120,-0.8434,3.1325,-6.0241
2024Q3,CLSK,2024-08-09,<$100M,70.365,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,104.1,,,3,3,6,6,1,18363,2024-08-12,11.110000,6.8407,-18.8119,-16.3816,-13.6814,58.5059
2024Q3,CMRC,2024-08-01,<$100M,71.757,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,81.8,,,6,6,6,6,2,41726,2024-08-02,6.520000,-15.4908,-12.8834,-11.1963,-12.4233,-19.6319
2024Q3,CMT,2024-08-06,<$100M,99.507,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,88.7,,,6,4,6,6,1,21351,2024-08-07,17.280001,3.5880,5.6713,-0.2315,-4.6296,-11.1111
2024Q3,CMTG,2024-08-05,<$100M,69.102,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,6,6,6,6,2,48012,2024-08-06,8.580000,-7.1096,-4.7786,-10.8392,-25.1748,-23.3100
2024Q3,CNS,2024-07-17,<$100M,94.226,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,6,2,6,6,2,38101,2024-07-18,80.239998,4.8106,1.7074,6.5304,17.7343,26.0842
2024Q3,CNTA,2024-08-13,<$100M,0.0,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,4,2,6,4,1,16935,2024-08-14,11.350000,22.6432,18.9427,49.6916,46.7841,49.7797
2024Q3,COGT,2024-08-06,<$100M,1.827,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,0,5,6,5,1,13645,2024-08-07,9.200000,8.8044,8.2609,13.8044,16.7391,8.5870
2024Q3,COLB,2024-07-25,<$100M,83.312,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,6,6,6,6,2,148369,2024-07-26,25.040001,-7.3482,-5.7109,0.0000,4.1534,12.8994
2024Q3,CPF,2024-07-31,<$100M,11.009,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,6,1,6,6,2,53832,2024-08-01,26.250000,-6.2095,-0.9905,6.8952,12.4190,1.9429
2024Q3,CPS,2024-08-02,<$100M,0.0,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,3,,,6,6,6,6,1,29493,2024-08-05,12.780000,5.9468,27.8560,14.6322,4.6948,15.7277
2024Q3,CPT,2024-08-01,<$100M,0.578,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,344.6,,,6,6,6,6,2,116006,2024-08-02,115.959999,3.0873,4.3377,9.1756,5.7261,-0.1466
2024Q3,CRBP,2024-08-06,<$100M,0.882,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,0,5,6,6,1,11710,2024-08-07,54.509998,6.7694,5.0083,-8.2003,-65.1624,-64.8688
2024Q3,CRDF,2024-08-08,<$100M,0.083,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,0,1,6,3,1,11849,2024-08-09,2.160000,11.1111,6.4815,6.9444,26.8518,89.3519
2024Q3,CRMD,2024-08-14,<$100M,0.065,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,0.8,,,2,2,6,6,1,10588,2024-08-15,4.930000,27.1805,16.4300,43.2049,104.0568,130.2231
2024Q3,CRNX,2024-08-08,<$100M,2.679,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,0.4,,,1,6,6,4,1,14268,2024-08-09,48.360001,9.4293,8.9744,8.0232,6.9065,23.6766
2024Q3,CRON,2024-08-08,<$100M,19.495,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,27.8,,,6,6,6,6,1,58948,2024-08-09,2.290000,5.2402,-3.9301,-3.4934,-5.2402,-10.0437
2024Q3,CSPI,2024-08-13,<$100M,31.613,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,13.1,,,6,0,6,3,1,13159,2024-08-14,12.870000,6.9930,5.3613,-4.4289,-1.7094,-2.7972
2024Q3,CSR,2024-07-29,<$100M,67.897,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,6,6,6,6,1,63673,2024-07-30,70.160004,1.3398,6.9413,6.8700,0.4418,1.1260
2024Q3,CSTL,2024-08-05,<$100M,42.037,,,not_scored,,,,,,,missing_required_data,guidance_revenue_millions,regex_fallback,87,74,,6,6,6,6,3,84651,2024-08-06,26.250000,2.8190,9.9048,12.3048,12.4571,28.1524
2024Q3,CSV,2024-08-01,<$100M,95.514,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,102.3,,,6,6,6,6,1,42010,2024-08-02,32.389999,-7.4097,-3.2109,1.2967,1.1115,15.4369
2024Q3,CSWC,2024-07-17,<$100M,7.568,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,0,0,6,6,1,7842,2024-07-18,26.770000,-3.4740,-10.8330,-7.7325,-5.9768,-4.0344
2024Q3,CTGO,2024-08-16,<$100M,0.0,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,5,6,6,6,2,39549,2024-08-19,20.500000,5.3659,2.3902,-6.7317,3.0732,-10.2927
2024Q3,CTKB,2024-08-06,<$100M,37.088,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,46.6,,,2,6,6,6,1,17273,2024-08-07,5.700000,-2.9824,-1.5789,-7.0175,-11.0526,-4.5614
2024Q3,CTNT,2024-08-13,<$100M,10.214,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,0.2,,,5,0,6,6,1,12159,2024-08-14,3.648000,44.2982,-3.5088,20.6140,-5.2632,-33.9364
2024Q3,CTO,2024-07-25,<$100M,24.717,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,6,6,6,6,3,160414,2024-07-26,19.400000,0.4124,-0.9278,-0.3093,-2.4227,1.6495
2024Q3,CTRE,2024-08-02,<$100M,50.606,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,6,6,6,6,2,88311,2024-08-05,26.080000,6.7868,12.0399,14.3788,16.4494,19.0951
2024Q3,CTXR,2024-08-12,<$100M,0.0,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,2,1,6,6,1,16693,2024-08-13,16.250000,-8.4615,-15.8462,-20.3077,-45.2308,-30.9231
2024Q3,CUBI,2024-07-25,<$100M,12.949,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,6,6,6,6,2,126322,2024-07-26,65.480003,-16.0812,-28.5125,-23.1521,-30.0397,-30.4520
2024Q3,CVRX,2024-07-29,<$100M,7.979,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,11.8,,,5,6,6,6,1,13664,2024-07-30,9.030000,-5.4264,-5.9801,9.1916,-2.4363,13.9535
2024Q3,CWCO,2024-08-15,<$100M,32.869,,,not_scored,,,,,,,missing_required_data,guidance_revenue_millions,regex_fallback,32.5,-27,,6,6,6,6,1,25390,2024-08-16,26.879999,0.5208,-4.0923,-2.7902,-3.2366,-8.4077
2024Q3,CYN,2024-08-09,<$100M,0.873,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,1.8,,,3,1,6,6,1,14581,2024-08-12,721.500000,-7.6923,-24.5322,-31.8087,-22.6611,4.1580
2024Q3,CYRX,2024-08-06,<$100M,62.817,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,235,,,6,6,6,6,1,33015,2024-08-07,6.600000,42.2727,33.7879,23.7879,19.3939,23.4848
2024Q3,CYTK,2024-08-08,<$100M,4.613,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,0.2,,,2,4,6,4,1,21563,2024-08-09,52.000000,8.5769,10.3654,7.3654,4.4808,7.3846
2024Q3,DAVE,2024-08-06,<$100M,58.928,,,not_scored,,,,,,,missing_required_data,guidance_revenue_millions,regex_fallback,80.1,31,,6,5,6,6,1,16444,2024-08-07,32.750000,15.4198,14.1985,5.0076,30.4733,14.9924
2024Q3,DBRG,2024-08-07,<$100M,18.496,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,390,,,6,6,6,6,1,70886,2024-08-08,13.050000,-6.5134,-4.7510,-14.3295,14.2529,-2.2222
2024Q3,DCOM,2024-07-23,<$100M,3.814,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,6,4,6,6,1,40049,2024-07-24,24.559999,-7.7769,-9.3648,2.1987,16.1645,18.7704
2024Q3,DCTH,2024-08-05,<$100M,0.597,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,6.6,,,4,0,6,4,1,11701,2024-08-06,8.420000,-10.9264,8.3135,24.1093,1.1877,27.9097
2024Q3,DEA,2024-07-31,<$100M,71.22,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,300,,,6,6,6,6,2,79726,2024-08-01,34.325001,-3.3503,-0.4370,-3.4960,-1.0925,0.2913
2024Q3,DFLI,2024-08-14,<$100M,18.791,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,13.2,,,6,6,6,6,2,25975,2024-08-15,55.349998,-1.6260,-8.6179,-7.4797,-14.7967,-16.9106
2024Q3,DIBS,2024-08-06,<$100M,22.178,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,22.2,,,3,6,6,6,1,19792,2024-08-07,4.300000,2.0930,11.8605,9.5349,4.4186,-3.4884
2024Q3,DLHC,2024-07-31,<$100M,21.019,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,100.7,,,6,1,6,5,1,16117,2024-08-01,10.520000,-6.1787,0.0000,0.6654,-11.0266,-22.3384
2024Q3,DNA,2024-08-08,<$100M,80.702,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,56,,,1,1,6,6,1,23315,2024-08-09,12.400000,-24.5161,-42.8226,-56.7742,-32.7419,-32.4194
2024Q3,DNLI,2024-08-01,<$100M,35.141,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,294.1,,,4,3,6,6,1,18256,2024-08-02,22.420000,0.4460,6.5566,12.0428,27.8769,15.7895
2024Q3,DNTH,2024-08-08,<$100M,5.242,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,0,1,6,6,1,13851,2024-08-09,27.000000,6.1481,6.5556,3.1481,3.6667,10.7407
2024Q3,DOMO,2024-08-29,<$100M,79.458,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct,regex_fallback,78.4,,77,6,6,6,6,1,20306,2024-08-30,8.250000,-13.3333,-15.1515,-8.9697,1.6970,13.4545
2024Q3,DSGN,2024-08-05,<$100M,0.226,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,0,3,6,3,1,10492,2024-08-06,4.660000,-4.5064,15.0215,1.0730,-2.2532,14.1631
2024Q3,DTIL,2024-08-01,<$100M,8.78,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,49.9,,,3,6,6,6,1,23232,2024-08-02,9.630000,-8.2035,0.9346,7.9958,-5.5036,-11.1111
2024Q3,DTST,2024-08-14,<$100M,6.88,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,0,1,6,5,1,13588,2024-08-15,4.150000,-11.8072,-17.1084,-14.4578,-12.5301,23.8554
2024Q3,EB,2024-08-08,<$100M,77.914,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,84.6,,,6,6,6,6,2,53865,2024-08-09,2.880000,5.9028,10.4167,5.2083,-5.2083,18.7500
2024Q3,EBC,2024-07-25,<$100M,17.685,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,0.2,,,6,4,6,6,1,55090,2024-07-26,16.690001,-11.3241,-8.0887,0.2397,-2.6962,0.1797
2024Q3,EDBL,2024-07-24,<$100M,2.455,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,0,0,6,6,3,25111,2024-07-25,350.000000,-26.4286,-7.1429,-15.7143,-42.0000,-84.5000
2024Q3,EDIT,2024-08-07,<$100M,9.851,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,0.5,,,1,0,6,6,1,10054,2024-08-08,4.370000,-6.1785,-15.7895,-19.6796,-26.5446,-24.9428
2024Q3,EGAN,2024-09-05,<$100M,73.376,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,22.5,,,6,6,6,4,1,22909,2024-09-06,6.350000,-20.7874,-20.1575,-22.8346,-18.4252,-16.6929
2024Q3,EHTH,2024-08-07,<$100M,73.723,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct,regex_fallback,65.9,,470,6,6,6,6,3,76649,2024-08-08,3.920000,6.3776,3.3163,-2.8061,12.7551,28.0612
2024Q3,ELDN,2024-08-14,<$100M,0.0,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,0,4,4,3,1,8237,2024-08-15,2.610000,11.1111,-1.1494,-0.7663,5.3640,63.6015
2024Q3,EML,2024-08-06,<$100M,72.495,,,not_scored,,,,,,,missing_required_data,guidance_revenue_millions,regex_fallback,73.2,7,,6,3,6,6,1,25407,2024-08-07,29.000000,4.4138,3.9655,2.6207,5.9310,8.6897
2024Q3,EMPD,2024-08-06,<$100M,1.17,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,0.9,,,2,5,6,6,1,15286,2024-08-07,123.519997,-15.5440,-17.0984,-33.1606,-58.9637,-60.0000
2024Q3,ENTA,2024-08-05,<$100M,41.38,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,18,,,2,3,6,6,1,12965,2024-08-06,12.500000,-2.4000,6.4000,-5.2800,-7.6000,-11.1200
2024Q3,ENVX,2024-07-31,<$100M,0.021,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,3.8,,,6,6,6,6,1,29835,2024-08-01,13.860000,-28.2107,-24.2424,-37.7706,-32.6118,-24.3867
2024Q3,EOLS,2024-07-31,<$100M,41.721,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,66.9,,,6,6,6,6,1,21974,2024-08-01,14.000000,-6.7857,11.8571,11.2857,15.7143,19.6429
2024Q3,ERII,2024-07-31,<$100M,13.401,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,27.2,,,6,5,6,6,1,16882,2024-08-01,16.030001,3.5558,13.4123,-1.3724,8.4841,11.4161
2024Q3,ESOA,2024-08-12,<$100M,25.843,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,85.9,,,6,6,6,4,1,8710,2024-08-13,7.950000,26.4151,22.2642,30.9434,30.5660,72.5786
