quarter,ticker,event_date,revenue_bucket,revenue_value_millions,avg_dollar_volume_60d,earnings_score,earnings_score_bucket,guidance_torque,earnings_torque,segment_wave_torque,margin_quality,warning_penalty,guidance_vs_current_pct,score_status,score_missing_fields,extraction_source,quarter_revenue_millions,quarter_revenue_yoy_pct,guidance_revenue_millions,numeric_evidence_count,guidance_evidence_count,wave_or_demand_evidence_count,warning_or_risk_evidence_count,exhibit_doc_count,exhibit_text_len,tradable_date,entry_open,return_10d_pct,return_20d_pct,return_30d_pct,return_60d_pct,return_90d_pct
2024Q3,KRMD,2024-08-07,<$100M,7.393,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,8.4,,,6,6,6,6,1,18306,2024-08-08,2.460000,-8.5366,-0.8130,0.4065,1.6260,14.2276
2024Q3,KROS,2024-08-07,<$100M,0.0,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,0,3,6,4,1,8511,2024-08-08,44.810001,5.6461,0.5579,20.2410,34.1665,48.2928
2024Q3,KRRO,2024-08-13,<$100M,14.068,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,0,4,6,6,1,10472,2024-08-14,37.779999,29.6983,17.4431,9.6612,3.8910,72.4193
2024Q3,KRT,2024-08-08,<$100M,95.801,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,112.6,,,6,6,6,6,1,31451,2024-08-09,26.000000,-1.0385,-1.3846,-6.5385,-1.5000,12.8846
2024Q3,KRUS,2024-07-09,<$100M,83.262,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,63.1,,,6,4,6,6,2,23618,2024-07-10,56.029999,-6.0860,-0.8210,2.9092,9.0844,46.9213
2024Q3,KRYS,2024-08-05,<$100M,0.0,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,70.3,,,6,6,6,6,1,21966,2024-08-06,182.399994,5.4825,9.9287,2.0066,-4.0570,-6.3322
2024Q3,KULR,2024-08-12,<$100M,1.76,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,2.43,,,6,5,6,6,1,10284,2024-08-13,1.760000,22.7273,13.6364,31.8182,40.9091,109.0909
2024Q3,KVHI,2024-08-01,<$100M,34.143,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,28.7,,,6,1,6,6,1,18530,2024-08-02,4.500000,0.0000,-0.4444,-0.2222,6.6667,2.8889
2024Q3,KYMR,2024-08-07,<$100M,9.466,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,25.7,,,2,6,6,4,1,18157,2024-08-08,40.770000,9.2715,19.0091,13.4167,3.5320,21.3637
2024Q3,KYNB,2024-08-06,<$100M,36.161,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,135,,,0,4,6,6,1,16309,2024-08-07,12.250000,-22.8571,-21.4286,-20.4082,-30.0000,-37.3469
2024Q3,KZR,2024-08-13,<$100M,0.0,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,0,4,6,6,1,12261,2024-08-14,6.000000,13.3333,-3.3333,-5.0000,45.0000,24.8333
2024Q3,LAKE,2024-09-04,<$100M,28.7,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,38.5,,,6,6,6,6,2,37532,2024-09-05,21.500000,-5.0698,-5.4419,-11.0698,-8.8837,7.3488
2024Q3,LASR,2024-08-01,<$100M,54.091,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,50.5,,,6,6,6,6,1,17157,2024-08-02,12.560000,-14.8089,-8.3599,-11.5446,-17.7548,-0.6369
2024Q3,LAW,2024-08-08,<$100M,33.129,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,36,,,4,5,6,6,1,21028,2024-08-09,5.380000,1.4870,3.7175,-1.3011,10.2230,12.0818
2024Q3,LEGH,2024-08-13,<$100M,52.857,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,42.5,,,2,0,6,3,1,4197,2024-08-14,25.750000,5.0485,1.4369,9.6311,3.6893,4.3883
2024Q3,LEU,2024-08-06,<$100M,66.9,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,12.7,,,6,2,6,6,1,30012,2024-08-07,43.790001,-10.8244,-9.8653,-19.2510,47.6593,72.9390
2024Q3,LGND,2024-08-06,<$100M,43.979,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct,regex_fallback,41.5,,140,6,6,6,6,1,39200,2024-08-07,100.000000,3.5900,6.3300,1.1400,2.6200,11.1300
2024Q3,LIF,2024-08-08,<$100M,68.143,,,not_scored,,,,,,,missing_required_data,guidance_revenue_millions,regex_fallback,304.8,23,,6,6,6,6,1,54461,2024-08-09,32.900002,13.4346,19.7264,2.5532,24.4681,42.9787
2024Q3,LINC,2024-08-08,<$100M,87.284,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,14.3,,,6,6,6,6,1,24469,2024-08-09,12.170000,-2.8759,2.4651,-3.7798,-1.5612,22.5144
2024Q3,LMNR,2024-09-09,<$100M,85.971,,,not_scored,,,,,,,missing_required_data,guidance_revenue_millions,regex_fallback,63.3,21,,6,6,6,6,1,26861,2024-09-10,23.820000,15.9530,11.2511,12.9303,19.3955,12.8463
2024Q3,LNZA,2024-08-08,<$100M,9.646,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,90,,,6,6,6,6,1,30120,2024-08-09,133.000000,10.5263,14.2857,-3.0075,51.8797,39.0977
2024Q3,LQDA,2024-08-07,<$100M,4.493,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,3.7,,,2,0,6,6,1,16560,2024-08-08,10.820000,-9.5194,-11.8299,-14.8798,3.0499,-1.6636
2024Q3,LRHC,2024-07-19,<$100M,6.042,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,110,,,0,1,6,3,1,6010,2024-07-22,12240.000000,-23.5294,-26.7974,-32.3529,-57.5163,-68.3007
2024Q3,LRMR,2024-08-07,<$100M,0.0,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,0,1,6,6,2,50089,2024-08-08,7.170000,10.0418,11.1576,5.1604,-9.6234,13.8075
2024Q3,LTBR,2024-07-31,<$100M,0.0,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,2,0,6,6,1,13266,2024-08-01,3.210000,-18.0685,-20.8723,-25.2336,-12.7726,234.5794
2024Q3,LTC,2024-07-29,<$100M,49.5,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,6,6,6,6,2,104072,2024-07-30,36.639999,-1.8013,-2.4563,-0.5731,0.1365,-1.9105
2024Q3,LTRX,2024-09-05,<$100M,96.265,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,49.1,,,6,6,6,6,2,30527,2024-09-06,3.400000,25.8824,14.4118,12.3529,10.5882,-9.1177
2024Q3,LUNG,2024-07-31,<$100M,14.535,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,20.8,,,6,2,6,6,1,13701,2024-08-01,6.920000,-17.6301,4.4798,-6.0694,19.7977,-1.8786
2024Q3,LVO,2024-07-19,<$100M,99.611,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,6,3,6,6,1,9524,2024-07-22,15.100000,6.9536,-1.3245,15.8940,-8.6093,-59.4040
2024Q3,LXEO,2024-08-12,<$100M,0.654,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,0,3,6,4,1,9525,2024-08-13,11.880000,1.4310,-4.0404,-16.9192,-32.9966,-33.0808
2024Q3,LXP,2024-07-31,<$100M,85.075,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,85.8,,,6,6,6,6,2,102539,2024-08-01,51.950001,-8.0847,-5.0048,-0.8662,-3.2724,-8.7584
2024Q3,LYRA,2024-08-14,<$100M,0.41,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,0,6,6,6,2,39843,2024-08-15,14.405000,18.8476,-0.2083,-2.8809,-22.7699,-31.3780
2024Q3,MAMA,2024-09-10,<$100M,23.121,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,28.4,,,6,6,6,5,1,20775,2024-09-11,7.890000,-4.0558,-4.6895,2.2814,6.2104,21.4195
2024Q3,MARA,2024-08-01,<$100M,51.132,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,145.1,,,5,2,6,6,1,19926,2024-08-02,17.709999,-14.6810,-4.7995,-13.8340,-14.9068,-5.3077
2024Q3,MASS,2024-08-06,<$100M,9.487,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,14,,,6,4,6,6,1,13460,2024-08-07,4.790000,-11.0647,-15.4488,-25.4697,-28.1837,-23.5908
2024Q3,MCRB,2024-08-13,<$100M,-0.522,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,14.4,,,3,6,6,6,2,44548,2024-08-14,17.600000,-0.5682,-11.0227,13.5227,-5.0000,-24.5455
2024Q3,MDGL,2024-08-07,<$100M,0.0,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,14.6,,,5,5,6,4,1,17112,2024-08-08,241.179993,6.4475,3.9846,-1.0324,-10.9254,40.2355
2024Q3,MDXG,2024-07-31,<$100M,71.676,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,87,,,6,5,6,6,3,46954,2024-08-01,6.500000,-3.6923,1.0769,-1.8462,-9.0769,-12.4615
2024Q3,METC,2024-08-07,<$100M,1.465,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,6,6,6,6,1,35845,2024-08-08,12.342063,-4.2722,-3.5601,-25.4747,-8.2279,-1.7405
2024Q3,MGNX,2024-08-06,<$100M,24.496,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,10.8,,,6,6,6,3,1,16257,2024-08-07,3.500000,1.4286,-2.0000,-7.1429,2.5714,7.7143
2024Q3,MGRX,2024-08-15,<$100M,0.101,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,0,3,6,3,1,10875,2024-08-16,4.800000,-18.7500,-15.6250,-18.7500,-44.6875,-50.2083
2024Q3,MGTX,2024-08-12,<$100M,3.334,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,0.3,,,2,6,6,6,1,22893,2024-08-13,3.970000,5.0378,-1.5113,5.0378,16.8766,78.8413
2024Q3,MGX,2024-08-14,<$100M,8.657,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,0,3,6,3,1,14271,2024-08-15,3.020000,7.6159,-7.2848,-9.2715,-35.4305,-30.1325
2024Q3,MNKD,2024-08-07,<$100M,40.626,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,275,,,6,4,6,6,1,23917,2024-08-08,5.110000,4.6967,15.4599,19.3738,24.0704,45.5969
2024Q3,MNTK,2024-08-08,<$100M,19.154,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct,regex_fallback,43.3,,215,5,6,6,6,1,23177,2024-08-09,5.230000,-12.6195,-11.6635,-20.0765,3.6329,9.7514
2024Q3,MRAM,2024-07-31,<$100M,14.846,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,10.6,,,6,6,6,6,1,13389,2024-08-01,6.130000,-16.6395,-3.2626,-13.8662,-3.7520,11.2561
2024Q3,MRDN,2024-07-09,<$100M,10.778,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,39,,,2,3,6,5,2,24468,2024-07-10,28.080000,1.7094,-2.5641,-6.8376,-4.9145,-3.4188
2024Q3,MREO,2024-08-13,<$100M,0.0,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,1,5,6,5,1,16307,2024-08-14,3.760000,29.5213,17.8191,13.8298,18.8830,9.0426
2024Q3,MRVI,2024-08-07,<$100M,79.025,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,73.4,,,6,6,6,6,1,27520,2024-08-08,8.610000,7.3171,6.3879,3.0197,-9.0592,-6.7364
2024Q3,MSGM,2024-07-10,<$100M,1.729,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,4.7,,,2,6,6,6,2,16522,2024-07-11,2.170000,2.7650,-19.3548,-25.3456,-38.2488,-38.2488
2024Q3,MXCT,2024-08-06,<$100M,8.576,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,10.4,,,6,6,6,6,2,41474,2024-08-07,4.630000,-7.7754,-8.4233,-18.1426,-18.3585,-16.6307
2024Q3,MYO,2024-07-08,<$100M,3.447,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,7.2,,,1,5,6,2,2,14684,2024-07-09,4.080000,23.2843,15.1961,-5.6373,-1.9608,-6.8627
2024Q3,NABL,2024-08-08,<$100M,99.818,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,119.4,,,6,6,6,5,1,37403,2024-08-09,13.510000,-5.4034,-4.5152,-8.0681,-8.2161,-11.4730
2024Q3,NAGE,2024-08-07,<$100M,22.556,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,22.7,,,6,6,6,6,2,42100,2024-08-08,2.950000,10.8475,14.2373,14.2373,12.5424,136.9491
2024Q3,NAMS,2024-08-07,<$100M,8.629,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,2.3,,,0,6,6,5,1,22184,2024-08-08,15.880000,3.9043,2.7078,6.2972,11.7758,37.1537
2024Q3,NAVI,2024-07-24,<$100M,72.0,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,81,,,6,6,6,6,2,71231,2024-07-25,15.800000,-8.4810,-4.1139,1.5823,-0.5696,-3.3544
2024Q3,NBHC,2024-07-23,<$100M,10.061,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,36.2,,,6,2,6,6,1,51173,2024-07-24,43.049999,-10.1742,-6.8060,1.6957,-2.5552,-2.7410
2024Q3,NCMI,2024-08-05,<$100M,34.9,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,54.7,,,6,5,6,6,1,21785,2024-08-06,5.710000,14.8862,21.8914,20.3152,13.3100,24.6935
2024Q3,NCPL,2024-07-30,<$100M,5.38,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,4.9,,,5,0,6,6,2,13514,2024-07-31,5.110000,-31.1155,-27.0059,-37.9648,-68.8845,-68.6888
2024Q3,NDRA,2024-08-23,<$100M,0.0,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,1,3,6,6,2,27664,2024-08-26,15.575000,-29.6629,-50.5618,-51.2360,-37.0786,-64.5586
2024Q3,NFBK,2024-07-25,<$100M,1.38,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,6,6,6,6,1,58252,2024-07-26,12.900000,-13.4884,-10.9302,-6.2015,-9.6899,-8.9922
2024Q3,NGNE,2024-08-09,<$100M,25.0,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,0,2,6,6,2,43427,2024-08-12,35.119999,-3.7301,-6.5490,12.0159,40.7460,103.6731
2024Q3,NGS,2024-08-14,<$100M,26.62,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,34.9,,,6,6,6,6,1,24833,2024-08-15,19.660000,9.5117,3.4079,-1.7294,2.5941,22.6348
2024Q3,NHI,2024-08-06,<$100M,82.388,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,1.7,,,6,6,6,6,1,33510,2024-08-07,75.139999,-0.9715,7.3729,9.5422,7.5592,2.1161
2024Q3,NKTR,2024-08-08,<$100M,21.594,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,23.5,,,0,2,6,6,1,14975,2024-08-09,17.400000,14.6552,9.4828,1.7241,12.0690,18.1034
2024Q3,NKTX,2024-08-16,<$100M,0.0,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,0,6,6,6,1,12232,2024-08-19,5.040000,9.1270,17.2619,4.5635,-15.4762,-50.5952
2024Q3,NN,2024-08-07,<$100M,0.83,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,1.1,,,1,3,6,6,1,14571,2024-08-08,7.280000,-2.1978,-1.2363,-3.2967,6.0440,85.5769
2024Q3,NNI,2024-08-08,<$100M,0.0,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,109.1,,,6,6,6,6,2,79927,2024-08-09,107.470001,3.0520,6.9880,2.1867,3.6010,14.1900
2024Q3,NPCE,2024-08-13,<$100M,14.472,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,19.3,,,6,4,6,6,1,11859,2024-08-14,7.300000,11.5069,1.2329,1.7808,-11.5069,-2.1918
2024Q3,NPWR,2024-08-12,<$100M,0.05,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,1,6,6,2,1,8130,2024-08-13,9.000000,-6.3333,-10.4444,-21.3333,-24.2222,1.0000
2024Q3,NRIM,2024-07-24,<$100M,2.861,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,7.8,,,6,3,6,6,1,61402,2024-07-25,17.525000,-13.1526,-10.6277,-3.2382,-0.5991,-1.5407
2024Q3,NTLA,2024-08-08,<$100M,12.606,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,7,,,1,4,6,6,1,20712,2024-08-09,22.400000,4.6429,2.6786,-11.4732,-20.1339,-28.5714
2024Q3,NTST,2024-07-29,<$100M,29.452,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,6,6,6,6,2,81528,2024-07-30,16.969999,-9.3695,-3.8303,-1.3553,-2.5928,-7.0713
2024Q3,NUWE,2024-08-13,<$100M,1.826,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,2.2,,,5,0,6,6,1,12940,2024-08-14,92.400002,-35.0000,-40.9091,-38.1818,-36.8182,-12.2727
2024Q3,NVEC,2024-07-17,<$100M,38.254,,,not_scored,,,,,,,missing_required_data,guidance_revenue_millions,regex_fallback,6.78,-23,,3,0,3,6,1,4607,2024-07-18,80.099998,4.3820,-3.5081,1.4107,-5.9426,0.1373
2024Q3,NVTS,2024-08-05,<$100M,13.358,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct,regex_fallback,20.5,,22,4,6,6,6,1,19070,2024-08-06,3.230000,-4.0248,-3.4056,-24.7678,-25.0774,-19.1951
2024Q3,NXDR,2024-08-07,<$100M,49.771,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,62,,,6,6,6,6,2,35773,2024-08-08,2.520000,-0.7937,-3.5714,-9.9206,-3.1746,2.7778
2024Q3,NXRT,2024-07-30,<$100M,69.227,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,39.3,,,6,6,6,6,1,82049,2024-07-31,44.099998,-1.8821,0.8390,7.2562,-0.2041,-2.4943
2024Q3,OABI,2024-08-08,<$100M,16.919,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,7.6,,,2,6,6,6,1,20698,2024-08-09,4.520000,-6.8584,-5.5310,-9.0708,-13.2743,0.2212
2024Q3,OCUL,2024-08-07,<$100M,13.374,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,16.4,,,2,4,6,6,1,17337,2024-08-08,8.370000,4.3011,7.4074,-0.1195,13.2616,30.7049
2024Q3,OFLX,2024-07-31,<$100M,29.987,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,6,1,3,4,1,3416,2024-08-01,52.900002,-14.9527,-12.0794,-15.6144,-5.6333,-4.6692
2024Q3,OLP,2024-08-06,<$100M,20.816,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,7.4,,,6,6,6,6,1,19612,2024-08-07,25.379999,1.9701,5.0433,4.4129,5.9496,8.5106
2024Q3,OM,2024-08-07,<$100M,33.467,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,27.4,,,6,2,6,6,1,17888,2024-08-08,29.700001,-68.7374,-68.6869,-75.1010,-69.0909,-68.6869
2024Q3,OOMA,2024-08-27,<$100M,27.578,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,64.1,,,6,6,6,6,1,19517,2024-08-28,9.110000,17.4534,23.9298,25.1372,35.2360,59.7146
2024Q3,OPRX,2024-08-08,<$100M,13.003,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,18.8,,,6,4,6,6,1,17798,2024-08-09,8.840000,-4.4118,-5.6561,-18.5520,-20.3620,-29.0724
2024Q3,OPTX,2024-08-14,<$100M,27.839,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,7.01,,,6,6,6,6,1,20098,2024-08-15,1.700000,-10.0000,-22.3529,-23.9412,-14.1176,-8.8235
2024Q3,ORGN,2024-08-14,<$100M,1.704,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,7,,,2,6,6,6,1,25510,2024-08-15,30.000000,44.0000,43.0000,56.0000,44.0000,23.0000
2024Q3,ORRF,2024-07-23,<$100M,18.933,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,8.4,,,6,6,6,6,1,54003,2024-07-24,32.840000,-2.7101,-2.1925,9.0134,8.5871,10.8404
2024Q3,OSG,2024-08-05,<$100M,58.0,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,6,6,6,6,1,40810,2024-08-06,12.100000,-6.6116,-5.2893,-10.4959,-9.0909,-7.3554
2024Q3,OSPN,2024-08-01,<$100M,41.965,,,not_scored,,,,,,,missing_required_data,guidance_revenue_millions,regex_fallback,60.9,9,,6,6,6,6,1,30384,2024-08-02,15.530000,-4.8937,1.4810,-0.5795,-0.2576,7.4050
2024Q3,OTLK,2024-08-14,<$100M,8.146,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,4,6,6,6,1,19940,2024-08-15,7.450000,3.0872,-1.2752,-20.4027,-31.6778,-20.0000
2024Q3,OUST,2024-08-13,<$100M,17.23,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,27,,,6,6,6,6,1,21808,2024-08-14,9.120000,-16.7763,-27.6316,-26.9737,-22.3684,7.1272
2024Q3,OWL,2024-08-01,<$100M,85.864,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,6,6,6,6,2,52036,2024-08-02,17.010000,-0.4115,1.8225,0.2351,14.6972,31.4521
2024Q3,PACK,2024-08-01,<$100M,81.2,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,86.4,,,6,3,6,6,1,34996,2024-08-02,8.150000,-9.3252,-13.7423,-18.2822,-22.5767,-25.3988
2024Q3,PAYS,2024-07-31,<$100M,10.143,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,14.33,,,6,6,6,6,1,22088,2024-08-01,5.590000,-18.4258,-15.2057,-17.1735,-34.3470,-34.7048
2024Q3,PCYO,2024-07-11,<$100M,4.339,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,7.6,,,6,6,6,6,2,34630,2024-07-12,10.160000,4.4291,4.3307,-3.8386,-0.3937,4.1339
2024Q3,PDFS,2024-08-08,<$100M,20.541,,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,38.1,,,6,3,6,6,2,33694,2024-08-09,29.920000,7.7206,4.5120,-6.2500,1.6377,7.3529
2024Q3,PEBK,2024-07-22,<$100M,4.7,,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,1,0,6,6,1,23114,2024-07-23,31.299999,-3.4824,-8.9776,-7.6358,-12.9073,-19.4249
