quarter,asof_date,ticker,included,filter_reason,liquidity_flag,asset_class,sector_gics,seed_sources,sec_facts_status,cik,revenue_fact_name,revenue_filed,revenue_form,revenue_period_end,revenue_value,price_date,raw_close,avg_dollar_volume_60d
2024Q3,2024-07-01,BEAT,False,missing_required_revenue_fact_before_asof;missing_raw_yahoo_price,,Equity,,nasdaq,missing_required_revenue_fact_before_asof,1779372,,,,,,,,
2024Q3,2024-07-01,BEATW,False,missing_required_revenue_fact_before_asof;missing_raw_yahoo_price,,Equity,,nasdaq,missing_required_revenue_fact_before_asof,1779372,,,,,,,,
2024Q3,2024-07-01,BEEM,True,included,low_liquidity_keep,Equity,,nasdaq,ok,1398805,Revenues,2024-05-20,10-Q,2023-03-31,13020000,2024-07-01,4.369999885559082,643221.7911418279
2024Q3,2024-07-01,BEEP,False,adv_60d_below_hard_floor,,Equity,,nasdaq;russell2000,ok,1847874,Revenues,2024-05-15,10-Q,2023-03-31,7103000,2024-07-01,3.3399999141693115,195854.7021595637
2024Q3,2024-07-01,BELFA,True,included,low_liquidity_keep,Equity,,nasdaq;russell2000,ok,729580,RevenueFromContractWithCustomerExcludingAssessedTax,2024-04-30,10-Q,2023-03-31,172344000,2024-07-01,82.19999694824219,1227550.737876892
2024Q3,2024-07-01,BELFB,True,included,,Equity,,nasdaq;russell2000,ok,729580,RevenueFromContractWithCustomerExcludingAssessedTax,2024-04-30,10-Q,2023-03-31,172344000,2024-07-01,64.97000122070312,5463898.13311259
2024Q3,2024-07-01,BEN,True,included,,Equity,Financials,sp500,ok,38777,RevenueFromContractWithCustomerExcludingAssessedTax,2024-04-29,10-Q,2023-03-31,3894300000,2024-07-01,22.1299991607666,94658574.59075928
2024Q3,2024-07-01,BENF,True,included,,Equity,,nasdaq,ok,0001775734,Revenues,2024-02-14,10-Q,2022-12-31,-86435000,2024-07-01,16.639999389648438,5721927.294317182
2024Q3,2024-07-01,BENFW,False,missing_raw_yahoo_price,,Equity,,nasdaq,ok,0001775734,Revenues,2024-02-14,10-Q,2022-12-31,-86435000,,,
2024Q3,2024-07-01,BETR,False,adv_60d_below_hard_floor,,Equity,,nasdaq;russell2000,ok,1835856,RevenueFromContractWithCustomerExcludingAssessedTax,2024-04-08,10-K,2022-12-31,12313000,2024-07-01,22.649999618530273,463541.87440369924
2024Q3,2024-07-01,BETRW,False,missing_raw_yahoo_price,,Equity,,nasdaq,ok,1835856,RevenueFromContractWithCustomerExcludingAssessedTax,2024-04-08,10-K,2022-12-31,12313000,,,
2024Q3,2024-07-01,BF-B,True,included,,Equity,,sp500,ok,14693,RevenueFromContractWithCustomerExcludingAssessedTax,2024-06-14,10-K,2022-04-30,3933000000,2024-07-01,42.11000061035156,106728878.24160258
2024Q3,2024-07-01,BFC,False,missing_required_revenue_fact_before_asof;missing_raw_yahoo_price,,Equity,,nasdaq;russell2000,missing_required_revenue_fact_before_asof,1746109,,,,,,,,
2024Q3,2024-07-01,BFH,True,included,,Equity,,russell2000,ok,1101215,Revenues,2021-11-03,10-Q,2020-09-30,3411500000,2024-07-01,45.33000183105469,31591581.47699992
2024Q3,2024-07-01,BFLY,False,raw_close_below_floor,,Equity,,russell2000,ok,1804176,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-01,10-Q,2023-03-31,15476000,2024-07-01,0.8669999837875366,1598058.342174391
2024Q3,2024-07-01,BFRG,False,raw_close_below_floor;adv_60d_below_hard_floor,,Equity,,nasdaq,ok,0001829247,Revenues,2024-03-29,10-K,2022-12-31,10000,2024-07-01,1.690000057220459,191719.74456389746
2024Q3,2024-07-01,BFRGW,False,missing_raw_yahoo_price,,Equity,,nasdaq,ok,0001829247,Revenues,2024-03-29,10-K,2022-12-31,10000,,,
2024Q3,2024-07-01,BFRI,False,raw_close_below_floor;adv_60d_below_hard_floor,,Equity,,nasdaq,ok,1858685,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-15,10-Q,2023-03-31,8733000,2024-07-01,0.8920000195503235,92025.9234380722
2024Q3,2024-07-01,BFRIW,False,missing_raw_yahoo_price,,Equity,,nasdaq,ok,1858685,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-15,10-Q,2023-03-31,8733000,,,
2024Q3,2024-07-01,BFS,True,included,,Equity,,russell2000,ok,907254,Revenues,2024-05-02,10-Q,2023-03-31,63049000,2024-07-01,36.4900016784668,2036317.6724497478
2024Q3,2024-07-01,BFST,False,missing_required_revenue_fact_before_asof;missing_raw_yahoo_price,,Equity,,nasdaq;russell2000,missing_required_revenue_fact_before_asof,1624322,,,,,,,,
2024Q3,2024-07-01,BG,True,included,,Equity,,sp500,ok,0001996862,Revenues,2024-04-24,10-Q,2023-03-31,15328000000,2024-07-01,107.31999969482422,147098836.8066915
2024Q3,2024-07-01,BGC,True,included,,Equity,,nasdaq;russell2000,ok,1094831,Revenues,2024-05-09,10-Q,2023-03-31,532867000,2024-07-01,8.479999542236328,25609140.344467957
2024Q3,2024-07-01,BGIN,False,missing_local_sec_facts_file;missing_raw_yahoo_price,,Equity,,nasdaq,missing_local_sec_facts_file,,,,,,,,,
2024Q3,2024-07-01,BGL,False,missing_required_revenue_fact_before_asof;missing_raw_yahoo_price,,Equity,,nasdaq,missing_required_revenue_fact_before_asof,0002019435,,,,,,,,
2024Q3,2024-07-01,BGLC,False,adv_60d_below_hard_floor,,Equity,,nasdaq,ok,1737523,Revenues,2024-05-15,10-Q,2023-03-31,2377205,2024-07-01,4.699999809265137,133957.83596809706
2024Q3,2024-07-01,BGLWW,False,missing_required_revenue_fact_before_asof;missing_raw_yahoo_price,,Equity,,nasdaq,missing_required_revenue_fact_before_asof,0002019435,,,,,,,,
2024Q3,2024-07-01,BGM,False,missing_required_revenue_fact_before_asof;missing_raw_yahoo_price,,Equity,,nasdaq,missing_required_revenue_fact_before_asof,1779578,,,,,,,,
2024Q3,2024-07-01,BGMS,True,included,,Equity,,nasdaq,ok,1130166,SalesRevenueNet,2018-05-14,10-Q,2017-03-31,0,2024-07-01,388.79998779296875,2089322.651431783
2024Q3,2024-07-01,BGMSP,False,missing_raw_yahoo_price,,Equity,,nasdaq,ok,1130166,SalesRevenueNet,2018-05-14,10-Q,2017-03-31,0,,,
2024Q3,2024-07-01,BGS,True,included,,Equity,,russell2000,ok,1278027,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-08,10-Q,2023-04-01,511814000,2024-07-01,7.949999809265137,10459785.870896975
2024Q3,2024-07-01,BH,True,included,low_liquidity_keep,Equity,,russell2000,ok,1726173,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-10,10-Q,2023-03-31,90176000,2024-07-01,190.0,503413.9366912842
2024Q3,2024-07-01,BHAT,False,missing_required_revenue_fact_before_asof;missing_raw_yahoo_price,,Equity,,nasdaq,missing_required_revenue_fact_before_asof,1759136,,,,,,,,
2024Q3,2024-07-01,BHB,True,included,low_liquidity_keep,Equity,,russell2000,ok,743367,RevenueFromContractWithCustomerExcludingAssessedTax,2023-03-14,10-K,2021-12-31,28391000,2024-07-01,26.520000457763672,1046198.8818963369
2024Q3,2024-07-01,BHE,True,included,,Equity,,russell2000,ok,863436,Revenues,2024-05-03,10-Q,2023-03-31,694695000,2024-07-01,39.18000030517578,15390793.178564707
2024Q3,2024-07-01,BHF,True,included,,Equity,,nasdaq,ok,1685040,Revenues,2024-05-08,10-Q,2023-03-31,1284000000,2024-07-01,43.369998931884766,21882995.743929546
2024Q3,2024-07-01,BHFAL,True,included,low_liquidity_keep,Equity,,nasdaq,ok,1685040,Revenues,2024-05-08,10-Q,2023-03-31,1284000000,2024-07-01,22.229999542236328,513400.03220876056
2024Q3,2024-07-01,BHFAM,True,included,low_liquidity_keep,Equity,,nasdaq,ok,1685040,Revenues,2024-05-08,10-Q,2023-03-31,1284000000,2024-07-01,16.290000915527344,530651.3724406561
2024Q3,2024-07-01,BHFAN,True,included,low_liquidity_keep,Equity,,nasdaq,ok,1685040,Revenues,2024-05-08,10-Q,2023-03-31,1284000000,2024-07-01,19.309999465942383,602777.1463171641
2024Q3,2024-07-01,BHFAO,True,included,low_liquidity_keep,Equity,,nasdaq,ok,1685040,Revenues,2024-05-08,10-Q,2023-03-31,1284000000,2024-07-01,24.950000762939453,672152.3848374685
2024Q3,2024-07-01,BHFAP,True,included,low_liquidity_keep,Equity,,nasdaq,ok,1685040,Revenues,2024-05-08,10-Q,2023-03-31,1284000000,2024-07-01,23.040000915527344,602966.4412117004
2024Q3,2024-07-01,BHR,True,included,low_liquidity_keep,Equity,,russell2000,ok,1574085,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-09,10-Q,2023-03-31,215301000,2024-07-01,2.490000009536743,780517.5155774752
2024Q3,2024-07-01,BHRB,False,missing_required_revenue_fact_before_asof;missing_raw_yahoo_price,,Equity,,nasdaq;russell2000,missing_required_revenue_fact_before_asof,0001964333,,,,,,,,
2024Q3,2024-07-01,BHST,False,missing_required_revenue_fact_before_asof;missing_raw_yahoo_price,,Equity,,nasdaq,missing_required_revenue_fact_before_asof,0001723464,,,,,,,,
2024Q3,2024-07-01,BHVN,False,missing_required_revenue_fact_before_asof;missing_raw_yahoo_price,,Equity,,russell2000,missing_required_revenue_fact_before_asof,0001935979,,,,,,,,
2024Q3,2024-07-01,BIAF,False,adv_60d_below_hard_floor,,Equity,,nasdaq,ok,0001712762,Revenues,2024-05-15,10-Q,2023-03-31,1806196,2024-07-01,66.5999984741211,276444.2657719294
2024Q3,2024-07-01,BIAFW,False,missing_raw_yahoo_price,,Equity,,nasdaq,ok,0001712762,Revenues,2024-05-15,10-Q,2023-03-31,1806196,,,
2024Q3,2024-07-01,BIDU,False,missing_required_revenue_fact_before_asof;missing_raw_yahoo_price,,Equity,,nasdaq,missing_required_revenue_fact_before_asof,1329099,,,,,,,,
2024Q3,2024-07-01,BIIB,True,included,,Equity,Healthcare,sp500;nasdaq,ok,875045,Revenues,2024-04-24,10-Q,2023-03-31,2463000000,2024-07-01,231.77000427246094,250820082.9588572
2024Q3,2024-07-01,BILI,False,missing_required_revenue_fact_before_asof;missing_raw_yahoo_price,,Equity,,nasdaq,missing_required_revenue_fact_before_asof,1723690,,,,,,,,
2024Q3,2024-07-01,BIOA,False,missing_required_revenue_fact_before_asof;missing_raw_yahoo_price,,Equity,,nasdaq;russell2000,missing_required_revenue_fact_before_asof,0001709941,,,,,,,,
2024Q3,2024-07-01,BIOX,False,sec_facts_no_us_gaap;missing_raw_yahoo_price,,Equity,,nasdaq,sec_facts_no_us_gaap,1769484,,,,,,,,
2024Q3,2024-07-01,BIPC,False,sec_facts_no_us_gaap;missing_raw_yahoo_price,,Equity,,russell2000,sec_facts_no_us_gaap,1788348,,,,,,,,
2024Q3,2024-07-01,BIRD,False,missing_required_revenue_fact_before_asof;missing_raw_yahoo_price,,Equity,,nasdaq,missing_required_revenue_fact_before_asof,1653909,,,,,,,,
2024Q3,2024-07-01,BITF,False,missing_required_revenue_fact_before_asof;missing_raw_yahoo_price,,Equity,,nasdaq,missing_required_revenue_fact_before_asof,0001812477,,,,,,,,
2024Q3,2024-07-01,BIVI,False,adv_60d_below_hard_floor,,Equity,,nasdaq,ok,1580149,SalesRevenueNet,2016-11-16,10-Q,2015-09-30,0,2024-07-01,41.70000076293945,287188.90183525084
2024Q3,2024-07-01,BIXI,False,missing_required_revenue_fact_before_asof;missing_raw_yahoo_price,,Equity,,nasdaq,missing_required_revenue_fact_before_asof,0002082542,,,,,,,,
2024Q3,2024-07-01,BIXIU,False,missing_required_revenue_fact_before_asof;missing_raw_yahoo_price,,Equity,,nasdaq,missing_required_revenue_fact_before_asof,0002082542,,,,,,,,
2024Q3,2024-07-01,BIXIW,False,missing_required_revenue_fact_before_asof;missing_raw_yahoo_price,,Equity,,nasdaq,missing_required_revenue_fact_before_asof,0002082542,,,,,,,,
2024Q3,2024-07-01,BIYA,False,missing_required_revenue_fact_before_asof;missing_raw_yahoo_price,,Equity,,nasdaq,missing_required_revenue_fact_before_asof,0001944712,,,,,,,,
2024Q3,2024-07-01,BJDX,False,adv_60d_below_hard_floor,,Equity,,nasdaq,ok,1704287,Revenues,2024-03-28,10-K,2022-12-31,249040,2024-07-01,141.0,377670.4451677958
2024Q3,2024-07-01,BJRI,True,included,,Equity,,nasdaq;russell2000,ok,1013488,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-06,10-Q,2023-04-04,341280000,2024-07-01,35.470001220703125,12217342.401078543
2024Q3,2024-07-01,BK,True,included,,Equity,Financials,sp500,ok,1390777,Revenues,2024-02-28,10-K,2021-12-31,15931000000,2024-07-01,60.11000061035156,199766254.4939804
2024Q3,2024-07-01,BKD,True,included,,Equity,,russell2000,ok,1332349,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-08,10-Q,2023-03-31,753263000,2024-07-01,7.139999866485596,12357744.157726765
2024Q3,2024-07-01,BKE,True,included,,Equity,,russell2000,ok,885245,RevenueFromContractWithCustomerExcludingAssessedTax,2024-06-13,10-Q,2023-04-29,282834000,2024-07-01,36.29999923706055,12671758.76068751
2024Q3,2024-07-01,BKH,True,included,,Equity,,russell2000,ok,1130464,Revenues,2024-05-09,10-Q,2023-03-31,921200000,2024-07-01,54.099998474121094,23773110.48203786
2024Q3,2024-07-01,BKHA,False,missing_required_revenue_fact_before_asof;missing_raw_yahoo_price,,Equity,,nasdaq,missing_required_revenue_fact_before_asof,0002000775,,,,,,,,
2024Q3,2024-07-01,BKHAR,False,missing_required_revenue_fact_before_asof;missing_raw_yahoo_price,,Equity,,nasdaq,missing_required_revenue_fact_before_asof,0002000775,,,,,,,,
2024Q3,2024-07-01,BKHAU,False,missing_required_revenue_fact_before_asof;missing_raw_yahoo_price,,Equity,,nasdaq,missing_required_revenue_fact_before_asof,0002000775,,,,,,,,
2024Q3,2024-07-01,BKKT,True,included,,Equity,,russell2000,ok,1820302,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-15,10-Q,2023-03-31,13219000,2024-07-01,18.8700008392334,4927275.054370403
2024Q3,2024-07-01,BKNG,True,included,,Equity,,sp500;nasdaq,ok,1075531,Revenues,2024-05-02,10-Q,2023-03-31,3778000000,2024-07-01,155.39520263671875,824742199.2251078
2024Q3,2024-07-01,BKR,True,included,,Equity,Energy,sp500;nasdaq,ok,1701605,RevenueFromContractWithCustomerExcludingAssessedTax,2024-04-24,10-Q,2023-03-31,5716000000,2024-07-01,34.939998626708984,204440221.77919707
2024Q3,2024-07-01,BKSY,True,included,low_liquidity_keep,Equity,,russell2000,ok,1753539,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-09,10-Q,2023-03-31,18397000,2024-07-01,8.319999694824219,652602.2142882029
2024Q3,2024-07-01,BKTI,False,adv_60d_below_hard_floor,,Equity,,russell2000,ok,2186,Revenues,2024-05-09,10-Q,2023-03-31,18721,2024-07-01,12.529999732971191,387350.2158546448
2024Q3,2024-07-01,BKU,False,missing_required_revenue_fact_before_asof;missing_raw_yahoo_price,,Equity,,russell2000,missing_required_revenue_fact_before_asof,1504008,,,,,,,,
2024Q3,2024-07-01,BKV,False,missing_required_revenue_fact_before_asof;missing_raw_yahoo_price,,Equity,,russell2000,missing_required_revenue_fact_before_asof,0001838406,,,,,,,,
2024Q3,2024-07-01,BKYI,False,raw_close_below_floor;adv_60d_below_hard_floor,,Equity,,nasdaq,ok,1019034,Revenues,2018-04-02,10-K,2016-12-31,2975756,2024-07-01,1.649999976158142,22687.13323891163
2024Q3,2024-07-01,BL,True,included,,Equity,,nasdaq;russell2000,ok,1666134,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-08,10-Q,2023-03-31,138984000,2024-07-01,48.04999923706055,54521625.86203893
2024Q3,2024-07-01,BLBD,True,included,,Equity,,nasdaq;russell2000,ok,1589526,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-08,10-Q,2023-04-01,535546000,2024-07-01,50.88999938964844,28765383.495464325
2024Q3,2024-07-01,BLDP,False,sec_facts_no_us_gaap;missing_raw_yahoo_price,,Equity,,nasdaq,sec_facts_no_us_gaap,1453015,,,,,,,,
2024Q3,2024-07-01,BLDR,True,included,,Equity,Industrials,sp500,ok,1316835,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-07,10-Q,2023-03-31,3883314000,2024-07-01,133.99000549316406,319888648.74242145
2024Q3,2024-07-01,BLFS,True,included,,Equity,Healthcare,nasdaq;russell2000,ok,834365,SalesRevenueGoodsNet,2018-03-09,10-K,2016-12-31,8226992,2024-07-01,20.790000915527344,7491277.4071963625
2024Q3,2024-07-01,BLFY,False,missing_required_revenue_fact_before_asof;missing_raw_yahoo_price,,Equity,,nasdaq;russell2000,missing_required_revenue_fact_before_asof,1846017,,,,,,,,
2024Q3,2024-07-01,BLIN,False,raw_close_below_floor;adv_60d_below_hard_floor,,Equity,,nasdaq,ok,1378590,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-14,10-Q,2023-03-31,8177000,2024-07-01,0.9399999976158142,35182.70013054212
2024Q3,2024-07-01,BLIV,False,sec_facts_no_us_gaap;missing_raw_yahoo_price,,Equity,,nasdaq,sec_facts_no_us_gaap,0001982448,,,,,,,,
2024Q3,2024-07-01,BLK,False,missing_required_revenue_fact_before_asof,,Equity,Financials,sp500,missing_required_revenue_fact_before_asof,0002012383,,,,,,2024-07-01,782.27001953125,473943445.6357829
2024Q3,2024-07-01,BLKB,True,included,,Equity,,nasdaq;russell2000,ok,1280058,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-01,10-Q,2023-03-31,261753000,2024-07-01,76.16999816894531,20027546.71450297
2024Q3,2024-07-01,BLLN,False,missing_required_revenue_fact_before_asof;missing_raw_yahoo_price,,Equity,,nasdaq,missing_required_revenue_fact_before_asof,0002070849,,,,,,,,
2024Q3,2024-07-01,BLMN,True,included,,Equity,,nasdaq;russell2000,ok,1546417,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-08,10-Q,2023-03-26,1244746000,2024-07-01,19.309999465942383,34301860.39675077
2024Q3,2024-07-01,BLND,True,included,,Equity,,russell2000,ok,1855747,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-08,10-Q,2023-03-31,37336000,2024-07-01,2.4100000858306885,5680122.39511172
2024Q3,2024-07-01,BLNE,False,adv_60d_below_hard_floor,,Equity,,nasdaq,ok,1534708,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-13,10-Q,2023-03-31,2853000,2024-07-01,9.6899995803833,92214.92725133896
2024Q3,2024-07-01,BLNK,True,included,,Equity,,nasdaq,ok,1429764,Revenues,2024-05-10,10-Q,2023-03-31,21668000,2024-07-01,2.680000066757202,14260003.54825894
2024Q3,2024-07-01,BLRK,False,missing_required_revenue_fact_before_asof;missing_raw_yahoo_price,,Equity,,nasdaq,missing_required_revenue_fact_before_asof,0002081532,,,,,,,,
2024Q3,2024-07-01,BLRKU,False,missing_required_revenue_fact_before_asof;missing_raw_yahoo_price,,Equity,,nasdaq,missing_required_revenue_fact_before_asof,0002081532,,,,,,,,
2024Q3,2024-07-01,BLRKW,False,missing_required_revenue_fact_before_asof;missing_raw_yahoo_price,,Equity,,nasdaq,missing_required_revenue_fact_before_asof,0002081532,,,,,,,,
2024Q3,2024-07-01,BLRX,False,sec_facts_no_us_gaap;missing_raw_yahoo_price,,Equity,,nasdaq,sec_facts_no_us_gaap,1498403,,,,,,,,
2024Q3,2024-07-01,BLTE,False,missing_required_revenue_fact_before_asof;missing_raw_yahoo_price,,Equity,,nasdaq,missing_required_revenue_fact_before_asof,0001889109,,,,,,,,
2024Q3,2024-07-01,BLUW,False,missing_required_revenue_fact_before_asof;missing_raw_yahoo_price,,Equity,,nasdaq,missing_required_revenue_fact_before_asof,0002050501,,,,,,,,
2024Q3,2024-07-01,BLUWU,False,missing_required_revenue_fact_before_asof;missing_raw_yahoo_price,,Equity,,nasdaq,missing_required_revenue_fact_before_asof,0002050501,,,,,,,,
2024Q3,2024-07-01,BLUWW,False,missing_required_revenue_fact_before_asof;missing_raw_yahoo_price,,Equity,,nasdaq,missing_required_revenue_fact_before_asof,0002050501,,,,,,,,
2024Q3,2024-07-01,BLX,False,missing_required_revenue_fact_before_asof;missing_raw_yahoo_price,,Equity,,russell2000,missing_required_revenue_fact_before_asof,890541,,,,,,,,
2024Q3,2024-07-01,BLZE,True,included,,Equity,,nasdaq;russell2000,ok,1462056,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-08,10-Q,2023-03-31,23394000,2024-07-01,6.21999979019165,2836617.857863903
2024Q3,2024-07-01,BLZR,False,missing_required_revenue_fact_before_asof;missing_raw_yahoo_price,,Equity,,nasdaq,missing_required_revenue_fact_before_asof,0002075310,,,,,,,,
2024Q3,2024-07-01,BLZRU,False,missing_required_revenue_fact_before_asof;missing_raw_yahoo_price,,Equity,,nasdaq,missing_required_revenue_fact_before_asof,0002075310,,,,,,,,
2024Q3,2024-07-01,BLZRW,False,missing_required_revenue_fact_before_asof;missing_raw_yahoo_price,,Equity,,nasdaq,missing_required_revenue_fact_before_asof,0002075310,,,,,,,,
2024Q3,2024-07-01,BMBL,True,included,,Equity,Technology,nasdaq;russell2000,ok,1830043,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-09,10-Q,2023-03-31,242948000,2024-07-01,9.930000305175781,29755343.332564037
2024Q3,2024-07-01,BMEA,True,included,,Equity,,nasdaq,ok,1840439,Revenues,2022-11-07,10-Q,2022-09-30,1235000000,2024-07-01,4.420000076293945,10554153.559854826
2024Q3,2024-07-01,BMGL,False,sec_facts_no_us_gaap;missing_raw_yahoo_price,,Equity,,nasdaq,sec_facts_no_us_gaap,0002004489,,,,,,,,
2024Q3,2024-07-01,BMHL,False,missing_required_revenue_fact_before_asof;missing_raw_yahoo_price,,Equity,,nasdaq,missing_required_revenue_fact_before_asof,0002027815,,,,,,,,
2024Q3,2024-07-01,BMI,True,included,,Equity,,russell2000,ok,9092,RevenueFromContractWithCustomerExcludingAssessedTax,2024-04-19,10-Q,2023-03-31,159101000,2024-07-01,184.77000427246094,34704433.84610494
2024Q3,2024-07-01,BMM,False,missing_local_sec_facts_file;missing_raw_yahoo_price,,Equity,,nasdaq,missing_local_sec_facts_file,,,,,,,,,
2024Q3,2024-07-01,BMR,False,missing_required_revenue_fact_before_asof;missing_raw_yahoo_price,,Equity,,nasdaq,missing_required_revenue_fact_before_asof,0001899005,,,,,,,,
2024Q3,2024-07-01,BMRA,False,adv_60d_below_hard_floor,,Equity,,nasdaq,ok,73290,Revenues,2024-04-12,10-Q,2023-02-28,4231000,2024-07-01,3.5199999809265137,145348.26487639348
2024Q3,2024-07-01,BMRC,False,missing_required_revenue_fact_before_asof;missing_raw_yahoo_price,,Equity,,nasdaq;russell2000,missing_required_revenue_fact_before_asof,1403475,,,,,,,,
2024Q3,2024-07-01,BMRN,True,included,,Equity,,nasdaq,ok,1048477,RevenueFromContractWithCustomerExcludingAssessedTax,2024-04-26,10-Q,2023-03-31,596415000,2024-07-01,82.12999725341797,224563514.46008047
2024Q3,2024-07-01,BMY,True,included,,Equity,Healthcare,sp500,ok,14272,Revenues,2024-04-25,10-Q,2023-03-31,11337000000,2024-07-01,41.29999923706055,657616899.3302345
2024Q3,2024-07-01,BN,False,sec_facts_no_us_gaap;missing_raw_yahoo_price,,,,,sec_facts_no_us_gaap,1001085,,,,,,,,
2024Q3,2024-07-01,BNAI,True,included,,Equity,,nasdaq,ok,1838163,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-14,10-Q,2023-03-31,0,2024-07-01,32.400001525878906,12965224.667160988
2024Q3,2024-07-01,BNAIW,False,missing_raw_yahoo_price,,Equity,,nasdaq,ok,1838163,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-14,10-Q,2023-03-31,0,,,
2024Q3,2024-07-01,BNBX,True,included,low_liquidity_keep,Equity,,nasdaq,ok,744452,Revenues,2019-12-12,10-K,2019-09-30,5389089,2024-07-01,412.5,659358.0
2024Q3,2024-07-01,BNC,False,adv_60d_below_hard_floor,,Equity,,nasdaq,ok,1482541,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-14,10-Q,2023-03-31,4682573,2024-07-01,6.929999828338623,84219.56313236554
2024Q3,2024-07-01,BNCWW,False,missing_raw_yahoo_price,,Equity,,nasdaq,ok,1482541,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-14,10-Q,2023-03-31,4682573,,,
