quarter,ticker,cik,asof_date
2022Q1,A,1090872,2022-02-22
2022Q1,AAP,1158449,2022-02-14
2022Q1,AAT,1500217,2022-02-08
2022Q1,ABG,1144980,2022-02-15
2022Q1,ABM,771497,2022-03-08
2022Q1,ABNB,1559720,2022-02-15
2022Q1,ACA,1739445,2022-02-23
2022Q1,ACAD,1070494,2022-02-28
2022Q1,ACCO,712034,2022-02-15
2022Q1,ACGL,947484,2022-02-09
2022Q1,ACH,75252,2022-02-23
2022Q1,ACIW,935036,2022-02-24
2022Q1,ACLS,1113232,2022-02-07
2022Q1,ACT,1823529,2022-02-01
2022Q1,ACVA,1637873,2022-02-16
2022Q1,ADBE,796343,2022-03-22
2022Q1,ADEA,1803696,2022-02-23
2022Q1,ADI,6281,2022-02-16
2022Q1,ADNT,1670541,2022-02-04
2022Q1,ADSK,769397,2022-02-24
2022Q1,ADTN,926282,2022-02-03
2022Q1,ADUS,1468328,2022-02-24
2022Q1,ADV,1776661,2022-03-01
2022Q1,AEE,1002910,2022-02-17
2022Q1,AEIS,927003,2022-02-09
2022Q1,AEO,919012,2022-03-02
2022Q1,AEP,4904,2022-02-24
2022Q1,AES,874761,2022-02-25
2022Q1,AFL,4977,2022-02-02
2022Q1,AFRM,1820953,2022-02-10
2022Q1,AGYS,78749,2022-01-25
2022Q1,AHCO,1725255,2022-02-24
2022Q1,AHRT,1569187,2022-02-10
2022Q1,AI,1577526,2022-03-02
2022Q1,AIOT,1774170,2022-03-09
2022Q1,AJG,354190,2022-01-27
2022Q1,AKAM,1086222,2022-02-15
2022Q1,ALB,915913,2022-02-16
2022Q1,ALG,897077,2022-02-24
2022Q1,ALGM,866291,2022-02-01
2022Q1,ALGN,1097149,2022-02-02
2022Q1,ALGT,1362468,2022-02-02
2022Q1,ALKS,1520262,2022-02-16
2022Q1,ALLE,1579241,2022-02-15
2022Q1,ALRM,1459200,2022-02-24
2022Q1,ALTG,1759824,2022-03-31
2022Q1,AMC,1411579,2022-02-01
2022Q1,AMCX,1514991,2022-02-16
2022Q1,AMD,2488,2022-02-01
2022Q1,AME,1037868,2022-02-03
2022Q1,AMGN,318154,2022-02-07
2022Q1,AMN,1142750,2022-01-10
2022Q1,AMPH,1297184,2022-03-10
2022Q1,AMR,1704715,2022-03-07
2022Q1,AMRX,1723128,2022-01-11
2022Q1,AMT,1053507,2022-02-24
2022Q1,AMWD,794619,2022-02-24
2022Q1,ANDE,821026,2022-02-15
2022Q1,ANET,1596532,2022-02-14
2022Q1,ANF,1018840,2022-03-03
2022Q1,ANGI,1705110,2022-01-12
2022Q1,ANGO,1275187,2022-01-06
2022Q1,AON,315293,2022-02-04
2022Q1,AOS,91142,2022-01-27
2022Q1,AOSL,1387467,2022-02-07
2022Q1,APAM,1517302,2022-02-01
2022Q1,APD,2969,2022-02-04
2022Q1,APEI,1201792,2022-03-02
2022Q1,APH,820313,2022-01-26
2022Q1,APLE,1418121,2022-02-22
2022Q1,APP,1751008,2022-02-16
2022Q1,APPF,1433195,2022-02-28
2022Q1,APPN,1441683,2022-02-17
2022Q1,APTV,1521332,2022-02-03
2022Q1,ARCB,894405,2022-02-01
2022Q1,ARES,1176948,2022-02-11
2022Q1,ARLO,1736946,2022-03-01
2022Q1,ARLP,1086600,2022-01-31
2022Q1,AROC,1389050,2022-02-23
2022Q1,ARWR,879407,2022-02-02
2022Q1,ASAN,1477720,2022-03-09
2022Q1,ASB,7789,2022-01-20
2022Q1,ASGN,890564,2022-02-09
2022Q1,ASIX,1673985,2022-02-18
2022Q1,ASO,1817358,2022-03-29
2022Q1,ASTH,1083446,2022-01-12
2022Q1,ATKR,1666138,2022-01-31
2022Q1,ATNI,879585,2022-02-24
2022Q1,ATO,731802,2022-02-08
2022Q1,AVA,104918,2022-02-23
2022Q1,AVAV,1368622,2022-03-03
2022Q1,AVB,915912,2022-02-03
2022Q1,AVD,5981,2022-03-11
2022Q1,AVNS,1606498,2022-02-23
2022Q1,AVNT,1122976,2022-02-08
2022Q1,AVNW,1377789,2022-02-02
2022Q1,AVY,8818,2022-02-02
2022Q1,AWK,1410636,2022-02-16
2022Q1,AWR,1056903,2022-02-22
2022Q1,AXON,1069183,2022-02-24
2022Q1,AXP,4962,2022-01-25
2022Q1,AZZ,8947,2022-01-10
2022Q1,BALL,9389,2022-01-27
2022Q1,BANC,1169770,2022-01-25
2022Q1,BARK,1819574,2022-01-11
2022Q1,BAX,10456,2022-02-17
2022Q1,BBBY,1130713,2022-02-23
2022Q1,BBSI,902791,2022-03-02
2022Q1,BBT,1108134,2022-01-20
2022Q1,BBY,764478,2022-03-03
2022Q1,BCC,1328581,2022-02-22
2022Q1,BCO,78890,2022-02-23
2022Q1,BCPC,9326,2022-02-18
2022Q1,BDC,913142,2022-02-09
2022Q1,BDN,790816,2022-02-03
