quarter,ticker,cik,event_accession,event_dates,primary_8k_doc,exhibit_docs,periodic_doc,primary_8k_text_len,exhibit_text_len,periodic_text_len,exhibit_table_count,exhibit_table_flag,doc_statuses,quality_pass,quality_reason,revenue_filter_keep_under_10b,revenue_bucket,revenue_value_usd,revenue_value_millions,revenue_filter_reason,revenue_fact_name_bucketed,revenue_filed_bucketed,revenue_form_bucketed,revenue_period_end_bucketed,mandatory_index_constituent,mandatory_indexes,mandatory_index_name,pipeline_status,pipeline_missing_reason
2024Q3,JKHY,779152,0000779152-24-000072,2024-08-12;2024-08-20,jkhy-20240812.htm,jkhy-prdatedaugust122024xq.htm;jkhy-20240630xex99pressrel.htm,,2881,3478,0,1,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:error_HTTPError,True,included,True,$1B-$2B,1543069000,1543.069,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-09,10-Q,2023-03-31,True,SPY,Jack Henry & Associates,doc_quality_passed,
2024Q3,JNJ,200406,0000200406-24-000071,2024-07-17,jnj-20240717.htm,a2024q2exhibit991.htm;a2024q2exhibit992.htm,,3735,56666,0,33,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included,False,$10B-$50B,20894000000,20894.0,remove_revenue_10b_plus,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-01,10-Q,2023-04-02,True,DOW;SPY,Johnson & Johnson,doc_quality_passed,
2024Q3,JRVR,1620459,0001620459-24-000107,2024-08-05,jrvr-20240805.htm,a2q24jrvrpressrelease.htm,,3739,36435,0,16,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$100M-$500M,191734000,191.734,keep_under_10b,Revenues,2024-05-09,10-Q,2023-03-31,False,,,doc_quality_passed,
2024Q3,KAI,886346,0000886346-24-000129,2024-07-30,kai-20240730.htm,kaiform8kex991q224.htm;kaiform8kex992q224.htm,,3998,38388,0,17,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included,True,$100M-$500M,229758000,229.758,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-08,10-Q,2023-04-01,False,,,doc_quality_passed,
2024Q3,KALU,811596,0000950170-24-086093,2024-07-24,kalu-20240724.htm,kalu-ex99_1.htm,,3493,21626,0,7,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$500M-$1B,807600000,807.6,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-04-25,10-Q,2023-03-31,False,,,doc_quality_passed,
2024Q3,KBH,795266,0000795266-24-000109,2024-09-24,kbh-20240924.htm,exh991kbh-earningsrelease0.htm,,3698,25259,0,6,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$1B-$2B,1384314000,1384.314,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-04-05,10-Q,2023-02-28,False,,,doc_quality_passed,
2024Q3,KDP,1418135,0001418135-24-000072,2024-07-25,kdp-20240725.htm,ex991-keurigdrpepperreport.htm,,3435,35037,0,20,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$2B-$10B,3353000000,3353.0,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-04-25,10-Q,2023-03-31,True,QQQ;SPY,Keurig Dr Pepper,doc_quality_passed,
2024Q3,KE,1606757,0001606757-24-000022,2024-08-14,ke-20240813.htm,exhibit9918k06302024q410k.htm,,3427,17054,0,13,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$1B-$2B,1327288000,1327.288,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-08,10-Q,2023-03-31,False,,,doc_quality_passed,
2024Q3,KELYA,55135,0000055135-24-000029,2024-08-08,kelya-20240808.htm,a20242qearningsreleaseform.htm;q22024earningsreleasesup.htm,,3568,30063,0,16,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included,True,$1B-$2B,1268300000,1268.3,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-09,10-Q,2023-04-02,False,,,doc_quality_passed,
2024Q3,KEQU,55529,0000055529-24-000027,2024-09-11,kequ-20240911.htm,prfy25q1earningsrelease-wa.htm,,3545,14801,0,4,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$100M-$500M,219494000,219.494,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-06-28,10-K,2023-04-30,False,,,doc_quality_passed,
2024Q3,KEY,91576,0001628280-24-032171,2024-07-18,a2q24confcallslidesvff.htm,a2q24earningsrelease.htm;a2q24erex993.htm,,30167,71614,0,39,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included,True,$1B-$2B,1714000000,1714.0,keep_under_10b,Revenues,2024-05-02,10-Q,2023-03-31,True,SPY,KeyCorp,doc_quality_passed,
2024Q3,KEYS,1601046,0001601046-24-000055,2024-08-20,keys-20240820.htm,exhibit991-q324pressrelease.htm,,5790,22318,0,8,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$2B-$10B,2771000000,2771.0,keep_under_10b,Revenues,2024-05-31,10-Q,2023-04-30,True,SPY,Keysight Technologies,doc_quality_passed,
2024Q3,KFRC,930420,0000930420-24-000155,2024-07-29,kfrc-20240729.htm,exhibit991q22024.htm,,3969,17571,0,7,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$100M-$500M,405997000,405.997,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-01,10-Q,2023-03-31,False,,,doc_quality_passed,
2024Q3,KFY,56679,0001628280-24-039473,2024-09-05,kfy-20240904.htm,kfy-2024731xex991q1fy25.htm,,3950,30118,0,18,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$2B-$10B,2643455000,2643.455,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-06-28,10-K,2022-04-30,False,,,doc_quality_passed,
2024Q3,KGS,0001767042,0001767042-24-000053,2024-08-13,kgs-20240812.htm,kgsq224earningsrelease.htm,,3505,35483,0,14,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$100M-$500M,190112000,190.112,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-09,10-Q,2023-03-31,False,,,doc_quality_passed,
2024Q3,KHC,1637459,0001637459-24-000125,2024-07-31,khc-20240731.htm,ex991-erq22024.htm,,3779,39026,0,24,has_tables,primary_8k:cached;exhibit_1:cached,True,included,False,$10B-$50B,12961000000,12961.0,remove_revenue_10b_plus,SalesRevenueGoodsNet,2018-08-03,10-Q,2017-07-01,True,QQQ;SPY,Kraft Heinz,doc_quality_passed,
2024Q3,KIM,879101,0000950170-24-088936,2024-08-01,kim-20240801.htm,kim-ex99_1.htm,,4936,28149,0,7,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$100M-$500M,442892000,442.892,keep_under_10b,Revenues,2024-05-03,10-Q,2023-03-31,True,SPY,Kimco Realty,doc_quality_passed,
2024Q3,KKR,1404912,0001404912-24-000014,2024-07-31,kkr-20240731.htm,q224earningsrelease_vf.htm,,3707,97954,0,0,no_tables_detected,primary_8k:cached;exhibit_1:cached,True,included,True,$2B-$10B,3127482000,3127.482,keep_under_10b,Revenues,2024-05-09,10-Q,2023-03-31,True,SPY,KKR & Co.,doc_quality_passed,
2024Q3,KLAC,319201,0000319201-24-000018,2024-07-24,klac-20240724.htm,exhibit991earningsrelease7.htm,,3435,24879,0,12,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$2B-$10B,8140919000,8140.919,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-04-26,10-Q,2023-03-31,True,QQQ;SPY,KLA Corporation,doc_quality_passed,
2024Q3,KLIC,56978,0000056978-24-000098,2024-08-07,klic-20240807.htm,ex991q32024.htm,,3942,18371,0,13,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$100M-$500M,349254000,349.254,keep_under_10b,Revenues,2024-05-02,10-Q,2023-04-01,False,,,doc_quality_passed,
2024Q3,KLXE,1738827,0001738827-24-000059,2024-07-16;2024-07-22;2024-08-07;2024-09-16,klxe-20240716.htm,klxeq22024earningspre-rele.htm;a202407-klxxinvestorpres.htm;klxeq22024earningsreleasee.htm,,3696,16842,0,6,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:error_HTTPError;exhibit_3:error_HTTPError,True,included,True,$100M-$500M,239600000,239.6,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-08,10-Q,2023-03-31,False,,,doc_quality_passed,
2024Q3,KMI,1506307,0001506307-24-000051,2024-07-17,kmi-20240717.htm,kmi2024q28-kex991.htm,,3426,47484,0,20,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$2B-$10B,3888000000,3888.0,keep_under_10b,Revenues,2024-04-19,10-Q,2023-03-31,True,SPY,Kinder Morgan,doc_quality_passed,
2024Q3,KMT,55242,0000055242-24-000050,2024-08-07,kmt-20240807.htm,kmt6302024exhibit991.htm,,3635,27730,0,13,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$1B-$2B,1527949000,1527.949,keep_under_10b,Revenues,2024-05-10,10-Q,2023-03-31,False,,,doc_quality_passed,
2024Q3,KN,1587523,0001587523-24-000070,2024-07-31,kn-20240731.htm,exhibit991q22024.htm;exhibit992q22024.htm,,5546,47812,0,10,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included,True,$100M-$500M,144300000,144.3,keep_under_10b,Revenues,2024-05-01,10-Q,2023-03-31,False,,,doc_quality_passed,
2024Q3,KNF,0001955520,0001955520-24-000037,2024-08-06,knf-20240806.htm,a2024q2ex99.htm,,2882,35243,0,33,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$100M-$500M,307900000,307.9,keep_under_10b,Revenues,2024-05-07,10-Q,2023-03-31,False,,,doc_quality_passed,
2024Q3,KNTK,1692787,0001692787-24-000041,2024-08-07,apa-20240807.htm,kntkex991pressrelease_q220.htm,,3419,25855,0,6,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$100M-$500M,281040000,281.04,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-09,10-Q,2023-03-31,False,,,doc_quality_passed,
2024Q3,KO,21344,0000021344-24-000037,2024-07-23,ko-20240723.htm,a2024q2earningsreleaseex-9.htm,,5111,76329,0,41,has_tables,primary_8k:cached;exhibit_1:cached,True,included,False,$10B-$50B,10980000000,10980.0,remove_revenue_10b_plus,Revenues,2024-05-02,10-Q,2023-03-31,True,DOW;SPY,Coca-Cola Company (The),doc_quality_passed,
2024Q3,KOP,1315257,0000950170-24-093360,2024-08-08,kop-20240808.htm,kop-ex99_1.htm,,2734,23854,0,8,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$500M-$1B,513400000,513.4,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-03,10-Q,2023-03-31,False,,,doc_quality_passed,
2024Q3,KOS,1509991,0001509991-24-000069,2024-08-05,kos-20240805.htm,kos_ex99x1-q2x2024.htm,,3748,28737,0,18,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$100M-$500M,394240000,394.24,keep_under_10b,Revenues,2024-05-07,10-Q,2023-03-31,False,,,doc_quality_passed,
2024Q3,KR,56873,0001104659-24-099127,2024-09-12,tm2423658d1_8k.htm,tm2423658d1_ex99-1.htm,,2759,31817,0,53,has_tables,primary_8k:cached;exhibit_1:cached,True,included,False,$10B-$50B,45165000000,45165.0,remove_revenue_10b_plus,RevenueFromContractWithCustomerExcludingAssessedTax,2024-06-28,10-Q,2023-05-20,True,SPY,Kroger,doc_quality_passed,
2024Q3,KRG,1286043,0001286043-24-000083,2024-07-30,krg-20240730.htm,exhibit99_1xq22024.htm;exhibit99_2xq22024.htm,,3744,96467,0,64,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included,True,$100M-$500M,206750000,206.75,keep_under_10b,Revenues,2024-05-07,10-Q,2023-03-31,False,,,doc_quality_passed,
2024Q3,KRO,1257640,0001257640-24-000031,2024-07-17;2024-08-07,kro-20240716x8k.htm,kro-20240716xex99d1.htm;kro-20240807xex99d1.htm,,23057,9167,0,30,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:error_HTTPError,True,included,True,$100M-$500M,426300000,426.3,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-08,10-Q,2023-03-31,False,,,doc_quality_passed,
2024Q3,KSS,885639,0001193125-24-208232,2024-08-28,d10213d8k.htm,d10213dex991.htm;d10213dex992.htm,,5835,13444,0,30,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included,True,$2B-$10B,3571000000,3571.0,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-06-06,10-Q,2023-04-29,False,,,doc_quality_passed,
2024Q3,KTB,1760965,0001760965-24-000042,2024-08-01,ktb-20240801.htm,a2024q2ktberexhibit991.htm,,2991,42172,0,15,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$500M-$1B,667123000,667.123,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-02,10-Q,2023-04-01,False,,,doc_quality_passed,
2024Q3,KTOS,1069258,0001069258-24-000049,2024-08-07,ktos-20240807.htm,ktos202406308kexhibit991.htm,,2765,42468,0,13,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$100M-$500M,231800000,231.8,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-07,10-Q,2023-03-26,False,,,doc_quality_passed,
2024Q3,KVUE,0001944048,0001944048-24-000136,2024-08-06,kvue-20240806.htm,q224earningspressrelease.htm,,3381,32617,0,25,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$2B-$10B,3852000000,3852.0,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-09,10-Q,2023-04-02,True,SPY,Kenvue,doc_quality_passed,
2024Q3,KW,1408100,0001408100-24-000106,2024-08-07,kw-20240807.htm,kw20240630ex991supplementa.htm,,3690,108720,0,60,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$100M-$500M,132200000,132.2,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-09,10-Q,2023-03-31,False,,,doc_quality_passed,
2024Q3,KWR,81362,0000081362-24-000117,2024-08-05,kwr-20240805.htm,kwr2024q22024ex-992final.htm;kwr2024q2ex-991.htm,,3174,53322,0,10,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included,True,$500M-$1B,500148000,500.148,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-02,10-Q,2023-03-31,False,,,doc_quality_passed,
2024Q3,L,60086,0000060086-24-000147,2024-07-29,l-20240729.htm,exhibit991-q22024.htm;exhibit992-q22024.htm,,6109,39496,0,12,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included,True,$2B-$10B,3783000000,3783.0,keep_under_10b,Revenues,2024-05-06,10-Q,2023-03-31,True,SPY,Loews Corporation,doc_quality_passed,
2024Q3,LAUR,912766,0001628280-24-033876,2024-08-01,laur-20240801.htm,laur06302024earningsreleas.htm;laureateq22024earningspr.htm,,4037,56268,0,9,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included,True,$100M-$500M,251255000,251.255,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-02,10-Q,2023-03-31,False,,,doc_quality_passed,
2024Q3,LBRDA,1611983,0001611983-24-000030,2024-08-08,lbrda-20240808x8k.htm,lbrda-20240808xex99d1.htm,,3802,21172,0,28,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$100M-$500M,246000000,246.0,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-08,10-Q,2023-03-31,False,,,doc_quality_passed,
2024Q3,LBRDK,1611983,0001611983-24-000030,2024-08-08,lbrda-20240808x8k.htm,lbrda-20240808xex99d1.htm,,3802,21172,0,28,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$100M-$500M,246000000,246.0,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-08,10-Q,2023-03-31,False,,,doc_quality_passed,
2024Q3,LBTYA,1570585,0001570585-24-000240,2024-07-25;2024-07-25;2024-07-25,lbtya-20240725.htm,ex991q22024release-telenet.htm;ex991fixedincomeq22024rele.htm;ex991lgq22024pressrelease.htm,,4513,60428,0,15,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:error_HTTPError;exhibit_3:error_HTTPError,True,included,True,$1B-$2B,1868400000,1868.4,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-01,10-Q,2023-03-31,False,,,doc_quality_passed,
2024Q3,LBTYK,1570585,0001570585-24-000240,2024-07-25;2024-07-25;2024-07-25,lbtya-20240725.htm,ex991q22024release-telenet.htm;ex991fixedincomeq22024rele.htm;ex991lgq22024pressrelease.htm,,4513,60428,0,15,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:error_HTTPError;exhibit_3:error_HTTPError,True,included,True,$1B-$2B,1868400000,1868.4,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-01,10-Q,2023-03-31,False,,,doc_quality_passed,
2024Q3,LC,1409970,0001409970-24-000036,2024-07-30,lc-20240730.htm,q224exhibit991er.htm,,3389,30157,0,17,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$500M-$1B,694812000,694.812,keep_under_10b,Revenues,2021-03-11,10-K,2018-12-31,False,,,doc_quality_passed,
2024Q3,LCID,1811210,0001104659-24-078210,2024-07-08;2024-08-05;2024-09-10,tm2418887d1_8k.htm,tm2418887d1_ex99-1.htm;q2fy24ex991earnings.htm;ex991-techandmanufacturing.htm,,3340,5646,0,2,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:error_HTTPError;exhibit_3:error_HTTPError,True,included,True,$100M-$500M,149432000,149.432,keep_under_10b,Revenues,2024-05-06,10-Q,2023-03-31,False,,,doc_quality_passed,
2024Q3,LCII,763744,0000763744-24-000105,2024-08-06,lcii-20240806.htm,lcii-earningsrelease2q24qu.htm,,3521,23959,0,7,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$500M-$1B,973310000,973.31,keep_under_10b,Revenues,2024-05-08,10-Q,2023-03-31,False,,,doc_quality_passed,
2024Q3,LCUT,874396,0001628280-24-035885,2024-08-08,lcut-20240808.htm,ex99108082024.htm,,3589,28276,0,12,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$100M-$500M,145435000,145.435,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-09,10-Q,2023-03-31,False,,,doc_quality_passed,
2024Q3,LDOS,1336920,0001336920-24-000045,2024-07-30,ldos-20240730.htm,ldos062824q2pressreleaseex.htm,,3761,40252,0,22,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$2B-$10B,3699000000,3699.0,keep_under_10b,Revenues,2024-04-30,10-Q,2023-03-31,True,SPY,Leidos,doc_quality_passed,
2024Q3,LE,799288,0000950170-24-103728,2024-09-05,le-20240905.htm,le-ex99_1.htm,,3611,29159,0,11,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$100M-$500M,309558000,309.558,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-06-05,10-Q,2023-04-28,False,,,doc_quality_passed,
2024Q3,LECO,59527,0000059527-24-000027,2024-07-31,leco-20240731x8k.htm,leco-20240731xex99d1.htm,,3904,29915,0,29,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$1B-$2B,1039343000,1039.343,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-04-25,10-Q,2023-03-31,False,,,doc_quality_passed,
2024Q3,LEG,58492,0001193125-24-191568,2024-08-01,d751038d8k.htm,d751038dex991.htm,,6011,26361,0,100,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$1B-$2B,1213600000,1213.6,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-08,10-Q,2023-03-31,False,,,doc_quality_passed,
2024Q3,LEN,920760,0001628280-24-040938,2024-09-19,len-20240919.htm,ex991-2024831x8kq3.htm,,3658,28183,0,14,has_tables,primary_8k:cached;exhibit_1:cached,True,included,False,$10B-$50B,14535580000,14535.58,remove_revenue_10b_plus,Revenues,2024-06-28,10-Q,2023-05-31,True,SPY,Lennar,doc_quality_passed,
2024Q3,LESL,1821806,0000950170-24-084271,2024-07-17;2024-08-07,lesl-20240717.htm,lesl-ex99_1.htm;lesl-ex99_1.htm,,4045,36058,0,4,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included,True,$100M-$500M,407948000,407.948,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-09,10-Q,2023-04-01,False,,,doc_quality_passed,
2024Q3,LFCR,1005286,0001005286-24-000125,2024-08-26,lndc-20240826.htm,lfcrq4fy24earningsrelease.htm,,3537,29057,0,9,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$100M-$500M,115781000,115.781,keep_under_10b,Revenues,2019-08-01,10-K,2017-08-27,False,,,doc_quality_passed,
2024Q3,LFST,1845257,0000950170-24-093114,2024-08-08,lfst-20240808.htm,lfst-ex99_1.htm;lfst-ex99_2.htm,,4058,46885,0,6,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included,True,$100M-$500M,252589000,252.589,keep_under_10b,Revenues,2024-05-09,10-Q,2023-03-31,False,,,doc_quality_passed,
2024Q3,LFUS,889331,0000889331-24-000159,2024-07-30,lfus-20240730.htm,q22024earningsreleaseex991.htm,,4742,20257,0,16,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$500M-$1B,867864000,867.864,keep_under_10b,SalesRevenueNet,2018-02-23,10-K,2016-01-02,False,,,doc_quality_passed,
2024Q3,LGIH,1580670,0001580670-24-000035,2024-07-30,lgih-20240730.htm,ex991earningsrelease63024.htm,,3802,18592,0,9,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$100M-$500M,487357000,487.357,keep_under_10b,Revenues,2024-04-30,10-Q,2023-03-31,False,,,doc_quality_passed,
2024Q3,LH,920148,0000920148-24-000096,2024-08-01,lh-20240801.htm,form8-kerex991for2q24.htm,,2585,31145,0,7,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$2B-$10B,3037800000,3037.8,keep_under_10b,Revenues,2024-04-30,10-Q,2023-03-31,True,SPY,Labcorp,doc_quality_passed,
2024Q3,LHX,202058,0000202058-24-000139,2024-07-25,hrs-20240725.htm,exhibit991q2cy24earnings.htm,,3594,33443,0,16,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$2B-$10B,4471000000,4471.0,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-04-26,10-Q,2023-03-31,True,SPY,L3Harris,doc_quality_passed,
2024Q3,LII,1069202,0001628280-24-032683,2024-07-24,lii-20240724.htm,lii-2024630xexx991pressrel.htm,,3402,22494,0,10,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$1B-$2B,1049400000,1049.4,keep_under_10b,Revenues,2024-04-24,10-Q,2023-03-31,True,SPY,Lennox International,doc_quality_passed,
2024Q3,LILA,1712184,0001712184-24-000202,2024-08-06,lila-20240806.htm,ex991toform_llaq22024earni.htm,,4057,71676,0,51,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$500M-$1B,910900000,910.9,keep_under_10b,SalesRevenueServicesNet,2018-05-08,10-Q,2017-03-31,False,,,doc_quality_passed,
2024Q3,LILAK,1712184,0001712184-24-000202,2024-08-06,lila-20240806.htm,ex991toform_llaq22024earni.htm,,4057,71676,0,51,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$500M-$1B,910900000,910.9,keep_under_10b,SalesRevenueServicesNet,2018-05-08,10-Q,2017-03-31,False,,,doc_quality_passed,
2024Q3,LIN,1707925,0001654954-24-009830,2024-08-02,linde_8k.htm,linde_ex991.htm,,3059,31796,0,38,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$2B-$10B,8193000000,8193.0,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-02,10-Q,2023-03-31,True,QQQ;SPY,Linde plc,doc_quality_passed,
2024Q3,LITE,1633978,0001628280-24-037191,2024-08-14;2024-08-21,lite-20240814.htm,lite_ex991xq4fy24.htm;lite_ex991xq4fy248-ka.htm,,3813,26411,0,11,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:error_HTTPError,True,included,True,$1B-$2B,1396200000,1396.2,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-07,10-Q,2023-04-01,True,SPY,Lumentum,doc_quality_passed,
2024Q3,LIVN,1639691,0001639691-24-000105,2024-07-31,livn-20240731.htm,a2q2024earningspressrelease.htm,,3652,41523,0,19,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$100M-$500M,263418000,263.418,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-03,10-Q,2023-03-31,False,,,doc_quality_passed,
2024Q3,LKQ,1065696,0001065696-24-000109,2024-07-25,lkq-20240725.htm,exhibit991.htm,,3977,48212,0,18,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$2B-$10B,3349000000,3349.0,keep_under_10b,Revenues,2024-04-23,10-Q,2023-03-31,False,,,doc_quality_passed,
2024Q3,LLY,59478,0000059478-24-000185,2024-08-08,lly-20240808.htm,q224lillysalesandearningsp.htm,,4627,29420,0,41,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$2B-$10B,6960000000,6960.0,keep_under_10b,Revenues,2024-04-30,10-Q,2023-03-31,True,SPY,Lilly (Eli),doc_quality_passed,
2024Q3,LMB,1606163,0001628280-24-035215,2024-08-06,lmb-20240806.htm,a2024630ex991pr.htm;lmbinvestorpresentation_.htm,,5386,47104,0,8,has_tables,primary_8k:cached;exhibit_1:cached;exhibit_2:cached,True,included,True,$100M-$500M,121009000,121.009,keep_under_10b,Revenues,2024-05-08,10-Q,2023-03-31,False,,,doc_quality_passed,
2024Q3,LMT,936468,0000936468-24-000093,2024-07-23,lmt-20240723.htm,ex991q22024.htm,,3111,35888,0,17,has_tables,primary_8k:cached;exhibit_1:cached,True,included,False,$10B-$50B,15126000000,15126.0,remove_revenue_10b_plus,Revenues,2024-04-23,10-Q,2023-03-26,True,SPY,Lockheed Martin,doc_quality_passed,
2024Q3,LNT,352541,0000352541-24-000087,2024-08-02,lnt-20240801.htm,lnt080120248-kex991.htm,,4189,33195,0,15,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$1B-$2B,1077000000,1077.0,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-03,10-Q,2023-03-31,True,SPY,Alliant Energy,doc_quality_passed,
2024Q3,LNTH,1521036,0001628280-24-033629,2024-07-31,lnth-20240731.htm,exhibit991q22024earningspr.htm,,3888,21731,0,10,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$100M-$500M,300784000,300.784,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2024-05-02,10-Q,2023-03-31,False,,,doc_quality_passed,
2024Q3,LOCO,1606366,0001606366-24-000037,2024-08-01,loco-20240801x8k.htm,loco-20240801xex99d1.htm,,3756,43549,0,34,has_tables,primary_8k:cached;exhibit_1:cached,True,included,True,$100M-$500M,401701000,401.701,keep_under_10b,RevenueFromContractWithCustomerExcludingAssessedTax,2020-03-06,10-K,2017-12-27,False,,,doc_quality_passed,
