quarter,ticker,event_date,event_accession,revenue_bucket,revenue_value,net_income_value,assets_value,financing_cash_flow_value,investing_cash_flow_value,operating_cash_flow_value,earnings_score,earnings_score_bucket,guidance_torque,earnings_torque,segment_wave_torque,margin_quality,warning_penalty,guidance_vs_current_pct,score_status,score_missing_fields,extraction_source,quarter_revenue_millions,quarter_revenue_yoy_pct,quarter_revenue_qoq_pct,guidance_revenue_millions,guidance_gross_margin_pct,numeric_evidence_count,guidance_evidence_count,wave_or_demand_evidence_count,warning_or_risk_evidence_count,primary_text_len,exhibit_text_len,json_path,tradable_date,entry_open,return_10d_pct,return_20d_pct,return_30d_pct,return_60d_pct,return_90d_pct
2024Q3,NATR,2024-08-09,0001628280-24-036412,$100M-$500M,108634000,860000,249773000,-1156000,-2325000,9325000,,not_scored,,,,,,,missing_required_data,guidance_revenue_millions,regex_fallback,110.6,-5,,,,6,4,6,6,3573,21986,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/NATR/NATR_2024-08-09_000162828024036412.json,2024-08-12,12.040000,9.1362,14.2027,8.7209,9.3854,44.7674
2024Q3,NBIX,2024-08-01,0000914475-24-000180,$100M-$500M,420400000,-76600000,3251400000,8200000,-42100000,-125200000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,580,,,,,6,6,6,6,3350,23722,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/NBIX/NBIX_2024-08-01_000091447524000180.json,2024-08-02,152.119995,-3.1751,0.2958,-17.7623,-24.9606,-20.9374
2024Q3,NBR,2024-07-17,0001104659-24-080357,$500M-$1B,779139000,49224000,5277965000,2316000,-128131000,154050000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,735,,,,,6,1,6,6,3764,7120,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/NBR/NBR_2024-07-17_000110465924080357.json,2024-07-18,89.589996,6.9874,-13.5395,-6.1614,-28.4184,-15.8500
2024Q3,NBTB,2024-07-22,0001140361-24-033739,$100M-$500M,151011000,33658000,13309040000,86158000,-75560000,21847000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,0.5,,,,,6,3,6,6,3190,39477,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/NBTB/NBTB_2024-07-22_000114036124033739.json,2024-07-23,45.919998,-0.7186,-4.4207,1.1977,-1.9599,-4.2683
2024Q3,NCNO,2024-08-27,0001902733-24-000150,$100M-$500M,113672000,-11243000,1340430000,-13856000,-1961000,31303000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,132.4,,,,,6,6,6,6,3506,27491,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/NCNO/NCNO_2024-08-27_000190273324000150.json,2024-08-28,29.750000,0.4706,-0.1008,5.1765,28.3697,42.0168
2024Q3,NDAQ,2024-07-25,0001193125-24-184292,$1B-$2B,1533000000,302000000,32294000000,-613000000,-133000000,565000000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,1200,,,,,6,2,6,6,4726,52050,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/NDAQ/NDAQ_2024-07-25_000119312524184292.json,2024-07-26,67.599998,-4.7337,3.2249,4.4231,8.9793,11.3018
2024Q3,NDLS,2024-08-07,0001275158-24-000083,$100M-$500M,126077000,-3115000,368095000,3755000,-10436000,7222000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,495,,,,,6,6,6,6,3429,27671,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/NDLS/NDLS_2024-08-07_000127515824000083.json,2024-08-08,11.600000,13.1034,4.1379,-8.2759,-20.6897,-17.2414
2024Q3,NDSN,2024-08-21,0000072331-24-000108,$1B-$2B,1260642000,104261000,5251770000,64822000,-393153000,287905000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,662,,,,,6,6,6,6,3550,19087,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/NDSN/NDSN_2024-08-21_000007233124000108.json,2024-08-22,253.919998,-1.4729,-2.3590,0.5789,-0.2245,-0.5356
2024Q3,NE,2024-07-31,0001628280-24-033765,$500M-$1B,610054000,108063000,5507437000,-170521000,-62734000,-63080000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,661,,,,,6,6,6,6,4464,26445,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/NE/NE_2024-07-31_000162828024033765.json,2024-08-01,47.029999,-15.6283,-21.2630,-23.3255,-23.1554,-32.8088
2024Q3,NEM,2024-07-24,0001164727-24-000035,$2B-$10B,2679000000,351000000,55506000000,-350000000,-342000000,4279000000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,55,,,,,6,6,6,6,3480,104285,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/NEM/NEM_2024-07-24_000116472724000035.json,2024-07-25,45.790001,2.7080,7.3160,14.1297,18.9779,26.0974
2024Q3,NEO,2024-07-29,0001077183-24-000106,$100M-$500M,119693000,-30795000,1681229000,1379000,23742000,-12692000,,not_scored,,,,,,,missing_required_data,guidance_revenue_millions,regex_fallback,165,12,,,,6,6,6,6,3235,30724,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/NEO/NEO_2024-07-29_000107718324000106.json,2024-07-30,15.890000,4.1535,5.4122,3.3354,-7.1743,-15.1668
2024Q3,NEOG,2024-07-30,0000950170-24-087499,$500M-$1B,580637000,-28442000,4508764000,-118333000,194163000,-49938000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct,regex_fallback,236.8,,,925,,6,5,6,6,3181,21250,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/NEOG/NEOG_2024-07-30_000095017024087499.json,2024-07-31,17.490000,-6.1178,-6.7467,-1.3722,-3.8879,-18.0103
2024Q3,NET,2024-08-01,0001477333-24-000069,$100M-$500M,290175000,-38082000,2759767000,1247000,15567000,36414000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,401,,,,,6,4,6,6,4514,32841,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/NET/NET_2024-08-01_000147733324000069.json,2024-08-02,79.500000,-3.6101,1.4214,-1.7484,-1.7484,10.3270
2024Q3,NEWT,2024-07-24,0001587987-24-000160,$100M-$500M,105929000,18550000,1429513000,186899000,-23898000,-116359000,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,,,1,1,6,5,4412,10541,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/NEWT/NEWT_2024-07-24_000158798724000160.json,2024-07-25,14.140000,-11.5983,-13.9321,-8.9109,-16.0538,-6.4356
2024Q3,NEWTG,2024-07-24,0001587987-24-000160,$100M-$500M,105929000,18550000,1429513000,186899000,-23898000,-116359000,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,,,1,1,6,5,4412,10541,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/NEWTG/NEWTG_2024-07-24_000158798724000160.json,2024-07-25,25.200001,-0.8333,-0.1984,1.2302,-0.2778,0.0000
2024Q3,NFE,2024-08-09,0001749723-24-000069,$500M-$1B,579131000,150206000,8223746000,43221000,-463268000,200140000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,90,,,,,6,6,6,6,3509,37056,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/NFE/NFE_2024-08-09_000174972324000069.json,2024-08-12,13.200000,-2.9545,-11.5151,-19.0152,-29.0909,-25.6818
2024Q3,NFLX,2024-07-18,0001065280-24-000199,$2B-$10B,8161503000,1305120000,48731992000,-374073000,-263653000,2178740000,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,,,6,6,6,6,4116,32362,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/NFLX/NFLX_2024-07-18_000106528024000199.json,2024-07-19,66.064003,-5.0981,-4.5850,4.2217,7.0038,4.0885
2024Q3,NGVT,2024-07-31,0001653477-24-000080,$100M-$500M,392600000,50700000,2623300000,-5600000,2500000,5300000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,390.6,,,,,6,6,6,6,4115,50223,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/NGVT/NGVT_2024-07-31_000165347724000080.json,2024-08-01,39.549999,-12.5917,-6.3211,-3.6410,-1.3906,5.3097
2024Q3,NI,2024-08-07,0001111711-24-000031,$1B-$2B,1966000000,333000000,31077200000,117300000,-727800000,683400000,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,,,6,6,6,1,3275,12544,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/NI/NI_2024-08-07_000111171124000031.json,2024-08-08,30.889999,4.0142,6.3775,8.2875,10.1327,13.8232
2024Q3,NJR,2024-08-06,0001140361-24-035795,$500M-$1B,748984000,115921000,6537496000,-55280000,-261737000,343121000,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,,,6,6,6,6,3991,74840,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/NJR/NJR_2024-08-06_000114036124035795.json,2024-08-07,44.080002,2.9038,4.0154,4.4238,2.8131,3.6524
2024Q3,NMIH,2024-07-30,0001547903-24-000138,$100M-$500M,136779000,74458000,2940507000,-17406000,-33751000,89835000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,162.1,,,,,6,5,6,6,3324,43049,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/NMIH/NMIH_2024-07-30_000154790324000138.json,2024-07-31,40.540001,-9.2995,-5.6487,1.3073,1.6033,-4.1194
2024Q3,NMRK,2024-08-02,0001690680-24-000021,$500M-$1B,520799000,-10350000,4471575000,498651000,-118059000,-398840000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,630,,,,,6,6,6,6,5362,78816,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/NMRK/NMRK_2024-08-02_000169068024000021.json,2024-08-05,11.180000,12.8801,23.1664,24.5975,33.6315,31.0376
2024Q3,NNBR,2024-08-07,0000918541-24-000113,$100M-$500M,127088000,-10175000,510885000,1251000,-3962000,226000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,485,,,,,6,6,6,6,4525,49557,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/NNBR/NNBR_2024-08-07_000091854124000113.json,2024-08-08,3.360000,11.6071,16.3691,2.6786,13.6905,10.1191
2024Q3,NOC,2024-07-25,0001133421-24-000050,$2B-$10B,9301000000,842000000,46544000000,929000000,-309000000,-702000000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,10200,,,,,6,6,6,6,3353,36890,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/NOC/NOC_2024-07-25_000113342124000050.json,2024-07-26,477.559998,3.1556,5.4737,7.2117,10.9515,9.6574
2024Q3,NOG,2024-07-29,0001104485-24-000142,$500M-$1B,582214000,340191000,4484255000,195458000,-461220000,269308000,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,,,3,3,5,2,2784,7176,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/NOG/NOG_2024-07-29_000110448524000142.json,2024-07-30,40.330002,-5.8765,-3.3722,-0.0496,-12.1994,-9.3727
2024Q3,NOVT,2024-08-06,0000950170-24-091213,$100M-$500M,219126000,18265000,1226056000,-25066000,-3620000,10245000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,236,,,,,6,6,6,6,3206,34244,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/NOVT/NOVT_2024-08-06_000095017024091213.json,2024-08-07,174.360001,3.9000,4.3875,-3.4182,0.3441,-5.5575
2024Q3,NPKI,2024-08-05,0000071829-24-000090,$100M-$500M,200030000,5620000,642336000,-30270000,921000,29444000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,30,,,,,6,5,6,6,4871,29646,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/NPKI/NPKI_2024-08-05_000007182924000090.json,2024-08-06,8.220000,-3.1630,0.6083,-8.5158,-13.2603,-20.0730
2024Q3,NPO,2024-08-06,0001164863-24-000029,$1B-$2B,1150600000,37400000,2499500000,-12000000,-14800000,58500000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,271.9,,,,,6,6,6,6,3331,35362,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/NPO/NPO_2024-08-06_000116486324000029.json,2024-08-07,155.639999,-0.7389,1.3814,-6.5343,3.5338,-4.4269
2024Q3,NRDS,2024-07-31,0001625278-24-000140,$100M-$500M,169600000,1700000,418600000,8100000,-7600000,16400000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct,regex_fallback,150.6,,,180,,6,6,6,6,3910,24557,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/NRDS/NRDS_2024-07-31_000162527824000140.json,2024-08-01,13.410000,-15.3617,-9.5078,-6.0403,-5.2200,12.3043
2024Q3,NRG,2024-08-08,0001013871-24-000014,$2B-$10B,7722000000,-1335000000,26038000000,2536000000,-2350000000,-1598000000,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,,,6,6,6,6,2913,57401,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/NRG/NRG_2024-08-08_000101387124000014.json,2024-08-09,77.690002,5.9853,6.3457,0.2960,20.4273,24.0829
2024Q3,NSC,2024-07-25,0001552781-24-000408,$2B-$10B,3132000000,466000000,41652000000,-686000000,-391000000,1173000000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,3000,,,,,6,3,6,6,3661,12686,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/NSC/NSC_2024-07-25_000155278124000408.json,2024-07-26,242.000000,-0.9587,-0.3512,0.1529,2.0372,4.7190
2024Q3,NSIT,2024-08-01,0001628280-24-033897,$2B-$10B,2323947000,49972000,6286350000,-140654000,-9106000,160160000,,not_scored,,,,,,,missing_required_data,guidance_revenue_millions,regex_fallback,453.4,-8,,,,6,6,6,6,3460,86134,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/NSIT/NSIT_2024-08-01_000162828024033897.json,2024-08-02,190.710007,-2.6323,8.4788,6.1087,10.7388,-8.2796
2024Q3,NSP,2024-08-01,0001000753-24-000043,$1B-$2B,1770000000,95000000,2120000000,-47000000,-9000000,40000000,,not_scored,,,,,,,missing_required_data,guidance_revenue_millions,regex_fallback,1600,1,,,,6,6,6,6,2869,21231,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/NSP/NSP_2024-08-01_000100075324000043.json,2024-08-02,93.300003,-2.9046,-0.6538,-1.2969,-7.5991,-15.5734
2024Q3,NSSC,2024-08-26,0001558370-24-012472,$100M-$500M,125339000,3084000,166654000,82000,-22713000,12416000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,50.3,,,,,6,1,6,4,3528,24522,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/NSSC/NSSC_2024-08-26_000155837024012472.json,2024-08-27,46.880001,-26.9838,-15.9130,-11.8601,-16.8089,-14.5478
2024Q3,NTAP,2024-08-28,0000950170-24-101383,$2B-$10B,6318000000,937000000,9818000000,-1017000000,-561000000,1211000000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct,regex_fallback,1540,,,1565,70,6,6,6,6,4279,42678,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/NTAP/NTAP_2024-08-28_000095017024101383.json,2024-08-29,125.080002,-8.3786,-4.5811,-1.2552,-3.7336,-2.1186
2024Q3,NTCT,2024-07-25,0001628280-24-032902,$500M-$1B,855575000,35874000,2820560000,-54165000,-68353000,296013000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,174.6,,,,,6,6,6,6,3472,25931,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/NTCT/NTCT_2024-07-25_000162828024032902.json,2024-07-26,20.510000,-12.1404,-4.4369,3.1204,5.1682,-0.2438
2024Q3,NTGR,2024-07-31,0000950170-24-088580,$100M-$500M,180908000,-9712000,847142000,2166000,-14597000,9122000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,143.9,,,,,6,6,6,6,3322,32694,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/NTGR/NTGR_2024-07-31_000095017024088580.json,2024-08-01,16.850000,-11.0386,-4.7478,-3.1454,19.0504,22.7300
2024Q3,NTNX,2024-08-28,0000950170-24-101375,$1B-$2B,1368685000,-99514000,2526915000,-136361000,-40873000,214094000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,1910,,,,,6,5,6,6,3618,32920,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/NTNX/NTNX_2024-08-28_000095017024101375.json,2024-08-29,60.990002,-1.3773,-5.8862,-2.8529,5.1320,9.3622
2024Q3,NTRA,2024-08-08,0001104659-24-087273,$100M-$500M,241756000,-136937000,1441699000,2301000,15870000,-81108000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,413.4,,,,,6,6,6,6,3657,34148,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/NTRA/NTRA_2024-08-08_000110465924087273.json,2024-08-09,105.550003,17.2714,10.1374,11.4732,24.9929,23.5339
2024Q3,NTRS,2024-07-17,0000073124-24-000203,$1B-$2B,1063600000,334600000,150783100000,-4597700000,4919200000,-164900000,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,,,6,0,6,6,4362,47021,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/NTRS/NTRS_2024-07-17_000007312424000203.json,2024-07-18,87.839996,0.8652,-5.5783,-0.7514,2.1744,10.0182
2024Q3,NUE,2024-07-22,0001193125-24-182285,$2B-$10B,8709980000,1136542000,35340499000,-920674000,-769783000,1207173000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,8080,,,,,6,6,6,6,3895,45596,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/NUE/NUE_2024-07-22_000119312524182285.json,2024-07-23,160.500000,-5.8878,-11.9315,-8.8972,-8.4112,-2.7352
2024Q3,NUS,2024-08-08,0001140361-24-036406,$100M-$500M,481462000,11376000,1806463000,1380000,-14696000,-22077000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,439.1,,,,,6,5,6,6,3364,23137,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/NUS/NUS_2024-08-08_000114036124036406.json,2024-08-09,10.710000,-8.9636,-13.2586,-31.8394,-39.7759,-39.7759
2024Q3,NVCR,2024-07-25,0001645113-24-000018,$100M-$500M,122182000,-53061000,1146129000,5204000,82287000,-16727000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,150,,,,,3,1,6,6,2866,13381,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/NVCR/NVCR_2024-07-25_000164511324000018.json,2024-07-26,19.360001,5.7851,-2.3244,-6.2500,-15.1343,-15.4442
2024Q3,NVDA,2024-08-28,0001045810-24-000262,$2B-$10B,7192000000,2043000000,65728000000,-380000000,-841000000,2911000000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct,regex_fallback,30000,,,32500,74.4,6,6,6,6,3986,39037,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/NVDA/NVDA_2024-08-28_000104581024000262.json,2024-08-29,121.360001,-12.2693,-6.5837,0.0659,15.7877,11.5194
2024Q3,NVR,2024-07-23,0000906163-24-000094,$2B-$10B,2178277000,344352000,6601757000,-28532000,-2915000,315522000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,2610,,,,,6,1,6,3,3151,12541,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/NVR/NVR_2024-07-23_000090616324000094.json,2024-07-24,8571.980469,-3.4548,-0.0462,8.7411,13.2493,10.1070
2024Q3,NVRI,2024-08-01,0000045876-24-000045,$500M-$1B,560705000,-9525000,2854698000,-2159000,-22539000,36912000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,610,,,,,6,6,6,6,3292,46862,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/NVRI/NVRI_2024-08-01_000004587624000045.json,2024-08-02,12.100000,-11.9008,-6.8595,-6.9421,-15.3719,-36.6942
2024Q3,NWE,2024-07-31,0001993004-24-000073,$100M-$500M,454542000,62530000,7280994000,-72456000,-136604000,213699000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,156.5,,,,,6,6,6,6,5123,82131,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/NWE/NWE_2024-07-31_000199300424000073.json,2024-08-01,53.950001,-3.9666,-1.1677,0.1483,6.0612,-0.0741
2024Q3,NWL,2024-07-26,0000814453-24-000102,$1B-$2B,1805000000,-102000000,12163000000,128000000,-68000000,-77000000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,2000,,,,,6,6,6,6,3542,50560,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/NWL/NWL_2024-07-26_000081445324000102.json,2024-07-29,8.970000,-17.6143,-17.5028,-20.5128,-14.9387,6.2430
2024Q3,NWN,2024-08-02,0001733998-24-000091,$100M-$500M,462423000,71671000,4592096000,11187000,-73018000,176861000,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,,,6,6,6,6,10150,28652,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/NWN/NWN_2024-08-02_000173399824000091.json,2024-08-05,39.330002,-1.7544,2.4155,0.9662,0.4831,-2.3138
2024Q3,NWS,2024-08-08,0001564708-24-000390,$2B-$10B,7446000000,157000000,16921000000,-382000000,-440000000,670000000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,2580,,,,,6,3,6,6,3550,58878,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/NWS/NWS_2024-08-08_000156470824000390.json,2024-08-09,28.450001,1.5817,1.7223,-2.8471,-4.3937,10.0879
2024Q3,NWSA,2024-08-08,0001564708-24-000390,$2B-$10B,7446000000,157000000,16921000000,-382000000,-440000000,670000000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,2580,,,,,6,3,6,6,3550,58878,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/NWSA/NWSA_2024-08-08_000156470824000390.json,2024-08-09,27.100000,2.6568,2.7675,-1.8450,-4.3911,7.6015
2024Q3,NXPI,2024-07-23,0001413447-24-000074,$2B-$10B,3121000000,615000000,24353000000,-198000000,-351000000,632000000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,3130,,,,,6,6,6,6,3191,27347,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/NXPI/NXPI_2024-07-23_000141344724000074.json,2024-07-24,260.769989,-9.7250,-4.8932,-3.1215,-11.0864,-11.2168
2024Q3,NXST,2024-08-08,0001193125-24-196469,$1B-$2B,1257000000,111000000,12078000000,-251000000,-36000000,494000000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,1270,,,,,6,3,6,6,2916,20831,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/NXST/NXST_2024-08-08_000119312524196469.json,2024-08-09,162.369995,2.9685,3.8616,0.2402,0.5050,16.0929
2024Q3,NXT,2024-08-01,0001852131-24-000010,$1B-$2B,1457592000,0,1419680000,-8656000,-5750000,-147113000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,2800,,,,,6,6,6,6,3455,20092,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/NXT/NXT_2024-08-01_000185213124000010.json,2024-08-02,43.400002,-10.1843,-9.1244,-14.2166,-12.3733,-8.2489
2024Q3,ODFL,2024-07-24,0000950170-24-085869,$500M-$1B,754096000,285038000,5512393000,-194180000,-199875000,415367000,,not_scored,,,,,,,missing_required_data,quarter_revenue_millions;quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,,,,,,6,1,6,6,2916,16786,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/ODFL/ODFL_2024-07-24_000095017024085869.json,2024-07-25,194.649994,-0.2004,-0.8477,2.2964,0.7809,-3.0722
2024Q3,OEC,2024-08-01,0001609804-24-000024,$500M-$1B,500700000,42300000,1833400000,-62500000,-30500000,108100000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,477,,,,,6,5,6,6,3562,33579,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/OEC/OEC_2024-08-01_000160980424000024.json,2024-08-02,19.500000,-8.3590,-10.2051,-8.8718,-11.0769,-23.1282
2024Q3,OFIX,2024-08-06,0000950170-24-091199,$100M-$500M,175204000,-60938000,925315000,15983000,17084000,-34020000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct,regex_fallback,198.6,,,795,,6,6,6,6,16164,37211,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/OFIX/OFIX_2024-08-06_000095017024091199.json,2024-08-07,17.450001,-5.8453,0.2292,-6.9341,-13.5244,1.4900
2024Q3,OGS,2024-08-05,0001587732-24-000049,$1B-$2B,1530268000,102621000,7770994000,-310388000,-149879000,469066000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,1.6,,,,,6,6,6,6,3547,32082,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/OGS/OGS_2024-08-05_000158773224000049.json,2024-08-06,66.839996,0.0299,3.1119,4.3387,7.7947,4.6828
2024Q3,OI,2024-07-30,0001104659-24-083994,$2B-$10B,3366000000,206000000,9425000000,-16000000,-98000000,-193000000,,not_scored,,,,,,,missing_required_data,quarter_revenue_yoy_pct;guidance_revenue_millions,regex_fallback,1700,,,,,6,6,6,6,3527,29271,Growth/earnings_8k_sec_parser/local_extractions_2024Q3/OI/OI_2024-07-30_000110465924083994.json,2024-07-31,11.410000,-0.2629,5.0833,11.2182,14.9869,9.0272
