quarter,ticker,cik,asof_date
2024Q3,A,1090872,2024-08-21
2024Q3,AAP,1158449,2024-08-22
2024Q3,AAT,1500217,2024-07-30
2024Q3,ABG,1144980,2024-08-02
2024Q3,ABM,771497,2024-09-06
2024Q3,ABNB,1559720,2024-08-06
2024Q3,ACA,1739445,2024-08-01
2024Q3,ACAD,1070494,2024-08-06
2024Q3,ACCO,712034,2024-08-01
2024Q3,ACDC,0001881487,2024-08-08
2024Q3,ACGL,947484,2024-07-30
2024Q3,ACH,75252,2024-07-23
2024Q3,ACIW,935036,2024-08-01
2024Q3,ACLS,1113232,2024-07-09
2024Q3,ACT,1823529,2024-07-31
2024Q3,ACVA,1637873,2024-08-07
2024Q3,ADBE,796343,2024-09-12
2024Q3,ADEA,1803696,2024-08-06
2024Q3,ADI,6281,2024-08-21
2024Q3,ADNT,1670541,2024-08-06
2024Q3,ADSK,769397,2024-08-29
2024Q3,ADTN,926282,2024-08-06
2024Q3,ADUS,1468328,2024-08-05
2024Q3,ADV,1776661,2024-08-07
2024Q3,AEE,1002910,2024-08-01
2024Q3,AEIS,927003,2024-07-30
2024Q3,AEO,919012,2024-08-29
2024Q3,AEP,4904,2024-07-30
2024Q3,AES,874761,2024-08-01
2024Q3,AESI,0001984060,2024-08-05
2024Q3,AFL,4977,2024-07-31
2024Q3,AFRM,1820953,2024-08-28
2024Q3,AGX,100591,2024-09-05
2024Q3,AGYS,78749,2024-07-22
2024Q3,AHCO,1725255,2024-08-06
2024Q3,AHR,1632970,2024-08-05
2024Q3,AHRT,1569187,2024-08-07
2024Q3,AI,1577526,2024-09-04
2024Q3,AIOT,1774170,2024-08-05
2024Q3,AJG,354190,2024-07-25
2024Q3,AKAM,1086222,2024-08-08
2024Q3,ALB,915913,2024-07-31
2024Q3,ALG,897077,2024-07-31
2024Q3,ALGM,866291,2024-07-23
2024Q3,ALGN,1097149,2024-07-24
2024Q3,ALGT,1362468,2024-07-31
2024Q3,ALKS,1520262,2024-07-24
2024Q3,ALLE,1579241,2024-07-24
2024Q3,ALRM,1459200,2024-08-08
2024Q3,ALTG,1759824,2024-08-07
2024Q3,AMC,1411579,2024-07-22
2024Q3,AMCX,1514991,2024-08-09
2024Q3,AMD,2488,2024-07-30
2024Q3,AME,1037868,2024-08-01
2024Q3,AMGN,318154,2024-08-06
2024Q3,AMKR,1047127,2024-07-29
2024Q3,AMN,1142750,2024-08-08
2024Q3,AMPH,1297184,2024-08-07
2024Q3,AMR,1704715,2024-08-05
2024Q3,AMRX,1723128,2024-08-09
2024Q3,AMT,1053507,2024-07-30
2024Q3,AMWD,794619,2024-08-27
2024Q3,ANDE,821026,2024-08-06
2024Q3,ANET,1596532,2024-07-30
2024Q3,ANF,1018840,2024-08-29
2024Q3,ANGI,1705110,2024-08-15
2024Q3,ANGO,1275187,2024-07-16
2024Q3,AON,315293,2024-07-26
2024Q3,AOS,91142,2024-07-23
2024Q3,AOSL,1387467,2024-08-07
2024Q3,APAM,1517302,2024-07-23
2024Q3,APD,2969,2024-08-01
2024Q3,APEI,1201792,2024-08-06
2024Q3,APH,820313,2024-07-24
2024Q3,APLE,1418121,2024-08-05
2024Q3,APO,0001858681,2024-08-01
2024Q3,APP,1751008,2024-08-07
2024Q3,APPF,1433195,2024-07-25
2024Q3,APPN,1441683,2024-08-01
2024Q3,APTV,1521332,2024-08-01
2024Q3,ARCB,894405,2024-08-02
2024Q3,ARES,1176948,2024-08-02
2024Q3,ARLO,1736946,2024-08-08
2024Q3,ARLP,1086600,2024-07-29
2024Q3,AROC,1389050,2024-07-22
2024Q3,ARRY,1820721,2024-08-08
2024Q3,ARWR,879407,2024-08-08
2024Q3,ASAN,1477720,2024-09-03
2024Q3,ASB,7789,2024-07-25
2024Q3,ASGN,890564,2024-07-24
2024Q3,ASIX,1673985,2024-08-02
2024Q3,ASO,1817358,2024-09-10
2024Q3,ASTH,1083446,2024-08-07
2024Q3,ATKR,1666138,2024-08-06
2024Q3,ATMU,0001921963,2024-08-02
2024Q3,ATNI,879585,2024-07-25
2024Q3,ATO,731802,2024-08-07
2024Q3,ATRO,8063,2024-08-01
2024Q3,AVA,104918,2024-08-07
2024Q3,AVAV,1368622,2024-09-04
2024Q3,AVB,915912,2024-08-01
2024Q3,AVD,5981,2024-08-09
2024Q3,AVNS,1606498,2024-07-31
2024Q3,AVNT,1122976,2024-08-06
2024Q3,AVNW,1377789,2024-09-11
2024Q3,AVY,8818,2024-07-23
2024Q3,AWK,1410636,2024-07-31
2024Q3,AWR,1056903,2024-08-06
2024Q3,AXON,1069183,2024-08-06
2024Q3,AXP,4962,2024-07-19
2024Q3,AZZ,8947,2024-07-10
2024Q3,BALL,9389,2024-08-01
2024Q3,BANC,1169770,2024-07-23
2024Q3,BARK,1819574,2024-08-07
2024Q3,BAX,10456,2024-08-06
2024Q3,BBBY,1130713,2024-07-29
2024Q3,BBSI,902791,2024-07-31
2024Q3,BBT,1108134,2024-07-18
2024Q3,BBY,764478,2024-08-29
2024Q3,BCC,1328581,2024-08-05
2024Q3,BCO,78890,2024-08-07
2024Q3,BCPC,9326,2024-07-26
2024Q3,BDC,913142,2024-08-01
2024Q3,BDN,790816,2024-07-24
2024Q3,BDX,10795,2024-08-01
2024Q3,BE,1664703,2024-08-08
2024Q3,BEN,38777,2024-07-26
2024Q3,BFH,1101215,2024-07-25
2024Q3,BGS,1278027,2024-08-06
2024Q3,BHE,863436,2024-07-30
2024Q3,BHF,1685040,2024-08-07
2024Q3,BHFAL,1685040,2024-08-07
2024Q3,BHFAM,1685040,2024-08-07
2024Q3,BHFAN,1685040,2024-08-07
2024Q3,BHFAO,1685040,2024-08-07
2024Q3,BHFAP,1685040,2024-08-07
2024Q3,BHR,1574085,2024-07-31
2024Q3,BIIB,875045,2024-08-01
2024Q3,BKH,1130464,2024-07-31
2024Q3,BKNG,1075531,2024-08-01
2024Q3,BKR,1701605,2024-07-25
2024Q3,BLBD,1589526,2024-08-07
2024Q3,BLDR,1316835,2024-08-06
2024Q3,BLKB,1280058,2024-07-30
2024Q3,BLMN,1546417,2024-08-06
2024Q3,BMBL,1830043,2024-08-07
2024Q3,BMI,9092,2024-07-19
2024Q3,BMRN,1048477,2024-08-05
2024Q3,BNED,1634117,2024-07-01
2024Q3,BNL,1424182,2024-07-02
2024Q3,BOOT,1610250,2024-08-07
2024Q3,BOX,1372612,2024-08-27
2024Q3,BPOP,763901,2024-07-24
2024Q3,BR,1383312,2024-08-06
2024Q3,BRKR,1109354,2024-08-06
2024Q3,BRO,79282,2024-07-22
2024Q3,BRSP,1717547,2024-07-30
2024Q3,BSX,885725,2024-07-24
2024Q3,BSY,1031308,2024-08-06
2024Q3,BTSG,0001865782,2024-08-02
2024Q3,BTSGU,0001865782,2024-08-02
2024Q3,BTU,1064728,2024-08-01
2024Q3,BV,1734713,2024-07-31
2024Q3,BVS,1665988,2024-08-06
2024Q3,BWIN,1781755,2024-08-06
2024Q3,BWXT,1486957,2024-08-05
2024Q3,BX,1393818,2024-07-18
2024Q3,BXC,1301787,2024-07-30
2024Q3,BXP,1037540,2024-07-30
2024Q3,BZH,915840,2024-08-01
2024Q3,CABO,1632127,2024-08-01
2024Q3,CACC,885550,2024-07-31
2024Q3,CAG,23217,2024-07-11
2024Q3,CAKE,887596,2024-07-31
2024Q3,CAL,14707,2024-09-12
2024Q3,CALM,16160,2024-07-23
2024Q3,CALX,1406666,2024-07-22
2024Q3,CALY,837465,2024-08-07
2024Q3,CAR,723612,2024-08-05
2024Q3,CARG,1494259,2024-08-08
2024Q3,CARR,1783180,2024-07-25
2024Q3,CARS,1683606,2024-08-08
2024Q3,CASH,907471,2024-07-24
2024Q3,CBL,910612,2024-08-09
2024Q3,CBOE,1374310,2024-08-02
2024Q3,CBRL,1067294,2024-09-19
2024Q3,CBT,16040,2024-08-05
2024Q3,CBZ,944148,2024-07-31
2024Q3,CC,1627223,2024-08-01
2024Q3,CCC,1818201,2024-07-30
