quarter,ticker,cik,asof_date
2024Q2,CCS,1576940,2024-04-24
2024Q2,CDE,215466,2024-05-01
2024Q2,CDNS,813672,2024-04-22
2024Q2,CDP,860546,2024-04-25
2024Q2,CDRE,1860543,2024-05-07
2024Q2,CDW,1402057,2024-05-01
2024Q2,CECO,3197,2024-04-30
2024Q2,CELH,1341766,2024-05-07
2024Q2,CENX,949157,2024-05-01
2024Q2,CF,1324404,2024-05-01
2024Q2,CFG,759944,2024-04-17
2024Q2,CFLT,1699838,2024-05-07
2024Q2,CGNX,851205,2024-05-02
2024Q2,CHD,313927,2024-05-02
2024Q2,CHDN,20212,2024-04-24
2024Q2,CHEF,1517175,2024-05-01
2024Q2,CHRD,1486159,2024-05-07
2024Q2,CHRW,1043277,2024-05-01
2024Q2,CIEN,936395,2024-06-06
2024Q2,CINF,20286,2024-04-25
2024Q2,CL,21665,2024-04-26
2024Q2,CLB,0001958086,2024-04-24
2024Q2,CLNE,1368265,2024-05-09
2024Q2,CLW,1441236,2024-04-29
2024Q2,CLX,21076,2024-04-30
2024Q2,CMCO,1005229,2024-05-29
2024Q2,CME,1156375,2024-04-24
2024Q2,CMG,1058090,2024-04-24
2024Q2,CMI,26172,2024-05-02
2024Q2,CMP,1227654,2024-05-07
2024Q2,CMS,811156,2024-04-25
2024Q2,CNDT,1677703,2024-05-01
2024Q2,CNK,1385280,2024-05-02
2024Q2,CNMD,816956,2024-04-24
2024Q2,CNNE,1704720,2024-05-09
2024Q2,CNO,1224608,2024-04-29
2024Q2,CNP,1130310,2024-04-30
2024Q2,CNR,1710366,2024-05-07
2024Q2,CNTY,911147,2024-05-09
2024Q2,CNX,1070412,2024-04-25
2024Q2,CNXC,1803599,2024-06-26
2024Q2,CNXN,1050377,2024-05-01
2024Q2,COCO,1482981,2024-05-01
2024Q2,CODI,1345126,2024-05-01
2024Q2,COF,927628,2024-04-25
2024Q2,COHR,820318,2024-05-06
2024Q2,COIN,1679788,2024-05-02
2024Q2,COKE,317540,2024-05-06
2024Q2,COLL,1267565,2024-05-09
2024Q2,COLM,1050797,2024-04-25
2024Q2,COMP,1563190,2024-05-08
2024Q2,COO,711404,2024-05-30
2024Q2,COOK,1857853,2024-05-08
2024Q2,CORT,1088856,2024-05-01
2024Q2,CORZ,1839341,2024-05-08
2024Q2,CPAY,1175454,2024-05-08
2024Q2,CPB,16732,2024-06-05
2024Q2,CPK,19745,2024-05-08
2024Q2,CRAI,1053706,2024-05-02
2024Q2,CRC,1609253,2024-05-07
2024Q2,CRCT,1828962,2024-05-07
2024Q2,CRDO,0001807794,2024-05-29
2024Q2,CRH,849395,2024-05-10
2024Q2,CRI,1060822,2024-04-26
2024Q2,CRK,23194,2024-05-01
2024Q2,CRL,1100682,2024-05-09
2024Q2,CRM,1108524,2024-05-29
2024Q2,CRNC,1768267,2024-05-09
2024Q2,CROX,1334036,2024-05-07
2024Q2,CRSP,1674416,2024-05-08
2024Q2,CRSR,1743759,2024-05-07
2024Q2,CRTO,1576427,2024-05-02
2024Q2,CRUS,772406,2024-05-07
2024Q2,CRVL,874866,2024-05-22
2024Q2,CSGP,1057352,2024-04-23
2024Q2,CSGS,1005757,2024-05-01
2024Q2,CSX,277948,2024-04-17
2024Q2,CTEV,1793229,2024-05-08
2024Q2,CTLP,896429,2024-05-09
2024Q2,CTOS,1709682,2024-05-02
2024Q2,CTRA,858470,2024-05-02
2024Q2,CTRI,0001981599,2024-05-08
2024Q2,CTRN,1318484,2024-05-31
2024Q2,CTS,26058,2024-05-01
2024Q2,CTSH,1058290,2024-05-01
2024Q2,CTVA,1755672,2024-05-01
2024Q2,CVCO,278166,2024-05-24
2024Q2,CVGI,1290900,2024-05-06
2024Q2,CVGW,1133470,2024-06-10
2024Q2,CVI,1376139,2024-04-29
2024Q2,CVLG,928658,2024-04-24
2024Q2,CVLT,1169561,2024-04-30
2024Q2,CVNA,1690820,2024-05-01
2024Q2,CVSA,730464,2024-05-02
2024Q2,CWH,1669779,2024-05-01
2024Q2,CWK,1628369,2024-04-29
2024Q2,CWST,911177,2024-04-25
2024Q2,CWT,1035201,2024-04-25
2024Q2,CXM,1569345,2024-06-05
2024Q2,CXW,1070985,2024-05-09
2024Q2,CYH,1108109,2024-04-24
2024Q2,CZR,1590895,2024-04-30
2024Q2,D,715957,2024-05-02
2024Q2,DAN,26780,2024-04-30
2024Q2,DASH,1792789,2024-05-01
2024Q2,DBD,28823,2024-05-02
2024Q2,DBI,1319947,2024-06-04
2024Q2,DBX,1467623,2024-05-09
2024Q2,DCGO,1822359,2024-05-08
2024Q2,DCH,1062231,2024-05-03
2024Q2,DCO,30305,2024-05-08
2024Q2,DD,1666700,2024-05-01
2024Q2,DDOG,1561550,2024-05-07
2024Q2,DECK,910521,2024-05-23
2024Q2,DEI,1364250,2024-05-07
2024Q2,DFIN,1669811,2024-05-01
2024Q2,DG,29534,2024-05-30
2024Q2,DGII,854775,2024-05-01
2024Q2,DGX,1022079,2024-04-23
2024Q2,DHR,313616,2024-04-23
2024Q2,DIN,49754,2024-05-08
2024Q2,DIOD,29002,2024-05-09
2024Q2,DK,1694426,2024-05-07
2024Q2,DLR,1297996,2024-05-02
2024Q2,DLTR,935703,2024-06-05
2024Q2,DLX,27996,2024-05-01
2024Q2,DNOW,1599617,2024-05-10
2024Q2,DNUT,1857154,2024-05-09
2024Q2,DOC,765880,2024-04-25
2024Q2,DOCN,1582961,2024-05-10
2024Q2,DOCU,1261333,2024-06-06
2024Q2,DOV,29905,2024-04-25
2024Q2,DPZ,1286681,2024-04-29
2024Q2,DRH,1298946,2024-05-02
2024Q2,DRI,940944,2024-06-20
2024Q2,DRS,1833756,2024-05-01
2024Q2,DRVN,1804745,2024-05-02
2024Q2,DSGR,703604,2024-05-02
2024Q2,DTE,936340,2024-04-25
2024Q2,DUK,1326160,2024-05-07
2024Q2,DUOL,1562088,2024-05-08
2024Q2,DVA,927066,2024-05-02
2024Q2,DVN,1090012,2024-05-01
2024Q2,DXLG,813298,2024-05-30
2024Q2,DXPE,1020710,2024-05-09
2024Q2,DY,67215,2024-05-22
2024Q2,EA,712515,2024-05-07
2024Q2,EAT,703351,2024-04-30
2024Q2,EBAY,1065088,2024-05-01
2024Q2,EBF,33002,2024-04-23
2024Q2,EBS,1367644,2024-05-01
2024Q2,ECL,31462,2024-04-30
2024Q2,ECPG,1084961,2024-05-08
2024Q2,ECVT,1708035,2024-05-02
2024Q2,ED,1047862,2024-05-02
2024Q2,EE,0001888447,2024-05-08
2024Q2,EEFT,1029199,2024-05-01
2024Q2,EEX,1579214,2024-05-07
2024Q2,EFX,33185,2024-04-17
2024Q2,EG,1095073,2024-04-29
2024Q2,EHAB,0001803737,2024-05-08
2024Q2,EIG,1379041,2024-04-25
2024Q2,EIX,827052,2024-04-30
2024Q2,EMBC,0001872789,2024-05-09
2024Q2,EME,105634,2024-04-25
2024Q2,EMR,32604,2024-05-08
2024Q2,ENOV,1420800,2024-05-02
2024Q2,ENPH,1463101,2024-04-23
2024Q2,ENR,1632790,2024-05-07
2024Q2,ENS,1289308,2024-05-22
2024Q2,ENSG,1125376,2024-05-01
2024Q2,ENTG,1101302,2024-05-01
2024Q2,ENVA,1529864,2024-04-23
2024Q2,EPAM,1352010,2024-05-09
2024Q2,EPC,1096752,2024-05-08
2024Q2,EPM,1006655,2024-05-07
2024Q2,EQIX,1101239,2024-05-08
2024Q2,EQR,906107,2024-04-23
2024Q2,ERIE,922621,2024-04-25
2024Q2,ES,72741,2024-05-01
2024Q2,ESE,866706,2024-05-09
2024Q2,ESRT,1541401,2024-04-24
2024Q2,ESS,920522,2024-04-30
2024Q2,ETN,1551182,2024-04-30
2024Q2,ETR,65984,2024-04-18
2024Q2,EVCM,1853145,2024-05-09
2024Q2,EVER,1640428,2024-05-06
2024Q2,EVH,1628908,2024-05-09
2024Q2,EVRG,1711269,2024-05-09
2024Q2,EVTC,1559865,2024-05-01
2024Q2,EW,1099800,2024-04-25
2024Q2,EXAS,1124140,2024-05-08
2024Q2,EXC,1109357,2024-05-02
2024Q2,EXE,895126,2024-04-30
2024Q2,EXEL,939767,2024-04-30
2024Q2,EXLS,1297989,2024-05-02
2024Q2,EXPD,746515,2024-05-07
2024Q2,EXPE,1324424,2024-05-02
2024Q2,EXPI,1495932,2024-05-01
2024Q2,EXR,1289490,2024-04-30
2024Q2,EXTR,1078271,2024-05-01
2024Q2,EYE,1710155,2024-05-08
2024Q2,EZPW,876523,2024-05-01
2024Q2,FA,1210677,2024-05-09
2024Q2,FAST,815556,2024-04-11
2024Q2,FBP,1057706,2024-04-23
2024Q2,FCFS,840489,2024-04-25
2024Q2,FDP,1047340,2024-05-02
2024Q2,FDS,1013237,2024-06-21
2024Q2,FE,1031296,2024-04-25
2024Q2,FELE,38725,2024-04-30
2024Q2,FET,1401257,2024-05-03
2024Q2,FFIV,1048695,2024-04-29
2024Q2,FG,0001934850,2024-05-08
2024Q2,FHB,36377,2024-04-26
2024Q2,FICO,814547,2024-04-25
2024Q2,FIGS,1846576,2024-05-09
2024Q2,FIS,1136893,2024-05-06
2024Q2,FISV,798354,2024-04-23
2024Q2,FIVE,1177609,2024-06-05
2024Q2,FIVN,1288847,2024-05-02
2024Q2,FIX,1035983,2024-04-25
2024Q2,FLNC,0001868941,2024-04-12
2024Q2,FLR,1124198,2024-05-03
2024Q2,FLXS,37472,2024-04-29
2024Q2,FN,1408710,2024-05-06
2024Q2,FNKO,1704711,2024-05-09
2024Q2,FOR,1406587,2024-04-18
2024Q2,FORM,1039399,2024-05-01
2024Q2,FORR,1023313,2024-04-30
2024Q2,FOXF,1424929,2024-05-02
2024Q2,FRSH,1544522,2024-05-01
2024Q2,FRT,34903,2024-05-02
2024Q2,FSLR,1274494,2024-05-01
2024Q2,FSTR,352825,2024-05-07
2024Q2,FTAI,1590364,2024-04-25
2024Q2,FTDR,1727263,2024-05-02
2024Q2,FTNT,1262039,2024-05-02
2024Q2,FTRE,0001965040,2024-05-13
2024Q2,FTV,1659166,2024-04-24
2024Q2,FUBO,1484769,2024-05-03
2024Q2,FWONA,1560385,2024-05-08
2024Q2,FWONK,1560385,2024-05-08
2024Q2,FWRD,912728,2024-05-09
2024Q2,FWRG,1789940,2024-05-07
2024Q2,GATX,40211,2024-04-23
2024Q2,GBTG,1820872,2024-05-07
2024Q2,GBX,923120,2024-04-05
2024Q2,GCO,18498,2024-05-31
2024Q2,GD,40533,2024-04-24
2024Q2,GDDY,1609711,2024-05-02
2024Q2,GDEN,1071255,2024-05-08
2024Q2,GDOT,1386278,2024-05-09
2024Q2,GDRX,1809519,2024-05-09
2024Q2,GEF,43920,2024-06-07
2024Q2,GEHC,0001932393,2024-04-30
2024Q2,GEN,849399,2024-05-09
2024Q2,GEO,923796,2024-05-13
2024Q2,GETY,0001898496,2024-05-09
2024Q2,GEV,0001996810,2024-04-25
2024Q2,GFF,50725,2024-05-08
2024Q2,GH,1576280,2024-05-09
2024Q2,GHC,104889,2024-05-01
2024Q2,GHM,716314,2024-06-07
2024Q2,GIC,945114,2024-04-30
2024Q2,GIII,821002,2024-06-06
2024Q2,GILD,882095,2024-04-25
2024Q2,GIS,40704,2024-06-26
2024Q2,GL,320335,2024-04-22
2024Q2,GLPI,1575965,2024-04-26
2024Q2,GLW,24741,2024-04-30
2024Q2,GNE,1528356,2024-05-08
2024Q2,GNTX,355811,2024-04-26
2024Q2,GNW,1276520,2024-05-01
2024Q2,GO,1771515,2024-05-07
2024Q2,GOLD,1591588,2024-05-09
2024Q2,GOLF,1672013,2024-05-07
2024Q2,GPC,40987,2024-04-18
2024Q2,GPI,1031203,2024-04-24
2024Q2,GPN,1123360,2024-05-01
2024Q2,GPOR,874499,2024-04-30
2024Q2,GRBK,1373670,2024-05-01
2024Q2,GRC,42682,2024-04-25
2024Q2,GRMN,1121788,2024-05-01
2024Q2,GRPN,1490281,2024-05-09
2024Q2,GT,42582,2024-05-06
2024Q2,GTLB,1653482,2024-06-03
2024Q2,GTLS,892553,2024-05-03
2024Q2,GTM,1794515,2024-05-07
2024Q2,GTX,1735707,2024-04-25
2024Q2,GWW,277135,2024-04-25
2024Q2,HAE,313143,2024-05-09
2024Q2,HAIN,910406,2024-05-08
2024Q2,HAL,45012,2024-04-23
2024Q2,HALO,1159036,2024-05-07
2024Q2,HAS,46080,2024-04-24
2024Q2,HBAN,49196,2024-04-19
2024Q2,HBANL,49196,2024-04-19
2024Q2,HBANP,49196,2024-04-19
2024Q2,HBB,1709164,2024-05-07
2024Q2,HCC,1691303,2024-05-01
2024Q2,HCI,1400810,2024-05-08
2024Q2,HCSG,731012,2024-04-24
2024Q2,HE,354707,2024-05-10
2024Q2,HELE,916789,2024-04-24
2024Q2,HG,0001593275,2024-05-08
2024Q2,HGV,1674168,2024-05-09
2024Q2,HIG,874766,2024-04-25
2024Q2,HII,1501585,2024-05-02
2024Q2,HIMS,1773751,2024-05-06
2024Q2,HLF,1180262,2024-05-01
2024Q2,HLIO,1024795,2024-05-08
2024Q2,HLIT,851310,2024-04-08
2024Q2,HLMN,1822492,2024-05-07
2024Q2,HLNE,1433642,2024-05-23
2024Q2,HLT,1585689,2024-04-24
2024Q2,HLX,866829,2024-04-25
2024Q2,HMN,850141,2024-05-08
2024Q2,HNI,48287,2024-04-29
2024Q2,HON,773840,2024-04-25
2024Q2,HOV,357294,2024-05-22
2024Q2,HP,46765,2024-04-24
2024Q2,HPP,1482512,2024-05-01
2024Q2,HQY,1428336,2024-06-03
2024Q2,HRI,1364479,2024-04-23
2024Q2,HRL,48465,2024-05-30
2024Q2,HRMY,1802665,2024-04-30
2024Q2,HRTG,1598665,2024-05-02
2024Q2,HSIC,1000228,2024-05-07
2024Q2,HST,1070750,2024-05-01
2024Q2,HSY,47111,2024-05-03
2024Q2,HTH,1265131,2024-04-18
2024Q2,HTLD,799233,2024-04-30
2024Q2,HTO,766829,2024-04-26
2024Q2,HTZ,1657853,2024-04-25
2024Q2,HUBB,48898,2024-04-30
2024Q2,HUBS,1404655,2024-05-08
2024Q2,HURC,315374,2024-06-07
2024Q2,HVT,216085,2024-05-01
2024Q2,HWKN,46250,2024-05-15
2024Q2,HWM,4281,2024-05-02
2024Q2,HY,1173514,2024-05-07
2024Q2,HZO,1057060,2024-04-25
2024Q2,IAC,1800227,2024-05-07
2024Q2,IART,917520,2024-05-06
2024Q2,IBP,1580905,2024-05-09
2024Q2,ICE,1571949,2024-05-02
2024Q2,ICFI,1362004,2024-05-02
2024Q2,ICHR,1652535,2024-05-07
2024Q2,ICUI,883984,2024-05-07
2024Q2,IDXX,874716,2024-05-01
2024Q2,IEP,813762,2024-05-08
2024Q2,IESC,1048268,2024-05-03
2024Q2,IEX,832101,2024-04-24
2024Q2,IFF,51253,2024-05-06
2024Q2,IIIV,1728688,2024-05-10
2024Q2,ILMN,1110803,2024-05-02
2024Q2,INSW,1679049,2024-05-08
2024Q2,INTA,1565687,2024-05-07
2024Q2,IONS,874015,2024-05-07
2024Q2,IOSP,1054905,2024-05-10
2024Q2,IP,51434,2024-04-25
2024Q2,IPAR,822663,2024-04-24
2024Q2,IPGP,1111928,2024-04-30
2024Q2,IQV,1478242,2024-05-02
2024Q2,IR,1699150,2024-05-02
2024Q2,IRDM,1418819,2024-04-18
2024Q2,IRM,1020569,2024-05-02
2024Q2,IRT,1466085,2024-04-24
2024Q2,IRTC,1388658,2024-05-02
2024Q2,IRWD,1446847,2024-05-09
2024Q2,ISRG,1035267,2024-04-18
2024Q2,IT,749251,2024-04-30
2024Q2,ITW,49826,2024-04-30
2024Q2,IVZ,914208,2024-04-23
2024Q2,J,52988,2024-05-07
2024Q2,JACK,807882,2024-05-14
2024Q2,JAZZ,1232524,2024-05-01
2024Q2,JBGS,1689796,2024-04-30
2024Q2,JBI,1839839,2024-05-09
2024Q2,JBLU,1158463,2024-04-23
2024Q2,JBSS,880117,2024-05-01
2024Q2,JBTM,1433660,2024-05-01
2024Q2,JELD,1674335,2024-05-06
2024Q2,JILL,1687932,2024-06-07
2024Q2,JKHY,779152,2024-04-29
2024Q2,JRVR,1620459,2024-05-08
2024Q2,KAI,886346,2024-04-30
2024Q2,KALU,811596,2024-04-24
2024Q2,KBH,795266,2024-06-18
2024Q2,KDP,1418135,2024-04-25
2024Q2,KE,1606757,2024-05-07
2024Q2,KELYA,55135,2024-05-09
2024Q2,KEQU,55529,2024-06-26
2024Q2,KEY,91576,2024-04-18
2024Q2,KEYS,1601046,2024-05-20
2024Q2,KFRC,930420,2024-04-29
2024Q2,KFY,56679,2024-06-13
2024Q2,KGS,0001767042,2024-05-08
2024Q2,KIM,879101,2024-05-02
2024Q2,KKR,1404912,2024-05-01
2024Q2,KLAC,319201,2024-04-25
2024Q2,KLIC,56978,2024-05-01
2024Q2,KLXE,1738827,2024-05-07
2024Q2,KMI,1506307,2024-04-17
2024Q2,KMT,55242,2024-05-08
2024Q2,KN,1587523,2024-05-01
2024Q2,KNF,0001955520,2024-05-07
2024Q2,KNTK,1692787,2024-05-09
2024Q2,KOP,1315257,2024-05-03
2024Q2,KOS,1509991,2024-05-07
2024Q2,KRG,1286043,2024-04-30
2024Q2,KRO,1257640,2024-05-08
2024Q2,KSS,885639,2024-05-30
2024Q2,KTB,1760965,2024-05-02
2024Q2,KTOS,1069258,2024-05-07
2024Q2,KVUE,0001944048,2024-05-07
2024Q2,KW,1408100,2024-05-08
2024Q2,KWR,81362,2024-05-02
2024Q2,L,60086,2024-05-06
2024Q2,LAUR,912766,2024-05-02
2024Q2,LBRDA,1611983,2024-05-08
2024Q2,LBRDK,1611983,2024-05-08
2024Q2,LBTYA,1570585,2024-05-01
2024Q2,LBTYK,1570585,2024-05-01
2024Q2,LC,1409970,2024-04-30
2024Q2,LCID,1811210,2024-04-09
2024Q2,LCII,763744,2024-05-08
2024Q2,LCUT,874396,2024-05-09
2024Q2,LDOS,1336920,2024-04-30
2024Q2,LE,799288,2024-06-05
2024Q2,LECO,59527,2024-04-25
2024Q2,LEG,58492,2024-04-30
2024Q2,LESL,1821806,2024-05-08
2024Q2,LFCR,1005286,2024-04-01
2024Q2,LFST,1845257,2024-05-09
2024Q2,LFUS,889331,2024-04-30
2024Q2,LGIH,1580670,2024-04-30
2024Q2,LH,920148,2024-04-25
2024Q2,LHX,202058,2024-04-25
2024Q2,LII,1069202,2024-04-24
2024Q2,LILA,1712184,2024-05-07
2024Q2,LILAK,1712184,2024-05-07
2024Q2,LIN,1707925,2024-05-02
2024Q2,LITE,1633978,2024-05-06
2024Q2,LIVN,1639691,2024-05-01
2024Q2,LKQ,1065696,2024-04-23
2024Q2,LLY,59478,2024-04-30
2024Q2,LMB,1606163,2024-05-08
2024Q2,LNT,352541,2024-05-03
2024Q2,LNTH,1521036,2024-05-02
2024Q2,LOCO,1606366,2024-05-02
2024Q2,LOGI,1032975,2024-04-30
2024Q2,LOPE,1434588,2024-05-07
2024Q2,LOVE,1701758,2024-04-11
2024Q2,LPG,1596993,2024-05-15
2024Q2,LPLA,1397911,2024-04-30
2024Q2,LPSN,1102993,2024-05-08
2024Q2,LQDT,1235468,2024-05-09
2024Q2,LSTR,853816,2024-04-25
2024Q2,LTH,1869198,2024-05-01
2024Q2,LULU,1397187,2024-06-05
2024Q2,LUV,92380,2024-04-25
2024Q2,LVS,1300514,2024-04-17
2024Q2,LXFR,1096056,2024-04-30
2024Q2,LXU,60714,2024-04-29
2024Q2,LYFT,1759509,2024-05-07
2024Q2,LYV,1335258,2024-05-02
2024Q2,LZ,1286139,2024-05-07
2024Q2,LZB,57131,2024-06-17
2024Q2,MA,1141391,2024-05-01
2024Q2,MAA,912595,2024-05-01
2024Q2,MAC,912242,2024-04-30
