quarter,ticker,cik,asof_date
2022Q3,A,1090872,2022-08-16
2022Q3,AAP,1158449,2022-08-23
2022Q3,AAT,1500217,2022-07-26
2022Q3,ABG,1144980,2022-07-28
2022Q3,ABM,771497,2022-09-09
2022Q3,ABNB,1559720,2022-08-02
2022Q3,ACA,1739445,2022-08-03
2022Q3,ACAD,1070494,2022-08-08
2022Q3,ACCO,712034,2022-08-08
2022Q3,ACDC,0001881487,2022-08-12
2022Q3,ACGL,947484,2022-07-27
2022Q3,ACH,75252,2022-08-03
2022Q3,ACIW,935036,2022-08-04
2022Q3,ACLS,1113232,2022-08-03
2022Q3,ACT,1823529,2022-08-01
2022Q3,ACVA,1637873,2022-08-10
2022Q3,ADBE,796343,2022-09-15
2022Q3,ADEA,1803696,2022-08-08
2022Q3,ADI,6281,2022-08-17
2022Q3,ADNT,1670541,2022-08-05
2022Q3,ADSK,769397,2022-08-24
2022Q3,ADTN,926282,2022-08-04
2022Q3,ADUS,1468328,2022-08-01
2022Q3,ADV,1776661,2022-08-09
2022Q3,AEE,1002910,2022-08-04
2022Q3,AEIS,927003,2022-08-03
2022Q3,AEO,919012,2022-09-07
2022Q3,AEP,4904,2022-07-27
2022Q3,AES,874761,2022-08-05
2022Q3,AFL,4977,2022-08-01
2022Q3,AFRM,1820953,2022-08-25
2022Q3,AGX,100591,2022-09-08
2022Q3,AGYS,78749,2022-07-26
2022Q3,AHCO,1725255,2022-08-09
2022Q3,AHRT,1569187,2022-08-04
2022Q3,AI,1577526,2022-08-31
2022Q3,AIOT,1774170,2022-08-08
2022Q3,AJG,354190,2022-07-28
2022Q3,AKAM,1086222,2022-08-09
2022Q3,ALB,915913,2022-08-03
2022Q3,ALG,897077,2022-08-03
2022Q3,ALGM,866291,2022-07-28
2022Q3,ALGN,1097149,2022-07-27
2022Q3,ALGT,1362468,2022-08-03
2022Q3,ALKS,1520262,2022-07-27
2022Q3,ALLE,1579241,2022-07-28
2022Q3,ALRM,1459200,2022-08-09
2022Q3,ALTG,1759824,2022-08-09
2022Q3,AMC,1411579,2022-08-04
2022Q3,AMCX,1514991,2022-08-05
2022Q3,AMD,2488,2022-08-02
2022Q3,AME,1037868,2022-08-02
2022Q3,AMGN,318154,2022-08-04
2022Q3,AMKR,1047127,2022-08-01
2022Q3,AMN,1142750,2022-08-04
2022Q3,AMPH,1297184,2022-08-08
2022Q3,AMR,1704715,2022-08-08
2022Q3,AMRX,1723128,2022-08-05
2022Q3,AMT,1053507,2022-07-28
2022Q3,AMWD,794619,2022-08-30
2022Q3,ANDE,821026,2022-08-02
2022Q3,ANET,1596532,2022-08-01
2022Q3,ANF,1018840,2022-08-29
2022Q3,ANGI,1705110,2022-07-13
2022Q3,ANGO,1275187,2022-07-12
2022Q3,AON,315293,2022-07-29
2022Q3,AOS,91142,2022-07-28
2022Q3,AOSL,1387467,2022-08-10
2022Q3,APAM,1517302,2022-08-02
2022Q3,APD,2969,2022-08-04
2022Q3,APEI,1201792,2022-08-09
2022Q3,APH,820313,2022-07-27
2022Q3,APLE,1418121,2022-08-04
2022Q3,APO,0001858681,2022-08-04
2022Q3,APP,1751008,2022-08-10
2022Q3,APPF,1433195,2022-07-28
2022Q3,APPN,1441683,2022-08-05
2022Q3,APTV,1521332,2022-08-04
2022Q3,ARCB,894405,2022-07-29
2022Q3,ARES,1176948,2022-07-28
2022Q3,ARLO,1736946,2022-08-09
2022Q3,ARLP,1086600,2022-08-01
2022Q3,AROC,1389050,2022-08-03
2022Q3,ARRY,1820721,2022-08-09
2022Q3,ARWR,879407,2022-08-04
2022Q3,ASAN,1477720,2022-09-07
2022Q3,ASB,7789,2022-07-21
2022Q3,ASGN,890564,2022-07-29
2022Q3,ASIX,1673985,2022-08-05
2022Q3,ASO,1817358,2022-09-07
2022Q3,ASTH,1083446,2022-08-04
2022Q3,ATKR,1666138,2022-08-02
2022Q3,ATNI,879585,2022-07-28
2022Q3,ATO,731802,2022-08-03
2022Q3,ATRO,8063,2022-08-10
2022Q3,AVA,104918,2022-08-03
2022Q3,AVAV,1368622,2022-09-07
2022Q3,AVB,915912,2022-07-28
2022Q3,AVD,5981,2022-08-11
2022Q3,AVNS,1606498,2022-08-09
2022Q3,AVNT,1122976,2022-07-26
2022Q3,AVNW,1377789,2022-07-05
2022Q3,AVY,8818,2022-07-27
2022Q3,AWK,1410636,2022-07-27
2022Q3,AWR,1056903,2022-08-01
2022Q3,AXON,1069183,2022-08-09
2022Q3,AXP,4962,2022-07-22
2022Q3,AZZ,8947,2022-07-11
2022Q3,BALL,9389,2022-08-04
2022Q3,BANC,1169770,2022-07-21
2022Q3,BARK,1819574,2022-08-09
2022Q3,BAX,10456,2022-07-28
2022Q3,BBBY,1130713,2022-07-28
2022Q3,BBSI,902791,2022-08-03
2022Q3,BBT,1108134,2022-07-20
2022Q3,BBY,764478,2022-08-30
2022Q3,BCC,1328581,2022-08-01
2022Q3,BCO,78890,2022-08-03
2022Q3,BCPC,9326,2022-07-29
2022Q3,BDC,913142,2022-08-03
2022Q3,BDN,790816,2022-07-26
2022Q3,BDX,10795,2022-08-04
2022Q3,BE,1664703,2022-08-09
2022Q3,BEN,38777,2022-07-28
2022Q3,BFH,1101215,2022-07-28
2022Q3,BGS,1278027,2022-08-04
2022Q3,BHE,863436,2022-08-03
2022Q3,BHF,1685040,2022-08-04
2022Q3,BHFAL,1685040,2022-08-04
2022Q3,BHFAM,1685040,2022-08-04
2022Q3,BHFAN,1685040,2022-08-04
2022Q3,BHFAO,1685040,2022-08-04
2022Q3,BHFAP,1685040,2022-08-04
2022Q3,BHR,1574085,2022-07-07
2022Q3,BIIB,875045,2022-07-20
2022Q3,BKH,1130464,2022-08-03
2022Q3,BKNG,1075531,2022-08-03
2022Q3,BKR,1701605,2022-07-20
2022Q3,BLBD,1589526,2022-08-10
2022Q3,BLDR,1316835,2022-08-01
2022Q3,BLKB,1280058,2022-08-02
2022Q3,BLMN,1546417,2022-07-29
2022Q3,BMBL,1830043,2022-08-10
2022Q3,BMI,9092,2022-07-20
2022Q3,BMRN,1048477,2022-08-03
2022Q3,BNED,1634117,2022-08-31
2022Q3,BNL,1424182,2022-08-03
2022Q3,BOOT,1610250,2022-07-27
2022Q3,BOX,1372612,2022-08-24
2022Q3,BPOP,763901,2022-07-28
2022Q3,BR,1383312,2022-08-12
2022Q3,BRKR,1109354,2022-08-03
2022Q3,BRO,79282,2022-07-25
2022Q3,BRSP,1717547,2022-08-03
2022Q3,BSX,885725,2022-07-27
2022Q3,BSY,1031308,2022-08-09
2022Q3,BTU,1064728,2022-07-14
2022Q3,BVS,1665988,2022-08-11
2022Q3,BWIN,1781755,2022-08-09
2022Q3,BWXT,1486957,2022-08-08
2022Q3,BX,1393818,2022-07-21
2022Q3,BXC,1301787,2022-08-02
2022Q3,BXP,1037540,2022-07-26
2022Q3,BZH,915840,2022-07-28
2022Q3,CABO,1632127,2022-08-04
2022Q3,CACC,885550,2022-08-01
2022Q3,CAG,23217,2022-07-14
2022Q3,CAKE,887596,2022-07-27
2022Q3,CAL,14707,2022-08-23
2022Q3,CALM,16160,2022-07-19
2022Q3,CALX,1406666,2022-07-25
2022Q3,CALY,837465,2022-08-04
2022Q3,CAR,723612,2022-08-01
2022Q3,CARG,1494259,2022-08-08
2022Q3,CARR,1783180,2022-07-28
2022Q3,CARS,1683606,2022-08-03
2022Q3,CASH,907471,2022-07-27
2022Q3,CBL,910612,2022-08-16
2022Q3,CBOE,1374310,2022-07-29
2022Q3,CBRL,1067294,2022-09-27
2022Q3,CBT,16040,2022-08-08
2022Q3,CBZ,944148,2022-07-29
2022Q3,CC,1627223,2022-07-28
2022Q3,CCC,1818201,2022-08-04
2022Q3,CCI,1051470,2022-07-20
2022Q3,CCL,815097,2022-09-30
2022Q3,CCOI,1158324,2022-08-04
2022Q3,CCRN,1141103,2022-08-03
2022Q3,CCS,1576940,2022-07-27
2022Q3,CDE,215466,2022-08-03
2022Q3,CDNS,813672,2022-07-25
2022Q3,CDP,860546,2022-07-28
2022Q3,CDRE,1860543,2022-08-11
