quarter,ticker,cik,asof_date
2021Q4,A,1090872,2021-11-22
2021Q4,AAP,1158449,2021-11-15
2021Q4,AAT,1500217,2021-10-26
2021Q4,ABG,1144980,2021-10-26
2021Q4,ABM,771497,2021-12-15
2021Q4,ABNB,1559720,2021-11-04
2021Q4,ACA,1739445,2021-11-03
2021Q4,ACAD,1070494,2021-11-08
2021Q4,ACCO,712034,2021-10-26
2021Q4,ACGL,947484,2021-10-12
2021Q4,ACH,75252,2021-11-03
2021Q4,ACIW,935036,2021-11-04
2021Q4,ACLS,1113232,2021-11-03
2021Q4,ACT,1823529,2021-11-02
2021Q4,ACVA,1637873,2021-11-10
2021Q4,ADBE,796343,2021-12-16
2021Q4,ADEA,1803696,2021-11-08
2021Q4,ADI,6281,2021-11-23
2021Q4,ADNT,1670541,2021-11-10
2021Q4,ADSK,769397,2021-11-23
2021Q4,ADTN,926282,2021-10-15
2021Q4,ADUS,1468328,2021-11-01
2021Q4,ADV,1776661,2021-11-09
2021Q4,AEE,1002910,2021-11-03
2021Q4,AEIS,927003,2021-11-08
2021Q4,AEO,919012,2021-11-23
2021Q4,AEP,4904,2021-10-28
2021Q4,AES,874761,2021-11-03
2021Q4,AFL,4977,2021-10-27
2021Q4,AFRM,1820953,2021-11-10
2021Q4,AGX,100591,2021-12-08
2021Q4,AGYS,78749,2021-10-26
2021Q4,AHCO,1725255,2021-11-04
2021Q4,AHRT,1569187,2021-11-02
2021Q4,AI,1577526,2021-12-01
2021Q4,AIOT,1774170,2021-11-04
2021Q4,AJG,354190,2021-10-28
2021Q4,AKAM,1086222,2021-11-02
2021Q4,ALB,915913,2021-11-03
2021Q4,ALG,897077,2021-11-03
2021Q4,ALGM,866291,2021-10-28
2021Q4,ALGN,1097149,2021-10-27
2021Q4,ALGT,1362468,2021-10-27
2021Q4,ALKS,1520262,2021-10-27
2021Q4,ALLE,1579241,2021-10-21
2021Q4,ALRM,1459200,2021-11-04
2021Q4,ALTG,1759824,2021-11-12
2021Q4,AMC,1411579,2021-11-08
2021Q4,AMCX,1514991,2021-11-05
2021Q4,AMD,2488,2021-10-26
2021Q4,AME,1037868,2021-11-02
2021Q4,AMGN,318154,2021-11-02
2021Q4,AMKR,1047127,2021-10-25
2021Q4,AMN,1142750,2021-11-04
2021Q4,AMPH,1297184,2021-11-08
2021Q4,AMR,1704715,2021-11-05
2021Q4,AMRX,1723128,2021-11-03
2021Q4,AMT,1053507,2021-10-28
2021Q4,AMWD,794619,2021-11-23
2021Q4,ANDE,821026,2021-11-02
2021Q4,ANET,1596532,2021-11-01
2021Q4,ANF,1018840,2021-11-24
2021Q4,ANGI,1705110,2021-10-12
2021Q4,AON,315293,2021-10-29
2021Q4,AOS,91142,2021-10-28
2021Q4,AOSL,1387467,2021-11-04
2021Q4,APAM,1517302,2021-10-26
2021Q4,APD,2969,2021-11-04
2021Q4,APEI,1201792,2021-11-08
2021Q4,APH,820313,2021-10-27
2021Q4,APLE,1418121,2021-11-04
2021Q4,APP,1751008,2021-11-10
2021Q4,APPF,1433195,2021-11-08
2021Q4,APPN,1441683,2021-11-04
2021Q4,APTV,1521332,2021-11-04
2021Q4,ARCB,894405,2021-11-02
2021Q4,ARES,1176948,2021-10-27
2021Q4,ARLO,1736946,2021-11-09
2021Q4,ARLP,1086600,2021-10-25
2021Q4,AROC,1389050,2021-11-02
2021Q4,ARRY,1820721,2021-11-12
2021Q4,ARWR,879407,2021-11-22
2021Q4,ASAN,1477720,2021-12-02
2021Q4,ASB,7789,2021-10-21
2021Q4,ASGN,890564,2021-10-28
2021Q4,ASIX,1673985,2021-10-29
2021Q4,ASO,1817358,2021-12-10
2021Q4,ASTH,1083446,2021-11-04
2021Q4,ATKR,1666138,2021-11-18
2021Q4,ATNI,879585,2021-10-28
2021Q4,ATO,731802,2021-11-10
2021Q4,ATRO,8063,2021-11-08
2021Q4,AVA,104918,2021-11-03
2021Q4,AVAV,1368622,2021-12-07
