quarter,ticker,revenue_bucket,profitability_score,operating_cash_flow_score,fcf_proxy_score,financing_dependence_score,asset_efficiency_score,pre_llm_fundamental_score,pre_llm_fundamental_bucket,pre_llm_fundamental_missing_fields,tier_bucket,tier_1_bucket,tier_2_bucket,tier_3_bucket,tier_4_bucket,tradable_date,entry_open,return_10d_pct,return_20d_pct,return_30d_pct,return_60d_pct,return_90d_pct
2023Q3,A,$2B-$10B,2,2,2,1,0,7,strong,,,,,,,2023-08-16,121.989998,-1.6969,-2.6723,-4.9840,-8.5991,-8.5089
2023Q3,AAP,$2B-$10B,1,1,1,1,1,5,good,,,,,,,2023-08-24,69.550003,-2.8613,-16.7074,-18.1596,-30.3379,-24.3853
2023Q3,AAT,$100M-$500M,2,2,-1,1,0,4,good,,Tier 0 - Broad right-tail scouting universe,,,,,2023-07-26,22.049999,4.1270,-3.5828,-5.7143,-14.0136,-20.0907
2023Q3,ABG,$2B-$10B,1,2,2,1,0,6,strong,,,,,,,2023-07-26,219.250000,2.9373,1.7970,-0.2509,2.0251,-14.9282
2023Q3,ABM,$2B-$10B,1,-1,-1,0,2,1,mixed,,,,,,,2023-09-08,37.610001,8.3223,6.8333,12.3903,6.1154,15.9266
2023Q3,ABNB,$2B-$10B,-1,2,2,-1,0,2,mixed,,,,,,,2023-08-04,140.470001,-5.1470,-11.2124,1.2956,-9.0696,-17.7760
2023Q3,ABT,>$10B,2,2,2,1,0,7,strong,,,,,,,2023-07-21,112.849998,-1.3469,-7.1865,-7.9575,-10.7931,-15.4276
2023Q3,ACA,$500M-$1B,1,1,1,1,0,4,good,,,,,,,2023-08-04,76.800003,0.5729,-2.3568,-3.7630,-8.4766,-15.1823
2023Q3,ACAD,$100M-$500M,-1,-1,2,0,0,0,mixed,,,,,,,2023-07-19,33.060001,-11.5548,-19.1773,-11.2825,-26.1343,-29.2196
2023Q3,ACCO,$100M-$500M,-1,-1,-1,-1,0,-4,weak,,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,2023-08-09,6.070000,-14.9918,-16.1450,-12.5206,-11.5321,-20.9226
2023Q3,ACDC,$100M-$500M,1,2,-1,-1,0,1,mixed,,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,,,,2023-08-11,11.510000,-7.3849,-4.4309,-4.4309,-16.8549,-30.9296
2023Q3,ACGL,$1B-$2B,2,2,2,1,0,7,strong,,,,,,,2023-07-27,84.800003,-7.7476,-9.2571,-12.5118,-4.3042,-1.5448
2023Q3,ACH,$2B-$10B,1,1,-1,-1,1,1,mixed,,Tier 0 - Broad right-tail scouting universe,,,,,2023-08-07,18.570000,-6.9467,-11.6317,-2.8541,-16.5320,4.3619
2023Q3,ACIW,$500M-$1B,1,2,2,1,0,6,strong,,Tier 0 - Broad right-tail scouting universe,,,,,2023-08-04,23.840000,-0.5872,-2.4748,-2.8104,-13.0034,-3.3976
2023Q3,ACLS,$100M-$500M,2,2,2,1,0,7,strong,,,,,,,2023-08-03,187.960007,-9.3477,-5.9428,2.4580,-13.4763,-32.1664
2023Q3,ACT,$100M-$500M,2,2,2,1,0,7,strong,,,,,,,2023-08-02,28.389999,2.7827,0.2818,1.3033,-2.9940,-2.9236
2023Q3,ACVA,$100M-$500M,-1,-1,-1,-1,0,-4,weak,,Tier 0 - Broad right-tail scouting universe,,,,,2023-08-08,17.200001,-9.5349,-8.9535,-1.3954,-14.5930,-17.3256
2023Q3,ADBE,$2B-$10B,2,2,2,1,0,7,strong,,,,,,,2023-09-15,532.109985,-3.8545,-2.9449,3.5012,13.5724,9.8720
2023Q3,ADEA,$100M-$500M,1,2,2,1,0,6,strong,,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,,,,2023-08-08,11.060000,-10.4883,-11.0307,-15.5515,-17.8119,-19.4394
2023Q3,ADI,$2B-$10B,2,2,2,1,0,7,strong,,,,,,,2023-08-24,176.770004,2.6984,-0.3394,-0.7581,-7.2976,3.3377
2023Q3,ADNT,>$10B,-1,1,2,1,2,5,good,,,,,,,2023-08-03,43.619999,-8.5740,-11.8982,-9.5369,-16.8271,-23.0170
2023Q3,ADSK,$1B-$2B,2,2,2,1,0,7,strong,,,,,,,2023-08-24,215.500000,1.8376,-1.5035,-4.5615,-7.3225,-5.9582
2023Q3,ADTN,$100M-$500M,-1,1,1,1,0,2,mixed,,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,,2023-08-08,7.250000,12.2759,10.7586,12.1379,9.2414,1.1034
2023Q3,ADUS,$100M-$500M,1,1,-1,-1,0,0,mixed,,,,,,,2023-08-01,94.550003,-0.0952,-2.5278,-7.2449,-10.1745,-12.0148
2023Q3,ADV,$1B-$2B,1,1,-1,0,0,1,mixed,,,,,,,2023-08-07,60.250000,10.7884,12.4481,12.0332,24.0664,-1.6598
2023Q3,AEE,$1B-$2B,2,2,-1,-1,0,2,mixed,,,,,,,2023-08-03,84.250000,-5.0801,-4.6647,-8.2730,-15.5727,-8.7953
2023Q3,AEIS,$500M-$1B,1,1,-1,1,0,2,mixed,,,,,,,2023-08-04,118.940002,-4.8848,-5.5154,-3.9432,-16.8068,-25.7861
2023Q3,AEO,$1B-$2B,1,-1,-1,1,0,0,mixed,,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,,Tier 3 - Revised dislocation feed,,2023-08-04,14.990000,6.2041,5.7372,14.4763,9.4063,22.1481
2023Q3,AEP,$2B-$10B,2,2,-1,-1,0,2,mixed,,,,,,,2023-07-28,85.510002,-5.4146,-7.8704,-7.3793,-10.7239,-11.3905
2023Q3,AES,$2B-$10B,-1,2,-1,-1,0,-1,weak,,Tier 0 - Broad right-tail scouting universe,,,,,2023-08-04,20.690001,-8.0715,-14.3548,-15.7081,-34.5578,-25.0846
2023Q3,AFL,$2B-$10B,2,2,1,1,0,6,strong,,,,,,,2023-08-02,74.400002,3.0107,-1.3575,0.4973,2.7823,4.9866
2023Q3,AFRM,$500M-$1B,-1,-1,-1,-1,0,-4,weak,,Tier 0 - Broad right-tail scouting universe,,,,,2023-08-25,15.090000,45.3280,56.5275,33.9960,29.6223,73.8237
2023Q3,AGX,$100M-$500M,1,-1,-1,1,1,1,mixed,,,,,,,2023-09-07,42.639999,5.1360,8.3724,11.1163,5.5113,11.9606
2023Q3,AGYS,$100M-$500M,-1,2,2,-1,1,3,good,,,,,,,2023-07-25,65.660004,12.5647,8.9857,2.8937,1.2641,-2.6805
2023Q3,AHCO,$1B-$2B,1,2,-1,1,0,3,good,,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,,,,2023-08-09,14.980000,-24.0988,-19.7597,-28.0374,-49.5327,-48.6649
2023Q3,AHRT,<$100M,2,2,-1,-1,0,2,mixed,,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,,,,2023-08-04,12.060000,-3.5655,-6.2189,-7.1310,-16.4179,-15.4229
2023Q3,AI,$100M-$500M,-1,-1,-1,-1,0,-4,weak,,,,,,,2023-09-07,27.940001,-2.8991,-12.5984,-11.5605,-3.4359,4.3665
2023Q3,AIOT,<$100M,-1,-1,-1,1,0,-2,weak,,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,"Tier 4 - Ultra-distressed tag, not a production tier",2023-08-09,2.340000,-16.6667,-3.4188,3.4188,-15.8120,-18.8034
2023Q3,AIZ,$2B-$10B,1,-1,-1,1,0,0,mixed,,,,,,,2023-08-02,140.000000,2.3143,-0.7500,0.0143,3.1500,6.3571
2023Q3,AJG,$2B-$10B,2,1,2,0,0,5,good,,,,,,,2023-07-28,221.800003,1.0189,-0.5951,3.1921,4.1163,3.6474
2023Q3,AKAM,$500M-$1B,2,2,2,1,0,7,strong,,,,,,,2023-08-09,101.500000,-0.8966,2.8571,3.1330,4.1675,7.2512
2023Q3,ALB,$2B-$10B,2,1,-1,-1,0,1,mixed,,,,,,,2023-08-03,214.539993,-13.5173,-10.6087,-6.4044,-24.2985,-42.6867
2023Q3,ALG,$500M-$1B,1,-1,-1,-1,1,-1,weak,,,,,,,2023-08-03,191.949997,-9.8672,-11.1279,-11.5395,-8.8669,-17.3743
2023Q3,ALGM,$500M-$1B,1,2,2,1,1,7,strong,,,,,,,2023-08-02,45.000000,-11.4889,-14.2667,-14.6889,-29.1333,-42.3111
2023Q3,ALGN,$500M-$1B,2,1,-1,1,0,3,good,,,,,,,2023-07-27,403.829987,-10.5440,-11.2151,-11.1854,-26.2016,-37.1790
2023Q3,ALGT,$500M-$1B,-1,2,2,1,0,4,good,,,,,,,2023-08-03,122.050003,-15.8460,-22.9332,-28.6522,-38.3204,-45.9730
2023Q3,ALKS,$500M-$1B,-1,1,-1,1,0,0,mixed,,,,,,,2023-07-27,30.219999,-7.1145,-4.0702,-9.9272,-3.7062,-22.4024
2023Q3,ALLE,$1B-$2B,2,1,2,-1,0,4,good,,,,,,,2023-07-27,118.190002,-4.2051,-8.8163,-6.2442,-12.0146,-18.3349
2023Q3,ALRM,$100M-$500M,1,1,-1,1,0,2,mixed,,,,,,,2023-08-10,55.990002,2.0361,5.0009,4.9294,7.8050,-7.1084
2023Q3,ALTG,$500M-$1B,1,1,-1,0,1,2,mixed,,Tier 0 - Broad right-tail scouting universe,,,,,2023-08-10,15.260000,-9.1088,-6.6841,-12.5164,-25.1638,-37.0904
2023Q3,AMC,$1B-$2B,-1,-1,-1,1,0,-2,weak,,,,,,,2023-08-09,50.900002,-38.7033,-78.5658,-85.8939,-80.7073,-79.9214
2023Q3,AMCX,$1B-$2B,2,1,1,1,0,5,good,,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,,,,2023-08-07,13.910000,-13.7311,-17.5413,-21.0640,-15.6722,5.3918
2023Q3,AMD,$2B-$10B,2,2,2,1,0,7,strong,,,,,,,2023-08-02,119.489998,-6.2850,-11.5742,-8.4024,-13.5744,-17.5663
2023Q3,AME,$2B-$10B,2,2,2,1,0,7,strong,,,,,,,2023-08-02,160.770004,-1.6483,-3.7818,-0.0746,-8.3038,-12.4401
2023Q3,AMGN,$2B-$10B,2,2,2,1,0,7,strong,,,,,,,2023-08-04,237.910004,9.6927,7.8643,6.7673,9.7096,12.0550
2023Q3,AMKR,$1B-$2B,2,2,-1,0,0,3,good,,,,,,,2023-08-01,28.520000,-7.8892,-10.2034,-1.9635,-20.8275,-28.3310
2023Q3,AMN,$1B-$2B,1,2,2,1,1,7,strong,,,,,,,2023-08-04,94.230003,-4.4890,-6.2082,-7.7152,-11.8328,-22.7953
2023Q3,AMP,$2B-$10B,2,2,-1,-1,0,2,mixed,,,,,,,2023-07-27,356.399994,-1.9276,-6.3524,-5.6453,-5.8165,-13.8215
2023Q3,AMPH,$100M-$500M,2,2,2,0,0,6,strong,,,,,,,2023-08-09,64.699997,-17.3416,-17.1097,-22.7048,-26.5070,-28.8872
2023Q3,AMR,$2B-$10B,2,2,2,1,2,9,strong,,,,,,,2023-08-07,176.100006,10.4372,13.4810,23.4469,39.1993,23.9069
2023Q3,AMRX,$100M-$500M,-1,2,1,1,0,3,good,,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,"Tier 4 - Ultra-distressed tag, not a production tier",2023-08-07,4.270000,-13.3489,-4.4497,-13.3489,-1.8735,-1.4052
2023Q3,AMT,$2B-$10B,2,2,2,1,0,7,strong,,,,,,,2023-07-28,194.929993,-5.8534,-9.5521,-8.5980,-16.4264,-10.1934
2023Q3,AMWD,$500M-$1B,1,1,2,1,0,5,good,,,,,,,2023-08-30,69.940002,12.5107,5.9623,8.1069,-4.7755,3.3171
2023Q3,ANDE,$2B-$10B,1,-1,-1,-1,1,-1,weak,,,,,,,2023-08-02,49.970001,2.8217,1.5009,4.2425,1.5009,0.3202
2023Q3,ANET,$500M-$1B,2,2,2,1,0,7,strong,,,,,,,2023-08-01,44.375000,-1.4423,4.0394,9.9887,5.8084,-1.0028
2023Q3,ANF,$500M-$1B,-1,-1,-1,1,0,-2,weak,,,,,,,2023-08-25,51.380001,6.7536,-0.2336,0.7396,21.3507,42.6820
2023Q3,ANGI,$500M-$1B,1,1,-1,1,0,2,mixed,,,,,,,2023-08-09,28.100000,-14.9466,-18.5053,-18.8612,-37.7224,-40.9253
2023Q3,ANGO,$100M-$500M,-1,-1,-1,0,0,-3,weak,,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,,Tier 3 - Revised dislocation feed,,2023-07-13,10.050000,-12.7363,-16.5174,-16.1194,-28.1592,-30.4478
2023Q3,AON,$2B-$10B,2,2,2,1,0,7,strong,,,,,,,2023-07-31,316.619995,0.1232,2.2519,5.6882,2.4004,-2.4730
2023Q3,AOS,$500M-$1B,2,1,1,1,0,5,good,,,,,,,2023-07-28,74.570000,-0.9790,-6.4905,-5.1763,-12.2033,-7.3086
2023Q3,AOSL,$500M-$1B,2,2,2,0,0,6,strong,,,,,,,2023-08-10,34.119999,-8.4994,-8.6166,-14.7714,-14.9179,-37.8370
2023Q3,APAM,$100M-$500M,2,2,2,1,0,7,strong,,,,,,,2023-08-02,40.889999,-6.6031,-11.5676,-4.6466,-10.1247,-19.2957
2023Q3,APD,$2B-$10B,2,2,-1,1,0,4,good,,,,,,,2023-08-04,285.769989,1.7357,0.3009,2.4250,-1.3927,1.3472
2023Q3,APEI,$100M-$500M,1,2,2,1,0,6,strong,,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,,2023-08-09,5.400000,9.0741,2.4074,-4.4444,-11.6667,-20.3704
2023Q3,APH,$2B-$10B,2,2,2,1,0,7,strong,,,,,,,2023-07-27,44.764999,-0.7260,-4.0768,-3.2168,-7.0032,-11.0242
2023Q3,APLE,$500M-$1B,2,2,2,1,0,7,strong,,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,,,,2023-08-04,14.910000,-0.2012,-2.4145,5.7009,-0.9390,11.7371
2023Q3,APO,$500M-$1B,-1,-1,-1,-1,0,-4,weak,,,,,,,2023-08-04,86.820000,-5.5978,-4.9528,2.2460,-0.2995,-3.1099
2023Q3,APP,$1B-$2B,-1,1,-1,1,0,0,mixed,,,,,,,2023-08-10,38.320000,1.8006,12.1608,10.6472,6.6023,4.6973
2023Q3,APPF,$100M-$500M,-1,-1,-1,1,0,-2,weak,,,,,,,2023-07-28,178.990005,-0.6201,-6.7043,8.7714,-3.2069,-1.2403
2023Q3,APPN,$100M-$500M,-1,-1,-1,-1,0,-4,weak,,,,,,,2023-08-04,49.520000,-2.2415,-7.6333,-0.9087,-14.5598,-15.7512
2023Q3,APTV,$2B-$10B,1,-1,-1,-1,0,-2,weak,,,,,,,2023-08-04,110.720001,-10.1969,-12.9697,-6.8280,-14.5863,-30.2746
2023Q3,ARCB,$1B-$2B,1,-1,-1,0,1,0,mixed,,,,,,,2023-07-31,117.599998,-6.9473,-7.8656,-9.9830,-13.5629,-5.7058
2023Q3,ARES,$500M-$1B,2,2,-1,-1,0,2,mixed,,,,,,,2023-08-02,100.849998,0.6743,-2.3302,2.3104,1.5766,-2.2410
2023Q3,ARLO,$100M-$500M,-1,-1,-1,1,1,-1,weak,,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,2023-08-11,9.360000,4.9145,4.3804,13.1410,2.2436,-5.5556
2023Q3,ARLP,$100M-$500M,1,2,2,1,0,6,strong,,Tier 0 - Broad right-tail scouting universe,,,,,2023-08-01,20.100000,-1.5423,0.1492,1.5920,10.2488,13.8308
2023Q3,ARRY,$500M-$1B,-1,-1,-1,-1,0,-4,weak,,Tier 0 - Broad right-tail scouting universe,,,,,2023-08-09,21.600000,-3.9815,14.3519,8.4722,-10.4630,-15.6482
2023Q3,ARWR,$100M-$500M,-1,-1,-1,-1,0,-4,weak,,,,,,,2023-08-08,29.629999,-4.6237,-6.6487,1.9912,-15.7273,-9.1124
2023Q3,ASAN,$100M-$500M,-1,-1,-1,0,0,-3,weak,,Tier 0 - Broad right-tail scouting universe,,,,,2023-09-06,19.670000,-7.4733,-13.3706,-13.2181,-3.7621,18.5053
2023Q3,ASB,$100M-$500M,2,2,-1,1,0,4,good,,Tier 0 - Broad right-tail scouting universe,,,,,2023-07-21,18.920000,0.1586,-2.3256,-8.7209,-7.6110,-13.3192
2023Q3,ASGN,$1B-$2B,1,1,2,1,0,5,good,,,,,,,2023-07-27,83.089996,-2.6477,-5.5121,-2.1904,-1.0952,-4.8863
2023Q3,ASIX,$1B-$2B,1,2,1,1,1,6,strong,,,,,,,2023-08-07,39.529999,-13.7364,-16.5950,-18.7453,-27.0427,-35.7197
2023Q3,ASO,$2B-$10B,1,1,2,1,1,6,strong,,,,,,,2023-09-01,55.009998,-10.1436,-13.4157,-16.9151,-18.4875,-7.5259
2023Q3,ASTH,$100M-$500M,1,1,1,0,0,3,good,,,,,,,2023-08-08,37.669998,0.1062,-0.5044,-10.5920,-14.3085,-22.1131
2023Q3,ATKR,$2B-$10B,1,2,1,1,2,7,strong,,,,,,,2023-08-09,156.800003,-8.9860,-3.8520,-3.8776,-6.7538,-17.3469
2023Q3,ATMU,,,,,,,,not_scored,profitability_score;operating_cash_flow_score;fcf_proxy_score;financing_dependence_score;asset_efficiency_score,,,,,,2023-08-09,24.459999,-10.3843,-8.6263,-7.2772,-16.5168,-20.6460
2023Q3,ATNI,$100M-$500M,-1,1,-1,-1,0,-2,weak,,,,,,,2023-07-28,36.119999,5.0665,2.7685,0.3045,-11.4895,-15.3931
2023Q3,ATO,$2B-$10B,1,2,-1,-1,0,1,mixed,,,,,,,2023-08-03,122.690002,-5.2490,-5.0371,-8.5337,-16.2442,-11.4272
2023Q3,ATRO,$100M-$500M,-1,1,2,1,0,3,good,,Tier 0 - Broad right-tail scouting universe,,,,,2023-07-18,19.740000,2.5329,-11.7528,-14.8430,-15.6028,-22.0871
2023Q3,AVA,$500M-$1B,1,2,-1,0,0,2,mixed,,,,,,,2023-08-03,38.490002,-7.8722,-15.3027,-14.7051,-19.2777,-12.3928
2023Q3,AVAV,$100M-$500M,2,2,-1,-1,0,2,mixed,,,,,,,2023-09-06,113.160004,-1.0251,-1.9972,-7.1934,4.9664,24.8056
2023Q3,AVB,$500M-$1B,2,2,2,1,0,7,strong,,,,,,,2023-08-02,186.699997,-2.1210,-4.8259,-2.8656,-9.9679,-11.2266
2023Q3,AVD,$100M-$500M,1,-1,-1,-1,0,-2,weak,,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,,Tier 3 - Revised dislocation feed,,2023-08-10,14.600000,4.2466,-5.7534,-9.5890,-30.1370,-34.9315
2023Q3,AVNS,$100M-$500M,1,1,-1,-1,0,0,mixed,,Tier 0 - Broad right-tail scouting universe,,,,,2023-08-10,23.370001,-6.4613,-9.3282,-12.7514,-14.3346,-9.7561
2023Q3,AVNT,$1B-$2B,1,1,2,1,0,5,good,,,,,,,2023-07-28,40.639999,-2.0423,-8.7844,-5.0443,-14.7392,-22.4409
