quarter,asof_date,ticker,cik,entity_name,revenue_bucket,revenue_filter_keep_under_10b,revenue_value,revenue_fact_name,revenue_unit,revenue_filed,revenue_form,revenue_period_end,net_income_value,net_income_fact_name,net_income_unit,net_income_filed,net_income_form,net_income_period_end,assets_value,assets_fact_name,assets_unit,assets_filed,assets_form,assets_period_end,financing_cash_flow_value,financing_cash_flow_fact_name,financing_cash_flow_unit,financing_cash_flow_filed,financing_cash_flow_form,financing_cash_flow_period_end,investing_cash_flow_value,investing_cash_flow_fact_name,investing_cash_flow_unit,investing_cash_flow_filed,investing_cash_flow_form,investing_cash_flow_period_end,operating_cash_flow_value,operating_cash_flow_fact_name,operating_cash_flow_unit,operating_cash_flow_filed,operating_cash_flow_form,operating_cash_flow_period_end,universal_feature_set,universal_feature_complete,universal_feature_complete_through_eps,missing_universal_features,net_income_margin,operating_cash_flow_to_revenue,assets_to_revenue,financing_cash_flow_to_revenue,investing_cash_flow_to_revenue
2023Q3,2023-08-10,ACDC,0001881487,ProFrac Holding Corp.,$100M-$500M,,345000000,RevenueFromContractWithCustomerExcludingAssessedTax,USD,2023-05-12,10-Q,2022-03-31,22000000,NetIncomeLoss,USD,2023-05-12,10-Q,2023-03-31,2933600000,Assets,USD,2023-05-12,10-Q,2022-12-31,316300000,NetCashProvidedByUsedInFinancingActivities,USD,2023-05-12,10-Q,2022-03-31,-334700000,NetCashProvidedByUsedInInvestingActivities,USD,2023-05-12,10-Q,2022-03-31,43700000,NetCashProvidedByUsedInOperatingActivities,USD,2023-05-12,10-Q,2022-03-31,through_ocf,True,,,0.063768,0.126667,8.503188,0.916812,-0.970145
2023Q3,2023-07-26,ACGL,947484,Arch Capital Group Ltd.,$1B-$2B,,1942000000,Revenues,USD,2023-05-04,10-Q,2022-03-31,196000000,NetIncomeLoss,USD,2023-05-04,10-Q,2022-03-31,47990000000,Assets,USD,2023-05-04,10-Q,2022-12-31,-233000000,NetCashProvidedByUsedInFinancingActivities,USD,2023-05-04,10-Q,2022-03-31,-313000000,NetCashProvidedByUsedInInvestingActivities,USD,2023-05-04,10-Q,2022-03-31,552000000,NetCashProvidedByUsedInOperatingActivities,USD,2023-05-04,10-Q,2022-03-31,through_ocf,True,,,0.100927,0.284243,24.711637,-0.119979,-0.161174
2023Q3,2023-08-04,ACH,75252,"Accendra Health, Inc.",$2B-$10B,,4906967000,RevenueFromContractWithCustomerExcludingAssessedTax,USD,2023-08-04,10-Q,2022-06-30,39279000,NetIncomeLoss,USD,2023-08-04,10-Q,2022-03-31,5386283000,Assets,USD,2023-08-04,10-Q,2022-12-31,1580633000,NetCashProvidedByUsedInFinancingActivities,USD,2023-08-04,10-Q,2022-06-30,-1745299000,NetCashProvidedByUsedInInvestingActivities,USD,2023-08-04,10-Q,2022-06-30,169524000,NetCashProvidedByUsedInOperatingActivities,USD,2023-08-04,10-Q,2022-06-30,through_ocf,True,,,0.008005,0.034548,1.097681,0.32212,-0.355678
2023Q3,2023-08-03,ACIW,935036,"ACI WORLDWIDE, INC.",$500M-$1B,,663505000,RevenueFromContractWithCustomerExcludingAssessedTax,USD,2023-08-03,10-Q,2022-06-30,28832000,NetIncomeLoss,USD,2023-08-03,10-Q,2022-06-30,3209895000,Assets,USD,2023-08-03,10-Q,2022-12-31,-60313000,NetCashProvidedByUsedInFinancingActivities,USD,2023-08-03,10-Q,2022-06-30,-14395000,NetCashProvidedByUsedInInvestingActivities,USD,2023-08-03,10-Q,2022-06-30,67763000,NetCashProvidedByUsedInOperatingActivities,USD,2023-08-03,10-Q,2022-06-30,through_ocf,True,,,0.043454,0.102129,4.837786,-0.090901,-0.021695
2023Q3,2023-08-02,ACLS,1113232,AXCELIS TECHNOLOGIES INC,$100M-$500M,,203595000,Revenues,USD,2023-05-05,10-Q,2022-03-31,41614000,ProfitLoss,USD,2023-05-05,10-Q,2022-03-31,1013641000,Assets,USD,2023-05-05,10-Q,2022-12-31,-23053000,NetCashProvidedByUsedInFinancingActivities,USD,2023-05-05,10-Q,2022-03-31,-1503000,NetCashProvidedByUsedInInvestingActivities,USD,2023-05-05,10-Q,2022-03-31,25770000,NetCashProvidedByUsedInOperatingActivities,USD,2023-05-05,10-Q,2022-03-31,through_ocf,True,,,0.204396,0.126575,4.978713,-0.11323,-0.007382
2023Q3,2023-08-01,ACT,1823529,"Enact Holdings, Inc.",$100M-$500M,,269588000,Revenues,USD,2023-05-05,10-Q,2022-03-31,255943000,NetIncomeLoss,USD,2022-08-04,10-Q,2021-06-30,5709149000,Assets,USD,2023-05-05,10-Q,2022-12-31,0,NetCashProvidedByUsedInFinancingActivities,USD,2023-05-05,10-Q,2022-03-31,-146497000,NetCashProvidedByUsedInInvestingActivities,USD,2023-05-05,10-Q,2022-03-31,160829000,NetCashProvidedByUsedInOperatingActivities,USD,2023-05-05,10-Q,2022-03-31,through_ocf,True,,,0.949386,0.596573,21.177311,0.0,-0.543411
2023Q3,2023-08-07,ACVA,1637873,ACV Auctions Inc.,$100M-$500M,,218137000,Revenues,USD,2023-08-07,10-Q,2022-06-30,-54010000,NetIncomeLoss,USD,2023-08-07,10-Q,2022-06-30,914922000,Assets,USD,2023-08-07,10-Q,2022-12-31,69133000,NetCashProvidedByUsedInFinancingActivities,USD,2023-08-07,10-Q,2022-06-30,-258615000,NetCashProvidedByUsedInInvestingActivities,USD,2023-08-07,10-Q,2022-06-30,-72552000,NetCashProvidedByUsedInOperatingActivities,USD,2023-08-07,10-Q,2022-06-30,through_ocf,True,,,-0.247597,-0.332598,4.194254,0.316925,-1.185562
2023Q3,2023-09-14,ADBE,796343,ADOBE INC.,$2B-$10B,,8648000000,Revenues,USD,2023-06-28,10-Q,2022-06-03,2444000000,NetIncomeLoss,USD,2023-06-28,10-Q,2022-06-03,27165000000,Assets,USD,2023-06-28,10-Q,2022-12-02,-3854000000,NetCashProvidedByUsedInFinancingActivities,USD,2023-06-28,10-Q,2022-06-03,-398000000,NetCashProvidedByUsedInInvestingActivities,USD,2023-06-28,10-Q,2022-06-03,3809000000,NetCashProvidedByUsedInOperatingActivities,USD,2023-06-28,10-Q,2022-06-03,through_ocf,True,,,0.282609,0.440449,3.141189,-0.445652,-0.046022
2023Q3,2023-08-07,ADEA,1803696,ADEIA INC.,$100M-$500M,,246347000,Revenues,USD,2023-08-07,10-Q,2022-06-30,19319000,NetIncomeLoss,USD,2023-08-07,10-Q,2022-06-30,1210526000,Assets,USD,2023-08-07,10-Q,2022-12-31,-51344000,NetCashProvidedByUsedInFinancingActivities,USD,2023-08-07,10-Q,2022-06-30,40800000,NetCashProvidedByUsedInInvestingActivities,USD,2023-08-07,10-Q,2022-06-30,87033000,NetCashProvidedByUsedInOperatingActivities,USD,2023-08-07,10-Q,2022-06-30,through_ocf,True,,,0.078422,0.353294,4.913906,-0.208421,0.16562
2023Q3,2023-08-23,ADI,6281,"Analog Devices, Inc.",$2B-$10B,,8766237000,RevenueFromContractWithCustomerExcludingAssessedTax,USD,2023-08-23,10-Q,2022-07-30,1812335000,NetIncomeLoss,USD,2023-08-23,10-Q,2022-07-30,50302350000,Assets,USD,2023-08-23,10-Q,2022-10-29,-3403860000,NetCashProvidedByUsedInFinancingActivities,USD,2023-08-23,10-Q,2022-07-30,-351035000,NetCashProvidedByUsedInInvestingActivities,USD,2023-08-23,10-Q,2022-07-30,3326066000,NetCashProvidedByUsedInOperatingActivities,USD,2023-08-23,10-Q,2022-07-30,through_ocf,True,,,0.20674,0.379418,5.738192,-0.388292,-0.040044
2023Q3,2023-08-02,ADNT,1670541,ADIENT PLC,>$10B,,10471000000,RevenueFromContractWithCustomerExcludingAssessedTax,USD,2023-08-02,10-Q,2022-06-30,-165000000,NetIncomeLoss,USD,2023-08-02,10-Q,2022-06-30,9158000000,Assets,USD,2023-08-02,10-Q,2022-09-30,-1164000000,NetCashProvidedByUsedInFinancingActivities,USD,2023-08-02,10-Q,2022-06-30,539000000,NetCashProvidedByUsedInInvestingActivities,USD,2023-08-02,10-Q,2022-06-30,38000000,NetCashProvidedByUsedInOperatingActivities,USD,2023-08-02,10-Q,2022-06-30,through_ocf,True,,,-0.015758,0.003629,0.874606,-0.111164,0.051476
2023Q3,2023-08-23,ADSK,769397,"AUTODESK, INC.",$1B-$2B,,1170000000,RevenueFromContractWithCustomerExcludingAssessedTax,USD,2023-06-01,10-Q,2022-04-30,146000000,NetIncomeLoss,USD,2023-06-01,10-Q,2022-04-30,9438000000,Assets,USD,2023-06-01,10-Q,2023-01-31,-460000000,NetCashProvidedByUsedInFinancingActivities,USD,2023-06-01,10-Q,2022-04-30,31000000,NetCashProvidedByUsedInInvestingActivities,USD,2023-06-01,10-Q,2022-04-30,434000000,NetCashProvidedByUsedInOperatingActivities,USD,2023-06-01,10-Q,2022-04-30,through_ocf,True,,,0.124786,0.37094,8.066667,-0.393162,0.026496
2023Q3,2023-08-07,ADTN,926282,"ADTRAN Holdings, Inc.",$100M-$500M,,154518000,RevenueFromContractWithCustomerExcludingAssessedTax,USD,2023-05-10,10-Q,2022-03-31,-1127000,NetIncomeLoss,USD,2023-05-10,10-Q,2022-03-31,1943494000,Assets,USD,2023-05-10,10-Q,2022-12-31,-3924000,NetCashProvidedByUsedInFinancingActivities,USD,2023-05-10,10-Q,2022-03-31,-2700000,NetCashProvidedByUsedInInvestingActivities,USD,2023-05-10,10-Q,2022-03-31,4869000,NetCashProvidedByUsedInOperatingActivities,USD,2023-05-10,10-Q,2022-03-31,through_ocf,True,,,-0.007294,0.031511,12.577784,-0.025395,-0.017474
2023Q3,2023-07-31,ADUS,1468328,Addus HomeCare Corp,$100M-$500M,,226634000,RevenueFromContractWithCustomerExcludingAssessedTax,USD,2023-05-02,10-Q,2022-03-31,8470000,NetIncomeLoss,USD,2023-05-02,10-Q,2022-03-31,937994000,Assets,USD,2023-05-02,10-Q,2022-12-31,35479000,NetCashProvidedByUsedInFinancingActivities,USD,2023-05-02,10-Q,2022-03-31,-85594000,NetCashProvidedByUsedInInvestingActivities,USD,2023-05-02,10-Q,2022-03-31,5983000,NetCashProvidedByUsedInOperatingActivities,USD,2023-05-02,10-Q,2022-03-31,through_ocf,True,,,0.037373,0.026399,4.138805,0.156548,-0.377675
2023Q3,2023-08-04,ADV,1776661,Advantage Solutions Inc.,$1B-$2B,,1895884000,Revenues,USD,2023-08-04,10-Q,2022-06-30,22336000,NetIncomeLoss,USD,2023-08-04,10-Q,2022-06-30,4262371000,Assets,USD,2023-08-04,10-Q,2022-12-31,18781000,NetCashProvidedByUsedInFinancingActivities,USD,2023-08-04,10-Q,2022-06-30,-89144000,NetCashProvidedByUsedInInvestingActivities,USD,2023-08-04,10-Q,2022-06-30,29992000,NetCashProvidedByUsedInOperatingActivities,USD,2023-08-04,10-Q,2022-06-30,through_ocf,True,,,0.011781,0.01582,2.248224,0.009906,-0.04702
2023Q3,2023-08-02,AEE,1002910,AMEREN CORPORATION,$1B-$2B,,1879000000,Revenues,USD,2023-05-05,10-Q,2022-03-31,253000000,ProfitLoss,USD,2023-05-05,10-Q,2022-03-31,37904000000,Assets,USD,2023-05-05,10-Q,2022-12-31,391000000,NetCashProvidedByUsedInFinancingActivities,USD,2023-05-05,10-Q,2022-03-31,-780000000,NetCashProvidedByUsedInInvestingActivities,USD,2023-05-05,10-Q,2022-03-31,388000000,NetCashProvidedByUsedInOperatingActivities,USD,2023-05-05,10-Q,2022-03-31,through_ocf,True,,,0.134646,0.206493,20.172432,0.208089,-0.415114
2023Q3,2023-08-03,AEIS,927003,ADVANCED ENERGY INDUSTRIES INC,$500M-$1B,,838408000,RevenueFromContractWithCustomerExcludingAssessedTax,USD,2023-08-03,10-Q,2022-06-30,81748000,NetIncomeLoss,USD,2023-08-03,10-Q,2022-06-30,1992168000,Assets,USD,2023-08-03,10-Q,2022-12-31,-42840000,NetCashProvidedByUsedInFinancingActivities,USD,2023-08-03,10-Q,2022-06-30,-171255000,NetCashProvidedByUsedInInvestingActivities,USD,2023-08-03,10-Q,2022-06-30,47596000,NetCashProvidedByUsedInOperatingActivities,USD,2023-08-03,10-Q,2022-06-30,through_ocf,True,,,0.097504,0.056769,2.376132,-0.051097,-0.204262
2023Q3,2023-08-03,AEO,919012,AMERICAN EAGLE OUTFITTERS INC,$1B-$2B,,1055037000,RevenueFromContractWithCustomerExcludingAssessedTax,USD,2023-05-25,10-Q,2022-04-30,31740000,NetIncomeLoss,USD,2023-05-25,10-Q,2022-04-30,3701518000,Assets,USD,2023-05-25,10-Q,2022-04-30,-38355000,NetCashProvidedByUsedInFinancingActivities,USD,2023-05-25,10-Q,2021-04-30,-58660000,NetCashProvidedByUsedInInvestingActivities,USD,2023-05-25,10-Q,2021-04-30,-108247000,NetCashProvidedByUsedInOperatingActivities,USD,2023-05-25,10-Q,2021-04-30,through_ocf,True,,,0.030084,-0.1026,3.508425,-0.036354,-0.0556
2023Q3,2023-07-27,AEP,4904,"AMERICAN ELECTRIC POWER COMPANY, INC.",$2B-$10B,,9232300000,Revenues,USD,2023-07-27,10-Q,2022-06-30,1238900000,NetIncomeLoss,USD,2023-07-27,10-Q,2022-06-30,93403300000,Assets,USD,2023-07-27,10-Q,2022-12-31,1378100000,NetCashProvidedByUsedInFinancingActivities,USD,2023-07-27,10-Q,2022-06-30,-4199000000,NetCashProvidedByUsedInInvestingActivities,USD,2023-07-27,10-Q,2022-06-30,2990700000,NetCashProvidedByUsedInOperatingActivities,USD,2023-07-27,10-Q,2022-06-30,through_ocf,True,,,0.134192,0.323939,10.117013,0.149269,-0.454816
2023Q3,2023-08-03,AES,874761,AES CORP,$2B-$10B,,5930000000,Revenues,USD,2023-08-03,10-Q,2022-06-30,-64000000,NetIncomeLoss,USD,2023-08-03,10-Q,2022-06-30,38363000000,Assets,USD,2023-08-03,10-Q,2022-12-31,1924000000,NetCashProvidedByUsedInFinancingActivities,USD,2023-08-03,10-Q,2022-06-30,-2583000000,NetCashProvidedByUsedInInvestingActivities,USD,2023-08-03,10-Q,2022-06-30,865000000,NetCashProvidedByUsedInOperatingActivities,USD,2023-08-03,10-Q,2022-06-30,through_ocf,True,,,-0.010793,0.145868,6.469309,0.324452,-0.435582
2023Q3,2023-08-01,AFL,4977,AFLAC INC,$2B-$10B,,5173000000,Revenues,USD,2023-05-01,10-Q,2022-03-31,1047000000,NetIncomeLoss,USD,2023-05-01,10-Q,2022-03-31,131738000000,Assets,USD,2023-05-01,10-Q,2022-12-31,-737000000,NetCashProvidedByUsedInFinancingActivities,USD,2023-05-01,10-Q,2022-03-31,-1210000000,NetCashProvidedByUsedInInvestingActivities,USD,2023-05-01,10-Q,2022-03-31,1260000000,NetCashProvidedByUsedInOperatingActivities,USD,2023-05-01,10-Q,2022-03-31,through_ocf,True,,,0.202397,0.243572,25.46646,-0.142471,-0.233907
2023Q3,2023-08-24,AFRM,1820953,"Affirm Holdings, Inc.",$500M-$1B,,985158000,Revenues,USD,2023-05-09,10-Q,2022-03-31,-306615000,NetIncomeLoss,USD,2023-05-09,10-Q,2021-09-30,6973792000,Assets,USD,2023-05-09,10-Q,2022-06-30,2066000000,NetCashProvidedByUsedInFinancingActivities,USD,2023-05-09,10-Q,2022-03-31,-985621000,NetCashProvidedByUsedInInvestingActivities,USD,2023-05-09,10-Q,2022-03-31,-103085000,NetCashProvidedByUsedInOperatingActivities,USD,2023-05-09,10-Q,2022-03-31,through_ocf,True,,,-0.311234,-0.104638,7.078856,2.097126,-1.00047
2023Q3,2023-09-06,AGX,100591,ARGAN INC,$100M-$500M,,218387000,RevenueFromContractWithCustomerExcludingAssessedTax,USD,2023-09-06,10-Q,2022-07-31,11707000,NetIncomeLoss,USD,2023-09-06,10-Q,2022-07-31,423070000,Assets,USD,2023-09-06,10-Q,2022-07-31,-60294000,NetCashProvidedByUsedInFinancingActivities,USD,2023-09-06,10-Q,2022-07-31,-85638000,NetCashProvidedByUsedInInvestingActivities,USD,2023-09-06,10-Q,2022-07-31,-56776000,NetCashProvidedByUsedInOperatingActivities,USD,2023-09-06,10-Q,2022-07-31,through_ocf,True,,,0.053607,-0.259979,1.937249,-0.276088,-0.392139
2023Q3,2023-07-24,AGYS,78749,"AGILYSYS, INC.",$100M-$500M,,137176000,RevenueFromContractWithCustomerExcludingAssessedTax,USD,2023-05-19,10-K,2021-03-31,-21001000,NetIncomeLoss,USD,2023-05-19,10-K,2021-03-31,214162000,Assets,USD,2023-05-19,10-K,2022-03-31,25316000,NetCashProvidedByUsedInFinancingActivities,USD,2023-05-19,10-K,2021-03-31,-1391000,NetCashProvidedByUsedInInvestingActivities,USD,2023-05-19,10-K,2021-03-31,28407000,NetCashProvidedByUsedInOperatingActivities,USD,2023-05-19,10-K,2021-03-31,through_ocf,True,,,-0.153095,0.207084,1.561221,0.184551,-0.01014
2023Q3,2023-08-08,AHCO,1725255,AdaptHealth Corp.,$1B-$2B,,1433817000,RevenueFromContractWithCustomerExcludingAssessedTax,USD,2023-08-08,10-Q,2022-06-30,55782000,NetIncomeLoss,USD,2023-08-08,10-Q,2022-06-30,5219587000,Assets,USD,2023-08-08,10-Q,2022-12-31,-30711000,NetCashProvidedByUsedInFinancingActivities,USD,2023-08-08,10-Q,2022-06-30,-170031000,NetCashProvidedByUsedInInvestingActivities,USD,2023-08-08,10-Q,2022-06-30,169924000,NetCashProvidedByUsedInOperatingActivities,USD,2023-08-08,10-Q,2022-06-30,through_ocf,True,,,0.038905,0.118512,3.640344,-0.021419,-0.118586
2023Q3,2023-08-03,AHRT,1569187,"AH REALTY TRUST, INC.",<$100M,,82853000,Revenues,USD,2023-05-10,10-Q,2022-03-31,9993000,NetIncomeLoss,USD,2023-05-10,10-Q,2022-03-31,2242310000,Assets,USD,2023-05-10,10-Q,2022-12-31,106085000,NetCashProvidedByUsedInFinancingActivities,USD,2023-05-10,10-Q,2022-03-31,-137624000,NetCashProvidedByUsedInInvestingActivities,USD,2023-05-10,10-Q,2022-03-31,30582000,NetCashProvidedByUsedInOperatingActivities,USD,2023-05-10,10-Q,2022-03-31,through_ocf,True,,,0.120611,0.369112,27.063715,1.2804,-1.661062
2023Q3,2023-09-06,AI,1577526,"C3.AI, INC.",$100M-$500M,,183217000,RevenueFromContractWithCustomerExcludingAssessedTax,USD,2023-06-22,10-K,2021-04-30,-55696000,NetIncomeLoss,USD,2023-06-22,10-K,2021-04-30,1170882000,Assets,USD,2023-06-22,10-K,2022-04-30,887356000,NetCashProvidedByUsedInFinancingActivities,USD,2023-06-22,10-K,2021-04-30,-767152000,NetCashProvidedByUsedInInvestingActivities,USD,2023-06-22,10-K,2021-04-30,-37553000,NetCashProvidedByUsedInOperatingActivities,USD,2023-06-22,10-K,2021-04-30,through_ocf,True,,,-0.303989,-0.204965,6.390684,4.843197,-4.187122
2023Q3,2023-08-08,AIOT,1774170,"POWERFLEET, INC.",<$100M,,33161000,RevenueFromContractWithCustomerExcludingAssessedTax,USD,2023-05-10,10-Q,2022-03-31,-2928000,NetIncomeLoss,USD,2023-05-10,10-Q,2022-03-31,217435000,Assets,USD,2023-05-10,10-Q,2022-12-31,-1678000,NetCashProvidedByUsedInFinancingActivities,USD,2023-05-10,10-Q,2022-03-31,-610000,NetCashProvidedByUsedInInvestingActivities,USD,2023-05-10,10-Q,2022-03-31,-2125000,NetCashProvidedByUsedInOperatingActivities,USD,2023-05-10,10-Q,2022-03-31,through_ocf,True,,,-0.088296,-0.064081,6.556949,-0.050602,-0.018395
2023Q3,2023-08-01,AIZ,1267238,"Assurant, Inc.",$2B-$10B,,2482700000,Revenues,USD,2023-05-04,10-Q,2022-03-31,149000000,NetIncomeLoss,USD,2023-05-04,10-Q,2022-03-31,33117300000,Assets,USD,2023-05-04,10-Q,2022-12-31,-277500000,NetCashProvidedByUsedInFinancingActivities,USD,2023-05-04,10-Q,2022-03-31,-13300000,NetCashProvidedByUsedInInvestingActivities,USD,2023-05-04,10-Q,2022-03-31,-501100000,NetCashProvidedByUsedInOperatingActivities,USD,2023-05-04,10-Q,2022-03-31,through_ocf,True,,,0.060015,-0.201837,13.339227,-0.111773,-0.005357
