quarter,ticker,cik,asof_date
2024Q4,A,1090872,2024-11-25
2024Q4,AAP,1158449,2024-11-14
2024Q4,AAT,1500217,2024-10-29
2024Q4,ABG,1144980,2024-10-29
2024Q4,ABM,771497,2024-12-18
2024Q4,ABNB,1559720,2024-11-07
2024Q4,ACA,1739445,2024-10-30
2024Q4,ACAD,1070494,2024-11-06
2024Q4,ACCO,712034,2024-10-31
2024Q4,ACDC,0001881487,2024-11-05
2024Q4,ACGL,947484,2024-10-30
2024Q4,ACH,75252,2024-11-04
2024Q4,ACIW,935036,2024-11-07
2024Q4,ACLS,1113232,2024-11-06
2024Q4,ACT,1823529,2024-11-06
2024Q4,ACVA,1637873,2024-11-07
2024Q4,ADBE,796343,2024-12-11
2024Q4,ADEA,1803696,2024-11-07
2024Q4,ADI,6281,2024-11-26
2024Q4,ADNT,1670541,2024-11-08
2024Q4,ADSK,769397,2024-11-26
2024Q4,ADTN,926282,2024-11-07
2024Q4,ADUS,1468328,2024-11-04
2024Q4,ADV,1776661,2024-11-07
2024Q4,AEE,1002910,2024-11-06
2024Q4,AEIS,927003,2024-10-30
2024Q4,AEO,919012,2024-12-04
2024Q4,AEP,4904,2024-11-06
2024Q4,AES,874761,2024-10-31
2024Q4,AESI,0001984060,2024-10-10
2024Q4,AFL,4977,2024-10-30
2024Q4,AFRM,1820953,2024-11-07
2024Q4,AGX,100591,2024-12-05
2024Q4,AGYS,78749,2024-10-28
2024Q4,AHCO,1725255,2024-11-05
2024Q4,AHR,1632970,2024-11-12
2024Q4,AHRT,1569187,2024-11-04
2024Q4,AI,1577526,2024-12-09
2024Q4,AIOT,1774170,2024-11-12
2024Q4,AJG,354190,2024-10-24
2024Q4,AKAM,1086222,2024-11-07
2024Q4,ALB,915913,2024-11-06
2024Q4,ALG,897077,2024-10-31
2024Q4,ALGM,866291,2024-10-31
2024Q4,ALGN,1097149,2024-10-23
2024Q4,ALGT,1362468,2024-10-30
2024Q4,ALKS,1520262,2024-10-24
2024Q4,ALLE,1579241,2024-10-24
2024Q4,ALRM,1459200,2024-11-07
2024Q4,ALTG,1759824,2024-11-12
2024Q4,AMC,1411579,2024-11-06
2024Q4,AMCX,1514991,2024-11-08
2024Q4,AMD,2488,2024-10-29
2024Q4,AME,1037868,2024-10-31
2024Q4,AMGN,318154,2024-10-30
2024Q4,AMKR,1047127,2024-10-28
2024Q4,AMN,1142750,2024-10-01
2024Q4,AMPH,1297184,2024-11-06
2024Q4,AMR,1704715,2024-10-15
2024Q4,AMRX,1723128,2024-11-08
2024Q4,AMT,1053507,2024-10-29
2024Q4,AMWD,794619,2024-11-26
2024Q4,ANDE,821026,2024-11-04
2024Q4,ANET,1596532,2024-11-07
2024Q4,ANF,1018840,2024-11-27
2024Q4,ANGI,1705110,2024-11-12
2024Q4,ANGO,1275187,2024-10-03
2024Q4,AON,315293,2024-10-25
2024Q4,AOS,91142,2024-10-11
2024Q4,AOSL,1387467,2024-11-04
2024Q4,APAM,1517302,2024-10-29
2024Q4,APD,2969,2024-11-07
2024Q4,APEI,1201792,2024-11-12
2024Q4,APH,820313,2024-10-23
2024Q4,APLE,1418121,2024-11-04
2024Q4,APO,0001858681,2024-11-05
2024Q4,APP,1751008,2024-11-06
2024Q4,APPF,1433195,2024-10-24
2024Q4,APPN,1441683,2024-11-07
2024Q4,APTV,1521332,2024-10-31
2024Q4,ARCB,894405,2024-11-01
