quarter,ticker,revenue_bucket,profitability_score,operating_cash_flow_score,fcf_proxy_score,financing_dependence_score,asset_efficiency_score,pre_llm_fundamental_score,pre_llm_fundamental_bucket,pre_llm_fundamental_missing_fields,tier_bucket,tier_1_bucket,tier_2_bucket,tier_3_bucket,tier_4_bucket,tradable_date,entry_open,return_10d_pct,return_20d_pct,return_30d_pct,return_60d_pct,return_90d_pct
2022Q2,A,$1B-$2B,2,2,2,1,0,7,strong,,,,,,,2022-05-25,127.209999,0.3302,-8.8043,-4.6537,-2.3190,4.2685
2022Q2,AAP,$2B-$10B,1,1,1,1,1,5,good,,,,,,,2022-05-24,175.309998,8.7958,-1.7797,1.8938,8.1684,13.2166
2022Q2,AAT,$100M-$500M,1,2,-1,-1,0,1,mixed,,,,,,,2022-04-27,35.709999,-7.1689,-6.0207,-4.3405,-15.1498,-16.8300
2022Q2,ABG,$2B-$10B,1,1,1,1,2,6,strong,,,,,,,2022-04-29,173.550003,8.8908,3.3938,4.3791,0.8585,-0.9162
2022Q2,ABM,$1B-$2B,1,1,1,1,0,4,good,,,,,,,2022-06-09,46.750000,-11.9786,-9.2620,-7.5722,-4.3850,-2.1604
2022Q2,ABNB,$2B-$10B,-1,1,-1,-1,0,-2,weak,,,,,,,2022-05-04,152.550003,-24.9820,-30.3573,-21.4487,-37.1091,-23.7365
2022Q2,ABT,>$10B,2,2,2,1,0,7,strong,,,,,,,2022-04-21,123.180000,-8.4023,-14.0770,-6.6163,-15.2379,-12.1367
2022Q2,ACA,$1B-$2B,1,2,2,1,1,7,strong,,,,,,,2022-04-29,52.970001,-4.1344,1.6424,-0.1888,-12.2145,-2.8884
2022Q2,ACAD,<$100M,-1,-1,-1,-1,0,-4,weak,,Tier 0 - Broad right-tail scouting universe,,,,,2022-05-05,19.510000,-14.9154,-18.1958,-13.2240,-21.7324,-23.2701
2022Q2,ACCO,$1B-$2B,1,2,2,1,1,7,strong,,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,,2022-04-27,7.580000,-5.4090,0.2639,-1.7150,-9.1029,-6.7282
2022Q2,ACDC,,,,,,,,not_scored,profitability_score;operating_cash_flow_score;fcf_proxy_score;financing_dependence_score;asset_efficiency_score,,,,,,2022-06-21,21.480000,-15.1304,-23.5102,-23.2775,-8.6127,-14.8510
2022Q2,ACGL,$2B-$10B,2,2,1,1,0,6,strong,,,,,,,2022-04-28,46.080002,-1.8663,-0.5642,2.9948,-2.4089,-3.9063
2022Q2,ACH,$2B-$10B,-1,1,1,1,2,4,good,,,,,,,2022-05-04,37.849998,-7.2127,-10.9908,-12.3118,-13.7384,-3.1968
2022Q2,ACIW,$100M-$500M,-1,2,2,1,0,4,good,,,,,,,2022-05-06,27.480000,-8.1150,-4.6579,0.9098,-4.5488,-1.0553
2022Q2,ACLS,$100M-$500M,1,-1,-1,1,1,1,mixed,,,,,,,2022-05-05,59.290001,-4.9081,-5.3635,6.1393,-17.2710,22.6176
2022Q2,ACT,$500M-$1B,2,2,2,1,0,7,strong,,Tier 0 - Broad right-tail scouting universe,,,,,2022-05-04,24.059999,-4.4888,-0.9144,3.8238,-10.6401,0.8728
2022Q2,ACVA,<$100M,-1,2,2,-1,0,2,mixed,,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,,2022-05-12,8.380000,-3.9379,2.7446,-18.6158,-18.2578,-9.4272
2022Q2,ADBE,$2B-$10B,2,2,2,1,0,7,strong,,,,,,,2022-06-17,349.239990,9.1141,11.9259,7.4419,28.1526,-11.4849
2022Q2,ADEA,$100M-$500M,1,2,1,1,0,5,good,,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,,2022-05-10,6.847792,5.5168,4.3754,1.3950,-4.9461,4.0583
2022Q2,ADI,$2B-$10B,2,2,2,1,0,7,strong,,,,,,,2022-05-19,160.850006,4.6938,2.5863,-7.7712,-3.4815,5.7693
2022Q2,ADNT,$2B-$10B,1,1,1,1,0,4,good,,,,,,,2022-05-06,33.919998,-10.0825,-0.6781,10.2594,-13.2370,-1.4151
2022Q2,ADSK,$2B-$10B,1,2,2,1,0,6,strong,,,,,,,2022-05-27,204.000000,2.2549,-19.4559,-8.8873,-5.3578,7.9167
2022Q2,ADTN,$500M-$1B,-1,-1,-1,1,2,0,mixed,,Tier 0 - Broad right-tail scouting universe,,,,,2022-05-06,16.889999,2.2499,10.5388,14.0320,6.7496,36.7673
2022Q2,ADUS,$100M-$500M,1,-1,-1,1,0,0,mixed,,,,,,,2022-05-04,82.879997,-1.1462,2.7751,-0.3861,2.5459,15.4561
2022Q2,ADV,$500M-$1B,-1,1,1,1,0,2,mixed,,,,,,,2022-05-11,135.500000,-20.8487,-20.6642,-23.4317,-27.8598,-21.4022
2022Q2,AEE,$2B-$10B,2,2,-1,0,0,3,good,,,,,,,2022-05-06,92.610001,0.3995,3.5201,0.5831,-4.9887,-1.1014
2022Q2,AEIS,$100M-$500M,2,2,2,1,0,7,strong,,,,,,,2022-05-05,81.489998,-5.0436,-6.3689,0.8958,-10.2712,13.9649
2022Q2,AEO,$1B-$2B,1,1,-1,1,0,2,mixed,,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,,,,2022-05-27,12.630000,-1.5835,-6.0966,0.8709,-12.9850,-3.0087
2022Q2,AEP,$2B-$10B,2,-1,-1,-1,0,-1,weak,,,,,,,2022-04-29,101.930000,-2.1976,-2.8353,0.0981,-6.7203,-4.2284
2022Q2,AES,$2B-$10B,-1,1,-1,-1,0,-2,weak,,Tier 0 - Broad right-tail scouting universe,,,,,2022-05-06,20.980000,-4.3851,4.8618,8.2459,0.9533,9.6282
2022Q2,AFL,>$10B,2,2,2,1,0,7,strong,,,,,,,2022-04-28,60.500000,-4.8595,-6.9091,0.1157,-7.6198,-7.4380
2022Q2,AFRM,$100M-$500M,-1,-1,-1,-1,0,-4,weak,,Tier 0 - Broad right-tail scouting universe,,,,,2022-05-13,24.830000,-1.2485,6.4035,-27.8292,-10.5920,48.8925
2022Q2,AGX,$100M-$500M,-1,2,2,1,0,4,good,,,,,,,2022-04-14,39.950001,-7.5094,-5.6571,-7.6345,-4.5307,-12.2403
2022Q2,AGYS,$100M-$500M,1,2,2,-1,1,5,good,,,,,,,2022-05-18,40.000000,2.1750,8.0500,-0.6750,22.4250,34.2250
2022Q2,AHCO,$100M-$500M,-1,1,-1,-1,0,-2,weak,,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,,Tier 3 - Revised dislocation feed,,2022-05-11,14.800000,18.7838,21.5541,21.9595,29.5946,50.2703
2022Q2,AHRT,$100M-$500M,1,2,-1,-1,0,1,mixed,,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,,,,2022-05-04,13.600000,-3.9706,-1.0294,2.2794,-3.8235,2.5735
2022Q2,AI,$100M-$500M,-1,-1,2,-1,0,-1,weak,,Tier 0 - Broad right-tail scouting universe,,,,,2022-06-02,15.200000,4.5395,16.7763,31.9737,23.0921,18.4211
2022Q2,AIOT,<$100M,-1,1,1,-1,0,0,mixed,,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,"Tier 4 - Ultra-distressed tag, not a production tier",2022-05-11,2.340000,-1.7094,1.2821,-1.7094,-9.4017,26.4957
2022Q2,AIZ,$2B-$10B,1,2,2,1,0,6,strong,,,,,,,2022-05-04,182.309998,-1.0038,-0.8557,-1.0532,-5.3425,-5.8911
2022Q2,AJG,$2B-$10B,1,2,-1,0,0,2,mixed,,,,,,,2022-04-29,176.320007,-9.1481,-11.9499,-8.1556,-7.4524,-0.1475
2022Q2,AKAM,$500M-$1B,2,2,-1,1,0,4,good,,,,,,,2022-05-04,99.050003,-0.1313,0.5149,1.8072,-5.9768,-4.2504
2022Q2,ALB,$500M-$1B,2,2,-1,1,0,4,good,,,,,,,2022-05-05,238.000000,-4.9076,-0.2059,8.3151,-15.7857,0.6471
