quarter,ticker,revenue_bucket,profitability_score,operating_cash_flow_score,fcf_proxy_score,financing_dependence_score,asset_efficiency_score,pre_llm_fundamental_score,pre_llm_fundamental_bucket,pre_llm_fundamental_missing_fields,tier_bucket,tier_1_bucket,tier_2_bucket,tier_3_bucket,tier_4_bucket,tradable_date,entry_open,return_10d_pct,return_20d_pct,return_30d_pct,return_60d_pct,return_90d_pct
2023Q2,A,$1B-$2B,2,2,2,1,0,7,strong,,,,,,,2023-05-24,115.199997,2.7344,3.7326,3.6632,10.8681,2.1181
2023Q2,AAP,>$10B,1,1,2,1,1,6,strong,,,,,,,2023-06-01,71.769997,-6.7995,-4.2497,-1.1425,3.6506,-5.1136
2023Q2,AAT,$100M-$500M,1,2,2,1,0,6,strong,,Tier 0 - Broad right-tail scouting universe,,,,,2023-04-26,17.530001,7.7011,4.5066,8.2145,7.1877,27.1535
2023Q2,ABG,$2B-$10B,1,1,-1,0,1,2,mixed,,,,,,,2023-04-26,186.119995,8.4677,6.1305,14.2274,23.0389,17.2953
2023Q2,ABM,$1B-$2B,1,-1,-1,0,0,-1,weak,,,,,,,2023-06-07,48.540001,-14.6889,-14.5035,-14.3387,-6.0569,-7.8080
2023Q2,ABNB,$1B-$2B,-1,2,2,-1,0,2,mixed,,,,,,,2023-05-10,109.849998,0.0728,-2.4215,7.2918,19.8999,27.0369
2023Q2,ABT,>$10B,2,2,2,1,0,7,strong,,,,,,,2023-04-20,112.250000,-1.0156,-1.3898,-3.5635,-4.9443,-4.4276
2023Q2,ACA,$1B-$2B,1,2,-1,0,1,3,good,,,,,,,2023-04-28,63.770000,6.3353,8.8600,4.2497,16.3243,17.1711
2023Q2,ACAD,$100M-$500M,-1,-1,2,0,0,0,mixed,,Tier 0 - Broad right-tail scouting universe,,,,,2023-05-09,21.590000,12.5984,10.1899,16.2112,14.7290,24.1315
2023Q2,ACCO,$1B-$2B,1,1,-1,-1,1,1,mixed,,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,"Tier 4 - Ultra-distressed tag, not a production tier",2023-05-05,4.870000,9.8563,1.6427,3.9014,11.7043,25.2567
2023Q2,ACDC,$500M-$1B,1,1,1,1,1,5,good,,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,,2023-05-11,9.845000,22.1940,13.9665,23.3113,25.1397,28.9995
2023Q2,ACGL,$2B-$10B,2,2,-1,0,0,3,good,,,,,,,2023-04-27,72.620003,4.8471,0.5784,-1.9554,-1.9278,13.0267
2023Q2,ACH,$2B-$10B,1,1,-1,-1,0,0,mixed,,Tier 0 - Broad right-tail scouting universe,,,,,2023-05-08,19.230000,4.6802,1.4041,12.8965,-7.6963,0.1040
2023Q2,ACIW,$100M-$500M,1,1,2,1,0,5,good,,Tier 0 - Broad right-tail scouting universe,,,,,2023-05-05,24.350000,2.6283,-5.4620,-5.7906,-5.4620,-2.2587
2023Q2,ACLS,$100M-$500M,2,2,2,1,1,8,strong,,,,,,,2023-05-04,122.099998,4.8239,15.5201,33.3579,48.8452,54.8075
2023Q2,ACT,$1B-$2B,2,2,-1,-1,0,2,mixed,,Tier 0 - Broad right-tail scouting universe,,,,,2023-05-04,23.799999,-0.2521,2.3529,4.8319,8.0672,18.4034
2023Q2,ACVA,$100M-$500M,-1,-1,-1,-1,0,-4,weak,,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,,Tier 3 - Revised dislocation feed,,2023-05-11,14.740000,20.7598,15.6038,21.7775,14.5183,12.9579
2023Q2,ADBE,$2B-$10B,2,2,2,1,0,7,strong,,,,,,,2023-06-16,518.229980,-7.4716,-7.1281,0.7275,0.0907,6.5473
2023Q2,ADEA,$100M-$500M,2,2,2,1,0,7,strong,,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,,2023-05-09,7.400000,25.4054,32.0270,42.4324,51.3513,57.8378
2023Q2,ADI,$2B-$10B,2,2,2,1,0,7,strong,,,,,,,2023-05-25,166.509995,5.0868,15.2423,11.9092,15.5306,6.5882
2023Q2,ADNT,$2B-$10B,-1,1,2,1,1,4,good,,,,,,,2023-05-04,33.639999,5.0832,3.3591,2.7051,15.9929,29.0131
2023Q2,ADSK,$2B-$10B,2,2,2,1,0,7,strong,,,,,,,2023-05-26,200.770004,3.8153,10.2904,0.0050,4.9758,3.9000
