quarter,ticker,revenue_bucket,profitability_score,operating_cash_flow_score,fcf_proxy_score,financing_dependence_score,asset_efficiency_score,pre_llm_fundamental_score,pre_llm_fundamental_bucket,pre_llm_fundamental_missing_fields,tier_bucket,tier_1_bucket,tier_2_bucket,tier_3_bucket,tier_4_bucket,tradable_date,entry_open,return_10d_pct,return_20d_pct,return_30d_pct,return_60d_pct,return_90d_pct
2024Q1,A,$2B-$10B,2,2,2,1,1,8,strong,,,,,,,2024-02-28,139.880005,5.2974,5.3689,4.0606,-0.2073,5.9551
2024Q1,AAP,$2B-$10B,1,1,1,1,1,5,good,,,,,,,2024-02-29,69.120003,9.6209,22.7430,23.5966,9.1146,-9.6065
2024Q1,AAT,$100M-$500M,1,2,1,1,0,5,good,,Tier 0 - Broad right-tail scouting universe,,,,,2024-02-07,21.660000,-0.1385,-1.8929,-3.0471,-1.1080,1.7082
2024Q1,ABG,>$10B,1,1,2,1,2,7,strong,,,,,,,2024-02-09,205.710007,1.2007,1.5167,2.3382,11.7982,9.9995
2024Q1,ABM,$1B-$2B,1,-1,-1,0,0,-1,weak,,,,,,,2024-03-08,43.419998,-1.4279,2.7637,1.8194,1.9116,11.4694
2024Q1,ABNB,$2B-$10B,-1,2,2,0,0,3,good,,,,,,,2024-02-14,146.160004,2.1278,9.0107,9.9069,6.4587,0.3695
2024Q1,ABT,>$10B,2,2,2,1,0,7,strong,,,,,,,2024-01-25,111.410004,0.2154,0.5834,6.5344,-1.2566,-4.0571
2024Q1,ACA,$1B-$2B,1,2,1,1,1,6,strong,,,,,,,2024-02-23,89.070000,-4.7378,-9.1838,-5.5799,-12.8551,-3.9183
2024Q1,ACAD,$100M-$500M,-1,-1,1,0,1,0,mixed,,Tier 0 - Broad right-tail scouting universe,,,,,2024-02-28,24.639999,-2.0698,-24.1071,-25.8929,-30.6006,-38.7581
2024Q1,ACCO,$1B-$2B,-1,-1,-1,0,1,-2,weak,,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,2024-02-23,6.000000,-9.0000,-12.5000,-7.8333,-17.0000,-16.0000
2024Q1,ACDC,$1B-$2B,1,2,-1,-1,1,2,mixed,,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,,,2024-03-14,7.320000,13.3880,22.4044,15.9836,8.1967,20.9016
2024Q1,ACGL,$2B-$10B,1,2,2,1,0,6,strong,,,,,,,2024-02-15,86.430000,0.9835,2.7652,5.7503,3.8528,13.2361
