quarter,ticker,revenue_bucket,profitability_score,operating_cash_flow_score,fcf_proxy_score,financing_dependence_score,asset_efficiency_score,pre_llm_fundamental_score,pre_llm_fundamental_bucket,pre_llm_fundamental_missing_fields,tier_bucket,tier_1_bucket,tier_2_bucket,tier_3_bucket,tier_4_bucket,tradable_date,entry_open,return_10d_pct,return_20d_pct,return_30d_pct,return_60d_pct,return_90d_pct
2021Q4,A,$2B-$10B,2,2,2,1,0,7,strong,,,,,,,2021-11-23,155.889999,-4.2081,0.2566,1.2252,-11.3991,-16.2935
2021Q4,AAP,$2B-$10B,1,1,2,0,0,4,good,,,,,,,2021-11-16,238.779999,-5.0465,-3.6686,0.1591,-0.3644,-6.0725
2021Q4,AAT,$100M-$500M,1,2,2,0,0,5,good,,,,,,,2021-10-27,39.209999,-0.2805,-1.5812,-8.1612,-6.3249,-9.4109
2021Q4,ABG,$2B-$10B,1,2,-1,0,2,4,good,,,,,,,2021-10-27,208.270004,-11.2594,-11.8692,-23.2775,-19.5804,-19.8876
2021Q4,ABM,$2B-$10B,-1,1,2,1,2,5,good,,,,,,,2021-12-16,40.419998,2.3751,5.7892,7.1747,3.5626,12.9886
2021Q4,ABNB,$1B-$2B,-1,-1,-1,-1,0,-4,weak,,,,,,,2021-11-05,186.149994,11.3135,-6.6022,-2.8472,-8.2460,-19.6508
2021Q4,ABT,>$10B,1,2,2,1,0,6,strong,,,,,,,2021-10-21,123.510002,4.3964,3.4896,1.4169,9.2867,2.0565
2021Q4,ACA,$500M-$1B,1,2,-1,-1,0,1,mixed,,,,,,,2021-11-04,52.419998,6.2381,9.1759,5.8566,2.1557,-13.3537
2021Q4,ACAD,$100M-$500M,-1,-1,2,-1,0,-1,weak,,Tier 0 - Broad right-tail scouting universe,,,,,2021-11-09,20.840000,-8.1094,-9.5969,8.5413,8.9731,21.4491
2021Q4,ACCO,$500M-$1B,1,-1,-1,-1,0,-2,weak,,Tier 0 - Broad right-tail scouting universe,Tier 1 - Balanced priority feed,Tier 2 - High-priority compact feed,Tier 3 - Revised dislocation feed,,2021-10-27,8.700000,5.5172,2.2988,-2.2988,-6.5517,-5.0575
2021Q4,ACGL,$2B-$10B,2,2,-1,-1,0,2,mixed,,,,,,,2021-10-13,40.750000,6.3558,5.9141,3.1166,6.3804,13.7914
2021Q4,ACH,$2B-$10B,-1,1,2,1,2,5,good,,,,,,,2021-11-04,45.400002,-4.4053,-9.3833,-10.1322,-2.1366,-8.5463
2021Q4,ACIW,$500M-$1B,1,2,2,1,0,6,strong,,,,,,,2021-11-05,31.940001,8.6725,-5.0407,-0.8453,10.8954,3.6005
