quarter,ticker,cik,asof_date
2024Q1,DHR,313616,2024-01-08
2024Q1,DIN,49754,2024-02-28
2024Q1,DIOD,29002,2024-02-06
2024Q1,DK,1694426,2024-02-27
2024Q1,DLR,1297996,2024-02-15
2024Q1,DLTR,935703,2024-03-13
2024Q1,DLX,27996,2024-02-01
2024Q1,DNOW,1599617,2024-02-15
2024Q1,DNUT,1857154,2024-02-13
2024Q1,DOC,765880,2024-02-08
2024Q1,DOCN,1582961,2024-02-21
2024Q1,DOCU,1261333,2024-03-07
2024Q1,DOV,29905,2024-02-01
2024Q1,DPZ,1286681,2024-02-26
2024Q1,DRH,1298946,2024-01-22
2024Q1,DRI,940944,2024-03-21
2024Q1,DRS,1833756,2024-02-27
2024Q1,DRVN,1804745,2024-02-22
2024Q1,DSGR,703604,2024-03-07
2024Q1,DTE,936340,2024-02-08
2024Q1,DUK,1326160,2024-02-08
2024Q1,DUOL,1562088,2024-02-28
2024Q1,DVA,927066,2024-02-13
2024Q1,DVN,1090012,2024-02-27
2024Q1,DXLG,813298,2024-03-21
2024Q1,DXPE,1020710,2024-03-08
2024Q1,DY,67215,2024-02-28
2024Q1,EA,712515,2024-01-30
2024Q1,EAT,703351,2024-01-31
2024Q1,EBAY,1065088,2024-01-24
2024Q1,EBS,1367644,2024-03-06
2024Q1,ECL,31462,2024-02-13
2024Q1,ECPG,1084961,2024-02-21
2024Q1,ECVT,1708035,2024-02-28
2024Q1,ED,1047862,2024-02-15
2024Q1,EE,0001888447,2024-02-28
2024Q1,EEFT,1029199,2024-02-07
2024Q1,EEX,1579214,2024-02-29
2024Q1,EFX,33185,2024-02-07
2024Q1,EG,1095073,2024-02-07
2024Q1,EHAB,0001803737,2024-03-06
2024Q1,EIG,1379041,2024-02-15
2024Q1,EIX,827052,2024-02-22
2024Q1,EMBC,0001872789,2024-02-09
2024Q1,EME,105634,2024-02-28
2024Q1,EMR,32604,2024-02-07
2024Q1,ENOV,1420800,2024-02-22
2024Q1,ENPH,1463101,2024-02-06
2024Q1,ENR,1632790,2024-02-06
2024Q1,ENS,1289308,2024-02-07
2024Q1,ENSG,1125376,2024-02-01
2024Q1,ENTG,1101302,2024-02-13
2024Q1,ENVA,1529864,2024-01-30
2024Q1,EPAM,1352010,2024-02-15
2024Q1,EPC,1096752,2024-02-07
2024Q1,EPM,1006655,2024-02-06
2024Q1,EQIX,1101239,2024-02-14
2024Q1,EQR,906107,2024-01-30
2024Q1,ERIE,922621,2024-02-26
2024Q1,ES,72741,2024-01-08
2024Q1,ESE,866706,2024-02-08
2024Q1,ESRT,1541401,2024-02-20
2024Q1,ESS,920522,2024-02-06
2024Q1,ETN,1551182,2024-02-01
2024Q1,ETR,65984,2024-02-22
2024Q1,EVCM,1853145,2024-03-14
2024Q1,EVER,1640428,2024-02-26
2024Q1,EVH,1628908,2024-01-08
2024Q1,EVRG,1711269,2024-02-29
2024Q1,EVTC,1559865,2024-02-28
2024Q1,EW,1099800,2024-02-06
2024Q1,EXAS,1124140,2024-01-08
2024Q1,EXC,1109357,2024-02-21
2024Q1,EXE,895126,2024-02-20
2024Q1,EXEL,939767,2024-01-08
2024Q1,EXLS,1297989,2024-02-29
2024Q1,EXPD,746515,2024-02-20
2024Q1,EXPE,1324424,2024-02-08
2024Q1,EXPI,1495932,2024-02-22
2024Q1,EXR,1289490,2024-02-27
2024Q1,EXTR,1078271,2024-01-08
2024Q1,EYE,1710155,2024-02-27
2024Q1,EZPW,876523,2024-01-31
2024Q1,FA,1210677,2024-02-29
2024Q1,FAST,815556,2024-01-18
2024Q1,FBP,1057706,2024-01-24
2024Q1,FCFS,840489,2024-02-01
2024Q1,FDP,1047340,2024-02-26
2024Q1,FDS,1013237,2024-03-21
2024Q1,FE,1031296,2024-02-08
2024Q1,FELE,38725,2024-02-13
2024Q1,FET,1401257,2024-02-20
2024Q1,FFIV,1048695,2024-01-29
2024Q1,FG,0001934850,2024-02-21
2024Q1,FHB,36377,2024-01-26
2024Q1,FICO,814547,2024-01-25
2024Q1,FIGS,1846576,2024-02-28
2024Q1,FIS,1136893,2024-02-26
2024Q1,FISV,798354,2024-02-06
2024Q1,FIVE,1177609,2024-03-20
2024Q1,FIVN,1288847,2024-02-21
2024Q1,FIX,1035983,2024-02-22
