quarter,asof_date,ticker,cik,entity_name,revenue_bucket,revenue_filter_keep_under_10b,revenue_value,revenue_fact_name,revenue_unit,revenue_filed,revenue_form,revenue_period_end,net_income_value,net_income_fact_name,net_income_unit,net_income_filed,net_income_form,net_income_period_end,assets_value,assets_fact_name,assets_unit,assets_filed,assets_form,assets_period_end,financing_cash_flow_value,financing_cash_flow_fact_name,financing_cash_flow_unit,financing_cash_flow_filed,financing_cash_flow_form,financing_cash_flow_period_end,investing_cash_flow_value,investing_cash_flow_fact_name,investing_cash_flow_unit,investing_cash_flow_filed,investing_cash_flow_form,investing_cash_flow_period_end,operating_cash_flow_value,operating_cash_flow_fact_name,operating_cash_flow_unit,operating_cash_flow_filed,operating_cash_flow_form,operating_cash_flow_period_end,universal_feature_set,universal_feature_complete,universal_feature_complete_through_eps,missing_universal_features,net_income_margin,operating_cash_flow_to_revenue,assets_to_revenue,financing_cash_flow_to_revenue,investing_cash_flow_to_revenue
2022Q3,2022-07-27,ACGL,947484,Arch Capital Group Ltd.,$2B-$10B,,2265794000,Revenues,USD,2022-05-04,10-Q,2021-03-31,438156000,NetIncomeLoss,USD,2022-05-04,10-Q,2021-03-31,45100945000,Assets,USD,2022-05-04,10-Q,2021-12-31,-186602000,NetCashProvidedByUsedInFinancingActivities,USD,2022-05-04,10-Q,2021-03-31,-493189000,NetCashProvidedByUsedInInvestingActivities,USD,2022-05-04,10-Q,2021-03-31,762845000,NetCashProvidedByUsedInOperatingActivities,USD,2022-05-04,10-Q,2021-03-31,through_ocf,True,,,0.193379,0.336679,19.905139,-0.082356,-0.217667
2022Q3,2022-08-03,ACH,75252,"Accendra Health, Inc.",$2B-$10B,,4815994000,RevenueFromContractWithCustomerExcludingAssessedTax,USD,2022-08-03,10-Q,2021-06-30,69589000,NetIncomeLoss,USD,2022-08-03,10-Q,2021-03-31,3536551000,Assets,USD,2022-08-03,10-Q,2021-12-31,-64788000,NetCashProvidedByUsedInFinancingActivities,USD,2022-08-03,10-Q,2021-06-30,-18659000,NetCashProvidedByUsedInInvestingActivities,USD,2022-08-03,10-Q,2021-06-30,12406000,NetCashProvidedByUsedInOperatingActivities,USD,2022-08-03,10-Q,2021-06-30,through_ocf,True,,,0.01445,0.002576,0.734335,-0.013453,-0.003874
2022Q3,2022-08-04,ACIW,935036,"ACI WORLDWIDE, INC.",$500M-$1B,,586855000,RevenueFromContractWithCustomerExcludingAssessedTax,USD,2022-08-04,10-Q,2021-06-30,4556000,NetIncomeLoss,USD,2022-08-04,10-Q,2021-06-30,3158741000,Assets,USD,2022-08-04,10-Q,2021-12-31,-181343000,NetCashProvidedByUsedInFinancingActivities,USD,2022-08-04,10-Q,2021-06-30,-23727000,NetCashProvidedByUsedInInvestingActivities,USD,2022-08-04,10-Q,2021-06-30,104985000,NetCashProvidedByUsedInOperatingActivities,USD,2022-08-04,10-Q,2021-06-30,through_ocf,True,,,0.007763,0.178894,5.38249,-0.309008,-0.040431
2022Q3,2022-08-03,ACLS,1113232,AXCELIS TECHNOLOGIES INC,$100M-$500M,,132776000,Revenues,USD,2022-05-05,10-Q,2021-03-31,16480000,ProfitLoss,USD,2022-05-05,10-Q,2021-03-31,753240000,Assets,USD,2022-05-05,10-Q,2021-12-31,-11652000,NetCashProvidedByUsedInFinancingActivities,USD,2022-05-05,10-Q,2021-03-31,-1347000,NetCashProvidedByUsedInInvestingActivities,USD,2022-05-05,10-Q,2021-03-31,15098000,NetCashProvidedByUsedInOperatingActivities,USD,2022-05-05,10-Q,2021-03-31,through_ocf,True,,,0.124119,0.11371,5.673013,-0.087757,-0.010145
2022Q3,2022-08-01,ACT,1823529,"Enact Holdings, Inc.",$100M-$500M,,288583000,Revenues,USD,2022-05-05,10-Q,2021-03-31,125131000,NetIncomeLoss,USD,2022-05-05,10-Q,2021-03-31,5865773000,Assets,USD,2022-05-05,10-Q,2021-12-31,0,NetCashProvidedByUsedInFinancingActivities,USD,2022-05-05,10-Q,2021-03-31,-148487000,NetCashProvidedByUsedInInvestingActivities,USD,2022-05-05,10-Q,2021-03-31,127028000,NetCashProvidedByUsedInOperatingActivities,USD,2022-05-05,10-Q,2021-03-31,through_ocf,True,,,0.433605,0.440178,20.326121,0.0,-0.514538
2022Q3,2022-08-10,ACVA,1637873,ACV Auctions Inc.,$100M-$500M,,166460000,Revenues,USD,2022-08-10,10-Q,2021-06-30,-27067000,NetIncomeLoss,USD,2022-08-10,10-Q,2021-06-30,982960000,Assets,USD,2022-08-10,10-Q,2021-12-31,382199000,NetCashProvidedByUsedInFinancingActivities,USD,2022-08-10,10-Q,2021-06-30,-24414000,NetCashProvidedByUsedInInvestingActivities,USD,2022-08-10,10-Q,2021-06-30,72814000,NetCashProvidedByUsedInOperatingActivities,USD,2022-08-10,10-Q,2021-06-30,through_ocf,True,,,-0.162604,0.437426,5.905082,2.296041,-0.146666
2022Q3,2022-09-15,ADBE,796343,ADOBE INC.,$2B-$10B,,7740000000,Revenues,USD,2022-06-29,10-Q,2021-06-04,2377000000,NetIncomeLoss,USD,2022-06-29,10-Q,2021-06-04,27241000000,Assets,USD,2022-06-29,10-Q,2021-12-03,-2324000000,NetCashProvidedByUsedInFinancingActivities,USD,2022-06-29,10-Q,2021-06-04,-1665000000,NetCashProvidedByUsedInInvestingActivities,USD,2022-06-29,10-Q,2021-06-04,3760000000,NetCashProvidedByUsedInOperatingActivities,USD,2022-06-29,10-Q,2021-06-04,through_ocf,True,,,0.307106,0.485788,3.519509,-0.300258,-0.215116
2022Q3,2022-08-08,ADEA,1803696,ADEIA INC.,$100M-$500M,,443868000,Revenues,USD,2022-08-08,10-Q,2021-06-30,4169000,NetIncomeLoss,USD,2022-08-08,10-Q,2021-06-30,2470022000,Assets,USD,2022-08-08,10-Q,2021-12-31,-117184000,NetCashProvidedByUsedInFinancingActivities,USD,2022-08-08,10-Q,2021-06-30,-6215000,NetCashProvidedByUsedInInvestingActivities,USD,2022-08-08,10-Q,2021-06-30,82979000,NetCashProvidedByUsedInOperatingActivities,USD,2022-08-08,10-Q,2021-06-30,through_ocf,True,,,0.009392,0.186945,5.564767,-0.264006,-0.014002
2022Q3,2022-08-17,ADI,6281,"Analog Devices, Inc.",$2B-$10B,,4978718000,RevenueFromContractWithCustomerExcludingAssessedTax,USD,2022-08-17,10-Q,2021-07-31,1314735000,NetIncomeLoss,USD,2022-08-17,10-Q,2021-07-31,52322071000,Assets,USD,2022-08-17,10-Q,2021-10-30,-1189966000,NetCashProvidedByUsedInFinancingActivities,USD,2022-08-17,10-Q,2021-07-31,-183280000,NetCashProvidedByUsedInInvestingActivities,USD,2022-08-17,10-Q,2021-07-31,1794345000,NetCashProvidedByUsedInOperatingActivities,USD,2022-08-17,10-Q,2021-07-31,through_ocf,True,,,0.264071,0.360403,10.509145,-0.239011,-0.036813
2022Q3,2022-08-05,ADNT,1670541,ADIENT PLC,>$10B,,10909000000,RevenueFromContractWithCustomerExcludingAssessedTax,USD,2022-08-05,10-Q,2021-06-30,148000000,NetIncomeLoss,USD,2022-08-05,10-Q,2021-06-30,10778000000,Assets,USD,2022-08-05,10-Q,2021-09-30,-718000000,NetCashProvidedByUsedInFinancingActivities,USD,2022-08-05,10-Q,2021-06-30,-347000000,NetCashProvidedByUsedInInvestingActivities,USD,2022-08-05,10-Q,2021-06-30,362000000,NetCashProvidedByUsedInOperatingActivities,USD,2022-08-05,10-Q,2021-06-30,through_ocf,True,,,0.013567,0.033184,0.987992,-0.065817,-0.031809
2022Q3,2022-08-24,ADSK,769397,"AUTODESK, INC.",$500M-$1B,,989000000,RevenueFromContractWithCustomerExcludingAssessedTax,USD,2022-06-02,10-Q,2021-04-30,156000000,NetIncomeLoss,USD,2022-06-02,10-Q,2021-04-30,8607000000,Assets,USD,2022-06-02,10-Q,2022-01-31,-142000000,NetCashProvidedByUsedInFinancingActivities,USD,2022-06-02,10-Q,2021-04-30,-1040000000,NetCashProvidedByUsedInInvestingActivities,USD,2022-06-02,10-Q,2021-04-30,336000000,NetCashProvidedByUsedInOperatingActivities,USD,2022-06-02,10-Q,2021-04-30,through_ocf,True,,,0.157735,0.339737,8.70273,-0.143579,-1.051567
2022Q3,2022-08-04,ADTN,926282,"ADTRAN Holdings, Inc.",$100M-$500M,,127533000,RevenueFromContractWithCustomerExcludingAssessedTax,USD,2022-05-06,10-Q,2021-03-31,896000,NetIncomeLoss,USD,2022-05-06,10-Q,2021-03-31,569017000,Assets,USD,2022-05-06,10-Q,2021-12-31,-3230000,NetCashProvidedByUsedInFinancingActivities,USD,2022-05-06,10-Q,2021-03-31,-2004000,NetCashProvidedByUsedInInvestingActivities,USD,2022-05-06,10-Q,2021-03-31,10685000,NetCashProvidedByUsedInOperatingActivities,USD,2022-05-06,10-Q,2021-03-31,through_ocf,True,,,0.007026,0.083782,4.461724,-0.025327,-0.015714
2022Q3,2022-08-01,ADUS,1468328,Addus HomeCare Corp,$100M-$500M,,205302000,RevenueFromContractWithCustomerExcludingAssessedTax,USD,2022-05-03,10-Q,2021-03-31,8894000,NetIncomeLoss,USD,2022-05-03,10-Q,2021-03-31,947585000,Assets,USD,2022-05-03,10-Q,2021-12-31,-144000,NetCashProvidedByUsedInFinancingActivities,USD,2022-05-03,10-Q,2021-03-31,-1021000,NetCashProvidedByUsedInInvestingActivities,USD,2022-05-03,10-Q,2021-03-31,-18366000,NetCashProvidedByUsedInOperatingActivities,USD,2022-05-03,10-Q,2021-03-31,through_ocf,True,,,0.043322,-0.089458,4.615566,-0.000701,-0.004973
2022Q3,2022-08-09,ADV,1776661,Advantage Solutions Inc.,$1B-$2B,,1640975000,Revenues,USD,2022-08-09,10-Q,2021-06-30,6005000,NetIncomeLoss,USD,2022-08-09,10-Q,2021-06-30,5854268000,Assets,USD,2022-08-09,10-Q,2021-12-31,-64489000,NetCashProvidedByUsedInFinancingActivities,USD,2022-08-09,10-Q,2021-06-30,-33384000,NetCashProvidedByUsedInInvestingActivities,USD,2022-08-09,10-Q,2021-06-30,55924000,NetCashProvidedByUsedInOperatingActivities,USD,2022-08-09,10-Q,2021-06-30,through_ocf,True,,,0.003659,0.03408,3.567555,-0.039299,-0.020344
2022Q3,2022-08-04,AEE,1002910,AMEREN CORPORATION,$1B-$2B,,1566000000,Revenues,USD,2022-05-06,10-Q,2021-03-31,235000000,ProfitLoss,USD,2022-05-06,10-Q,2021-03-31,35735000000,Assets,USD,2022-05-06,10-Q,2021-12-31,795000000,NetCashProvidedByUsedInFinancingActivities,USD,2022-05-06,10-Q,2021-03-31,-889000000,NetCashProvidedByUsedInInvestingActivities,USD,2022-05-06,10-Q,2021-03-31,-35000000,NetCashProvidedByUsedInOperatingActivities,USD,2022-05-06,10-Q,2021-03-31,through_ocf,True,,,0.150064,-0.02235,22.819285,0.507663,-0.567688
2022Q3,2022-08-03,AEIS,927003,ADVANCED ENERGY INDUSTRIES INC,$500M-$1B,,712931000,RevenueFromContractWithCustomerExcludingAssessedTax,USD,2022-08-03,10-Q,2021-06-30,74077000,NetIncomeLoss,USD,2022-08-03,10-Q,2021-06-30,1817340000,Assets,USD,2022-08-03,10-Q,2021-12-31,-26239000,NetCashProvidedByUsedInFinancingActivities,USD,2022-08-03,10-Q,2021-06-30,-32889000,NetCashProvidedByUsedInInvestingActivities,USD,2022-08-03,10-Q,2021-06-30,87689000,NetCashProvidedByUsedInOperatingActivities,USD,2022-08-03,10-Q,2021-06-30,through_ocf,True,,,0.103905,0.122998,2.549111,-0.036804,-0.046132
2022Q3,2022-09-07,AEO,919012,AMERICAN EAGLE OUTFITTERS INC,$2B-$10B,,2228769000,RevenueFromContractWithCustomerExcludingAssessedTax,USD,2022-09-07,10-Q,2021-07-31,216977000,NetIncomeLoss,USD,2022-09-07,10-Q,2021-07-31,3495022000,Assets,USD,2022-09-07,10-Q,2021-07-31,-58053000,NetCashProvidedByUsedInFinancingActivities,USD,2022-09-07,10-Q,2021-07-31,-140404000,NetCashProvidedByUsedInInvestingActivities,USD,2022-09-07,10-Q,2021-07-31,121887000,NetCashProvidedByUsedInOperatingActivities,USD,2022-09-07,10-Q,2021-07-31,through_ocf,True,,,0.097353,0.054688,1.56814,-0.026047,-0.062996
2022Q3,2022-07-27,AEP,4904,"AMERICAN ELECTRIC POWER COMPANY, INC.",$2B-$10B,,8107600000,Revenues,USD,2022-07-27,10-Q,2021-06-30,578800000,ProfitLoss,USD,2022-07-27,10-Q,2021-03-31,87668700000,Assets,USD,2022-07-27,10-Q,2021-12-31,2107300000,NetCashProvidedByUsedInFinancingActivities,USD,2022-07-27,10-Q,2021-06-30,-3229800000,NetCashProvidedByUsedInInvestingActivities,USD,2022-07-27,10-Q,2021-06-30,1043900000,NetCashProvidedByUsedInOperatingActivities,USD,2022-07-27,10-Q,2021-06-30,through_ocf,True,,,0.07139,0.128756,10.813151,0.259917,-0.398367
2022Q3,2022-08-05,AES,874761,AES CORP,$2B-$10B,,5335000000,Revenues,USD,2022-08-04,10-Q,2021-06-30,-120000000,NetIncomeLoss,USD,2022-08-04,10-Q,2021-06-30,32963000000,Assets,USD,2022-08-04,10-Q,2021-12-31,682000000,NetCashProvidedByUsedInFinancingActivities,USD,2022-08-04,10-Q,2021-06-30,-1145000000,NetCashProvidedByUsedInInvestingActivities,USD,2022-08-04,10-Q,2021-06-30,604000000,NetCashProvidedByUsedInOperatingActivities,USD,2022-08-04,10-Q,2021-06-30,through_ocf,True,,,-0.022493,0.113215,6.178632,0.127835,-0.21462
2022Q3,2022-08-01,AFL,4977,AFLAC INC,$2B-$10B,,5869000000,Revenues,USD,2022-04-29,10-Q,2021-03-31,1293000000,NetIncomeLoss,USD,2022-04-29,10-Q,2021-03-31,157542000000,Assets,USD,2022-04-29,10-Q,2021-12-31,-470000000,NetCashProvidedByUsedInFinancingActivities,USD,2022-04-29,10-Q,2021-03-31,-969000000,NetCashProvidedByUsedInInvestingActivities,USD,2022-04-29,10-Q,2021-03-31,1366000000,NetCashProvidedByUsedInOperatingActivities,USD,2022-04-29,10-Q,2021-03-31,through_ocf,True,,,0.22031,0.232748,26.843074,-0.080082,-0.165105
2022Q3,2022-08-25,AFRM,1820953,"Affirm Holdings, Inc.",$500M-$1B,,608684000,Revenues,USD,2022-05-13,10-Q,2021-03-31,-3946000,NetIncomeLoss,USD,2022-05-13,10-Q,2020-09-30,4866967000,Assets,USD,2022-05-13,10-Q,2021-06-30,2753959000,NetCashProvidedByUsedInFinancingActivities,USD,2022-05-13,10-Q,2021-03-31,-1106378000,NetCashProvidedByUsedInInvestingActivities,USD,2022-05-13,10-Q,2021-03-31,-173217000,NetCashProvidedByUsedInOperatingActivities,USD,2022-05-13,10-Q,2021-03-31,through_ocf,True,,,-0.006483,-0.284576,7.995885,4.524448,-1.817656
2022Q3,2022-09-08,AGX,100591,ARGAN INC,$100M-$500M,,259349000,RevenueFromContractWithCustomerExcludingAssessedTax,USD,2022-09-08,10-Q,2021-07-31,23636000,NetIncomeLoss,USD,2022-09-08,10-Q,2021-07-31,651989000,Assets,USD,2022-09-08,10-Q,2021-07-31,-6861000,NetCashProvidedByUsedInFinancingActivities,USD,2022-09-08,10-Q,2021-07-31,44904000,NetCashProvidedByUsedInInvestingActivities,USD,2022-09-08,10-Q,2021-07-31,47184000,NetCashProvidedByUsedInOperatingActivities,USD,2022-09-08,10-Q,2021-07-31,through_ocf,True,,,0.091136,0.181932,2.513945,-0.026455,0.173141
2022Q3,2022-07-26,AGYS,78749,"AGILYSYS, INC.",$100M-$500M,,160757000,RevenueFromContractWithCustomerExcludingAssessedTax,USD,2022-05-23,10-K,2020-03-31,-34067000,NetIncomeLoss,USD,2022-05-23,10-K,2020-03-31,189873000,Assets,USD,2022-05-23,10-K,2021-03-31,-1116000,NetCashProvidedByUsedInFinancingActivities,USD,2022-05-23,10-K,2020-03-31,-3447000,NetCashProvidedByUsedInInvestingActivities,USD,2022-05-23,10-K,2020-03-31,10575000,NetCashProvidedByUsedInOperatingActivities,USD,2022-05-23,10-K,2020-03-31,through_ocf,True,,,-0.211916,0.065783,1.181118,-0.006942,-0.021442
2022Q3,2022-08-09,AHCO,1725255,AdaptHealth Corp.,$1B-$2B,,1099136000,RevenueFromContractWithCustomerExcludingAssessedTax,USD,2022-08-09,10-Q,2021-06-30,75141000,NetIncomeLoss,USD,2022-08-09,10-Q,2021-06-30,5250484000,Assets,USD,2022-08-09,10-Q,2021-12-31,1302630000,NetCashProvidedByUsedInFinancingActivities,USD,2022-08-09,10-Q,2021-06-30,-1372027000,NetCashProvidedByUsedInInvestingActivities,USD,2022-08-09,10-Q,2021-06-30,147624000,NetCashProvidedByUsedInOperatingActivities,USD,2022-08-09,10-Q,2021-06-30,through_ocf,True,,,0.068364,0.134309,4.776919,1.18514,-1.248278
2022Q3,2022-08-04,AHRT,1569187,"AH REALTY TRUST, INC.",<$100M,,81304000,Revenues,USD,2022-05-06,10-Q,2021-03-31,5198000,NetIncomeLoss,USD,2022-05-06,10-Q,2021-03-31,1938063000,Assets,USD,2022-05-06,10-Q,2021-12-31,7142000,NetCashProvidedByUsedInFinancingActivities,USD,2022-05-06,10-Q,2021-03-31,-31119000,NetCashProvidedByUsedInInvestingActivities,USD,2022-05-06,10-Q,2021-03-31,8135000,NetCashProvidedByUsedInOperatingActivities,USD,2022-05-06,10-Q,2021-03-31,through_ocf,True,,,0.063933,0.100057,23.83724,0.087843,-0.382749
2022Q3,2022-08-31,AI,1577526,"C3.AI, INC.",$100M-$500M,,156666000,RevenueFromContractWithCustomerExcludingAssessedTax,USD,2022-06-23,10-K,2020-04-30,-69378000,NetIncomeLoss,USD,2022-06-23,10-K,2020-04-30,1196477000,Assets,USD,2022-06-23,10-K,2021-04-30,119851000,NetCashProvidedByUsedInFinancingActivities,USD,2022-06-23,10-K,2020-04-30,-124073000,NetCashProvidedByUsedInInvestingActivities,USD,2022-06-23,10-K,2020-04-30,-61281000,NetCashProvidedByUsedInOperatingActivities,USD,2022-06-23,10-K,2020-04-30,through_ocf,True,,,-0.44284,-0.391157,7.63712,0.76501,-0.791959
2022Q3,2022-08-08,AIOT,1774170,"POWERFLEET, INC.",<$100M,,28991000,RevenueFromContractWithCustomerExcludingAssessedTax,USD,2022-05-10,10-Q,2021-03-31,-1787000,NetIncomeLoss,USD,2022-05-10,10-Q,2021-03-31,229867000,Assets,USD,2022-05-10,10-Q,2021-12-31,24338000,NetCashProvidedByUsedInFinancingActivities,USD,2022-05-10,10-Q,2021-03-31,-597000,NetCashProvidedByUsedInInvestingActivities,USD,2022-05-10,10-Q,2021-03-31,784000,NetCashProvidedByUsedInOperatingActivities,USD,2022-05-10,10-Q,2021-03-31,through_ocf,True,,,-0.06164,0.027043,7.928909,0.839502,-0.020593
2022Q3,2022-07-28,AJG,354190,ARTHUR J. GALLAGHER & CO.,$2B-$10B,,2165000000,RevenueFromContractWithCustomerExcludingAssessedTax,USD,2022-05-06,10-Q,2021-03-31,382100000,NetIncomeLoss,USD,2022-05-06,10-Q,2021-03-31,24414500000,Assets,USD,2022-05-06,10-Q,2021-03-31,-118100000,NetCashProvidedByUsedInFinancingActivities,USD,2022-05-06,10-Q,2021-03-31,-350300000,NetCashProvidedByUsedInInvestingActivities,USD,2022-05-06,10-Q,2021-03-31,218700000,NetCashProvidedByUsedInOperatingActivities,USD,2022-05-06,10-Q,2021-03-31,through_ocf,True,,,0.17649,0.101016,11.276905,-0.05455,-0.161801
2022Q3,2022-08-09,AKAM,1086222,"Akamai Technologies, Inc.",$500M-$1B,,600293000,Revenues,USD,2018-05-09,10-Q,2017-03-31,312192000,NetIncomeLoss,USD,2022-08-09,10-Q,2021-06-30,8138673000,Assets,USD,2022-08-09,10-Q,2021-12-31,-199621000,NetCashProvidedByUsedInFinancingActivities,USD,2022-08-09,10-Q,2021-06-30,-195928000,NetCashProvidedByUsedInInvestingActivities,USD,2022-08-09,10-Q,2021-06-30,627926000,NetCashProvidedByUsedInOperatingActivities,USD,2022-08-09,10-Q,2021-06-30,through_ocf,True,,,0.520066,1.046033,13.557834,-0.332539,-0.326387
