quarter,ticker,cik,asof_date
2022Q4,A,1090872,2022-11-21
2022Q4,AAP,1158449,2022-11-15
2022Q4,AAT,1500217,2022-10-25
2022Q4,ABG,1144980,2022-10-27
2022Q4,ABM,771497,2022-12-13
2022Q4,ABNB,1559720,2022-11-01
2022Q4,ACA,1739445,2022-11-02
2022Q4,ACAD,1070494,2022-11-02
2022Q4,ACCO,712034,2022-10-13
2022Q4,ACDC,0001881487,2022-11-14
2022Q4,ACGL,947484,2022-10-20
2022Q4,ACH,75252,2022-10-12
2022Q4,ACIW,935036,2022-11-02
2022Q4,ACLS,1113232,2022-11-02
2022Q4,ACT,1823529,2022-11-01
2022Q4,ACVA,1637873,2022-11-09
2022Q4,ADBE,796343,2022-12-15
2022Q4,ADEA,1803696,2022-11-09
2022Q4,ADI,6281,2022-11-22
2022Q4,ADNT,1670541,2022-11-04
2022Q4,ADSK,769397,2022-11-22
2022Q4,ADTN,926282,2022-10-25
2022Q4,ADUS,1468328,2022-10-31
2022Q4,ADV,1776661,2022-11-09
2022Q4,AEE,1002910,2022-11-03
2022Q4,AEIS,927003,2022-11-01
2022Q4,AEO,919012,2022-11-22
2022Q4,AEP,4904,2022-10-27
2022Q4,AES,874761,2022-11-04
2022Q4,AFL,4977,2022-10-31
2022Q4,AFRM,1820953,2022-11-08
2022Q4,AGX,100591,2022-12-07
2022Q4,AGYS,78749,2022-10-25
2022Q4,AHCO,1725255,2022-11-08
2022Q4,AHRT,1569187,2022-11-08
2022Q4,AI,1577526,2022-12-07
2022Q4,AIOT,1774170,2022-11-08
2022Q4,AJG,354190,2022-10-27
2022Q4,AKAM,1086222,2022-11-08
2022Q4,ALB,915913,2022-11-02
2022Q4,ALG,897077,2022-11-03
2022Q4,ALGM,866291,2022-10-27
2022Q4,ALGN,1097149,2022-10-26
2022Q4,ALGT,1362468,2022-11-02
2022Q4,ALKS,1520262,2022-11-02
2022Q4,ALLE,1579241,2022-10-27
2022Q4,ALRM,1459200,2022-10-27
2022Q4,ALTG,1759824,2022-11-09
2022Q4,AMC,1411579,2022-11-08
2022Q4,AMCX,1514991,2022-11-04
2022Q4,AMD,2488,2022-10-06
2022Q4,AME,1037868,2022-11-01
2022Q4,AMGN,318154,2022-11-03
2022Q4,AMKR,1047127,2022-10-31
2022Q4,AMN,1142750,2022-11-03
2022Q4,AMPH,1297184,2022-11-07
2022Q4,AMR,1704715,2022-11-07
2022Q4,AMRX,1723128,2022-11-04
2022Q4,AMT,1053507,2022-10-27
2022Q4,AMWD,794619,2022-11-22
2022Q4,ANDE,821026,2022-11-01
2022Q4,ANET,1596532,2022-10-31
2022Q4,ANF,1018840,2022-11-23
2022Q4,ANGI,1705110,2022-10-12
2022Q4,ANGO,1275187,2022-10-06
2022Q4,AON,315293,2022-10-28
2022Q4,AOS,91142,2022-10-13
2022Q4,AOSL,1387467,2022-11-03
2022Q4,APAM,1517302,2022-11-01
2022Q4,APD,2969,2022-11-03
2022Q4,APEI,1201792,2022-11-08
2022Q4,APH,820313,2022-10-26
2022Q4,APLE,1418121,2022-11-07
2022Q4,APO,0001858681,2022-11-02
2022Q4,APP,1751008,2022-11-09
2022Q4,APPF,1433195,2022-10-27
2022Q4,APPN,1441683,2022-11-03
2022Q4,APTV,1521332,2022-11-03
2022Q4,ARCB,894405,2022-11-01
2022Q4,ARES,1176948,2022-10-27
2022Q4,ARLO,1736946,2022-11-08
2022Q4,ARLP,1086600,2022-10-31
2022Q4,AROC,1389050,2022-11-03
2022Q4,ARRY,1820721,2022-11-08
2022Q4,ARWR,879407,2022-11-28
2022Q4,ASAN,1477720,2022-12-01
2022Q4,ASB,7789,2022-10-20
2022Q4,ASGN,890564,2022-10-26
2022Q4,ASIX,1673985,2022-10-07
2022Q4,ASO,1817358,2022-12-07
2022Q4,ASTH,1083446,2022-11-03
2022Q4,ATKR,1666138,2022-11-18
2022Q4,ATNI,879585,2022-10-27
2022Q4,ATO,731802,2022-11-09
2022Q4,ATRO,8063,2022-11-08
2022Q4,AVA,104918,2022-11-01
2022Q4,AVAV,1368622,2022-12-06
2022Q4,AVB,915912,2022-11-04
2022Q4,AVD,5981,2022-11-10
2022Q4,AVNS,1606498,2022-11-02
2022Q4,AVNT,1122976,2022-11-02
2022Q4,AVNW,1377789,2022-11-02
2022Q4,AVY,8818,2022-10-26
2022Q4,AWK,1410636,2022-10-31
2022Q4,AWR,1056903,2022-11-07
2022Q4,AXON,1069183,2022-11-08
2022Q4,AXP,4962,2022-10-21
2022Q4,AZZ,8947,2022-10-11
2022Q4,BALL,9389,2022-11-03
2022Q4,BANC,1169770,2022-10-20
2022Q4,BARK,1819574,2022-11-09
2022Q4,BAX,10456,2022-10-27
2022Q4,BBBY,1130713,2022-10-27
2022Q4,BBSI,902791,2022-11-02
2022Q4,BBT,1108134,2022-10-20
2022Q4,BBY,764478,2022-11-22
2022Q4,BCC,1328581,2022-10-31
2022Q4,BCO,78890,2022-10-26
2022Q4,BCPC,9326,2022-11-04
2022Q4,BDC,913142,2022-11-02
2022Q4,BDN,790816,2022-10-21
2022Q4,BDX,10795,2022-11-10
2022Q4,BE,1664703,2022-11-03
2022Q4,BEN,38777,2022-11-01
2022Q4,BFH,1101215,2022-10-27
2022Q4,BGS,1278027,2022-11-09
2022Q4,BHE,863436,2022-10-26
2022Q4,BHF,1685040,2022-11-07
2022Q4,BHFAL,1685040,2022-11-07
2022Q4,BHFAM,1685040,2022-11-07
2022Q4,BHFAN,1685040,2022-11-07
2022Q4,BHFAO,1685040,2022-11-07
2022Q4,BHFAP,1685040,2022-11-07
2022Q4,BHR,1574085,2022-10-11
2022Q4,BIIB,875045,2022-10-25
2022Q4,BKH,1130464,2022-11-02
2022Q4,BKNG,1075531,2022-11-02
2022Q4,BKR,1701605,2022-10-19
2022Q4,BLBD,1589526,2022-12-12
2022Q4,BLDR,1316835,2022-11-08
2022Q4,BLKB,1280058,2022-11-01
2022Q4,BLMN,1546417,2022-10-28
2022Q4,BMBL,1830043,2022-11-09
2022Q4,BMEA,1840439,2022-11-07
2022Q4,BMI,9092,2022-10-19
2022Q4,BMRN,1048477,2022-10-26
2022Q4,BNED,1634117,2022-12-06
2022Q4,BNL,1424182,2022-10-04
2022Q4,BOOT,1610250,2022-10-26
2022Q4,BOX,1372612,2022-11-30
2022Q4,BPOP,763901,2022-10-26
2022Q4,BR,1383312,2022-11-02
2022Q4,BRKR,1109354,2022-11-03
2022Q4,BRSP,1717547,2022-11-02
2022Q4,BSX,885725,2022-10-26
2022Q4,BSY,1031308,2022-11-08
2022Q4,BTU,1064728,2022-11-03
2022Q4,BV,1734713,2022-11-17
2022Q4,BVS,1665988,2022-11-08
2022Q4,BWIN,1781755,2022-11-07
2022Q4,BWXT,1486957,2022-11-07
2022Q4,BX,1393818,2022-10-20
2022Q4,BXC,1301787,2022-11-01
2022Q4,BXP,1037540,2022-10-26
2022Q4,BZH,915840,2022-11-10
2022Q4,CABO,1632127,2022-11-03
2022Q4,CACC,885550,2022-11-01
2022Q4,CAG,23217,2022-10-06
2022Q4,CAKE,887596,2022-11-01
2022Q4,CAL,14707,2022-11-22
2022Q4,CALM,16160,2022-12-28
2022Q4,CALX,1406666,2022-10-24
2022Q4,CALY,837465,2022-11-03
2022Q4,CAR,723612,2022-10-31
2022Q4,CARG,1494259,2022-11-08
2022Q4,CARR,1783180,2022-10-27
2022Q4,CARS,1683606,2022-11-03
2022Q4,CASH,907471,2022-10-27
2022Q4,CBL,910612,2022-11-15
2022Q4,CBOE,1374310,2022-11-04
2022Q4,CBRL,1067294,2022-12-02
2022Q4,CBT,16040,2022-11-08
2022Q4,CBZ,944148,2022-10-28
2022Q4,CC,1627223,2022-10-25
2022Q4,CCC,1818201,2022-11-04
2022Q4,CCI,1051470,2022-10-19
2022Q4,CCL,815097,2022-12-21
2022Q4,CCOI,1158324,2022-11-03
2022Q4,CCRN,1141103,2022-11-02
2022Q4,CCS,1576940,2022-10-26
2022Q4,CDE,215466,2022-11-09
2022Q4,CDNS,813672,2022-10-24
2022Q4,CDP,860546,2022-10-27
2022Q4,CDRE,1860543,2022-11-10
2022Q4,CDW,1402057,2022-11-02
2022Q4,CECO,3197,2022-11-07
2022Q4,CELH,1341766,2022-11-03
2022Q4,CF,1324404,2022-11-02
2022Q4,CFG,759944,2022-10-19
2022Q4,CFLT,1699838,2022-11-02
2022Q4,CGNX,851205,2022-11-03
2022Q4,CHD,313927,2022-10-28
2022Q4,CHDN,20212,2022-10-26
2022Q4,CHEF,1517175,2022-10-26
2022Q4,CHRD,1486159,2022-11-02
2022Q4,CHRW,1043277,2022-11-02
2022Q4,CIEN,936395,2022-12-08
2022Q4,CINF,20286,2022-10-21
2022Q4,CL,21665,2022-10-28
2022Q4,CLNE,1368265,2022-11-08
2022Q4,CLW,1441236,2022-10-31
2022Q4,CLX,21076,2022-11-01
2022Q4,CMCO,1005229,2022-10-27
2022Q4,CME,1156375,2022-10-26
2022Q4,CMG,1058090,2022-10-25
2022Q4,CMI,26172,2022-11-03
2022Q4,CMP,1227654,2022-11-29
2022Q4,CMS,811156,2022-10-27
2022Q4,CNDT,1677703,2022-11-01
2022Q4,CNK,1385280,2022-11-04
2022Q4,CNMD,816956,2022-10-26
2022Q4,CNNE,1704720,2022-11-09
2022Q4,CNO,1224608,2022-10-31
2022Q4,CNP,1130310,2022-11-01
2022Q4,CNR,1710366,2022-11-01
2022Q4,CNTY,911147,2022-11-04
2022Q4,CNX,1070412,2022-10-27
2022Q4,CNXN,1050377,2022-11-03
2022Q4,COCO,1482981,2022-11-09
2022Q4,CODI,1345126,2022-11-03
2022Q4,COF,927628,2022-10-27
2022Q4,COHR,820318,2022-11-09
2022Q4,COIN,1679788,2022-11-03
2022Q4,COKE,317540,2022-11-01
2022Q4,COLL,1267565,2022-11-03
2022Q4,COLM,1050797,2022-10-27
2022Q4,COMP,1563190,2022-11-10
2022Q4,COO,711404,2022-12-08
2022Q4,COOK,1857853,2022-11-09
2022Q4,CORT,1088856,2022-11-03
2022Q4,CPAY,1175454,2022-11-02
2022Q4,CPB,16732,2022-12-07
2022Q4,CPK,19745,2022-11-02
2022Q4,CRAI,1053706,2022-11-03
2022Q4,CRC,1609253,2022-11-03
2022Q4,CRCT,1828962,2022-11-08
2022Q4,CRDO,0001807794,2022-11-30
2022Q4,CRI,1060822,2022-10-28
2022Q4,CRK,23194,2022-11-01
2022Q4,CRL,1100682,2022-11-02
2022Q4,CRM,1108524,2022-11-30
2022Q4,CRNC,1768267,2022-11-29
2022Q4,CROX,1334036,2022-11-03
2022Q4,CRSP,1674416,2022-11-01
2022Q4,CRSR,1743759,2022-11-03
2022Q4,CRTO,1576427,2022-10-28
2022Q4,CRUS,772406,2022-11-01
2022Q4,CRVL,874866,2022-11-01
2022Q4,CSGP,1057352,2022-10-25
2022Q4,CSGS,1005757,2022-11-02
2022Q4,CSX,277948,2022-10-20
2022Q4,CTAS,723254,2022-12-21
2022Q4,CTEV,1793229,2022-11-08
2022Q4,CTLP,896429,2022-11-07
2022Q4,CTOS,1709682,2022-11-08
2022Q4,CTRA,858470,2022-11-04
2022Q4,CTRN,1318484,2022-11-29
2022Q4,CTS,26058,2022-10-26
2022Q4,CTSH,1058290,2022-11-02
2022Q4,CTVA,1755672,2022-11-03
2022Q4,CVCO,278166,2022-11-03
2022Q4,CVGI,1290900,2022-11-02
2022Q4,CVGW,1133470,2022-12-20
2022Q4,CVI,1376139,2022-11-01
2022Q4,CVLG,928658,2022-10-20
2022Q4,CVLT,1169561,2022-11-01
