sample_id,quarter,ticker,event_date,revenue_bucket,pre_llm_fundamental_bucket,pre_llm_fundamental_score,profitability_score,operating_cash_flow_score,financing_dependence_score,tradable_date,entry_open,return_10d_pct,return_20d_pct,return_30d_pct,return_60d_pct,return_90d_pct,accession,exhibit_doc,source_doc_type,text_len,text_path,snippet_count,quality_flags
S000301,2023Q2,MRCY,2023-05-02,$100M-$500M,weak,-2,-1,1,-1,2023-05-03,35.880001,16.9175,13.3222,14.3534,-2.5362,5.7414,0001049521-23-000007,a2023q3earningsreleaseex.htm,earnings_exhibit,46603,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/MRCY_000104952123000007_a2023q3earningsreleaseex.htm.txt,18,
S000302,2023Q2,MTW,2023-05-02,$1B-$2B,weak,-1,-1,-1,1,2023-05-03,17.490000,-11.5495,-12.8645,-7.4900,7.8902,7.7759,0000950170-23-016721,mtw-ex99_1.htm,earnings_exhibit,18064,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/MTW_000095017023016721_mtw-ex99_1.htm.txt,18,
S000303,2023Q2,NATR,2023-05-09,$100M-$500M,weak,-2,-1,-1,1,2023-05-10,10.970000,1.9143,1.5497,10.0273,21.3309,29.8997,0001628280-23-016908,natrq12023earningsrelease.htm,earnings_exhibit,21399,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/NATR_000162828023016908_natrq12023earningsrelease.htm.txt,18,
S000304,2023Q2,NCLH,2023-05-01,$1B-$2B,weak,-4,-1,-1,-1,2023-05-02,14.460000,-8.4371,-0.8990,7.2614,51.5214,52.6279,0001171843-23-002707,exh_991.htm,earnings_exhibit,44076,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/NCLH_000117184323002707_exh_991.htm.txt,18,
S000305,2023Q2,NDLS,2023-05-10,$100M-$500M,mixed,2,-1,1,1,2023-05-11,36.480000,-26.9737,-26.5351,-25.0000,-30.9210,-27.4123,0001275158-23-000040,a2023q1ex991pressrelease.htm,earnings_exhibit,32170,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/NDLS_000127515823000040_a2023q1ex991pressrelease.htm.txt,18,
S000306,2023Q2,NE,2023-05-04,$100M-$500M,weak,-2,-1,-1,1,2023-05-05,37.849998,-1.1625,4.2536,6.1823,14.8217,39.1810,0001628280-23-015366,exhibit991-2023q1pressrele.htm,earnings_exhibit,23543,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/NE_000162828023015366_exhibit991-2023q1pressrele.htm.txt,18,
S000307,2023Q2,NET,2023-04-27,$100M-$500M,weak,-2,-1,-1,1,2023-04-28,44.410000,4.2783,31.7721,48.9755,43.9541,45.8230,0001477333-23-000041,q123exhibit991.htm,earnings_exhibit,30104,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/NET_000147733323000041_q123exhibit991.htm.txt,18,
S000308,2023Q2,NRDS,2023-05-02,$100M-$500M,weak,-1,-1,1,0,2023-05-03,11.110000,-19.4419,-12.1512,-9.0009,-14.4014,-4.4104,0001625278-23-000055,earningsreleaseq1fy23.htm,earnings_exhibit,19983,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/NRDS_000162527823000055_earningsreleaseq1fy23.htm.txt,18,
S000309,2023Q2,NTNX,2023-05-24,$500M-$1B,mixed,2,-1,1,0,2023-05-25,29.115000,1.7688,1.6315,-7.5391,3.0053,8.9816,0001157523-23-000905,a53406069_ex991.htm,earnings_exhibit,41046,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/NTNX_000115752323000905_a53406069_ex991.htm.txt,18,
S000310,2023Q2,NTRA,2023-05-09,$100M-$500M,weak,-4,-1,-1,-1,2023-05-10,54.389999,-2.4085,-13.4400,-11.0498,-11.1785,-3.0704,0001104659-23-057710,tm2314862d1_ex99-2.htm,earnings_exhibit,22466,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/NTRA_000110465923057710_tm2314862d1_ex99-2.htm.txt,18,
S000311,2023Q2,NVRI,2023-05-03,$100M-$500M,weak,-4,-1,-1,-1,2023-05-04,7.870000,17.6620,14.4854,6.2262,26.1754,8.0051,0000045876-23-000016,pressreleasefinancialstate.htm,earnings_exhibit,33140,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/NVRI_000004587623000016_pressreleasefinancialstate.htm.txt,18,
S000312,2023Q2,OFIX,2023-05-09,$100M-$500M,weak,-2,-1,-1,1,2023-05-10,18.459999,10.0217,1.1376,3.2503,-0.1625,-2.7086,0000950170-23-019696,ofix-ex99_1.htm,earnings_exhibit,17748,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/OFIX_000095017023019696_ofix-ex99_1.htm.txt,18,
S000313,2023Q2,OKTA,2023-05-31,$500M-$1B,weak,-1,-1,2,-1,2023-06-01,74.139999,-1.4162,-5.1120,-6.5821,3.6687,-0.7688,0001660134-23-000032,okta-4302023_ex991.htm,earnings_exhibit,25360,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/OKTA_000166013423000032_okta-4302023_ex991.htm.txt,18,
S000314,2023Q2,ONC,2023-04-25,$100M-$500M,weak,-4,-1,-1,-1,2023-04-26,245.009995,3.6366,-2.4938,-3.3101,-26.4969,-19.6972,0001651308-23-000061,a20230425formxstarannualre.htm,earnings_exhibit,7291,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ONC_000165130823000061_a20230425formxstarannualre.htm.txt,13,
S000315,2023Q2,OSW,2023-05-03,$100M-$500M,weak,-4,-1,-1,-1,2023-05-04,12.450000,-4.8996,-13.2530,-12.0482,-2.9719,-4.6586,0000950170-23-016872,osw-ex99_1.htm,earnings_exhibit,22495,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/OSW_000095017023016872_osw-ex99_1.htm.txt,18,
S000316,2023Q2,OUT,2023-05-03,$1B-$2B,mixed,2,-1,2,-1,2023-05-04,15.983607,-7.5641,-10.1923,-6.7308,1.6026,-5.4487,0001579877-23-000046,ex9911q23earningsrelease.htm,earnings_exhibit,32282,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/OUT_000157987723000046_ex9911q23earningsrelease.htm.txt,18,
S000317,2023Q2,PARR,2023-05-04,$2B-$10B,weak,-1,-1,-1,0,2023-05-05,21.430000,2.0065,-1.9132,2.5665,26.5049,49.4167,0000821483-23-000019,a20230331991earningsreleas.htm,earnings_exhibit,36032,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/PARR_000082148323000019_a20230331991earningsreleas.htm.txt,18,
S000318,2023Q2,PBF,2023-05-05,$2B-$10B,mixed,2,-1,1,0,2023-05-08,32.980000,14.6452,16.8587,23.9236,25.7429,40.6004,0001534504-23-000022,a991pressreleaseq1-23.htm,earnings_exhibit,40279,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/PBF_000153450423000022_a991pressreleaseq1-23.htm.txt,18,
S000319,2023Q2,PD,2023-06-01,$100M-$500M,weak,-2,-1,1,-1,2023-06-02,23.650000,-6.1311,-7.8224,-4.8203,6.8499,8.9218,0001568100-23-000031,pagerdutyq1fy24earningspre.htm,earnings_exhibit,28368,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/PD_000156810023000031_pagerdutyq1fy24earningspre.htm.txt,18,
S000320,2023Q2,PEGA,2023-04-26,$100M-$500M,mixed,2,-1,1,1,2023-04-27,22.025000,-0.4086,-0.0908,8.5358,8.9898,25.1532,0001013857-23-000076,q12023_ex-991.htm,earnings_exhibit,21039,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/PEGA_000101385723000076_q12023_ex-991.htm.txt,18,
S000321,2023Q2,PKOH,2023-05-03,$1B-$2B,weak,-2,-1,-1,0,2023-05-04,13.760000,16.9331,11.6279,20.1308,38.8808,42.9506,0000076282-23-000019,pkoh20230331-ex991earnings.htm,earnings_exhibit,24766,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/PKOH_000007628223000019_pkoh20230331-ex991earnings.htm.txt,18,
S000322,2023Q2,PLCE,2023-05-24,$1B-$2B,weak,-1,-1,-1,0,2023-05-25,18.680000,-16.9700,2.2484,13.1156,57.8694,44.5396,0001104659-23-063865,tm2316555d1_ex99-1.htm,earnings_exhibit,17491,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/PLCE_000110465923063865_tm2316555d1_ex99-1.htm.txt,18,
S000323,2023Q2,PLTR,2023-05-08,$1B-$2B,weak,-4,-1,-1,-1,2023-05-09,9.220000,27.0065,59.5445,64.7505,76.7896,95.1193,0001321655-23-000042,a2023q1ex991earningsrelease.htm,earnings_exhibit,21895,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/PLTR_000132165523000042_a2023q1ex991earningsrelease.htm.txt,18,
S000324,2023Q2,POWL,2023-05-03,$100M-$500M,weak,-2,-1,-1,1,2023-05-04,16.466667,16.0729,17.8138,23.3198,23.3198,73.1579,0000080420-23-000025,ex99-1q22023earningsrelease.htm,earnings_exhibit,10285,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/POWL_000008042023000025_ex99-1q22023earningsrelease.htm.txt,18,
S000325,2023Q2,PRSU,2023-05-04,$100M-$500M,weak,-4,-1,-1,-1,2023-05-05,20.620001,10.6692,16.8768,19.6411,27.5946,32.1532,0001157523-23-000744,a53393685_ex991.htm,earnings_exhibit,36513,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/PRSU_000115752323000744_a53393685_ex991.htm.txt,18,
S000326,2023Q2,PTCT,2023-04-27,$100M-$500M,weak,-3,-1,-1,0,2023-04-28,55.380001,0.3070,4.9657,-25.6771,-25.7313,-30.0469,0001070081-23-000026,tmb-20230427xex99d1.htm,earnings_exhibit,17034,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/PTCT_000107008123000026_tmb-20230427xex99d1.htm.txt,18,
S000327,2023Q2,PTON,2023-05-04,$2B-$10B,weak,-3,-1,-1,-1,2023-05-05,7.750000,-4.0000,-9.8065,5.5484,6.1935,16.7742,0001639825-23-000061,q32023shareholderletter.htm,earnings_exhibit,45346,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/PTON_000163982523000061_q32023shareholderletter.htm.txt,18,
S000328,2023Q2,QTWO,2023-05-09,$100M-$500M,weak,-3,-1,-1,0,2023-05-10,24.690001,13.9733,11.9887,13.0417,26.8125,34.2649,0001410384-23-000066,a230331ex9918k.htm,earnings_exhibit,26592,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/QTWO_000141038423000066_a230331ex9918k.htm.txt,18,
S000329,2023Q2,RAMP,2023-05-24,$100M-$500M,weak,-2,-1,-1,1,2023-05-25,27.410000,-7.3331,-6.2021,0.4378,-0.3283,15.6147,0000733269-23-000022,a2023q4pressreleaseprfinsex.htm,earnings_exhibit,48305,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/RAMP_000073326923000022_a2023q4pressreleaseprfinsex.htm.txt,18,
S000330,2023Q2,RARE,2023-05-04,$100M-$500M,weak,-4,-1,-1,-1,2023-05-05,43.980000,11.4598,13.5061,16.5302,5.5707,-6.0937,0000950170-23-017852,rare-ex99_1.htm,earnings_exhibit,15507,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/RARE_000095017023017852_rare-ex99_1.htm.txt,18,
S000331,2023Q2,RBLX,2023-04-17,$500M-$1B,mixed,2,-1,2,-1,2023-04-18,40.509998,-12.1205,-10.4419,3.8509,3.1103,9.7507,0001315098-23-000065,rblx-20230417xexhibit991.htm,earnings_exhibit,5050,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/RBLX_000131509823000065_rblx-20230417xexhibit991.htm.txt,14,
S000332,2023Q2,RCL,2023-05-04,$1B-$2B,weak,-4,-1,-1,-1,2023-05-05,73.190002,4.0033,6.4353,19.6885,41.0575,43.0797,0000884887-23-000016,a2023q1earningsrelease8-k.htm,earnings_exhibit,39284,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/RCL_000088488723000016_a2023q1earningsrelease8-k.htm.txt,18,
S000333,2023Q2,REAL,2023-05-09,$100M-$500M,weak,-3,-1,-1,0,2023-05-10,1.280000,15.6250,6.2500,30.8594,72.6563,69.5313,0001573221-23-000047,real-20230509xex991pressre.htm,earnings_exhibit,21415,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/REAL_000157322123000047_real-20230509xex991pressre.htm.txt,18,
S000334,2023Q2,RELY,2023-05-03,$100M-$500M,weak,-4,-1,-1,-1,2023-05-04,16.580000,14.5959,7.2980,18.1544,13.0881,10.1930,0001782170-23-000069,remitlyirpresentation1q2.htm,earnings_exhibit,24158,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/RELY_000178217023000069_remitlyirpresentation1q2.htm.txt,18,
S000335,2023Q2,RHP,2023-04-06,$500M-$1B,weak,-2,-1,-1,1,2023-04-10,89.660004,-0.0112,1.0149,7.6400,6.7366,7.9746,0001104659-23-042464,tm2311946d1_ex99-1.htm,earnings_exhibit,8151,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/RHP_000110465923042464_tm2311946d1_ex99-1.htm.txt,18,
S000336,2023Q2,RLJ,2023-05-04,$100M-$500M,weak,-4,-1,-1,-1,2023-05-05,11.030000,-3.3545,-6.9810,-3.2638,-5.6210,-11.9674,0001511337-23-000011,rljq12023exhibit991.htm,earnings_exhibit,25962,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/RLJ_000151133723000011_rljq12023exhibit991.htm.txt,18,
S000337,2023Q2,ROKU,2023-04-26,$1B-$2B,mixed,0,-1,1,-1,2023-04-27,54.820000,1.6235,-4.1226,5.3083,14.8121,30.3721,0001428439-23-000013,a08q12023form8-kerxex991.htm,earnings_exhibit,28468,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ROKU_000142843923000013_a08q12023form8-kerxex991.htm.txt,18,
S000338,2023Q2,RPD,2023-05-09,$100M-$500M,weak,-2,-1,1,-1,2023-05-10,44.380001,-1.9153,6.3993,2.4786,-4.1911,-10.3425,0001560327-23-000024,rapid72023q1ex991.htm,earnings_exhibit,28157,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/RPD_000156032723000024_rapid72023q1ex991.htm.txt,18,
S000339,2023Q2,RRGB,2023-05-24,$100M-$500M,mixed,1,-1,1,0,2023-05-25,16.420000,-24.7868,-24.9696,-19.4884,-13.4592,-36.3581,0001171759-23-000029,exhibit991q1-2023.htm,earnings_exhibit,29172,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/RRGB_000117175923000029_exhibit991q1-2023.htm.txt,18,
S000340,2023Q2,RUN,2023-05-03,$100M-$500M,weak,-4,-1,-1,-1,2023-05-04,18.740000,-11.3127,-11.8997,-1.3340,-4.5891,-4.8026,0001469367-23-000117,exhibit991q123.htm,earnings_exhibit,45301,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/RUN_000146936723000117_exhibit991q123.htm.txt,18,
S000341,2023Q2,SG,2023-05-04,$100M-$500M,weak,-3,-1,-1,0,2023-05-05,8.780000,7.7449,6.0365,17.5399,48.5194,65.2620,0001628280-23-015732,q123sweetgreenearningsrele.htm,earnings_exhibit,26857,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/SG_000162828023015732_q123sweetgreenearningsrele.htm.txt,18,
S000342,2023Q2,SGRY,2023-05-01,$100M-$500M,mixed,2,-1,2,-1,2023-05-02,41.000000,-13.7561,-6.8293,-6.9268,6.4634,-5.7805,0001638833-23-000067,a1q23ex991earningspr.htm,earnings_exhibit,21859,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/SGRY_000163883323000067_a1q23ex991earningspr.htm.txt,18,
S000343,2023Q2,SHAK,2023-05-04,$500M-$1B,weak,-2,-1,1,-1,2023-05-05,63.000000,11.5873,4.6032,9.1270,22.6508,18.5238,0001620533-23-000034,a1q23shareholderletter_f.htm,earnings_exhibit,61820,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/SHAK_000162053323000034_a1q23shareholderletter_f.htm.txt,18,
S000344,2023Q2,SIG,2023-06-08,$1B-$2B,weak,-2,-1,-1,1,2023-06-09,61.270000,2.2360,6.0552,17.4474,33.9481,23.2414,0000832988-23-000149,fy24ex99106x08x23pressrele.htm,earnings_exhibit,38469,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/SIG_000083298823000149_fy24ex99106x08x23pressrele.htm.txt,18,
S000345,2023Q2,SKYW,2023-04-27,$2B-$10B,mixed,0,-1,2,0,2023-04-28,24.650000,10.9939,16.0243,23.0426,58.9047,60.8519,0001558370-23-007048,skyw-20230427xex99d1.htm,earnings_exhibit,15309,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/SKYW_000155837023007048_skyw-20230427xex99d1.htm.txt,18,
S000346,2023Q2,SLQT,2023-05-10,$500M-$1B,weak,-4,-1,-1,-1,2023-05-11,1.680000,13.0952,-4.7619,4.7619,7.1429,-3.5714,0001794783-23-000048,selectquoteincmarch312023pr.htm,earnings_exhibit,32858,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/SLQT_000179478323000048_selectquoteincmarch312023pr.htm.txt,18,
S000347,2023Q2,SMHI,2023-04-21,$100M-$500M,weak,-2,-1,-1,1,2023-04-24,8.180000,1.5892,-5.5012,-3.4230,37.0416,47.9218,0001193125-23-109101,d482733dex991.htm,earnings_exhibit,45356,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/SMHI_000119312523109101_d482733dex991.htm.txt,18,
S000348,2023Q2,SNCY,2023-04-27,$100M-$500M,weak,-2,-1,1,-1,2023-04-28,19.730000,-8.4643,-8.0081,-5.7273,6.2848,5.8287,0001743907-23-000011,q12023-ex991.htm,earnings_exhibit,27712,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/SNCY_000174390723000011_q12023-ex991.htm.txt,18,
S000349,2023Q2,SPHR,2023-05-10,$500M-$1B,mixed,1,-1,2,1,2023-05-11,25.100000,-1.1155,-4.9004,7.6096,39.0438,60.4781,0001193125-23-140820,d420701dex991.htm,earnings_exhibit,30929,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/SPHR_000119312523140820_d420701dex991.htm.txt,18,
S000350,2023Q2,SPNT,2023-05-03,$100M-$500M,mixed,0,-1,1,1,2023-05-04,8.990000,0.5562,4.6719,0.8899,0.8899,5.3393,0001576018-23-000062,exhibit992-financialsupple.htm,earnings_exhibit,39029,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/SPNT_000157601823000062_exhibit992-financialsupple.htm.txt,18,
S000351,2023Q2,SWIM,2023-05-09,$100M-$500M,weak,-4,-1,-1,-1,2023-05-10,3.300000,6.6667,17.5758,3.6364,9.6970,34.8485,0001104659-23-057468,tm2315081d1_ex99.htm,earnings_exhibit,25513,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/SWIM_000110465923057468_tm2315081d1_ex99.htm.txt,18,
S000352,2023Q2,TDAY,2023-05-04,$500M-$1B,mixed,2,-1,1,1,2023-05-05,1.690000,21.8935,30.1775,18.3432,28.4024,84.0237,0001579684-23-000021,gciq12023ex991earningsrele.htm,earnings_exhibit,40222,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/TDAY_000157968423000021_gciq12023ex991earningsrele.htm.txt,18,
S000353,2023Q2,TEAD,2023-05-09,$100M-$500M,weak,-2,-1,-1,1,2023-05-10,3.670000,20.7084,22.3433,28.3379,39.2371,49.5913,0001454938-23-000061,q12023er-exhibit991.htm,earnings_exhibit,28415,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/TEAD_000145493823000061_q12023er-exhibit991.htm.txt,18,
S000354,2023Q2,TNDM,2023-05-03,$100M-$500M,mixed,2,-1,1,0,2023-05-04,35.180000,-8.6697,-19.8977,-31.0688,-29.9034,-7.6180,0001438133-23-000066,exhibit991-pressreleaseq12.htm,earnings_exhibit,17144,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/TNDM_000143813323000066_exhibit991-pressreleaseq12.htm.txt,18,
S000355,2023Q2,TRN,2023-05-02,$100M-$500M,mixed,1,-1,1,0,2023-05-03,21.680000,-3.9207,-0.5535,5.0738,19.0037,17.9889,0000099780-23-000043,exh991pressrelease3312023.htm,earnings_exhibit,24276,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/TRN_000009978023000043_exh991pressrelease3312023.htm.txt,18,
S000356,2023Q2,TRUP,2023-05-04,$500M-$1B,weak,-1,-1,1,-1,2023-05-05,24.000000,-15.1250,-14.0000,-8.9583,-8.3333,21.8333,0001371285-23-000141,ex991q12023.htm,earnings_exhibit,20568,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/TRUP_000137128523000141_ex991q12023.htm.txt,18,
S000357,2023Q2,UFCS,2023-05-08,$1B-$2B,weak,-1,-1,1,0,2023-05-09,26.030001,-10.0269,-15.1748,-11.1026,-12.8698,-19.1702,0000101199-23-000033,q12023-pressrelease.htm,earnings_exhibit,22167,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/UFCS_000010119923000033_q12023-pressrelease.htm.txt,18,
S000358,2023Q2,UIS,2023-05-02,$100M-$500M,weak,-2,-1,-1,1,2023-05-03,3.700000,13.5135,23.2432,10.8108,9.1892,44.3243,0000746838-23-000018,q12023earningsrelease.htm,earnings_exhibit,26254,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/UIS_000074683823000018_q12023earningsrelease.htm.txt,18,
S000359,2023Q2,ULCC,2023-05-03,$500M-$1B,weak,-2,-1,-1,1,2023-05-04,8.840000,-9.1629,-10.8597,2.0362,11.1991,-4.9774,0001670076-23-000052,frontier_earningsreleasexq.htm,earnings_exhibit,38755,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ULCC_000167007623000052_frontier_earningsreleasexq.htm.txt,18,
S000360,2023Q2,UPWK,2023-05-03,$100M-$500M,weak,-4,-1,-1,-1,2023-05-04,6.580000,22.3404,23.1003,28.4195,38.7538,51.5198,0001627475-23-000030,final_q123upworksharehol.htm,earnings_exhibit,54969,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/UPWK_000162747523000030_final_q123upworksharehol.htm.txt,18,
S000361,2023Q2,UTZ,2023-05-11,$100M-$500M,weak,-3,-1,-1,0,2023-05-12,16.930000,-1.4176,-4.3119,-6.8517,-4.9616,-3.4849,0001739566-23-000113,pressrelease-2023q1earning.htm,earnings_exhibit,37278,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/UTZ_000173956623000113_pressrelease-2023q1earning.htm.txt,18,
S000362,2023Q2,VAL,2023-05-02,$100M-$500M,weak,-2,-1,1,-1,2023-05-03,55.330002,8.2595,10.6091,12.4345,14.0611,37.2131,0000314808-23-000043,a03312023ex991pressrelease.htm,earnings_exhibit,62245,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/VAL_000031480823000043_a03312023ex991pressrelease.htm.txt,18,
S000363,2023Q2,VERX,2023-05-10,$100M-$500M,weak,-2,-1,1,-1,2023-05-11,21.309999,3.1206,3.1441,6.8982,-12.2478,-8.0713,0001558370-23-008958,verx-20230510xex99d1.htm,earnings_exhibit,32917,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/VERX_000155837023008958_verx-20230510xex99d1.htm.txt,18,
S000364,2023Q2,VRT,2023-04-26,$2B-$10B,mixed,2,-1,1,0,2023-04-27,14.000000,7.7143,11.6429,43.8571,67.5000,81.0000,0001628280-23-013042,q12023exhibit991vrt42623.htm,earnings_exhibit,34169,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/VRT_000162828023013042_q12023exhibit991vrt42623.htm.txt,18,
S000365,2023Q2,WDAY,2023-05-25,$1B-$2B,weak,-1,-1,2,-1,2023-05-26,214.779999,-0.6053,4.4371,2.4025,5.8758,4.6978,0001327811-23-000077,wday-04302023x991.htm,earnings_exhibit,27326,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/WDAY_000132781123000077_wday-04302023x991.htm.txt,18,
S000366,2023Q2,WEST,2023-05-11,$100M-$500M,weak,-4,-1,-1,-1,2023-05-12,11.250000,-0.7111,0.7111,0.5333,-6.9333,-8.0889,0001558370-23-009380,west-20230511xex99d1.htm,earnings_exhibit,21744,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/WEST_000155837023009380_west-20230511xex99d1.htm.txt,18,
S000367,2023Q2,WFRD,2023-04-25,$2B-$10B,mixed,2,-1,1,0,2023-04-26,61.180000,-1.7653,-7.4207,-3.4488,6.6035,27.2148,0001603923-23-000099,a2023-q1ex991earningsrelea.htm,earnings_exhibit,26645,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/WFRD_000160392323000099_a2023-q1ex991earningsrelea.htm.txt,18,
S000368,2023Q2,WK,2023-05-02,$100M-$500M,mixed,0,-1,-1,1,2023-05-03,87.040001,4.0211,8.8695,13.1664,11.9485,21.8520,0001445305-23-000097,q12023exhibit991.htm,earnings_exhibit,22042,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/WK_000144530523000097_q12023exhibit991.htm.txt,18,
S000369,2023Q2,WRBY,2023-05-09,$100M-$500M,weak,-3,-1,-1,0,2023-05-10,12.380000,-3.8772,-6.7851,-7.0275,2.7464,16.2359,0001504776-23-000010,warbyparkerincearningsrele.htm,earnings_exhibit,23928,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/WRBY_000150477623000010_warbyparkerincearningsrele.htm.txt,18,
S000370,2023Q2,WYNN,2023-05-09,$2B-$10B,weak,-3,-1,-1,0,2023-05-10,113.489998,-4.4762,-12.3183,-9.9392,-5.6393,-9.1814,0001174922-23-000104,ex991wrlq12023pressrelease.htm,earnings_exhibit,26799,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/WYNN_000117492223000104_ex991wrlq12023pressrelease.htm.txt,18,
