sample_id,quarter,ticker,event_date,revenue_bucket,pre_llm_fundamental_bucket,pre_llm_fundamental_score,profitability_score,operating_cash_flow_score,financing_dependence_score,tradable_date,entry_open,return_10d_pct,return_20d_pct,return_30d_pct,return_60d_pct,return_90d_pct,accession,exhibit_doc,source_doc_type,text_len,text_path,snippet_count,quality_flags
S000231,2023Q2,CVI,2023-05-01,$2B-$10B,mixed,1,-1,1,0,2023-05-02,26.889999,-11.3797,-5.4667,-11.9003,10.3012,36.6307,0001376139-23-000028,exhibit991-cviq12023earnin.htm,earnings_exhibit,35832,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/CVI_000137613923000028_exhibit991-cviq12023earnin.htm.txt,18,
S000232,2023Q2,CVNA,2023-05-04,$2B-$10B,weak,-4,-1,-1,-1,2023-05-05,10.030000,15.4536,9.0728,49.5513,157.7268,416.3510,0001690820-23-000162,ex99_1q12023.htm,earnings_exhibit,55494,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/CVNA_000169082023000162_ex99_1q12023.htm.txt,18,
S000233,2023Q2,CWK,2023-05-04,$2B-$10B,weak,-2,-1,-1,0,2023-05-05,8.900000,-13.4831,-13.0337,-6.7416,-6.4045,13.5955,0001628369-23-000008,cwk-ex991q12023.htm,earnings_exhibit,38695,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/CWK_000162836923000008_cwk-ex991q12023.htm.txt,18,
S000234,2023Q2,CXM,2023-06-05,$100M-$500M,weak,-3,-1,-1,0,2023-06-06,14.500000,0.5517,-6.5517,-7.9310,-4.8966,8.9655,0001569345-23-000038,q1fy24-earningsrelease.htm,earnings_exhibit,20125,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/CXM_000156934523000038_q1fy24-earningsrelease.htm.txt,18,
S000235,2023Q2,CZR,2023-05-02,$2B-$10B,mixed,2,-1,1,1,2023-05-03,45.509998,-2.3511,-7.1633,-1.4283,11.1844,26.9831,0001590895-23-000076,ex991-2023q1ceiearningsrel.htm,earnings_exhibit,15115,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/CZR_000159089523000076_ex991-2023q1ceiearningsrel.htm.txt,18,
S000236,2023Q2,DASH,2023-05-04,$2B-$10B,mixed,0,-1,1,-1,2023-05-05,65.000000,1.8461,2.3077,6.6923,21.6462,31.4769,0001628280-23-015716,dashq12023ex991-earningspr.htm,earnings_exhibit,34813,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/DASH_000162828023015716_dashq12023ex991-earningspr.htm.txt,18,
S000237,2023Q2,DBD,2023-05-03,$2B-$10B,mixed,1,-1,1,0,2023-08-14,24.000000,-16.0417,-27.5417,-25.1667,-21.7083,-9.4167,0000028823-23-000098,ex-991q12023erlive.htm,earnings_exhibit,36326,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/DBD_000002882323000098_ex-991q12023erlive.htm.txt,18,
S000238,2023Q2,DDD,2023-05-09,$500M-$1B,weak,-2,-1,-1,1,2023-05-10,8.400000,0.1191,-2.5000,16.4286,24.6429,-3.8095,0001171843-23-003067,exh_991.htm,earnings_exhibit,27543,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/DDD_000117184323003067_exh_991.htm.txt,18,
S000239,2023Q2,DDOG,2023-05-04,$500M-$1B,weak,-1,-1,2,-1,2023-05-05,75.809998,16.7392,21.8969,32.3704,29.6399,41.2742,0001561550-23-000020,ex-991x20230331x8k.htm,earnings_exhibit,24831,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/DDOG_000156155023000020_ex-991x20230331x8k.htm.txt,18,
S000240,2023Q2,DK,2023-04-05,$2B-$10B,weak,-1,-1,-1,0,2023-04-06,23.610001,-2.6260,-9.2757,-9.2334,-4.8708,-3.7696,0001694426-23-000026,dkapril2023investorslide.htm,earnings_exhibit,16005,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/DK_000169442623000026_dkapril2023investorslide.htm.txt,16,
S000241,2023Q2,DOCN,2023-05-09,$100M-$500M,mixed,1,-1,2,1,2023-05-10,33.419998,4.6380,10.1137,31.2089,40.9934,7.9294,0001582961-23-000020,a2023-q1dopressrelease.htm,earnings_exhibit,25637,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/DOCN_000158296123000020_a2023-q1dopressrelease.htm.txt,18,
S000242,2023Q2,DRH,2023-05-04,$100M-$500M,weak,-4,-1,-1,-1,2023-05-05,8.370000,-3.3453,-7.7658,-1.5532,-2.8674,-5.8542,0001298946-23-000044,exhibit9911q2023.htm,earnings_exhibit,51038,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/DRH_000129894623000044_exhibit9911q2023.htm.txt,18,
S000243,2023Q2,DRVN,2023-05-03,$500M-$1B,mixed,0,-1,1,-1,2023-05-04,29.770000,-4.3668,-17.6688,-13.3692,-9.9765,-48.9419,0001193125-23-133100,d272537dex991.htm,earnings_exhibit,24955,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/DRVN_000119312523133100_d272537dex991.htm.txt,18,
S000244,2023Q2,DSGR,2023-05-04,$500M-$1B,mixed,1,-1,1,0,2023-05-05,23.600000,-0.7415,-4.1102,3.2203,8.9195,14.8517,0000703604-23-000045,a2023q1pressrelease.htm,earnings_exhibit,22591,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/DSGR_000070360423000045_a2023q1pressrelease.htm.txt,18,
S000245,2023Q2,DUOL,2023-05-09,$100M-$500M,mixed,2,-1,2,-1,2023-05-10,144.000000,8.1875,4.2083,8.2083,-3.5347,-5.5556,0001562088-23-000101,q1fy23pressrelease.htm,earnings_exhibit,20453,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/DUOL_000156208823000101_q1fy23pressrelease.htm.txt,18,
S000246,2023Q2,DXPE,2023-04-17,$1B-$2B,mixed,2,-1,2,0,2023-04-18,26.730000,-5.7239,-8.4923,19.6034,37.1867,41.3019,0001020710-23-000041,earningsrelease12312022.htm,earnings_exhibit,23414,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/DXPE_000102071023000041_earningsrelease12312022.htm.txt,18,
S000247,2023Q2,EEX,2023-05-03,$100M-$500M,weak,-4,-1,-1,-1,2023-05-04,3.500000,-0.8571,-4.2857,9.1429,16.0000,31.1429,0000950170-23-016852,eex-ex99_1.htm,earnings_exhibit,24176,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/EEX_000095017023016852_eex-ex99_1.htm.txt,18,
S000248,2023Q2,EQT,2023-04-13,$2B-$10B,mixed,0,-1,2,0,2023-04-14,33.000000,-0.7879,-5.9394,6.4848,18.0000,19.4242,0000033213-23-000010,eqt-20230413.htm,primary_8k,3545,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/EQT_000003321323000010_eqt-20230413.htm.txt,11,
S000249,2023Q2,ESRT,2023-04-26,$500M-$1B,mixed,2,-1,2,-1,2023-04-27,5.810000,-0.6885,-1.7212,7.0568,23.5800,40.6196,0001193125-23-118571,d483255dex992.htm,earnings_exhibit,69560,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/ESRT_000119312523118571_d483255dex992.htm.txt,18,
S000250,2023Q2,EVCM,2023-05-09,$100M-$500M,weak,-1,-1,2,-1,2023-05-10,12.900000,-5.6589,-7.2868,-12.4031,-7.9070,-13.5659,0001853145-23-000016,evcm1q23earningsrelease.htm,earnings_exhibit,22403,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/EVCM_000185314523000016_evcm1q23earningsrelease.htm.txt,18,
S000251,2023Q2,EVER,2023-05-08,$100M-$500M,mixed,1,-1,1,0,2023-05-09,8.160000,5.2696,15.1348,-2.4510,-11.3971,-19.4853,0001193125-23-138246,d572188dex992.htm,earnings_exhibit,15477,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/EVER_000119312523138246_d572188dex992.htm.txt,18,
S000252,2023Q2,EVH,2023-05-03,$100M-$500M,mixed,1,-1,-1,1,2023-05-04,32.000000,8.9062,-3.5000,-1.8125,-6.0000,-7.4063,0001628908-23-000061,a1q23exhibit991.htm,earnings_exhibit,40007,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/EVH_000162890823000061_a1q23exhibit991.htm.txt,18,
S000253,2023Q2,EXAS,2023-05-09,$100M-$500M,weak,-3,-1,-1,0,2023-05-10,79.739998,4.8533,1.7557,10.1204,19.0243,5.9694,0001124140-23-000042,exas-20230509xex99.htm,earnings_exhibit,22366,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/EXAS_000112414023000042_exas-20230509xex99.htm.txt,18,
S000254,2023Q2,EXE,2023-05-02,$500M-$1B,weak,-1,-1,2,-1,2023-05-03,76.830002,6.7422,5.1412,3.6444,9.0590,9.9180,0000895126-23-000061,chk-ex_991x20230331x8kxpr.htm,earnings_exhibit,14250,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/EXE_000089512623000061_chk-ex_991x20230331x8kxpr.htm.txt,18,
S000255,2023Q2,EXPE,2023-05-04,$2B-$10B,weak,-4,-1,-1,-1,2023-05-05,94.349998,-2.2469,1.5262,13.3015,18.2194,4.5787,0001324424-23-000029,earningsrelease-q12023.htm,earnings_exhibit,36507,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/EXPE_000132442423000029_earningsrelease-q12023.htm.txt,18,
S000256,2023Q2,FET,2023-05-04,$500M-$1B,weak,-1,-1,-1,1,2023-05-05,21.000000,7.7143,16.7619,15.4762,17.6667,28.5714,0001401257-23-000045,fet1q2023earningsrelease.htm,earnings_exhibit,19294,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/FET_000140125723000045_fet1q2023earningsrelease.htm.txt,18,
S000257,2023Q2,FG,2023-05-03,$100M-$500M,weak,-4,-1,-1,-1,2023-05-04,17.350000,3.5735,16.9452,22.4784,39.9424,51.5850,0001934850-23-000037,fgspring2023investorpres.htm,earnings_exhibit,77458,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/FG_000193485023000037_fgspring2023investorpres.htm.txt,18,
S000258,2023Q2,FLNC,2023-05-10,$100M-$500M,weak,-4,-1,-1,-1,2023-05-11,22.150000,2.9797,11.9639,23.9278,15.5756,25.2370,0001868941-23-000041,flncq2fy23earningspressrel.htm,earnings_exhibit,38224,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/FLNC_000186894123000041_flncq2fy23earningspressrel.htm.txt,18,
S000259,2023Q2,FSLR,2023-04-27,$100M-$500M,weak,-3,-1,-1,0,2023-04-28,184.679993,-3.9095,11.6959,9.5950,-1.0559,7.6457,0001274494-23-000009,ex991pressreleaseq1-2023.htm,earnings_exhibit,15941,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/FSLR_000127449423000009_ex991pressreleaseq1-2023.htm.txt,18,
S000260,2023Q2,FTAI,2023-04-26,$100M-$500M,weak,-1,-1,2,-1,2023-04-27,27.969999,-1.8591,1.9664,0.5005,0.3218,19.8069,0001140361-23-020571,brhc20051963_ex99-1.htm,earnings_exhibit,14887,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/FTAI_000114036123020571_brhc20051963_ex99-1.htm.txt,18,
S000261,2023Q2,FUBO,2023-05-05,$100M-$500M,weak,-4,-1,-1,-1,2023-05-08,19.080000,15.7233,5.0315,16.9811,36.4780,63.5220,0001493152-23-015509,ex99-1.htm,earnings_exhibit,33689,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/FUBO_000149315223015509_ex99-1.htm.txt,18,
S000262,2023Q2,GBTG,2023-05-09,$100M-$500M,weak,-2,-1,-1,1,2023-05-10,6.180000,13.1068,12.7832,28.4790,15.0485,8.7379,0001104659-23-057496,tm2314965d1_ex99-1.htm,earnings_exhibit,35111,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/GBTG_000110465923057496_tm2314965d1_ex99-1.htm.txt,18,
S000263,2023Q2,GDRX,2023-04-25,$500M-$1B,mixed,2,-1,2,-1,2023-04-26,5.650000,-18.4071,-10.2655,-2.4779,-4.6018,17.1681,0001193125-23-115360,d436463dex991.htm,earnings_exhibit,7400,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/GDRX_000119312523115360_d436463dex991.htm.txt,16,
S000264,2023Q2,GPOR,2023-05-02,$500M-$1B,weak,-1,-1,2,-1,2023-05-03,83.379997,16.2629,19.6930,18.2898,24.7781,24.4183,0001213900-23-035561,ea177827ex99-2_gulfport.htm,earnings_exhibit,22339,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/GPOR_000121390023035561_ea177827ex99-2_gulfport.htm.txt,18,
S000265,2023Q2,GRPN,2023-05-10,$100M-$500M,weak,-2,-1,-1,1,2023-05-11,3.740000,21.1230,44.3850,34.7594,79.6791,112.2995,0001490281-23-000054,a2023q18-kxexhibit991.htm,earnings_exhibit,36031,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/GRPN_000149028123000054_a2023q18-kxexhibit991.htm.txt,18,
S000266,2023Q2,GTLB,2023-06-05,$100M-$500M,weak,-3,-1,-1,0,2023-06-06,45.439999,12.7641,7.9666,9.4630,4.3134,9.4630,0001628280-23-020862,gitlab-ex99120230430fy24.htm,earnings_exhibit,21154,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/GTLB_000162828023020862_gitlab-ex99120230430fy24.htm.txt,18,
S000267,2023Q2,HIMS,2023-05-08,$100M-$500M,weak,-2,-1,-1,1,2023-05-09,10.775000,-9.3271,-17.5870,-15.0812,-20.0928,-26.6821,0001773751-23-000123,hims-20230331x8xkearningre.htm,earnings_exhibit,23769,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/HIMS_000177375123000123_hims-20230331x8xkearningre.htm.txt,18,
S000268,2023Q2,HLMN,2023-05-09,$100M-$500M,weak,-3,-1,-1,0,2023-05-10,8.330000,-2.1609,-1.8007,5.0420,4.5618,14.0456,0001822492-23-000084,ex991hillmanq12023earnings.htm,earnings_exhibit,20296,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/HLMN_000182249223000084_ex991hillmanq12023earnings.htm.txt,18,
S000269,2023Q2,HP,2023-04-26,$500M-$1B,mixed,0,-1,1,1,2023-04-27,33.810001,-5.9746,-6.0929,-3.9338,1.5676,26.2348,0000046765-23-000027,q2fy23earningsrelease.htm,earnings_exhibit,38246,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/HP_000004676523000027_q2fy23earningsrelease.htm.txt,18,
S000270,2023Q2,HST,2023-05-03,$1B-$2B,weak,-4,-1,-1,-1,2023-05-04,17.100000,-1.0526,-3.0994,1.8129,1.2865,6.1403,0000950170-23-017303,hst-ex99_2.htm,earnings_exhibit,86592,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/HST_000095017023017303_hst-ex99_2.htm.txt,18,
S000271,2023Q2,IAC,2023-05-09,$1B-$2B,mixed,0,-1,1,1,2023-05-10,49.983593,-1.2473,-9.4371,-2.8393,6.2695,10.0936,0001104659-23-057750,tm2315072d1_ex99-1.htm,earnings_exhibit,39443,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/IAC_000110465923057750_tm2315072d1_ex99-1.htm.txt,18,
S000272,2023Q2,INSW,2023-05-05,$100M-$500M,weak,-4,-1,-1,-1,2023-05-08,38.139999,-0.5244,-2.5433,-4.0378,0.3671,17.3833,0001104659-23-056306,tm2314809d1_ex99-1.htm,earnings_exhibit,24126,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/INSW_000110465923056306_tm2314809d1_ex99-1.htm.txt,18,
S000273,2023Q2,INTA,2023-05-08,$100M-$500M,mixed,0,-1,1,-1,2023-05-09,44.000000,-8.6591,-5.4318,-2.4773,-6.6591,-17.5000,0000950170-23-018809,inta-ex99_1.htm,earnings_exhibit,22671,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/INTA_000095017023018809_inta-ex99_1.htm.txt,18,
S000274,2023Q2,IONS,2023-05-03,$100M-$500M,weak,-2,-1,-1,1,2023-05-04,35.020000,3.4837,17.8755,20.6739,17.3044,15.3912,0001140361-23-022621,brhc20052344_ex99-1.htm,earnings_exhibit,14769,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/IONS_000114036123022621_brhc20052344_ex99-1.htm.txt,18,
S000275,2023Q2,JBLU,2023-04-25,$2B-$10B,weak,-4,-1,-1,-1,2023-04-26,6.820000,3.6657,-0.1466,0.1466,18.0352,15.5425,0001158463-23-000006,ex991-earningsreleaseq12023.htm,earnings_exhibit,25126,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/JBLU_000115846323000006_ex991-earningsreleaseq12023.htm.txt,18,
S000276,2023Q2,KELYA,2023-05-11,$1B-$2B,mixed,1,-1,-1,1,2023-05-12,17.770000,7.4282,0.2814,1.9696,-1.7445,-1.7445,0000055135-23-000009,a20231qearningsreleaseform.htm,earnings_exhibit,23311,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/KELYA_000005513523000009_a20231qearningsreleaseform.htm.txt,18,
S000277,2023Q2,KEQU,2023-06-28,$100M-$500M,weak,-1,-1,-1,0,2023-06-29,16.250000,-8.7385,-9.2308,-3.6308,-5.2308,4.8000,0000055529-23-000009,pressreleasefy23q4.htm,earnings_exhibit,18451,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/KEQU_000005552923000009_pressreleasefy23q4.htm.txt,18,
S000278,2023Q2,KLXE,2023-05-10,$100M-$500M,weak,-1,-1,-1,0,2023-05-11,10.610000,-5.7493,-25.1649,-21.4892,-3.5815,11.9698,0001738827-23-000030,klxeq12023earningsreleasee.htm,earnings_exhibit,39715,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/KLXE_000173882723000030_klxeq12023earningsreleasee.htm.txt,18,
S000279,2023Q2,LE,2023-06-01,$100M-$500M,weak,-4,-1,-1,-1,2023-06-02,8.330000,1.8007,1.4406,-6.2425,12.3649,-7.5630,0000950170-23-025528,le-ex99_1.htm,earnings_exhibit,21743,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/LE_000095017023025528_le-ex99_1.htm.txt,18,
S000280,2023Q2,LESL,2023-05-03,$100M-$500M,weak,-2,-1,-1,1,2023-05-04,212.800003,-1.3158,-8.4586,-3.9474,-10.0564,-39.0038,0000950170-23-017214,lesl-ex99_1.htm,earnings_exhibit,26379,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/LESL_000095017023017214_lesl-ex99_1.htm.txt,18,
S000281,2023Q2,LFCR,2023-06-01,$100M-$500M,mixed,1,-1,-1,1,2023-06-02,8.660000,-0.2309,-0.4619,12.5866,20.2079,-7.6212,0001005286-23-000093,q3fy23financialpressreleas.htm,earnings_exhibit,29645,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/LFCR_000100528623000093_q3fy23financialpressreleas.htm.txt,18,
S000282,2023Q2,LFST,2023-05-10,$100M-$500M,weak,-1,-1,1,0,2023-05-11,8.400000,-1.0714,-2.5000,-0.2381,5.4762,-4.0476,0000950170-23-019901,lfst-ex99_2.htm,earnings_exhibit,20658,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/LFST_000095017023019901_lfst-ex99_2.htm.txt,18,
S000283,2023Q2,LIVN,2023-04-14,$500M-$1B,weak,-4,-1,-1,-1,2023-04-17,42.910000,11.1862,9.8112,7.3409,15.9636,22.4889,0001639691-23-000037,boardannouncement.htm,earnings_exhibit,3907,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/LIVN_000163969123000037_boardannouncement.htm.txt,13,
S000284,2023Q2,LMB,2023-05-08,$100M-$500M,weak,-3,-1,-1,0,2023-05-09,17.980000,19.0768,13.3482,30.0334,44.2714,47.2191,0001628280-23-016438,a2023331ex991pr.htm,earnings_exhibit,20673,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/LMB_000162828023016438_a2023331ex991pr.htm.txt,18,
S000285,2023Q2,LPSN,2023-05-09,$100M-$500M,weak,-2,-1,1,-1,2023-05-10,74.250000,-7.4748,-23.8384,-28.2828,-12.3232,-19.3939,0001102993-23-000046,ex991pressreleaseq12023.htm,earnings_exhibit,25926,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/LPSN_000110299323000046_ex991pressreleaseq12023.htm.txt,18,
S000286,2023Q2,LTH,2023-04-25,$500M-$1B,weak,-3,-1,-1,0,2023-04-26,19.440001,4.4239,-0.7716,4.0123,-4.3724,-4.2695,0001869198-23-000031,lth-20230331xex991.htm,earnings_exhibit,27813,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/LTH_000186919823000031_lth-20230331xex991.htm.txt,18,
S000287,2023Q2,LUV,2023-04-27,$2B-$10B,weak,-4,-1,-1,-1,2023-04-28,29.879999,-0.9705,0.2677,-0.2677,17.9719,10.5087,0000092380-23-000021,er-3312023xerdoc.htm,earnings_exhibit,51058,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/LUV_000009238023000021_er-3312023xerdoc.htm.txt,18,
S000288,2023Q2,LXU,2023-05-02,$100M-$500M,weak,-3,-1,-1,0,2023-05-03,8.680000,5.8756,9.6774,12.5576,14.9769,27.1889,0000950170-23-016703,lxu-ex99_1.htm,earnings_exhibit,20323,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/LXU_000095017023016703_lxu-ex99_1.htm.txt,18,
S000289,2023Q2,LYFT,2023-05-04,$2B-$10B,weak,-4,-1,-1,-1,2023-05-05,9.070000,-5.8434,-10.2536,7.1665,12.3484,26.9019,0001759509-23-000056,lyft-20230331xpressrelease.htm,earnings_exhibit,28840,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/LYFT_000175950923000056_lyft-20230331xpressrelease.htm.txt,18,
S000290,2023Q2,MAC,2023-05-04,$500M-$1B,weak,-1,-1,2,-1,2023-05-05,10.180000,-6.2868,-8.9391,0.8841,11.4931,23.6739,0000912242-23-000010,a2023q1-exhibit991.htm,earnings_exhibit,67124,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/MAC_000091224223000010_a2023q1-exhibit991.htm.txt,18,
S000291,2023Q2,MAGN,2023-05-04,$100M-$500M,weak,-3,-1,-1,0,2023-05-05,48.360001,-4.8387,-13.4409,-10.7527,-18.0108,-28.7634,0000041719-23-000015,q12023earningsreleaseex-991.htm,earnings_exhibit,27665,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/MAGN_000004171923000015_q12023earningsreleaseex-991.htm.txt,18,
S000292,2023Q2,MBLY,2023-04-27,$500M-$1B,weak,-1,-1,2,-1,2023-04-28,36.910000,5.7708,5.9604,25.5486,1.6798,2.9802,0001104659-23-050649,tm2313666d1_ex99-1.htm,earnings_exhibit,26404,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/MBLY_000110465923050649_tm2313666d1_ex99-1.htm.txt,18,
S000293,2023Q2,MCS,2023-05-04,$100M-$500M,mixed,2,-1,1,1,2023-05-05,16.910000,-4.9083,-7.2738,-8.1609,-12.4778,-3.8439,0000062234-23-000016,mcs-20230504xex991.htm,earnings_exhibit,21128,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/MCS_000006223423000016_mcs-20230504xex991.htm.txt,18,
S000294,2023Q2,MCY,2023-05-02,$500M-$1B,mixed,1,-1,2,1,2023-05-03,29.480000,2.2049,3.4600,2.6798,2.6119,7.3609,0000950170-23-016668,mcy-ex99_1.htm,earnings_exhibit,18660,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/MCY_000095017023016668_mcy-ex99_1.htm.txt,18,
S000295,2023Q2,MDB,2023-06-01,$500M-$1B,weak,-3,-1,-1,0,2023-06-02,380.750000,0.2731,1.9987,8.0552,11.5089,0.1444,0001441816-23-000085,mdb-043023xex991xrelease.htm,earnings_exhibit,28152,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/MDB_000144181623000085_mdb-043023xex991xrelease.htm.txt,18,
S000296,2023Q2,MEG,2023-05-09,$100M-$500M,weak,-2,-1,1,-1,2023-05-10,32.880001,13.5036,8.6375,30.5353,37.5000,15.8455,0000950170-23-019765,meg-ex99_1.htm,earnings_exhibit,30126,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/MEG_000095017023019765_meg-ex99_1.htm.txt,18,
S000297,2023Q2,MELI,2023-05-03,$500M-$1B,mixed,2,-1,2,-1,2023-05-04,1326.050049,-2.2058,-3.1613,-2.7571,-9.9770,-12.1594,0001099590-23-000010,meli-20230503xex991.htm,earnings_exhibit,36240,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/MELI_000109959023000010_meli-20230503xex991.htm.txt,18,
S000298,2023Q2,MGNI,2023-05-10,$100M-$500M,mixed,1,-1,2,1,2023-05-11,10.620000,17.7966,11.8644,25.3296,30.0377,16.1959,0001595974-23-000017,a991-earningsq12023.htm,earnings_exhibit,35115,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/MGNI_000159597423000017_a991-earningsq12023.htm.txt,18,
S000299,2023Q2,MIR,2023-05-03,$100M-$500M,mixed,2,-1,1,1,2023-05-04,8.420000,-10.6888,-11.1639,-6.2945,-1.1877,-5.7007,0001628280-23-015018,a2023-058xkexhibit991.htm,earnings_exhibit,25236,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/MIR_000162828023015018_a2023-058xkexhibit991.htm.txt,18,
S000300,2023Q2,MQ,2023-05-09,$100M-$500M,weak,-2,-1,-1,1,2023-05-10,4.410000,7.4830,7.4830,7.2562,14.2857,12.4717,0001522540-23-000023,mqearningsrelease-q1x2023.htm,earnings_exhibit,23003,/Users/aeternusholdings/Documents/GitHub/AeternusHoldings/cache/sec/sec_docs_text/MQ_000152254023000023_mqearningsrelease-q1x2023.htm.txt,18,
