quarter,ticker,cik,asof_date
2023Q3,COIN,1679788,2023-08-03
2023Q3,COKE,317540,2023-08-02
2023Q3,COLL,1267565,2023-08-03
2023Q3,COLM,1050797,2023-08-01
2023Q3,COMP,1563190,2023-08-07
2023Q3,COO,711404,2023-08-30
2023Q3,COOK,1857853,2023-08-02
2023Q3,CORT,1088856,2023-08-02
2023Q3,CPAY,1175454,2023-08-08
2023Q3,CPB,16732,2023-08-31
2023Q3,CPK,19745,2023-08-03
2023Q3,CPRT,900075,2023-09-14
2023Q3,CRAI,1053706,2023-08-03
2023Q3,CRC,1609253,2023-07-31
2023Q3,CRCT,1828962,2023-08-08
2023Q3,CRDO,0001807794,2023-08-24
2023Q3,CRI,1060822,2023-07-28
2023Q3,CRK,23194,2023-07-31
2023Q3,CRL,1100682,2023-08-09
2023Q3,CRM,1108524,2023-08-30
2023Q3,CRNC,1768267,2023-08-08
2023Q3,CROX,1334036,2023-07-27
2023Q3,CRSP,1674416,2023-08-07
2023Q3,CRSR,1743759,2023-08-03
2023Q3,CRTO,1576427,2023-08-02
2023Q3,CRUS,772406,2023-08-03
2023Q3,CRVL,874866,2023-08-01
2023Q3,CSGP,1057352,2023-07-25
2023Q3,CSGS,1005757,2023-08-02
2023Q3,CSX,277948,2023-07-20
2023Q3,CTAS,723254,2023-07-13
2023Q3,CTEV,1793229,2023-08-02
2023Q3,CTLP,896429,2023-09-06
2023Q3,CTOS,1709682,2023-08-08
2023Q3,CTRA,858470,2023-08-07
2023Q3,CTRN,1318484,2023-08-22
2023Q3,CTS,26058,2023-07-25
2023Q3,CTSH,1058290,2023-08-02
2023Q3,CTVA,1755672,2023-08-03
2023Q3,CVCO,278166,2023-08-03
2023Q3,CVGI,1290900,2023-08-01
2023Q3,CVGW,1133470,2023-09-06
2023Q3,CVI,1376139,2023-07-31
2023Q3,CVLG,928658,2023-07-26
2023Q3,CVLT,1169561,2023-08-01
2023Q3,CVNA,1690820,2023-07-19
2023Q3,CVSA,730464,2023-08-10
2023Q3,CWH,1669779,2023-08-01
2023Q3,CWK,1628369,2023-07-31
2023Q3,CWST,911177,2023-07-27
2023Q3,CWT,1035201,2023-07-27
2023Q3,CXM,1569345,2023-09-06
2023Q3,CXW,1070985,2023-08-08
2023Q3,CYH,1108109,2023-08-02
2023Q3,CZR,1590895,2023-08-01
2023Q3,D,715957,2023-08-04
2023Q3,DAN,26780,2023-07-28
2023Q3,DASH,1792789,2023-08-02
2023Q3,DBD,28823,2023-08-09
2023Q3,DBI,1319947,2023-09-07
2023Q3,DBX,1467623,2023-08-03
2023Q3,DCGO,1822359,2023-08-07
2023Q3,DCH,1062231,2023-08-04
2023Q3,DCO,30305,2023-08-03
2023Q3,DD,1666700,2023-08-02
2023Q3,DDD,910638,2023-08-09
2023Q3,DDOG,1561550,2023-08-08
2023Q3,DECK,910521,2023-07-27
2023Q3,DEI,1364250,2023-08-01
2023Q3,DFIN,1669811,2023-08-02
2023Q3,DG,29534,2023-08-31
2023Q3,DGII,854775,2023-08-03
2023Q3,DGX,1022079,2023-07-26
2023Q3,DHR,313616,2023-07-25
2023Q3,DIN,49754,2023-08-03
2023Q3,DIOD,29002,2023-08-08
2023Q3,DK,1694426,2023-08-07
2023Q3,DLR,1297996,2023-07-27
2023Q3,DLTR,935703,2023-08-24
2023Q3,DLX,27996,2023-08-03
2023Q3,DNOW,1599617,2023-08-02
2023Q3,DNUT,1857154,2023-08-10
2023Q3,DOC,765880,2023-07-27
2023Q3,DOCN,1582961,2023-07-06
2023Q3,DOCU,1261333,2023-09-07
2023Q3,DOV,29905,2023-07-25
2023Q3,DPZ,1286681,2023-07-24
2023Q3,DRH,1298946,2023-08-03
2023Q3,DRI,940944,2023-09-21
2023Q3,DRS,1833756,2023-07-28
2023Q3,DRVN,1804745,2023-08-02
2023Q3,DSGR,703604,2023-08-03
2023Q3,DTE,936340,2023-07-27
2023Q3,DUK,1326160,2023-08-08
2023Q3,DUOL,1562088,2023-08-08
2023Q3,DVA,927066,2023-08-03
2023Q3,DVN,1090012,2023-08-01
2023Q3,DXCM,1093557,2023-07-27
2023Q3,DXLG,813298,2023-08-24
2023Q3,DXPE,1020710,2023-08-09
2023Q3,DY,67215,2023-08-23
2023Q3,EA,712515,2023-08-01
2023Q3,EAT,703351,2023-08-16
2023Q3,EBAY,1065088,2023-07-26
2023Q3,EBF,33002,2023-09-18
2023Q3,EBS,1367644,2023-08-08
2023Q3,ECL,31462,2023-08-01
2023Q3,ECPG,1084961,2023-08-02
2023Q3,ECVT,1708035,2023-08-03
2023Q3,ED,1047862,2023-08-03
2023Q3,EE,0001888447,2023-08-09
2023Q3,EEFT,1029199,2023-07-26
2023Q3,EEX,1579214,2023-08-02
2023Q3,EFX,33185,2023-07-19
2023Q3,EG,1095073,2023-07-26
2023Q3,EHAB,0001803737,2023-08-09
2023Q3,EIG,1379041,2023-07-26
2023Q3,EIX,827052,2023-07-27
2023Q3,EMBC,0001872789,2023-08-08
2023Q3,EME,105634,2023-07-27
2023Q3,EMR,32604,2023-08-02
2023Q3,ENOV,1420800,2023-08-03
2023Q3,ENPH,1463101,2023-07-27
2023Q3,ENR,1632790,2023-08-08
2023Q3,ENS,1289308,2023-08-09
2023Q3,ENSG,1125376,2023-07-27
2023Q3,ENTG,1101302,2023-08-03
2023Q3,ENVA,1529864,2023-07-25
2023Q3,EOG,821189,2023-08-03
2023Q3,EPAM,1352010,2023-08-03
2023Q3,EPC,1096752,2023-08-03
2023Q3,EPM,1006655,2023-09-12
2023Q3,EQIX,1101239,2023-08-02
2023Q3,EQR,906107,2023-07-27
2023Q3,EQT,33213,2023-07-13
2023Q3,ERIE,922621,2023-07-27
2023Q3,ES,72741,2023-07-31
2023Q3,ESE,866706,2023-08-08
2023Q3,ESRT,1541401,2023-07-26
2023Q3,ESS,920522,2023-07-27
2023Q3,ETN,1551182,2023-08-01
2023Q3,ETR,65984,2023-08-02
2023Q3,EVCM,1853145,2023-08-07
2023Q3,EVER,1640428,2023-08-07
2023Q3,EVH,1628908,2023-08-02
2023Q3,EVRG,1711269,2023-08-04
2023Q3,EVTC,1559865,2023-07-21
2023Q3,EW,1099800,2023-07-26
2023Q3,EXAS,1124140,2023-08-01
2023Q3,EXC,1109357,2023-08-02
2023Q3,EXE,895126,2023-08-01
2023Q3,EXEL,939767,2023-08-01
2023Q3,EXLS,1297989,2023-07-27
2023Q3,EXPD,746515,2023-08-08
2023Q3,EXPE,1324424,2023-08-03
2023Q3,EXPI,1495932,2023-08-03
2023Q3,EXR,1289490,2023-08-03
2023Q3,EXTR,1078271,2023-08-02
2023Q3,EYE,1710155,2023-07-26
2023Q3,EZPW,876523,2023-08-02
2023Q3,FA,1210677,2023-08-09
2023Q3,FANG,1539838,2023-07-11
2023Q3,FAST,815556,2023-07-13
2023Q3,FBP,1057706,2023-07-27
2023Q3,FCX,831259,2023-07-20
2023Q3,FDP,1047340,2023-08-02
2023Q3,FDS,1013237,2023-09-21
2023Q3,FE,1031296,2023-08-01
2023Q3,FELE,38725,2023-07-25
2023Q3,FET,1401257,2023-08-04
2023Q3,FFIV,1048695,2023-07-24
2023Q3,FG,0001934850,2023-08-08
2023Q3,FHB,36377,2023-07-28
2023Q3,FICO,814547,2023-08-02
2023Q3,FIGS,1846576,2023-08-03
2023Q3,FIS,1136893,2023-08-02
2023Q3,FISV,798354,2023-07-26
2023Q3,FIVE,1177609,2023-08-30
2023Q3,FIVN,1288847,2023-08-07
2023Q3,FIX,1035983,2023-07-26
2023Q3,FLNC,0001868941,2023-08-09
2023Q3,FLR,1124198,2023-08-04
2023Q3,FLXS,37472,2023-08-21
2023Q3,FN,1408710,2023-08-21
2023Q3,FNKO,1704711,2023-08-03
2023Q3,FOR,1406587,2023-07-20
2023Q3,FORM,1039399,2023-08-02
2023Q3,FORR,1023313,2023-07-27
2023Q3,FOXF,1424929,2023-08-03
2023Q3,FRSH,1544522,2023-08-01
2023Q3,FRT,34903,2023-08-02
2023Q3,FSLR,1274494,2023-07-27
2023Q3,FSTR,352825,2023-08-08
2023Q3,FTAI,1590364,2023-07-26
2023Q3,FTDR,1727263,2023-08-02
2023Q3,FTNT,1262039,2023-08-03
2023Q3,FTRE,0001965040,2023-08-14
2023Q3,FTV,1659166,2023-07-26
2023Q3,FUBO,1484769,2023-08-04
2023Q3,FWONA,1560385,2023-08-04
2023Q3,FWONK,1560385,2023-08-04
2023Q3,FWRD,912728,2023-08-02
2023Q3,FWRG,1789940,2023-08-01
2023Q3,GATX,40211,2023-07-25
2023Q3,GBTG,1820872,2023-08-10
2023Q3,GBX,923120,2023-09-21
2023Q3,GCO,18498,2023-08-31
2023Q3,GD,40533,2023-07-26
2023Q3,GDDY,1609711,2023-08-03
2023Q3,GDEN,1071255,2023-07-31
2023Q3,GDOT,1386278,2023-08-03
2023Q3,GDRX,1809519,2023-08-09
2023Q3,GEF,43920,2023-09-05
2023Q3,GEHC,0001932393,2023-07-25
2023Q3,GEN,849399,2023-08-03
2023Q3,GEO,923796,2023-08-15
2023Q3,GETY,0001898496,2023-08-14
2023Q3,GFF,50725,2023-08-02
2023Q3,GH,1576280,2023-08-03
2023Q3,GHC,104889,2023-08-02
2023Q3,GHM,716314,2023-08-07
2023Q3,GIC,945114,2023-08-01
2023Q3,GIII,821002,2023-09-07
2023Q3,GILD,882095,2023-08-03
2023Q3,GIS,40704,2023-09-20
2023Q3,GL,320335,2023-07-26
2023Q3,GLPI,1575965,2023-07-28
2023Q3,GLW,24741,2023-07-25
2023Q3,GNE,1528356,2023-08-07
2023Q3,GNRC,1474735,2023-08-02
2023Q3,GNTX,355811,2023-07-28
2023Q3,GNW,1276520,2023-08-01
2023Q3,GO,1771515,2023-08-08
2023Q3,GOLD,1591588,2023-09-05
2023Q3,GOLF,1672013,2023-08-03
2023Q3,GPC,40987,2023-07-20
2023Q3,GPI,1031203,2023-07-26
2023Q3,GPN,1123360,2023-08-01
2023Q3,GPOR,874499,2023-08-01
2023Q3,GRBK,1373670,2023-08-02
2023Q3,GRC,42682,2023-07-28
2023Q3,GRMN,1121788,2023-08-02
2023Q3,GRPN,1490281,2023-08-09
2023Q3,GT,42582,2023-08-02
2023Q3,GTLB,1653482,2023-09-05
2023Q3,GTLS,892553,2023-07-28
2023Q3,GTM,1794515,2023-07-31
2023Q3,GTX,1735707,2023-07-27
2023Q3,GWW,277135,2023-07-27
2023Q3,HAE,313143,2023-08-08
2023Q3,HAIN,910406,2023-08-24
2023Q3,HAL,45012,2023-07-19
2023Q3,HALO,1159036,2023-08-08
2023Q3,HAS,46080,2023-08-03
2023Q3,HBAN,49196,2023-07-21
2023Q3,HBANL,49196,2023-07-21
2023Q3,HBANP,49196,2023-07-21
2023Q3,HBB,1709164,2023-08-02
2023Q3,HCC,1691303,2023-08-02
2023Q3,HCI,1400810,2023-08-08
2023Q3,HCSG,731012,2023-07-26
2023Q3,HE,354707,2023-08-07
2023Q3,HELE,916789,2023-07-12
2023Q3,HGV,1674168,2023-08-03
2023Q3,HIG,874766,2023-07-27
2023Q3,HII,1501585,2023-08-03
2023Q3,HIMS,1773751,2023-08-07
2023Q3,HLF,1180262,2023-08-02
2023Q3,HLIO,1024795,2023-08-07
2023Q3,HLIT,851310,2023-07-31
2023Q3,HLMN,1822492,2023-08-08
2023Q3,HLNE,1433642,2023-08-01
2023Q3,HLT,1585689,2023-07-26
2023Q3,HLX,866829,2023-07-27
2023Q3,HMN,850141,2023-07-20
2023Q3,HNI,48287,2023-08-08
2023Q3,HON,773840,2023-07-27
2023Q3,HOOD,1783879,2023-07-31
2023Q3,HOV,357294,2023-08-30
2023Q3,HP,46765,2023-07-26
2023Q3,HPP,1482512,2023-08-01
2023Q3,HQY,1428336,2023-09-05
2023Q3,HRI,1364479,2023-07-25
2023Q3,HRL,48465,2023-08-31
2023Q3,HRMY,1802665,2023-08-01
2023Q3,HRTG,1598665,2023-08-09
2023Q3,HSIC,1000228,2023-08-07
2023Q3,HST,1070750,2023-08-02
2023Q3,HSY,47111,2023-07-27
2023Q3,HTH,1265131,2023-07-20
2023Q3,HTLD,799233,2023-08-03
2023Q3,HTO,766829,2023-07-31
2023Q3,HTZ,1657853,2023-07-27
2023Q3,HUBB,48898,2023-07-25
2023Q3,HUBS,1404655,2023-08-02
2023Q3,HURC,315374,2023-09-08
2023Q3,HVT,216085,2023-08-01
2023Q3,HWKN,46250,2023-08-02
2023Q3,HWM,4281,2023-08-01
2023Q3,HY,1173514,2023-08-01
2023Q3,HZO,1057060,2023-07-27
2023Q3,IAC,1800227,2023-08-08
2023Q3,IART,917520,2023-07-27
2023Q3,IBKR,1381197,2023-07-18
2023Q3,IBP,1580905,2023-08-02
2023Q3,ICE,1571949,2023-08-03
2023Q3,ICFI,1362004,2023-08-03
2023Q3,ICHR,1652535,2023-08-08
2023Q3,ICUI,883984,2023-08-07
2023Q3,IDCC,1405495,2023-08-03
2023Q3,IDXX,874716,2023-08-01
2023Q3,IEP,813762,2023-08-04
2023Q3,IESC,1048268,2023-08-04
2023Q3,IEX,832101,2023-07-27
2023Q3,IFF,51253,2023-08-07
2023Q3,IIIV,1728688,2023-08-08
2023Q3,ILMN,1110803,2023-08-09
2023Q3,INCY,879169,2023-08-01
2023Q3,INSW,1679049,2023-08-09
2023Q3,INTA,1565687,2023-09-06
2023Q3,INVH,1687229,2023-07-26
2023Q3,IONS,874015,2023-08-09
2023Q3,IOSP,1054905,2023-08-08
2023Q3,IP,51434,2023-07-27
2023Q3,IPAR,822663,2023-07-25
2023Q3,IPGP,1111928,2023-08-01
2023Q3,IQV,1478242,2023-08-01
2023Q3,IR,1699150,2023-08-02
2023Q3,IRDM,1418819,2023-07-25
2023Q3,IRM,1020569,2023-08-03
2023Q3,IRT,1466085,2023-07-26
2023Q3,IRTC,1388658,2023-08-03
2023Q3,IRWD,1446847,2023-08-08
2023Q3,ISRG,1035267,2023-07-20
2023Q3,IT,749251,2023-08-01
2023Q3,ITW,49826,2023-08-01
2023Q3,IVZ,914208,2023-07-25
2023Q3,J,52988,2023-08-08
2023Q3,JACK,807882,2023-08-09
2023Q3,JAZZ,1232524,2023-08-09
2023Q3,JBGS,1689796,2023-08-08
2023Q3,JBHT,728535,2023-07-18
2023Q3,JBI,1839839,2023-08-10
2023Q3,JBLU,1158463,2023-08-01
2023Q3,JBSS,880117,2023-08-23
2023Q3,JBTM,1433660,2023-08-01
2023Q3,JELD,1674335,2023-08-07
2023Q3,JILL,1687932,2023-08-31
2023Q3,JKHY,779152,2023-08-15
2023Q3,JRVR,1620459,2023-08-07
2023Q3,KAI,886346,2023-08-01
2023Q3,KALU,811596,2023-07-25
2023Q3,KBH,795266,2023-09-20
2023Q3,KDP,1418135,2023-07-27
2023Q3,KE,1606757,2023-08-16
2023Q3,KELYA,55135,2023-08-10
2023Q3,KEQU,55529,2023-09-01
2023Q3,KEY,91576,2023-07-20
2023Q3,KEYS,1601046,2023-08-17
2023Q3,KFRC,930420,2023-07-31
2023Q3,KFY,56679,2023-09-07
2023Q3,KGS,0001767042,2023-08-09
2023Q3,KIM,879101,2023-07-27
2023Q3,KKR,1404912,2023-08-07
2023Q3,KLAC,319201,2023-07-27
2023Q3,KLIC,56978,2023-08-08
2023Q3,KLXE,1738827,2023-08-09
2023Q3,KMB,55785,2023-07-25
2023Q3,KMI,1506307,2023-07-19
2023Q3,KMT,55242,2023-08-01
2023Q3,KN,1587523,2023-08-02
2023Q3,KNF,0001955520,2023-08-08
2023Q3,KNTK,1692787,2023-08-08
2023Q3,KOP,1315257,2023-08-03
2023Q3,KOS,1509991,2023-08-07
2023Q3,KRG,1286043,2023-07-31
2023Q3,KRO,1257640,2023-08-02
2023Q3,KSS,885639,2023-08-23
2023Q3,KTB,1760965,2023-08-03
2023Q3,KTOS,1069258,2023-08-03
2023Q3,KVUE,0001944048,2023-07-20
2023Q3,KW,1408100,2023-08-02
2023Q3,KWR,81362,2023-08-01
2023Q3,L,60086,2023-07-31
2023Q3,LAUR,912766,2023-08-03
2023Q3,LBRDA,1611983,2023-08-04
2023Q3,LBRDK,1611983,2023-08-04
2023Q3,LBTYA,1570585,2023-07-24
2023Q3,LBTYK,1570585,2023-07-24
2023Q3,LC,1409970,2023-07-26
2023Q3,LCID,1811210,2023-07-12
2023Q3,LCII,763744,2023-08-08
2023Q3,LCUT,874396,2023-08-03
2023Q3,LDOS,1336920,2023-08-01
2023Q3,LE,799288,2023-08-31
2023Q3,LECO,59527,2023-07-27
2023Q3,LEG,58492,2023-07-31
2023Q3,LESL,1821806,2023-07-13
2023Q3,LFCR,1005286,2023-08-31
2023Q3,LFST,1845257,2023-08-09
2023Q3,LFUS,889331,2023-08-01
2023Q3,LGIH,1580670,2023-08-01
2023Q3,LH,920148,2023-07-27
2023Q3,LHX,202058,2023-07-26
2023Q3,LII,1069202,2023-07-27
2023Q3,LILA,1712184,2023-08-08
2023Q3,LILAK,1712184,2023-08-08
2023Q3,LIN,1707925,2023-07-27
2023Q3,LITE,1633978,2023-08-17
2023Q3,LIVN,1639691,2023-07-26
2023Q3,LKQ,1065696,2023-07-27
2023Q3,LLY,59478,2023-08-08
2023Q3,LMB,1606163,2023-08-09
2023Q3,LNT,352541,2023-08-04
2023Q3,LNTH,1521036,2023-08-03
2023Q3,LOCO,1606366,2023-08-03
2023Q3,LOGI,1032975,2023-07-25
2023Q3,LOPE,1434588,2023-08-03
2023Q3,LOVE,1701758,2023-08-16
2023Q3,LPG,1596993,2023-07-27
2023Q3,LPLA,1397911,2023-07-27
2023Q3,LPSN,1102993,2023-08-08
2023Q3,LQDT,1235468,2023-08-03
2023Q3,LSTR,853816,2023-07-26
2023Q3,LTH,1869198,2023-07-25
2023Q3,LULU,1397187,2023-08-31
